HOG	OG	Gene Tree Parent Clade	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
N3.HOG0014420	OG0016755	-		bc2001_g15997.t1	bc2002_g606.t1		
N3.HOG0014421	OG0016756	-		bc2001_g15999.t1	bc2002_g604.t1		
N3.HOG0014422	OG0016757	-		bc2001_g16002.t1	bc2002_g602.t1		
N3.HOG0014423	OG0016759	-		bc2001_g16022.t1	bc2002_g3701.t1		
N3.HOG0014424	OG0016760	-		bc2001_g16025.t1	bc2002_g3704.t1		
N3.HOG0014425	OG0016761	-		bc2001_g16027.t1	bc2002_g3706.t1		
N3.HOG0014426	OG0016762	-		bc2001_g16028.t1	bc2002_g3707.t1		
N3.HOG0014427	OG0016763	-		bc2001_g16036.t1	bc2002_g3713.t1		
N3.HOG0014428	OG0016764	-		bc2001_g16038.t1	bc2002_g3715.t1		
N3.HOG0014429	OG0016765	-		bc2001_g16039.t1	bc2002_g3716.t1		
N3.HOG0014430	OG0016766	-		bc2001_g16040.t1	bc2002_g3717.t1		
N3.HOG0014431	OG0016767	-		bc2001_g16047.t1	bc2002_g3730.t1		
N3.HOG0014432	OG0016768	-		bc2001_g16049.t1	bc2002_g3732.t1		
N3.HOG0014433	OG0016769	-		bc2001_g16053.t1	bc2002_g3736.t1		
N3.HOG0014434	OG0016770	-		bc2001_g16063.t1	bc2002_g3750.t1		
N3.HOG0014435	OG0016771	-		bc2001_g16065.t2	bc2002_g3752.t1		
N3.HOG0014436	OG0016772	-		bc2001_g16085.t1	bc2002_g8300.t1		
N3.HOG0014437	OG0016773	-		bc2001_g16089.t1	bc2002_g3023.t1		
N3.HOG0014438	OG0016774	-		bc2001_g16116.t1	bc2002_g2758.t1		
N3.HOG0014439	OG0016775	-		bc2001_g16143.t1	bc2002_g8409.t1		
N3.HOG0014440	OG0016776	-		bc2001_g16147.t1	bc2002_g8411.t1		
N3.HOG0014441	OG0016777	-		bc2001_g16148.t1	bc2002_g8412.t1		
N3.HOG0014442	OG0016778	-		bc2001_g16149.t2	bc2002_g8413.t1		
N3.HOG0014443	OG0016779	-		bc2001_g16150.t1	bc2002_g8414.t1		
N3.HOG0014444	OG0016780	-		bc2001_g16151.t1	bc2002_g8415.t1		
N3.HOG0014445	OG0016781	-		bc2001_g16152.t1	bc2002_g8416.t1		
N3.HOG0014446	OG0016782	-		bc2001_g16156.t1	bc2002_g8421.t1		
N3.HOG0014447	OG0016783	-		bc2001_g16161.t1	bc2002_g8428.t1		
N3.HOG0014448	OG0016784	-		bc2001_g16162.t1	bc2002_g8429.t1		
N3.HOG0014449	OG0016785	-		bc2001_g16173.t1	bc2002_g8440.t1		
N3.HOG0014450	OG0016786	-		bc2001_g16193.t1	bc2002_g8463.t1		
N3.HOG0014451	OG0016787	-		bc2001_g16196.t1	bc2002_g8466.t1		
N3.HOG0014452	OG0016788	-		bc2001_g16198.t1	bc2002_g8469.t1		
N3.HOG0014453	OG0016789	-		bc2001_g16199.t1	bc2002_g8470.t1		
N3.HOG0014454	OG0016790	-		bc2001_g16200.t1	bc2002_g8471.t1		
N3.HOG0014455	OG0016791	-		bc2001_g16201.t1	bc2002_g8472.t1		
N3.HOG0014456	OG0016792	-		bc2001_g16202.t1	bc2002_g8473.t1		
N3.HOG0014457	OG0016793	-		bc2001_g16203.t1	bc2002_g8474.t1		
N3.HOG0014458	OG0016794	-		bc2001_g16207.t1	bc2002_g8479.t1		
N3.HOG0014459	OG0016795	-		bc2001_g16211.t1	bc2002_g8483.t1		
N3.HOG0014460	OG0016796	-		bc2001_g16215.t1	bc2002_g8486.t1		
N3.HOG0014461	OG0016797	-		bc2001_g16217.t1	bc2002_g8488.t1		
N3.HOG0014462	OG0016798	-		bc2001_g16222.t1	bc2002_g8493.t1		
N3.HOG0014463	OG0016799	-		bc2001_g16223.t1	bc2002_g8494.t1		
N3.HOG0014464	OG0016800	-		bc2001_g16226.t1	bc2002_g8497.t1		
N3.HOG0014465	OG0016801	-		bc2001_g16232.t1	bc2002_g8503.t1		
N3.HOG0014466	OG0016802	-		bc2001_g16237.t1	bc2002_g8508.t1		
N3.HOG0014467	OG0016803	-		bc2001_g16240.t1	bc2002_g8511.t1		
N3.HOG0014468	OG0016804	-		bc2001_g16241.t1	bc2002_g8512.t1		
N3.HOG0014469	OG0016805	-		bc2001_g16249.t1	bc2002_g8519.t1		
N3.HOG0014470	OG0016806	-		bc2001_g16251.t1	bc2002_g8521.t1		
N3.HOG0014471	OG0016807	-		bc2001_g16258.t1	bc2002_g8528.t1		
N3.HOG0014472	OG0016808	-		bc2001_g16263.t1	bc2002_g8533.t1		
N3.HOG0014473	OG0016809	-		bc2001_g16266.t1	bc2002_g8536.t1		
N3.HOG0014474	OG0016810	-		bc2001_g16267.t1	bc2002_g8537.t1		
N3.HOG0014475	OG0016811	-		bc2001_g16272.t1	bc2002_g8541.t1		
N3.HOG0014476	OG0016812	-		bc2001_g16279.t1	bc2002_g8548.t1		
N3.HOG0014477	OG0016813	-		bc2001_g16281.t1	bc2002_g8550.t1		
N3.HOG0014478	OG0016814	-		bc2001_g16282.t1	bc2002_g8551.t1		
N3.HOG0014479	OG0016815	-		bc2001_g16283.t1	bc2002_g8552.t1		
N3.HOG0014480	OG0016816	-		bc2001_g16289.t1	bc2002_g8557.t1		
N3.HOG0014481	OG0016817	-		bc2001_g16293.t1	bc2002_g8560.t1		
N3.HOG0014482	OG0016818	-		bc2001_g16296.t1	bc2002_g8563.t1		
N3.HOG0014483	OG0016819	-		bc2001_g16306.t1	bc2002_g8573.t1		
N3.HOG0014484	OG0016820	-		bc2001_g16315.t1	bc2002_g8583.t1		
N3.HOG0014485	OG0016821	-		bc2001_g16317.t1	bc2002_g8585.t1		
N3.HOG0014486	OG0016822	-		bc2001_g16321.t1	bc2002_g8589.t1		
N3.HOG0014487	OG0016823	-		bc2001_g16323.t1	bc2002_g8591.t1		
N3.HOG0014488	OG0016824	-		bc2001_g16325.t1	bc2002_g8592.t1		
N3.HOG0014489	OG0016825	-		bc2001_g16326.t1	bc2002_g8593.t1		
N3.HOG0014490	OG0016826	-		bc2001_g16327.t1	bc2002_g8594.t1		
N3.HOG0014491	OG0016827	-		bc2001_g16329.t1	bc2002_g8595.t1		
N3.HOG0014492	OG0016828	-		bc2001_g16335.t1	bc2002_g8601.t1		
N3.HOG0014493	OG0016829	-		bc2001_g16339.t1	bc2002_g8605.t1		
N3.HOG0014494	OG0016830	-		bc2001_g16345.t2, bc2001_g16345.t1			
N3.HOG0014495	OG0016831	-		bc2001_g16355.t1	bc2002_g13028.t1		
N3.HOG0014496	OG0016832	-		bc2001_g16382.t1	bc2002_g3072.t1		
N3.HOG0014497	OG0016833	-		bc2001_g16389.t1	bc2002_g3066.t1		
N3.HOG0014498	OG0016834	-		bc2001_g16393.t1	bc2002_g3062.t1		
N3.HOG0014499	OG0016835	-		bc2001_g16394.t1	bc2002_g3061.t1		
N3.HOG0014500	OG0016836	-		bc2001_g16395.t1	bc2002_g3060.t1		
N3.HOG0014501	OG0016837	-		bc2001_g16396.t1	bc2002_g3059.t1		
N3.HOG0014502	OG0016838	-		bc2001_g16401.t1	bc2002_g3053.t1		
N3.HOG0014503	OG0016839	-		bc2001_g16403.t1	bc2002_g3051.t1		
N3.HOG0014504	OG0016840	-		bc2001_g16404.t1	bc2002_g3050.t1		
N3.HOG0014505	OG0016841	-		bc2001_g16405.t1	bc2002_g3049.t1		
N3.HOG0014506	OG0016842	-		bc2001_g16409.t1	bc2002_g3045.t1		
N3.HOG0014507	OG0016843	-		bc2001_g16422.t1	bc2002_g3031.t1		
N3.HOG0014508	OG0016844	-		bc2001_g16425.t1	bc2002_g3028.t1		
N3.HOG0014509	OG0016845	-		bc2001_g16430.t1	bc2002_g11598.t1		
N3.HOG0014510	OG0016846	-		bc2001_g16437.t1	bc2002_g3014.t1		
N3.HOG0014511	OG0016847	-		bc2001_g16440.t1	bc2002_g3012.t1		
N3.HOG0014512	OG0016848	-		bc2001_g16450.t1	bc2002_g3005.t1		
N3.HOG0014513	OG0016849	-		bc2001_g16453.t1	bc2002_g3002.t1		
N3.HOG0014514	OG0016850	-		bc2001_g16460.t1	bc2002_g2998.t1		
N3.HOG0014515	OG0016851	-		bc2001_g16469.t1	bc2002_g17735.t1		
N3.HOG0014516	OG0016852	-		bc2001_g16472.t1	bc2002_g17731.t1		
N3.HOG0014517	OG0016853	-		bc2001_g16476.t1	bc2002_g17727.t1		
N3.HOG0014518	OG0016854	-		bc2001_g16479.t1	bc2002_g17724.t1		
N3.HOG0014519	OG0016855	-		bc2001_g16480.t1	bc2002_g17723.t1		
N3.HOG0014520	OG0016856	-		bc2001_g16481.t1	bc2002_g17721.t1		
N3.HOG0014521	OG0016857	-		bc2001_g16483.t1	bc2002_g17719.t1		
N3.HOG0014522	OG0016858	-		bc2001_g16484.t1	bc2002_g17718.t1		
N3.HOG0014523	OG0016859	-		bc2001_g16487.t1	bc2002_g17715.t1		
N3.HOG0014524	OG0016860	-		bc2001_g16510.t1	bc2002_g17694.t1		
N3.HOG0014525	OG0016861	-		bc2001_g16511.t1	bc2002_g17693.t1		
N3.HOG0014526	OG0016862	-		bc2001_g16513.t1	bc2002_g17691.t1		
N3.HOG0014527	OG0016863	-		bc2001_g16515.t1	bc2002_g17689.t1		
N3.HOG0014528	OG0016864	-		bc2001_g16516.t1	bc2002_g17688.t1		
N3.HOG0014529	OG0016865	-		bc2001_g16521.t1	bc2002_g17680.t1		
N3.HOG0014530	OG0016867	-		bc2001_g16525.t1	bc2002_g17677.t1		
N3.HOG0014531	OG0016868	-		bc2001_g16532.t1	bc2002_g17671.t1		
N3.HOG0014532	OG0016869	-		bc2001_g16537.t1	bc2002_g380.t1		
N3.HOG0014533	OG0016870	-		bc2001_g16541.t1	bc2002_g17663.t1		
N3.HOG0014534	OG0016871	-		bc2001_g16545.t1	bc2002_g17661.t1		
N3.HOG0014535	OG0016872	-		bc2001_g16546.t1	bc2002_g17660.t1		
N3.HOG0014536	OG0016873	-		bc2001_g16547.t1	bc2002_g17659.t1		
N3.HOG0014537	OG0016874	-		bc2001_g16550.t1	bc2002_g17656.t1		
N3.HOG0014538	OG0016875	-		bc2001_g16551.t1	bc2002_g17655.t1		
N3.HOG0014539	OG0016876	-		bc2001_g16552.t1	bc2002_g17654.t1		
N3.HOG0014540	OG0016877	-		bc2001_g16557.t1	bc2002_g17649.t1		
N3.HOG0014541	OG0016878	-		bc2001_g16561.t3	bc2002_g17646.t2		
N3.HOG0014542	OG0016879	-		bc2001_g16567.t1	bc2002_g17640.t1		
N3.HOG0014543	OG0016880	-		bc2001_g16590.t1	bc2002_g17619.t1		
N3.HOG0014544	OG0016881	-		bc2001_g16613.t2, bc2001_g16594.t1			
N3.HOG0014545	OG0016882	-		bc2001_g16610.t1	bc2002_g17599.t1		
N3.HOG0014546	OG0016883	-		bc2001_g16618.t1	bc2002_g17591.t1		
N3.HOG0014547	OG0016884	-		bc2001_g16620.t1	bc2002_g17589.t1		
N3.HOG0014548	OG0016885	-		bc2001_g16622.t1	bc2002_g17587.t1		
N3.HOG0014549	OG0016886	-		bc2001_g16626.t1	bc2002_g17584.t1		
N3.HOG0014550	OG0016887	-		bc2001_g16632.t1	bc2002_g17577.t1		
N3.HOG0014551	OG0016888	-		bc2001_g16638.t1	bc2002_g17570.t1		
N3.HOG0014552	OG0016889	-		bc2001_g16639.t1	bc2002_g17569.t1		
N3.HOG0014553	OG0016890	-		bc2001_g16643.t1	bc2002_g17563.t1		
N3.HOG0014554	OG0016891	-		bc2001_g16645.t1	bc2002_g17561.t1		
N3.HOG0014555	OG0016892	-		bc2001_g16646.t1, bc2001_g16646.t2			
N3.HOG0014556	OG0016893	-		bc2001_g16646.t3	bc2002_g17559.t1		
N3.HOG0014557	OG0016894	-		bc2001_g16651.t1	bc2002_g17554.t1		
N3.HOG0014558	OG0016895	-		bc2001_g16655.t1	bc2002_g17550.t1		
N3.HOG0014559	OG0016896	-		bc2001_g16663.t1	bc2002_g17542.t1		
N3.HOG0014560	OG0016897	-		bc2001_g16663.t2	bc2002_g17542.t2		
N3.HOG0014561	OG0016898	-		bc2001_g16664.t1	bc2002_g17541.t1		
N3.HOG0014562	OG0016899	-		bc2001_g16665.t1	bc2002_g17540.t1		
N3.HOG0014563	OG0016900	-		bc2001_g16681.t1	bc2002_g17524.t1		
N3.HOG0014564	OG0016901	-		bc2001_g16688.t1	bc2002_g17518.t1		
N3.HOG0014565	OG0016902	-		bc2001_g16699.t1	bc2002_g17507.t1		
N3.HOG0014566	OG0016903	-		bc2001_g16711.t1	bc2002_g17494.t1		
N3.HOG0014567	OG0016904	-		bc2001_g16712.t1	bc2002_g17493.t1		
N3.HOG0014568	OG0016905	-		bc2001_g16716.t1	bc2002_g17489.t1		
N3.HOG0014569	OG0016906	-		bc2001_g16718.t1	bc2002_g17486.t1		
N3.HOG0014570	OG0016907	-		bc2001_g16721.t1	bc2002_g17483.t1		
N3.HOG0014571	OG0016908	-		bc2001_g16726.t1	bc2002_g17478.t1		
N3.HOG0014572	OG0016909	-		bc2001_g16752.t1	bc2002_g17453.t1		
N3.HOG0014573	OG0016910	-		bc2001_g16754.t1	bc2002_g17451.t1		
N3.HOG0014574	OG0016911	-		bc2001_g16761.t1	bc2002_g17445.t1		
N3.HOG0014575	OG0016912	-		bc2001_g16761.t2	bc2002_g17445.t2		
N3.HOG0014576	OG0016913	-		bc2001_g16765.t1	bc2002_g17441.t1		
N3.HOG0014577	OG0016914	-		bc2001_g16779.t1	bc2002_g17427.t1		
N3.HOG0014578	OG0016915	-		bc2001_g16782.t1	bc2002_g17425.t1		
N3.HOG0014579	OG0016916	-		bc2001_g16783.t1	bc2002_g17424.t1		
N3.HOG0014580	OG0016917	-		bc2001_g16791.t1	bc2002_g17414.t1		
N3.HOG0014581	OG0016918	-		bc2001_g16799.t2	bc2002_g17406.t1		
N3.HOG0014582	OG0016919	-		bc2001_g16801.t1	bc2002_g17404.t1		
N3.HOG0014583	OG0016920	-		bc2001_g16807.t1	bc2002_g17398.t1		
N3.HOG0014584	OG0016921	-		bc2001_g16807.t2	bc2002_g17398.t3		
N3.HOG0014585	OG0016922	-		bc2001_g16807.t3	bc2002_g17398.t2		
N3.HOG0014586	OG0016923	-		bc2001_g16810.t1	bc2002_g17395.t1		
N3.HOG0014587	OG0016924	-		bc2001_g16820.t1	bc2002_g3207.t1		
N3.HOG0014588	OG0016925	-		bc2001_g16822.t1	bc2002_g3209.t1		
N3.HOG0014589	OG0016926	-		bc2001_g16823.t1	bc2002_g4178.t1		
N3.HOG0014590	OG0016927	-		bc2001_g16824.t1	bc2002_g3210.t1		
N3.HOG0014591	OG0016928	-		bc2001_g16825.t1	bc2002_g3211.t1		
N3.HOG0014592	OG0016929	-		bc2001_g16838.t1	bc2002_g3226.t1		
N3.HOG0014593	OG0016930	-		bc2001_g16850.t1	bc2002_g3238.t1		
N3.HOG0014594	OG0016931	-		bc2001_g16851.t1	bc2002_g3239.t1		
N3.HOG0014595	OG0016932	-		bc2001_g16853.t1	bc2002_g3241.t1		
N3.HOG0014596	OG0016933	-		bc2001_g16854.t1	bc2002_g3243.t1		
N3.HOG0014597	OG0016934	-		bc2001_g16862.t3	bc2002_g3252.t2		
N3.HOG0014598	OG0016935	-		bc2001_g16865.t1	bc2002_g3256.t1		
N3.HOG0014599	OG0016936	-		bc2001_g16874.t1	bc2002_g3264.t1		
N3.HOG0014600	OG0016937	-		bc2001_g16877.t1	bc2002_g3267.t1		
N3.HOG0014601	OG0016938	-		bc2001_g16881.t1	bc2002_g3271.t1		
N3.HOG0014602	OG0016939	-		bc2001_g16885.t1	bc2002_g3275.t1		
N3.HOG0014603	OG0016940	-		bc2001_g16887.t1	bc2002_g3277.t1		
N3.HOG0014604	OG0016941	-		bc2001_g16892.t1	bc2002_g3282.t1		
N3.HOG0014605	OG0016942	-		bc2001_g16894.t1	bc2002_g3284.t1		
N3.HOG0014606	OG0016943	-		bc2001_g16896.t1	bc2002_g3287.t1		
N3.HOG0014607	OG0016944	-		bc2001_g16897.t1	bc2002_g3288.t1		
N3.HOG0014608	OG0016945	-		bc2001_g16898.t1	bc2002_g3288.t2		
N3.HOG0014609	OG0016946	-		bc2001_g16899.t1	bc2002_g3289.t1		
N3.HOG0014610	OG0016947	-		bc2001_g16900.t1	bc2002_g3290.t1		
N3.HOG0014611	OG0016948	-		bc2001_g16901.t1	bc2002_g3291.t1		
N3.HOG0014612	OG0016949	-		bc2001_g16902.t1	bc2002_g3292.t1		
N3.HOG0014613	OG0016950	-		bc2001_g16906.t1	bc2002_g3295.t1		
N3.HOG0014614	OG0016951	-		bc2001_g16915.t3	bc2002_g3305.t3		
N3.HOG0014615	OG0016952	-		bc2001_g16918.t1	bc2002_g3307.t1		
N3.HOG0014616	OG0016953	-		bc2001_g16925.t1	bc2002_g3321.t1		
N3.HOG0014617	OG0016954	-		bc2001_g16938.t1	bc2002_g3335.t1		
N3.HOG0014618	OG0016955	-		bc2001_g16943.t1	bc2002_g3341.t1		
N3.HOG0014619	OG0016956	-		bc2001_g16949.t1	bc2002_g3347.t1		
N3.HOG0014620	OG0016957	-		bc2001_g16950.t1	bc2002_g3348.t1		
N3.HOG0014621	OG0016958	-		bc2001_g16951.t1	bc2002_g3349.t1		
N3.HOG0014622	OG0016959	-		bc2001_g16952.t1	bc2002_g3350.t1		
N3.HOG0014623	OG0016960	-		bc2001_g16954.t1	bc2002_g3352.t1		
N3.HOG0014624	OG0016961	-		bc2001_g16958.t1	bc2002_g3356.t1		
N3.HOG0014625	OG0016962	-		bc2001_g16965.t1	bc2002_g3364.t1		
N3.HOG0014626	OG0016963	-		bc2001_g16966.t1	bc2002_g3365.t1		
N3.HOG0014627	OG0016964	-		bc2001_g16967.t1	bc2002_g3366.t1		
N3.HOG0014628	OG0016965	-		bc2001_g16972.t1	bc2002_g7886.t1		
N3.HOG0014629	OG0016966	-		bc2001_g16973.t1	bc2002_g7887.t1		
N3.HOG0014630	OG0016967	-		bc2001_g16983.t1	bc2002_g7896.t1		
N3.HOG0014631	OG0016968	-		bc2001_g16985.t1	bc2002_g7898.t1		
N3.HOG0014632	OG0016969	-		bc2001_g17001.t1	bc2002_g7912.t1		
N3.HOG0014633	OG0016970	-		bc2001_g17002.t1	bc2002_g7913.t1		
N3.HOG0014634	OG0016971	-		bc2001_g17003.t1	bc2002_g7914.t1		
N3.HOG0014635	OG0016972	-		bc2001_g17011.t1	bc2002_g7923.t1		
N3.HOG0014636	OG0016973	-		bc2001_g17014.t1	bc2002_g7925.t1		
N3.HOG0014637	OG0016974	-		bc2001_g17015.t1	bc2002_g7926.t1		
N3.HOG0014638	OG0016975	-		bc2001_g17020.t1	bc2002_g7931.t1		
N3.HOG0014639	OG0016976	-		bc2001_g17030.t1	bc2002_g7942.t1		
N3.HOG0014640	OG0016977	-		bc2001_g17031.t1	bc2002_g7943.t1		
N3.HOG0014641	OG0016978	-		bc2001_g17032.t1	bc2002_g7944.t1		
N3.HOG0014642	OG0016979	-		bc2001_g17042.t1	bc2002_g7957.t1		
N3.HOG0014643	OG0016980	-		bc2001_g17045.t2	bc2002_g7960.t1		
N3.HOG0014644	OG0016981	-		bc2001_g17046.t1	bc2002_g7961.t1		
N3.HOG0014645	OG0016982	-		bc2001_g17056.t1	bc2002_g7971.t1		
N3.HOG0014646	OG0016983	-		bc2001_g17058.t1	bc2002_g7973.t1		
N3.HOG0014647	OG0016984	-		bc2001_g17063.t1	bc2002_g7978.t1		
N3.HOG0014648	OG0016985	-		bc2001_g17075.t1	bc2002_g7988.t1		
N3.HOG0014649	OG0016986	-		bc2001_g17081.t1	bc2002_g7993.t1		
N3.HOG0014650	OG0016987	-		bc2001_g17082.t2, bc2001_g17082.t1			
N3.HOG0014651	OG0016988	-		bc2001_g17085.t1	bc2002_g7706.t1		
N3.HOG0014652	OG0016989	-		bc2001_g17092.t1	bc2002_g7716.t1		
N3.HOG0014653	OG0016990	-		bc2001_g17098.t1	bc2002_g7723.t1		
N3.HOG0014654	OG0016991	-		bc2001_g17102.t1	bc2002_g7727.t1		
N3.HOG0014655	OG0016992	-		bc2001_g17103.t1	bc2002_g7728.t1		
N3.HOG0014656	OG0016993	-		bc2001_g17116.t1	bc2002_g7741.t1		
N3.HOG0014657	OG0016994	-		bc2001_g17147.t1	bc2002_g7770.t1		
N3.HOG0014658	OG0016995	-		bc2001_g17149.t1	bc2002_g7773.t1		
N3.HOG0014659	OG0016996	-		bc2001_g17150.t1	bc2002_g7774.t1		
N3.HOG0014660	OG0016997	-		bc2001_g17152.t1	bc2002_g7776.t1		
N3.HOG0014661	OG0016998	-		bc2001_g17153.t1	bc2002_g7777.t1		
N3.HOG0014662	OG0016999	-		bc2001_g17157.t1	bc2002_g7781.t1		
N3.HOG0014663	OG0017000	-		bc2001_g17158.t1	bc2002_g7783.t1		
N3.HOG0014664	OG0017001	-		bc2001_g17159.t1	bc2002_g7784.t1		
N3.HOG0014665	OG0017002	-		bc2001_g17160.t1	bc2002_g7785.t1		
N3.HOG0014666	OG0017003	-		bc2001_g17161.t1	bc2002_g7786.t1		
N3.HOG0014667	OG0017004	-		bc2001_g17165.t1	bc2002_g7788.t1		
N3.HOG0014668	OG0017005	-		bc2001_g17166.t1	bc2002_g7789.t1		
N3.HOG0014669	OG0017006	-		bc2001_g17169.t1	bc2002_g7794.t1		
N3.HOG0014670	OG0017007	-		bc2001_g17180.t1	bc2002_g7805.t1		
N3.HOG0014671	OG0017008	-		bc2001_g17181.t1	bc2002_g7807.t1		
N3.HOG0014672	OG0017009	-		bc2001_g17182.t1	bc2002_g7808.t1		
N3.HOG0014673	OG0017010	-		bc2001_g17183.t1	bc2002_g7809.t1		
N3.HOG0014674	OG0017011	-		bc2001_g17185.t1	bc2002_g7811.t1		
N3.HOG0014675	OG0017012	-		bc2001_g17187.t1	bc2002_g7813.t1		
N3.HOG0014676	OG0017013	-		bc2001_g17194.t1	bc2002_g7820.t1		
N3.HOG0014677	OG0017014	-		bc2001_g17197.t3	bc2002_g7823.t2		
N3.HOG0014678	OG0017015	-		bc2001_g17205.t1	bc2002_g7832.t1		
N3.HOG0014679	OG0017017	-		bc2001_g17214.t1	bc2002_g7840.t1		
N3.HOG0014680	OG0017018	-		bc2001_g17215.t1	bc2002_g7841.t1		
N3.HOG0014681	OG0017019	-		bc2001_g17216.t1	bc2002_g7842.t1		
N3.HOG0014682	OG0017020	-		bc2001_g17220.t1	bc2002_g7847.t1		
N3.HOG0014683	OG0017021	-		bc2001_g17222.t1	bc2002_g7849.t1		
N3.HOG0014684	OG0017022	-		bc2001_g17230.t1	bc2002_g7857.t1		
N3.HOG0014685	OG0017023	-		bc2001_g17232.t1	bc2002_g7859.t1		
N3.HOG0014686	OG0017024	-		bc2001_g17233.t1	bc2002_g7860.t1		
N3.HOG0014687	OG0017025	-		bc2001_g17236.t1	bc2002_g7863.t1		
N3.HOG0014688	OG0017026	-		bc2001_g17240.t1	bc2002_g7867.t1		
N3.HOG0014689	OG0017027	-		bc2001_g17241.t1	bc2002_g7868.t1		
N3.HOG0014690	OG0017028	-		bc2001_g17260.t1, bc2001_g17260.t2			
N3.HOG0014691	OG0017031	-		bc2001_g17272.t1	bc2002_g19556.t1		
N3.HOG0014692	OG0017032	-		bc2001_g17276.t1	bc2002_g19552.t1		
N3.HOG0014693	OG0017033	-		bc2001_g17289.t1	bc2002_g19540.t1		
N3.HOG0014694	OG0017034	-		bc2001_g17291.t1	bc2002_g19538.t1		
N3.HOG0014695	OG0017035	-		bc2001_g17298.t1	bc2002_g19531.t1		
N3.HOG0014696	OG0017036	-		bc2001_g17299.t1	bc2002_g19530.t1		
N3.HOG0014697	OG0017037	-		bc2001_g17305.t1	bc2002_g19523.t1		
N3.HOG0014698	OG0017038	-		bc2001_g17306.t1	bc2002_g19522.t1		
N3.HOG0014699	OG0017039	-		bc2001_g17307.t1	bc2002_g19521.t1		
N3.HOG0014700	OG0017040	-		bc2001_g17308.t1	bc2002_g19519.t1		
N3.HOG0014701	OG0017041	-		bc2001_g17311.t1	bc2002_g19516.t1		
N3.HOG0014702	OG0017042	-		bc2001_g17313.t1	bc2002_g19514.t1		
N3.HOG0014703	OG0017043	-		bc2001_g17315.t1	bc2002_g19512.t1		
N3.HOG0014704	OG0017044	-		bc2001_g17319.t1	bc2002_g19508.t1		
N3.HOG0014705	OG0017046	-		bc2001_g17332.t1	bc2002_g19496.t1		
N3.HOG0014706	OG0017047	-		bc2001_g17334.t1	bc2002_g19494.t1		
N3.HOG0014707	OG0017048	-		bc2001_g17338.t1	bc2002_g19492.t1		
N3.HOG0014708	OG0017049	-		bc2001_g17341.t1	bc2002_g19488.t1		
N3.HOG0014709	OG0017050	-		bc2001_g17343.t1	bc2002_g19486.t1		
N3.HOG0014710	OG0017051	-		bc2001_g17348.t1	bc2002_g19481.t1		
N3.HOG0014711	OG0017052	-		bc2001_g17350.t1	bc2002_g19479.t1		
N3.HOG0014712	OG0017053	-		bc2001_g17353.t1	bc2002_g19476.t1		
N3.HOG0014713	OG0017054	-		bc2001_g17354.t1	bc2002_g19475.t1		
N3.HOG0014714	OG0017055	-		bc2001_g17372.t2	bc2002_g19456.t3		
N3.HOG0014715	OG0017056	-		bc2001_g17383.t1	bc2002_g19441.t1		
N3.HOG0014716	OG0017057	-		bc2001_g17385.t1	bc2002_g19439.t1		
N3.HOG0014717	OG0017058	-		bc2001_g17387.t1	bc2002_g19437.t1		
N3.HOG0014718	OG0017059	-		bc2001_g17389.t1	bc2002_g19434.t1		
N3.HOG0014719	OG0017060	-		bc2001_g17390.t1	bc2002_g19433.t1		
N3.HOG0014720	OG0017061	-		bc2001_g17392.t1	bc2002_g19431.t1		
N3.HOG0014721	OG0017062	-		bc2001_g17393.t1	bc2002_g19430.t1		
N3.HOG0014722	OG0017063	-		bc2001_g17394.t1	bc2002_g19429.t1		
N3.HOG0014723	OG0017064	-		bc2001_g17395.t1	bc2002_g19428.t1		
N3.HOG0014724	OG0017065	-		bc2001_g17396.t1	bc2002_g19427.t1		
N3.HOG0014725	OG0017066	-		bc2001_g17403.t1	bc2002_g19420.t1		
N3.HOG0014726	OG0017067	-		bc2001_g17404.t1	bc2002_g19419.t1		
N3.HOG0014727	OG0017068	-		bc2001_g17405.t1	bc2002_g19418.t1		
N3.HOG0014728	OG0017069	-		bc2001_g17406.t1	bc2002_g19417.t1		
N3.HOG0014729	OG0017070	-		bc2001_g17410.t1	bc2002_g19413.t1		
N3.HOG0014730	OG0017071	-		bc2001_g17411.t1	bc2002_g19412.t1		
N3.HOG0014731	OG0017072	-		bc2001_g17412.t1	bc2002_g19411.t1		
N3.HOG0014732	OG0017073	-		bc2001_g17416.t1	bc2002_g19408.t1		
N3.HOG0014733	OG0017074	-		bc2001_g17417.t1	bc2002_g19407.t1		
N3.HOG0014734	OG0017075	-		bc2001_g17418.t1	bc2002_g19406.t1		
N3.HOG0014735	OG0017076	-		bc2001_g17428.t1	bc2002_g705.t1		
N3.HOG0014736	OG0017077	-		bc2001_g17429.t1	bc2002_g66.t1		
N3.HOG0014737	OG0017078	-		bc2001_g17430.t1	bc2002_g67.t1		
N3.HOG0014738	OG0017079	-		bc2001_g17431.t1	bc2002_g68.t1		
N3.HOG0014739	OG0017080	-		bc2001_g17432.t1	bc2002_g69.t1		
N3.HOG0014740	OG0017081	-		bc2001_g17433.t1	bc2002_g70.t1		
N3.HOG0014741	OG0017082	-		bc2001_g17436.t1	bc2002_g74.t1		
N3.HOG0014742	OG0017083	-		bc2001_g17439.t1	bc2002_g76.t1		
N3.HOG0014743	OG0017084	-		bc2001_g17442.t1	bc2002_g79.t1		
