Geneid,Chr,Start,End,Strand,Length,mapped_to_Icas2
g14227,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,74078;74272;74551;74877;75100;75432;75685;75858;76070;76282,74176;74450;74778;74963;75343;75495;75755;75981;76211;76333,-;-;-;-;-;-;-;-;-;-,1290,4522
g14228,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,77330;77508;78362;78973;79437;79690,77410;77883;78816;79112;79567;79712,-;-;-;-;-;-,1206,1407
g14229,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,80114;81418;81627;81950;82153;82458;82590,81311;81567;81858;82041;82328;82502;82775,+;+;+;+;+;+;+,2079,618
g14230,contig_611;contig_611;contig_611;contig_611,82810;86574;86733;86944,86365;86643;86829;86979,+;+;+;+,3759,0
g14231,contig_611,88418,89404,+,987,0
g14232,contig_611,89410,90228,-,819,0
g14233,contig_611;contig_611,92773;92965,92891;94138,-;-,1293,0
g14234,contig_611,94928,95440,-,513,0
g14235,contig_611,95994,97796,+,1803,0
g14236,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,97868;97868;98391;98391;98799;98799;99720;99720;100440;100759;100759;100899;100899;101133;101133;101452;101452;101721;101721;101904;101904;102082;102082;102208;102208;102445;102445;102696;102696;102919;102919;103205;103205;103484;103484;103655;103655;103883;103883;104067;104067;104205;104205;104393;104393,98289;98289;98696;98696;99593;99593;99835;99835;100515;100816;100820;101021;101021;101365;101365;101601;101601;101811;101811;101996;101996;102135;102135;102315;102315;102570;102570;102812;102812;103101;103101;103377;103377;103538;103538;103761;103761;103990;103990;104109;104109;104295;104295;104505;104505,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3745,7246
g14237,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,104627;104764;104913;105102;106242;106415;106621;106716;106860,104708;104818;104988;105239;106319;106517;106647;106792;106910,-;-;-;-;-;-;-;-;-,687,3690
g14238,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,106946;107068;107302;107671;107916;108149;108399;108629;108801;109194,106954;107079;107412;107775;108021;108261;108540;108697;108905;109465,-;-;-;-;-;-;-;-;-;-,1044,8393
g14239,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,109652;109652;109913;109913;110169;110169;110289;110289;110447;110447;110591;110700;110700;110860;110860;111096;111096,109706;109706;110017;110017;110200;110200;110358;110358;110611;110503;110611;110771;110771;110997;110997;111154;111154,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,696,10903
g14240,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,111348;111348;111674;111674;111997;111997;112120;112120;112265;112265;112430;112430;113395;113395;113623;113623;114060;114060;114272;114272;114514;114514;114710;114710;114884;114884;115198;115198;115466;115466;115740;115740;116024;116024;116259;116259;116562;116562;117040;117040;117416;117416;117855;117855;118271;118271;118408;118408;118618;118618;118764;118764;118965;118965;119136;119136;119300;119300;119559;119559;119843;119843;120108;120108;120618;120618;120881;120881;121101;121101;121399;121399;121784;121784;121960;121960;122511;122511;122981;122981,111601;111595;111895;111895;112029;112029;112169;112169;112352;112352;112888;112888;113541;113541;113995;113995;114193;114193;114387;114387;114594;114594;114804;114804;115057;115057;115281;115281;115656;115656;115955;115955;116183;116183;116480;116480;116717;116717;117308;117308;117586;117586;118023;118023;118330;118330;118541;118541;118638;118638;118887;118887;119056;119056;119189;119189;119380;119380;119708;119708;119988;119988;120172;120172;120779;120779;120976;120976;121214;121214;121587;121587;121872;121872;122070;122070;122520;122520;123007;123007,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5589,69377
g14241,contig_611;contig_611,123363;123732,123518;123893,+;+,318,0
g14242,contig_611;contig_611;contig_611;contig_611,129115;129381;129959;130263,129276;129739;130116;130489,+;+;+;+,906,0
g14243,contig_611;contig_611;contig_611;contig_611,132309;132647;132965;133261,132583;132892;133171;133498,-;-;-;-,966,0
g14244,contig_611;contig_611,135102;135204,135136;135669,+;+,501,0
g14245,contig_611;contig_611,136052;136297,136218;136393,+;+,264,0
g14246,contig_611,136883,137425,-,543,0
g14247,contig_611;contig_611,137586;137889,137732;138701,+;+,960,0
g14248,contig_611,138753,139310,+,558,0
g14249,contig_611;contig_611;contig_611;contig_611,139349;139663;139871;140476,139562;139775;140301;140722,-;-;-;-,1005,0
g14250,contig_611;contig_611;contig_611,140856;141435;142189,141366;142101;142759,+;+;+,1749,0
g14251,contig_611,142947,143534,-,588,0
g14252,contig_611;contig_611,143589;145288,145228;146698,-;-,3051,0
g14253,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,147567;148133;148331;148673;149107;149301,147627;148253;148539;149004;149203;149605,+;+;+;+;+;+,1125,0
g14254,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,152521;152653;152804;152999;153000;153354;153354,152546;152728;152817;153270;153270;153643;153643,+;+;+;+;+;+;+,678,433
g14255,contig_611,153803,154594,-,792,0
g14256,contig_611,154827,155162,-,336,0
g14257,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,155352;155352;155729;155729;156702;156702;157757;158288,155631;155631;156520;156520;157756;157688;158207;159503,+;+;+;+;+;+;+;+,3794,0
g14258,contig_611;contig_611,159723;160023,159868;160173,-;-,297,0
g14259,contig_611;contig_611;contig_611;contig_611,160215;160295;160904;161215,160219;160797;160943;161242,+;+;+;+,576,1
g14260,contig_611;contig_611;contig_611;contig_611;contig_611,161263;161451;161755;161872;162040,161319;161621;161772;161904;162069,+;+;+;+;+,309,1468
g14261,contig_611;contig_611;contig_611,162181;162350;162610,162199;162497;162682,+;+;+,240,5363
g14262,contig_611;contig_611,163075;163751,163509;163990,-;-,675,186581
g14263,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,164173;164423;164699;165092;165261;165515,164331;164561;164991;165187;165372;165525,-;-;-;-;-;-,810,26736
g14264,contig_611;contig_611;contig_611;contig_611;contig_611,165635;165996;166200;166349;166539,165734;166132;166254;166433;166542,+;+;+;+;+,381,30437
g14265,contig_611;contig_611,167287;167563,167374;167813,+;+,339,0
g14266,contig_611,169446,170081,+,636,0
g14267,contig_611,170407,170667,+,261,0
g14268,contig_611;contig_611;contig_611,171497;172130;172383,171705;172327;172473,-;-;-,498,0
g14269,contig_611;contig_611;contig_611,173402;174000;174215,173938;174125;174268,-;-;-,717,0
g14270,contig_611;contig_611;contig_611,174794;175070;175762,175010;175572;176667,+;+;+,1626,32
g14271,contig_611,177068,177337,+,270,0
g14272,contig_611,177864,178670,-,807,0
g14273,contig_611;contig_611;contig_611;contig_611;contig_611,178856;179011;179513;180203;180515,178915;179369;180028;180415;180932,-;-;-;-;-,1566,0
g14274,contig_611;contig_611;contig_611;contig_611;contig_611,180980;182053;182964;183177;184274,181957;182761;183037;183841;184571,+;+;+;+;+,2724,0
g14275,contig_611,184686,185240,+,555,0
g14276,contig_611,185318,186628,+,1311,0
g14277,contig_611,186854,189154,+,2301,0
g14278,contig_611,189214,189645,-,432,0
g14279,contig_611,189672,190067,-,396,0
g14280,contig_611,190113,190520,+,408,0
g14281,contig_611,190593,192353,+,1761,0
g14282,contig_611;contig_611;contig_611;contig_611;contig_611,193235;193364;193656;193804;193950,193298;193588;193741;193890;194045,+;+;+;+;+,558,0
g14283,contig_611;contig_611;contig_611;contig_611,194247;194426;194593;194863,194338;194509;194676;194959,-;-;-;-,357,1
g14284,contig_611,195106,196914,-,1809,0
g14285,contig_611,196945,197352,-,408,0
g14286,contig_611;contig_611,197398;197827,197629;198248,+;+,654,0
g14287,contig_611,198308,201835,-,3528,0
g14288,contig_611,201919,202326,-,408,0
g14289,contig_611,202444,202833,-,390,0
g14290,contig_611,203673,203951,+,279,0
g14291,contig_611,203978,204931,-,954,0
g14292,contig_611,205092,206816,+,1725,0
g14293,contig_611;contig_611;contig_611,206843;207365;208507,207290;208439;208552,-;-;-,1569,0
g14294,contig_611;contig_611,208616;208956,208888;209645,+;+,963,0
g14295,contig_611;contig_611,209697;210294,210180;210577,+;+,768,0
g14296,contig_611,210607,214320,-,3714,0
g14297,contig_611,214816,215139,+,324,0
g14298,contig_611,215682,216428,-,747,0
g14299,contig_611;contig_611;contig_611;contig_611,216828;217429;217929;218723,217246;217872;218626;218973,-;-;-;-,1812,0
g14300,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,219039;219212;219500;219859;220446;220675,219070;219345;219685;220172;220458;221324,+;+;+;+;+;+,1329,0
g14301,contig_611,222356,223000,+,645,0
g14302,contig_611;contig_611;contig_611;contig_611,223286;223523;223855;224120,223379;223571;224019;224402,-;-;-;-,591,0
g14303,contig_611;contig_611,225454;225727,225576;226485,+;+,882,431
g14304,contig_611;contig_611,226542;227135,227039;227320,+;+,684,2235
g14305,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,227849;227849;228077;228077;228552;228552;229356;229356,227988;227988;228491;228491;229235;229203;229685;229372,+;+;+;+;+;+;+;+,1569,3913
g14306,contig_611;contig_611;contig_611;contig_611;contig_611,229869;230068;230682;230997;231338,229946;230604;230936;231176;231658,+;+;+;+;+,1371,34192
g14307,contig_611;contig_611;contig_611,231916;232106;232299,231971;232230;232570,+;+;+,453,38716
g14308,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,232770;232770;233106;233106;233247;233499;233499;233729;233729,232850;232850;233329;233156;233329;233641;233641;234372;234372,+;+;+;+;+;+;+;+;+,1092,16620
g14309,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,234559;234559;234747;234747;235024;235024;235884,234636;234636;234900;234900;235613;235751;235907,-;-;-;-;-;-;-,984,12062
g14310,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,236173;236173;236850;236850;237184;237184;237999;238240;238240;239022,236691;236691;237081;237081;238129;237938;238129;238927;238813;239048,-;-;-;-;-;-;-;-;-;-,2412,10326
g14311,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,239352;239445;239533;241687;241687;242074;242074;243729;243729;244726;244726;246895;246895,239379;240639;240639;241938;241938;243613;243613;244624;244624;246798;246798;247265;247265,+;+;+;+;+;+;+;+;+;+;+;+;+,6355,30720
g14312,contig_611;contig_611,247538;248605,248458;248613,-;-,930,60431
g14313,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,248913;249314;249694;250116;250252;250384;250710;251216;251435;251674;252075;252305;252729;253170;253382;253587;253820;254014;254200;254552;254727,249014;249554;250029;250163;250295;250605;251100;251298;251588;251997;252207;252638;253055;253283;253493;253720;253914;254072;254411;254665;254954,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3807,74028
g14314,contig_611;contig_611,256834;257218,257085;257331,+;+,366,0
g14315,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,259361;260142;260381;261077;261194;261367;261563,260005;260258;261006;261081;261235;261414;261657,+;+;+;+;+;+;+,1578,0
g14316,contig_611;contig_611;contig_611;contig_611,261694;261924;262382;262685,261805;262211;262569;262759,+;+;+;+,663,0
g14317,contig_611;contig_611;contig_611,262822;262999;263205,262898;263095;263237,+;+;+,207,0
g14318,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,263354;263644;263869;264151;264333;264569;264712;265328;265563;265811;265996;266488;266791;267160;267625;267957;268332;269145;269660;270359,263557;263793;264027;264225;264491;264650;264833;265465;265734;265889;266167;266694;266981;267291;267694;268067;268547;269399;270143;270492,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3312,19692
g14319,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,270710;271098;271449;271599;271870;272131,270883;271285;271503;271723;271996;272232,-;-;-;-;-;-,771,15946
g14320,contig_611;contig_611;contig_611;contig_611,272445;272762;272959;273757,272613;272854;273482;274074,+;+;+;+,1104,15605
g14321,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,274359;274604;275078;276297;276876;277521,274485;274794;276168;276567;277307;277667,+;+;+;+;+;+,2259,87769
g14322,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,278118;278197;278226;278557;278557;279438;279438;279680;279680;280027;280027;280513;280513,278155;278484;278484;279225;279225;279603;279603;279918;279915;280098;280098;280554;280554,-;-;-;-;-;-;-;-;-;-;-;-;-,1514,29997
g14323,contig_611;contig_611;contig_611,280740;281395;281697,281303;281632;281842,-;-;-,948,11068
g14324,contig_611;contig_611;contig_611;contig_611,282719;282974;283086;283321,282852;283032;283170;283471,-;-;-;-,429,0
g14325,contig_611,284149,284448,-,300,0
g14326,contig_611;contig_611,284743;286609,286521;287400,-;-,2571,0
g14327,contig_611,287445,288317,-,873,0
g14328,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,288863;289153;289299;289535;289798;290045,289092;289238;289480;289723;289944;290047,-;-;-;-;-;-,837,0
g14329,contig_611;contig_611;contig_611;contig_611;contig_611,292056;293246;293798;294169;294482,292880;293731;293929;294398;294491,-;-;-;-;-,1683,0
g14330,contig_611;contig_611,296957;297059,296991;297581,+;+,558,0
g14331,contig_611;contig_611,298406;299309,299057;299652,+;+,996,0
g14332,contig_611,299787,301736,+,1950,0
g14333,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,301855;301855;302136;302136;302340;302340;302528;302528;302714;302788;302788;303087;303087;303249;303249;303413;303413;303618;303618;303752;303752,302034;302034;302262;302262;302428;302428;302648;302698;302721;302958;302958;303170;303170;303332;303332;303551;303551;303683;303683;303864;303864,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1232,8689
g14334,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,304273;304273;304465;304465;304745;304745;305313;305500;305650;305864;306119;306413;306602;306943;307334,304399;304399;304536;304536;304944;304935;305409;305515;305759;305976;306274;306464;306844;307234;307445,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1590,18226
g14335,contig_611;contig_611;contig_611,307779;308907;309141,308838;309018;309279,-;-;-,1311,0
g14336,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,311307;311601;311818;312050;312191;312374;312575;312776;313376;313634;313889;314056;314324;314544;314879;315354;315605;315983;316179;316478;316683;317005;317241;317547;317853;318209;318417;318673;318930;319147;319533,311485;311702;311939;312119;312249;312473;312691;313208;313510;313784;313969;314239;314443;314737;315198;315515;315740;316068;316356;316550;316818;317121;317365;317753;318140;318317;318583;318746;319074;319203;319548,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,4443,44669
g14337,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,319669;319669;319852;319852;320113;320113;320349;320349;320806;320806;321076;321076;321409;321409;321737;321737;321938;321938;322172;322172;322273;322456;322456;322710;322710;323004;323088;323093;323281;323281,319703;319703;319972;319972;320200;320200;320669;320669;320925;320925;321238;321238;321635;321635;321855;321855;322065;322065;322290;322200;322290;322640;322640;322826;322800;323027;323214;323214;323731;323731,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2345,5687
g14338,contig_611;contig_611;contig_611,323814;324106;324689,323853;324328;324872,+;+;+,447,641
g14339,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,325624;325785;325919;326070;326383;326486;326501;326569;326569;326665;326665;326762;326762,325715;325860;326006;326325;326428;326505;326505;326602;326602;326678;326678;327893;327893,-;-;-;-;-;-;-;-;-;-;-;-;-,1758,27166
g14340,contig_611,329428,329925,+,498,0
g14341,contig_611;contig_611;contig_611;contig_611,330733;330928;331067;331241,330822;330999;331165;331354,+;+;+;+,375,7862
g14342,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,331492;331492;331536;331726;331726;331921;331921;331921;332058;332058;332058;332209;332209;332209;332320;332320;332320;332412;332412;332412;332593;332593;332593;332729;332729;332729;332864;332864;332864;333036;333036;333036;333148;333148;333148;333246;333246;333246;333372;333372;333372;333543;333543;333543;333708;333708;333708;333885;333885;333885;333994;333994;333994;334311;334311;334311;334458;334458;334458;334696;334696;334696;334902;334902;334902;335009;335009;335009;335222;335222;335222;335412;335412;335412;335590;335590;335590;335796;335796;335796,331612;331612;331860;331860;331860;331991;331991;331991;332143;332143;332143;332253;332253;332253;332355;332355;332355;332522;332522;332522;332649;332649;332649;332797;332797;332797;332954;332954;332954;333082;333082;333082;333182;333182;333182;333308;333308;333308;333482;333482;333482;333623;333623;333623;333783;333783;333783;333920;333920;333920;334225;334225;334225;334378;334378;334381;334610;334610;334610;334837;334837;334837;334950;334950;334950;335111;335111;335111;335333;335333;335333;335525;335525;335525;335692;335692;335692;335839;335839;335839,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2507,2483
g14343,contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611;contig_611,336020;336220;336353;336565;336702;336883;337052;337267;337486;337686;337853;338122;338302;338585,336022;336271;336480;336634;336812;336968;337158;337366;337609;337780;337993;338219;338431;338713,+;+;+;+;+;+;+;+;+;+;+;+;+;+,1374,23301
g14344,contig_611;contig_611;contig_611;contig_611;contig_611,338986;339360;339547;339839;340020,339019;339452;339712;339912;340120,+;+;+;+;+,468,24577
g14345,contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612,63;416;673;1096;1582;1834;2211,302;563;924;1349;1735;2098;2791,-;-;-;-;-;-;-,1894,25383
g14346,contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612,3251;3383;3578;3939;4306;4856;5286;6065;6252,3283;3479;3792;4206;4720;4903;5609;6130;6321,-;-;-;-;-;-;-;-;-,1536,1348
g14347,contig_612;contig_612,7377;8216,8166;8247,-;-,822,2
g14348,contig_612,9911,10180,-,270,0
g14349,contig_612,10208,11095,-,888,551
g14350,contig_612,11417,12178,-,762,1425
g14351,contig_612;contig_612;contig_612,12267;12456;14400,12273;12621;14544,-;-;-,318,1511
g14352,contig_612;contig_612,15537;16782,16588;17088,-;-,1359,0
g14353,contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612,17322;17322;17679;17679;17786;17786;17954;17954;18128;18128;18296;18296;18430;18430;18685;18685;18850;18850;19098;19098;19511;19511;19668;19668;20969;20969;21105;21105;21472;21472;21667;21667,17511;17511;17701;17701;17882;17882;18023;18023;18227;18227;18337;18337;18530;18614;18776;18776;19036;19036;19394;19394;19549;19549;20795;20795;20975;20975;21180;21180;21561;21561;21701;21701,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2658,15420
g14354,contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612;contig_612,22000;22644;22857;23663;24159;25546;26640;27481;28322;28759,22545;22728;23443;23920;24317;26499;26969;27703;28630;28859,+;+;+;+;+;+;+;+;+;+,3552,67242
g14355,contig_612;contig_612;contig_612;contig_612,29272;29684;30043;30228,29425;29793;30129;30989,+;+;+;+,1113,5547
g14356,contig_632;contig_632,331;688,607;847,+;+,437,0
g14357,contig_632,1045,1392,+,348,0
g14358,contig_632,1570,2286,+,717,0
g14359,contig_632,2614,3297,+,684,0
g14360,contig_632;contig_632,3324;3869,3761;4855,-;-,1425,0
g14361,contig_632,4899,5228,-,330,0
g14362,contig_632,5420,5770,+,351,0
g14363,contig_632,5804,6115,+,312,0
g14364,contig_632,6155,6754,+,600,0
g14365,contig_632,7054,8205,-,1152,0
g14366,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,8260;9173;10869;11211;11660;11901,9088;10814;11043;11593;11820;11944,-;-;-;-;-;-,3234,0
g14367,contig_632;contig_632;contig_632;contig_632;contig_632,12067;12558;12977;13145;13434,12454;12908;13055;13364;13550,-;-;-;-;-,1155,0
g14368,contig_632,15112,16149,-,1038,0
g14369,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,17677;17795;17795;18009;18009;18205;18205;18205;18432;18591;18591;18591,18057;17835;17835;18057;18057;18347;18347;18347;18452;18747;18927;18747,-;-;-;-;-;-;-;-;-;-;-;-,882,1063
g14370,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,18846;18986;19205;19265;19308;19473;19473;20001;20001;20180;20180;20425;20425;20583;20583;20827;20827;21064;21064;21358;21358;22415;22415,18910;19063;19221;19322;19322;19594;19594;20076;20076;20254;20254;20481;20481;20702;20702;20955;20955;21246;21246;21444;21444;22554;22554,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1207,24635
g14371,contig_632;contig_632;contig_632;contig_632,23044;23272;23515;23624,23152;23413;23553;24341,+;+;+;+,1008,2774
g14372,contig_632;contig_632,27558;29071,27680;29961,-;-,1014,0
g14373,contig_632,30650,31387,+,738,1647
g14374,contig_632,31941,32369,+,429,402
g14375,contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632;contig_632,32871;32871;33090;33090;33404;33404;33589;33589;33806;33806;34049;34049;34305;34305;34555;34555;35008;35008;35567;35567;35801;35801;35959;35959;36582;36582;36807;36807;37067;37067;37406;37406;37761;37761;37925;37925;38359;38359;38504;38504;38795;38795;39102;39103;39387;39387;41451;41451;42058;42257;42816;43048;43430;43539;43703;43864;44049,32999;32999;33260;33260;33518;33518;33680;33680;33940;33940;34179;34179;34448;34448;34917;34917;35482;35482;35710;35710;35884;35884;36460;36460;36735;36735;36947;36947;37294;37294;37656;37656;37850;37850;38147;38147;38422;38422;38632;38632;38854;38939;39251;39251;41306;41306;41654;41749;42159;42392;42883;43173;43459;43632;43772;43960;44178,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,7132,32184
