# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "Geneid" "-F" "GTF" "-a" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/featurecounts/bc2001_braker.gtf" "-o" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/featurecounts/bc2001_bin7_mapped.txt" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_001_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_002_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_003_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_004_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_005_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_006_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_007_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_008_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_001_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_002_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_003_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_004_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_005_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_006_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_007_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_008_mapped.bam
g16325	contig_720	438119	439301	-	1183	2	0	4	1	0	9	10	9
g16326	contig_720	439937	440788	-	852	2	4	0	0	0	1	2	5
g16327	contig_720	441560	443649	+	2090	1	15	9	12	12	4	13	3
g16328	contig_720	444288	444673	+	386	11	17	23	32	18	10	16	20
g16329	contig_720	444951	446255	+	1305	1710	2272	1467	2347	1690	2040	1787	2211
g16330	contig_720	446389	450671	-	4283	6673	5477	6708	6141	8196	5464	7168	6651
g16331	contig_720	450873	454107	+	3235	985	1795	827	1980	1286	1821	1042	1838
g16332	contig_720	454558	457325	+	2768	22852	26585	25660	32644	29308	31645	24793	33326
g16333	contig_720	457864	461407	+	3544	389	601	235	433	374	383	206	448
g16334	contig_720	462234	465605	+	3372	11	54	6	45	16	19	15	22
g16335	contig_720	465667	466601	-	935	9	3	17	3	9	7	30	13
g16336	contig_720	466818	468855	+	2038	2254	3234	1770	2847	2817	2487	2427	2888
g16337	contig_720	468968	475712	-	6745	7377	6503	7130	6247	8342	6277	6872	7509
g16338	contig_720	475838	481397	-	5560	712	1466	426	1108	533	1011	675	1043
g16339	contig_720	481752	482572	-	821	1625	1124	1467	1042	1655	1002	1930	1133
g16340	contig_720	482959	485277	-	2319	1281	1080	1217	1113	1767	1020	1554	1297
g16341	contig_720	485373	491329	+	5957	1499	2023	1270	1831	1622	1671	1520	1880
g16342	contig_720	491400	494723	-	3324	1714	3869	1479	3778	2089	3785	1788	3674
g16343	contig_720	494972	498089	+	3118	489	854	347	539	333	531	400	693
g16344	contig_720	498139	500709	+	2571	783	1309	565	1066	815	909	771	1073
g16345	contig_720	500914	503317	+	2404	2417	3556	2066	3602	2883	3071	2300	3363
g16346	contig_720	503729	506969	-	3241	513	1573	439	1304	541	1498	454	1402
g16347	contig_720	507122	511704	-	4583	2827	3884	2521	4621	2027	3267	2179	3829
g16348	contig_720	511861	516790	-	4930	4950	6717	4098	6729	5540	5774	5222	6509
g16349	contig_720	517319	517902	-	584	135	521	102	624	162	427	273	541
g16350	contig_720	518010	522593	+	4584	541	1167	431	1103	738	841	636	1065
g16351	contig_720	522681	527342	-	4662	1521	2436	1183	2157	1399	1754	1455	2015
g16352	contig_720	527503	529107	+	1605	0	9	3	8	1	1	2	12
g16353	contig_720	529815	532196	-	2382	251	430	152	298	450	347	278	443
g16354	contig_720	532276	533699	+	1424	8	33	1	20	0	22	3	16
g16355	contig_720	533742	534119	+	378	0	0	0	0	0	0	0	0
g16356	contig_720	534147	535148	-	1002	0	0	0	0	0	0	0	0
g16357	contig_720	535309	537033	+	1725	0	0	0	0	0	0	0	0
g16358	contig_720	537060	538777	-	1718	0	0	0	0	0	0	0	0
g16359	contig_720	538841	540797	+	1957	0	0	0	0	0	0	0	0
g16360	contig_720	540826	543738	-	2913	0	0	0	0	0	0	0	0
g16361	contig_720	544024	545373	+	1350	0	0	0	0	0	0	0	0
g16362	contig_720	545426	547735	+	2310	0	0	0	0	0	0	0	0
g16363	contig_720	547764	549969	-	2206	0	0	0	0	0	0	0	0
g16364	contig_720	550103	551520	+	1418	0	0	0	0	0	0	0	0
g16365	contig_720	551546	553270	-	1725	0	0	0	0	0	0	0	0
g16366	contig_720	553430	554431	+	1002	0	0	0	0	0	0	0	0
g16367	contig_720	554458	554838	-	381	0	0	0	0	0	0	2	0
g16368	contig_720	555009	555713	-	705	1	0	0	0	0	2	1	1
g16369	contig_720	556125	558367	+	2243	0	3	0	0	0	0	0	0
g16370	contig_720	558954	559256	+	303	0	0	0	0	0	0	1	0
g16371	contig_720	559283	560284	-	1002	0	0	0	0	0	0	0	0
g16372	contig_720	560445	562169	+	1725	0	0	0	0	0	0	0	0
g16373	contig_720	562196	563727	-	1532	0	0	0	0	0	0	0	0
g16374	contig_720	563978	565008	+	1031	0	0	0	0	0	0	0	0
g16375	contig_720	565054	565629	+	576	0	0	0	0	0	0	0	0
g16376	contig_720	565969	569772	-	3804	0	0	0	0	0	0	0	0
g16377	contig_720	570165	570693	-	529	0	0	0	0	3	2	0	0
g16378	contig_720	570740	571024	-	285	0	0	0	1	0	0	0	0
g16379	contig_720	571132	572331	-	1200	0	0	0	0	0	0	0	0
g16380	contig_720	572464	575265	+	2802	1528	1663	1326	1598	1655	1236	1459	1708
g16381	contig_720	575336	583831	-	8496	11451	8317	10673	8313	10383	7581	9185	8504
g16382	contig_720	584197	585160	+	964	29	95	34	66	60	43	38	97
g16383	contig_720	585167	585418	-	252	17	15	17	36	22	14	8	22
g16384	contig_720	585473	589318	+	3846	0	1	0	0	0	0	0	0
g16385	contig_720	589347	591299	-	1953	0	0	0	0	0	0	0	0
g16386	contig_720	591550	593064	+	1515	0	0	0	0	0	0	0	0
g16387	contig_720	592579	593064	+	486	0	0	0	0	0	0	0	0
g16388	contig_720	593090	594814	-	1725	0	0	0	0	0	0	0	0
g16389	contig_720	594978	596003	+	1026	4	0	0	0	0	0	0	2
g16390	contig_720	596031	596333	+	303	6	31	5	1	24	11	3	9
g16391	contig_720	596589	600413	+	3825	1738	3565	1483	3265	2226	2598	1441	2993
g16392	contig_720	600571	604464	+	3894	125	609	110	744	164	574	118	478
g16393	contig_720	604542	605051	-	510	0	1	2	0	1	0	2	0
g16394	contig_720	605546	606463	+	918	0	0	0	0	0	0	0	0
g16395	contig_720	607131	608530	-	1400	0	0	0	0	0	0	0	0
g16396	contig_720	609579	610128	-	550	0	0	0	0	0	0	0	4
g16397	contig_720	610467	612271	-	1805	0	0	0	0	1	0	0	0
g16398	contig_720	613495	613893	+	399	0	0	0	0	0	0	0	0
g16399	contig_720	613927	614217	+	291	0	0	0	0	0	0	0	0
g16400	contig_720	614418	618189	-	3772	0	0	0	0	0	0	0	2
g16401	contig_720	618278	618897	-	620	1	2	1	6	1	6	0	2
g16402	contig_720	619668	620081	-	414	129	187	77	139	88	151	135	114
g16403	contig_720	620748	622836	+	2089	0	6	6	5	0	0	0	2
g16404	contig_720	625699	628735	-	3037	0	0	0	0	0	0	0	0
g16405	contig_720	628801	629623	+	823	0	0	0	0	0	0	0	0
g16406	contig_720	629997	631019	-	1023	0	0	0	0	0	0	0	0
g16407	contig_720	631719	632308	+	590	0	0	0	0	0	0	0	0
g16408	contig_720	632593	634123	+	1531	0	0	0	0	0	0	0	0
g16409	contig_720	635504	637072	-	1569	108	241	105	154	177	85	143	155
g16410	contig_720	638263	639790	+	1528	5	0	0	0	0	0	1	0
g16411	contig_720	641236	643038	-	1803	0	0	0	0	0	0	0	0
g16412	contig_720	643069	643476	-	408	0	0	0	0	0	0	0	0
g16413	contig_720	643522	644396	+	875	0	0	0	0	0	0	0	0
g16414	contig_720	644456	648301	-	3846	0	0	0	0	0	0	0	0
g16415	contig_720	648379	648861	-	483	0	0	0	0	0	0	0	0
g16416	contig_720	649614	652554	-	2941	0	0	0	0	0	0	0	0
g16417	contig_720	652602	654621	+	2020	0	0	0	0	0	0	0	0
g16418	contig_720	654807	655613	+	807	0	0	0	0	0	0	0	0
g16419	contig_720	655636	655860	-	225	0	0	0	0	0	0	0	0
g16420	contig_720	656655	658043	-	1389	37	33	31	45	33	42	37	42
g16421	contig_720	657855	658440	+	586	0	1	8	2	2	0	0	5
g16422	contig_720	658652	659181	-	530	18	15	2	9	14	6	3	23
g16423	contig_720	659612	661381	-	1770	2	5	0	2	9	3	2	2
g16424	contig_720	663979	666306	-	2328	63	212	37	170	121	163	92	196
g16425	contig_720	670733	675248	+	4516	580	1138	387	673	332	637	534	791
g16426	contig_720	675273	675617	+	345	76	156	34	69	43	51	61	91
g16427	contig_720	675701	676925	+	1225	178	518	180	267	184	323	205	401
g16428	contig_720	676979	678972	+	1994	548	998	306	806	309	796	333	841
g16429	contig_720	679219	681372	+	2154	2138	3065	2575	3344	2704	2715	2566	3546
g16430	contig_720	683383	683743	-	361	29	55	25	35	39	28	22	30
g16431	contig_720	684105	684929	+	825	4	22	8	23	8	4	18	6
g16432	contig_720	684970	688797	+	3828	2	0	2	1	0	0	0	0
g16433	contig_720	688826	691198	-	2373	0	0	0	0	0	0	0	0
g16434	contig_720	691449	693010	+	1562	0	0	0	0	0	0	0	0
g16435	contig_720	693036	694766	-	1731	0	0	0	0	0	0	0	0
g16436	contig_720	694929	695951	+	1023	0	0	0	0	0	0	0	0
g16437	contig_720	695978	696325	-	348	0	0	0	0	0	0	0	0
g16438	contig_720	697275	700016	+	2742	9	1	0	0	0	0	0	2
g16439	contig_720	700062	701465	+	1404	0	0	0	0	0	0	0	0
g16440	contig_720	701831	702133	-	303	0	0	0	0	0	0	0	0
g16441	contig_720	702403	705549	+	3147	28	50	12	44	12	38	12	27
g16442	contig_720	705643	709362	+	3720	97	341	73	194	85	142	83	221
g16443	contig_720	710055	710935	+	881	52	189	13	85	11	52	13	59
g16444	contig_720	710960	711614	+	655	32	137	22	101	16	105	42	72
g16445	contig_720	713384	714735	-	1352	0	0	0	6	0	0	0	0
g16446	contig_720	715334	715903	-	570	0	0	0	0	1	0	0	3
g16447	contig_720	715952	716592	-	641	0	0	0	0	0	0	0	0
g16448	contig_720	720045	720742	-	698	289	440	226	308	311	281	268	378
g16449	contig_720	721171	722101	-	931	139	302	114	261	164	206	172	257
g16450	contig_720	722747	723538	+	792	207	62	169	39	216	38	143	100
g16451	contig_720	724547	728114	+	3568	1812	1832	1306	1482	1744	1261	1537	1441
g16452	contig_720	729575	732821	-	3247	0	0	0	0	0	0	2	0
g16453	contig_720	734190	735060	-	871	0	0	0	1	0	0	0	0
g16454	contig_720	738362	740820	-	2459	25	175	18	142	13	76	15	95
g16455	contig_720	741018	742393	-	1376	1	19	1	20	1	15	2	17
g16456	contig_720	743528	744598	-	1071	20	9	8	13	27	12	7	12
g16457	contig_720	748564	749946	+	1383	66	123	41	131	135	103	84	90
g16458	contig_720	751961	752482	-	522	10	12	4	13	11	5	3	8
g16459	contig_720	754068	755159	+	1092	0	0	3	0	0	0	1	0
g16460	contig_720	755676	758627	-	2952	0	7	5	9	10	13	9	12
g16461	contig_723	1	969	-	969	685	1192	651	1070	1164	1207	862	1210
g16462	contig_723	1244	3248	-	2005	3279	3436	3514	4234	5667	3833	4062	4222
g16463	contig_723	3341	6132	+	2792	964	1821	857	1846	1594	1718	1229	1811
g16464	contig_723	6491	8806	+	2316	488	910	424	1067	557	943	596	906
g16465	contig_723	8945	16556	-	7612	11399	10801	9947	10276	9506	9443	9860	10709
g16466	contig_723	16636	18006	+	1371	1724	1666	1593	1858	2038	1708	1850	1872
g16467	contig_723	18047	21291	-	3245	2024	1991	1815	1993	1810	1812	1699	2075
g16468	contig_723	22955	24251	+	1297	57	87	66	76	85	70	68	85
g16469	contig_723	28845	29638	-	794	0	0	0	4	0	0	0	1
g16470	contig_723	30700	33350	+	2651	6	17	2	12	24	10	9	9
g16471	contig_723	33596	34360	-	765	0	0	0	0	0	0	0	0
g16472	contig_723	35065	36802	+	1738	1	14	0	15	0	30	2	4
g16473	contig_723	37522	38713	-	1192	1053	598	1117	604	1864	518	1389	690
g16474	contig_723	39084	39479	+	396	8	25	1	8	5	1	3	9
g16475	contig_723	41072	41536	-	465	273	407	213	267	225	291	206	263
g16476	contig_723	42011	42562	+	552	0	0	0	0	0	0	0	2
g16477	contig_723	42790	44610	-	1821	0	0	0	0	0	0	0	0
g16478	contig_723	44640	45047	-	408	0	0	0	0	0	0	0	0
g16479	contig_723	45093	45943	+	851	0	0	0	0	0	0	0	0
g16480	contig_723	45967	49479	-	3513	2	2	0	4	0	0	0	0
g16481	contig_723	50153	50524	-	372	0	0	0	0	0	0	0	0
g16482	contig_723	50923	52334	-	1412	1	3	0	0	0	0	0	0
g16483	contig_723	52748	54361	-	1614	0	0	0	0	0	1	2	2
g16484	contig_723	54427	58186	+	3760	0	0	0	0	0	0	0	2
g16485	contig_723	62034	62798	-	765	4830	5249	4697	7121	6564	5861	6583	6750
g16486	contig_723	63095	65173	+	2079	6450	6332	5607	7373	6817	7362	5761	7168
g16487	contig_723	65497	75617	-	10121	5348	11446	3894	10102	4384	9894	3913	9130
g16488	contig_723	75954	76996	+	1043	530	999	577	1066	1149	916	830	902
g16489	contig_723	77207	82512	+	5306	5260	9545	4653	9621	5261	7934	4671	9786
g16490	contig_723	82613	88617	-	6005	28413	20973	29745	26239	38444	23239	32442	24495
g16491	contig_723	89018	90702	-	1685	1880	5653	1625	5884	3607	5586	2345	5338
g16492	contig_723	90936	91983	+	1048	1533	2054	1563	3030	1619	1994	1460	2608
g16493	contig_723	92241	94151	+	1911	3213	3192	3087	3642	4141	3476	3444	3820
g16494	contig_723	94348	96321	-	1974	734	916	734	857	898	720	825	833
g16495	contig_723	97093	98708	-	1616	16389	18161	17888	21036	29535	18711	23131	20651
g16496	contig_723	98953	101920	-	2968	1840	5433	1951	5594	2781	5626	2029	5518
g16497	contig_723	102257	104495	-	2239	1190	1571	1028	1701	1203	1461	1117	1408
g16498	contig_723	104688	107710	+	3023	732	1007	669	1176	704	965	608	997
g16499	contig_723	107836	114357	+	6522	2976	4268	2268	3389	1997	3089	2441	3324
g16500	contig_723	114377	115718	+	1342	2158	1738	1581	2239	2243	1886	2029	2059
g16501	contig_723	116211	116918	+	708	174	35	290	33	335	39	387	56
g16502	contig_723	117455	118246	+	792	343	737	337	681	630	521	501	675
g16503	contig_723	118432	124699	-	6268	3760	6348	3260	5708	3809	5273	3505	5966
g16504	contig_723	125505	126126	+	622	13912	6291	15030	9920	20440	7120	17228	9327
g16505	contig_723	126295	128222	+	1928	1956	2618	1602	2859	2916	2161	2718	2738
g16506	contig_723	128269	130926	-	2658	1483	1221	1581	1374	2333	1126	1809	1390
g16507	contig_723	131045	137674	+	6630	3529	5349	2901	5195	4140	4650	3513	5274
g16508	contig_723	138034	142241	+	4208	2538	2002	2079	1647	2642	1310	2551	1944
g16509	contig_723	142360	143509	-	1150	28	38	21	22	24	12	23	35
g16510	contig_723	143681	145399	+	1719	0	0	0	0	0	0	0	1
g16511	contig_723	145445	147101	-	1657	0	0	0	0	0	0	0	0
g16512	contig_723	147516	148238	+	723	0	0	0	0	0	0	0	0
g16513	contig_723	148270	148869	+	600	2	1	0	1	0	0	0	0
g16514	contig_723	149202	150692	-	1491	0	0	0	1	0	0	0	0
g16515	contig_723	151140	151511	+	372	0	0	0	0	0	0	0	0
g16516	contig_723	151538	152539	-	1002	0	0	0	0	0	0	0	0
g16517	contig_723	152700	154424	+	1725	0	0	0	0	0	0	0	0
g16518	contig_723	154462	155972	-	1511	0	0	0	0	5	0	0	0
g16519	contig_723	156223	158187	+	1965	0	0	0	0	0	0	0	0
g16520	contig_723	158216	161932	-	3717	0	0	0	0	0	0	0	0
g16521	contig_723	162103	163989	-	1887	3	17	1	6	0	0	0	4
g16522	contig_723	164343	168026	-	3684	8179	13467	8017	14954	9181	14332	7835	14600
g16523	contig_723	168204	168761	-	558	100	138	78	157	119	170	151	135
g16524	contig_723	168830	171821	-	2992	1308	1338	1052	1262	1683	1324	1570	1296
g16525	contig_723	171898	172574	+	677	226	517	150	525	146	435	187	484
g16526	contig_723	172707	175155	-	2449	609	1123	425	1075	705	843	498	1050
g16527	contig_723	175488	176236	-	749	541	1410	523	1697	766	1739	672	1469
g16528	contig_723	176369	181730	+	5362	1358	1442	1144	1225	1573	1082	1563	1416
g16529	contig_723	181888	185257	-	3370	1853	1914	1191	1603	1644	1413	1647	1416
g16530	contig_723	185441	187264	-	1824	418	682	218	480	432	458	288	460
g16531	contig_723	189356	190739	-	1384	1458	2168	1610	2592	2486	2133	1939	2570
g16532	contig_723	191450	191650	+	201	0	1	0	0	2	0	0	0
g16533	contig_723	191684	192082	+	399	0	3	0	1	0	0	0	0
g16534	contig_723	192291	193778	-	1488	0	0	0	0	0	0	0	0
g16535	contig_723	193807	194538	-	732	0	0	0	0	0	0	0	0
g16536	contig_723	194584	194847	+	264	0	0	0	2	0	0	0	0
g16537	contig_723	195002	195433	+	432	0	0	0	0	0	0	0	0
g16538	contig_723	195493	199296	-	3804	0	0	0	0	0	0	0	0
g16539	contig_723	199374	199868	-	495	0	0	0	0	0	0	0	0
g16540	contig_723	200589	201356	-	768	0	0	0	0	0	0	0	6
g16541	contig_723	201604	202269	-	666	0	0	0	0	0	0	0	0
g16542	contig_723	202329	204352	+	2024	0	0	0	0	0	0	0	0
g16543	contig_723	204529	205296	+	768	0	0	0	0	0	0	0	0
g16544	contig_723	205358	205582	-	225	0	0	0	0	0	0	0	1
g16545	contig_723	206550	208185	-	1636	4	11	3	9	0	0	0	9
g16546	contig_723	208919	209653	-	735	1	10	0	2	2	2	4	1
g16547	contig_723	209851	212615	+	2765	26	78	39	86	22	50	36	96
g16548	contig_723	213892	218619	-	4728	751	1547	674	1459	853	1414	846	1520
g16549	contig_723	219315	220649	+	1335	0	0	0	0	0	0	0	0
g16550	contig_723	222035	224309	-	2275	0	12	8	9	12	5	5	10
g16551	contig_723	224459	225769	+	1311	187	257	220	242	415	276	348	244
g16552	contig_723	226065	226461	-	397	30	21	44	30	57	16	60	18
g16553	contig_723	227172	228322	+	1151	394	623	337	748	478	567	429	566
g16554	contig_723	228502	230284	-	1783	276	681	208	625	448	502	436	567
g16555	contig_723	230434	232060	-	1627	4576	3245	4579	3634	4670	2819	4225	3758
g16556	contig_723	232241	233848	+	1608	727	1610	716	1738	1224	1333	916	1645
g16557	contig_723	233921	237307	-	3387	1300	1479	973	1164	971	957	961	1305
g16558	contig_723	237559	249247	-	11689	7161	15708	4914	13312	5799	12572	5383	12713
g16559	contig_723	249509	252721	-	3213	1686	1962	1169	1715	1199	1527	1079	1617
g16560	contig_723	252933	254038	+	1106	628	728	618	857	840	721	711	850
g16561	contig_723	254190	262565	-	8376	4016	3919	4057	3888	5721	3178	4729	3824
g16562	contig_723	262783	266503	-	3721	960	1678	778	1664	933	1283	942	1368
g16563	contig_723	266721	271605	+	4885	1399	3384	1054	2971	1237	2548	1047	2425
g16564	contig_723	271886	275878	+	3993	616	914	337	824	529	588	476	732
g16565	contig_723	276235	282395	+	6161	2348	3621	1780	3192	2182	2589	2019	3091
g16566	contig_723	282537	285401	-	2865	1811	2388	1546	2396	2094	2200	1563	2105
g16567	contig_723	285557	287078	+	1522	903	1161	956	1220	1093	1109	883	1245
g16568	contig_723	287244	288756	+	1513	1576	2537	1494	2776	2872	2663	1990	2427
g16569	contig_723	288826	289481	-	656	346	792	350	742	542	673	397	798
g16570	contig_723	289661	290415	+	755	5159	6424	5251	8604	6163	6795	5306	7813
g16571	contig_723	290693	293667	+	2975	286	843	209	669	276	488	193	551
g16572	contig_723	293993	294736	-	744	291	400	273	427	364	320	290	322
g16573	contig_723	294837	299483	-	4647	4651	6178	3498	5856	3653	4694	3286	5490
g16574	contig_723	299605	303856	+	4252	15567	14124	16646	17548	20077	14300	17566	17667
g16575	contig_723	304848	305758	-	911	811	2388	793	2397	1335	1760	1106	2208
g16576	contig_723	306065	306936	+	872	393	484	266	424	360	404	384	536
g16577	contig_723	307773	309588	-	1816	62	121	73	85	47	107	16	99
g16578	contig_723	311298	313183	+	1886	779	1750	758	2064	1261	1620	1113	1838
g16579	contig_723	312156	312641	-	486	0	0	0	0	0	0	0	0
g16580	contig_723	313313	316675	+	3363	1367	1799	1346	1666	1943	1338	1385	1772
g16581	contig_723	316724	323070	-	6347	2472	5094	1958	5654	2417	4711	2137	4590
g16582	contig_723	323191	324186	+	996	367	504	311	483	422	489	309	434
g16583	contig_723	324255	336248	-	11994	3988	7845	2993	6662	3600	5669	3393	6688
g16584	contig_723	336607	342844	+	6238	1334	1587	1032	1303	1251	1056	1269	1353
g16585	contig_723	343231	344366	+	1136	606	1064	623	1237	1018	1310	832	1332
g16586	contig_723	344655	346046	-	1392	1753	2217	1509	2244	2182	2215	1915	2438
g16587	contig_723	346135	346613	+	479	1253	1353	1349	1376	2157	1284	2070	1530
g16588	contig_723	346659	351476	-	4818	5927	12495	4555	11508	5492	9021	4328	10204
g16589	contig_723	351701	359303	+	7603	8122	11261	6281	10184	7433	9402	6968	10290
g16590	contig_723	359375	359956	-	582	168	158	190	189	187	114	249	146
g16591	contig_723	361171	366838	+	5668	1031	1666	740	1385	1046	1137	917	1344
g16592	contig_723	366947	370388	-	3442	4064	3974	3714	3683	5329	3001	4245	3815
g16593	contig_723	370708	374172	-	3465	1017	2425	810	2059	860	1982	806	1984
g16594	contig_723	374808	377599	+	2792	680	1302	348	754	321	616	392	704
g16595	contig_723	377722	386760	+	9039	4968	5150	3233	4812	3845	4502	4142	4778
g16596	contig_723	387269	389975	+	2707	1615	2750	1143	2588	2070	1886	1677	2560
g16597	contig_723	390328	393787	+	3460	781	1827	576	1581	761	1405	615	1476
g16598	contig_723	394032	398703	-	4672	929	1491	833	1401	1087	1091	792	1306
g16599	contig_723	398885	399623	+	739	7103	5755	7487	7358	10748	6294	11632	7507
g16600	contig_723	399721	402355	+	2635	1212	1990	1212	2039	1894	1594	1463	2027
g16601	contig_723	402467	407530	-	5064	3046	3979	2137	3776	2611	3071	2396	3480
g16602	contig_723	407773	415213	+	7441	9416	14273	7803	12723	9023	11522	8338	11715
g16603	contig_723	415462	418155	-	2694	31379	54555	39690	84708	50768	63170	36206	51206
g16604	contig_723	418474	421991	-	3518	5549	3688	5383	3559	7648	3043	6755	4131
g16605	contig_723	422117	424921	+	2805	3120	3673	3066	4352	4216	3217	3769	4699
g16606	contig_723	425276	429122	+	3847	1320	2444	1094	2487	1538	2261	1311	2365
g16607	contig_723	429632	431571	-	1940	19096	26660	19231	24441	23532	26511	21520	25806
g16608	contig_723	432051	441471	-	9421	5596	7038	5247	6977	6491	6199	6290	6664
g16609	contig_723	441535	443928	+	2394	1453	2304	1366	2440	2435	1792	1937	2234
g16610	contig_723	444181	444629	-	449	79	101	22	77	48	105	42	100
g16611	contig_723	444725	447777	-	3053	148	298	64	231	98	242	96	237
g16612	contig_723	448130	450782	-	2653	578	1118	395	1035	684	578	485	857
g16613	contig_723	451291	463385	-	12095	2135	2332	1326	2027	1576	1654	1652	1988
g16614	contig_723	464019	467481	+	3463	55	112	13	118	21	83	20	72
g16615	contig_723	467801	471248	+	3448	406	340	308	369	387	254	362	327
g16616	contig_723	471357	476526	-	5170	486	687	377	698	533	589	494	565
g16617	contig_723	478437	479346	-	910	76	313	45	219	66	236	75	212
g16618	contig_723	480042	481142	-	1101	5	20	2	24	14	10	9	16
g16619	contig_723	483007	484782	+	1776	0	0	0	8	0	0	2	2
g16620	contig_723	484827	485819	-	993	2	11	6	4	10	0	2	6
g16621	contig_723	486720	487374	+	655	0	0	0	0	0	0	0	0
g16622	contig_723	487437	487805	+	369	0	0	0	0	0	0	0	0
g16623	contig_723	487883	488440	+	558	0	2	0	3	0	0	0	0
g16624	contig_723	488866	489201	+	336	0	0	0	0	0	0	0	0
g16625	contig_723	489434	490039	+	606	0	0	0	0	0	0	0	0
g16626	contig_723	490270	491853	-	1584	5	6	3	4	11	0	0	4
g16627	contig_723	492258	492956	+	699	0	0	0	0	0	0	0	2
g16628	contig_723	493323	495131	-	1809	0	0	0	0	0	0	0	0
g16629	contig_723	495162	495569	-	408	0	0	0	0	0	0	0	0
g16630	contig_723	495615	496465	+	851	0	0	0	0	0	0	0	0
g16631	contig_723	496489	499995	-	3507	0	0	0	0	0	0	0	0
g16632	contig_723	500078	500491	-	414	0	0	0	0	0	0	0	0
g16633	contig_723	500609	500983	-	375	0	0	0	0	0	0	0	0
g16634	contig_723	501668	503201	-	1534	0	0	0	0	0	2	0	0
g16635	contig_723	503320	505961	-	2642	0	3	0	0	0	1	0	1
g16636	contig_723	506027	507292	+	1266	0	0	0	0	0	0	0	0
g16637	contig_723	507516	508337	+	822	0	0	0	0	0	0	0	0
g16638	contig_723	509081	511801	+	2721	0	0	0	0	0	0	0	0
g16639	contig_723	511832	512149	+	318	0	0	0	0	0	0	0	0
g16640	contig_723	512181	514131	-	1951	0	0	0	0	0	0	0	0
g16641	contig_723	514382	515912	+	1531	0	0	0	0	0	0	0	0
g16642	contig_723	515939	517663	-	1725	0	0	0	0	0	0	0	0
g16643	contig_723	517829	519001	+	1173	3	6	9	0	0	0	0	0
g16644	contig_723	519036	519761	-	726	0	0	0	4	1	0	0	1
g16645	contig_723	519781	520314	-	534	0	1	0	0	0	0	0	0
g16646	contig_723	520331	522472	+	2142	0	5	1	1	0	1	0	1
g16647	contig_723	522523	526189	-	3667	0	7	2	10	4	8	1	6
g16648	contig_723	526888	528295	-	1408	4	6	1	2	0	0	0	2
g16649	contig_723	528536	529376	+	841	193	280	188	348	278	278	294	338
g16650	contig_723	530211	530594	-	384	2392	2414	1832	1480	2309	1512	2115	1825
g16651	contig_723	532076	532393	+	318	1478	1229	737	976	970	948	992	1029
g16652	contig_723	533436	534439	-	1004	156	480	187	430	292	352	224	437
g16653	contig_723	534586	535937	-	1352	762	1848	659	2072	1250	1897	886	1912
g16654	contig_723	536083	541775	+	5693	4414	5661	3833	5684	4477	4939	4030	5542
g16655	contig_723	542623	543033	+	411	1593	2048	1795	2301	2284	2048	1564	2236
g16656	contig_723	543188	544833	-	1646	1170	1151	1246	1113	1798	873	1308	1194
g16657	contig_723	544961	545474	+	514	1085	1048	1240	1327	1948	1165	1795	1435
g16658	contig_723	545708	551964	+	6257	1577	3219	1237	2913	1984	2504	1688	2593
g16659	contig_723	552047	553576	-	1530	893	941	682	1024	978	1101	847	1017
g16660	contig_723	553636	554559	+	924	782	774	777	759	1362	682	1244	850
