Orthogroup	dicty_braker	acastellanii_braker
OG0004794	dicty_g9034.t1	acastellanii_g6309.t1
OG0004795	dicty_g6204.t1	acastellanii_g6333.t1
OG0004797	dicty_g8689.t1	acastellanii_g6346.t1
OG0004799	dicty_g8583.t1	acastellanii_g6371.t1
OG0004800	dicty_g6241.t1	acastellanii_g6377.t1
OG0004802	dicty_g7612.t1	acastellanii_g6388.t2
OG0004803	dicty_g6599.t1	acastellanii_g6391.t1
OG0004804	dicty_g2404.t1	acastellanii_g6412.t1
OG0004805	dicty_g11052.t1	acastellanii_g6415.t1
OG0004807	dicty_g3012.t1	acastellanii_g6431.t1
OG0004808	dicty_g693.t1	acastellanii_g6432.t1
OG0004809	dicty_g6904.t1	acastellanii_g2320.t1, acastellanii_g6446.t1, acastellanii_g6446.t2, acastellanii_g6445.t1
OG0004811	dicty_g5890.t1	acastellanii_g6465.t1
OG0004812	dicty_g7494.t1	acastellanii_g6481.t1
OG0004813	dicty_g3579.t1	acastellanii_g6500.t1
OG0004814	dicty_g10962.t1	acastellanii_g6521.t1
OG0004815	dicty_g3790.t1	acastellanii_g6522.t1
OG0004816	dicty_g4602.t1	acastellanii_g6525.t1
OG0004817	dicty_g11302.t1	acastellanii_g6546.t1
OG0004818	dicty_g2171.t1	acastellanii_g6550.t1
OG0004819	dicty_g1910.t1	acastellanii_g6553.t1
OG0004820	dicty_g7263.t1	acastellanii_g6557.t1
OG0004821	dicty_g6726.t1	acastellanii_g6560.t1
OG0004822	dicty_g2389.t1	acastellanii_g6570.t1
OG0004823	dicty_g6723.t1	acastellanii_g6572.t1
OG0004824	dicty_g4493.t1	acastellanii_g6574.t1
OG0004827	dicty_g845.t1	acastellanii_g6587.t1
OG0004828	dicty_g7830.t1	acastellanii_g6595.t1
OG0004830	dicty_g1659.t1	acastellanii_g6607.t1
OG0004831	dicty_g2422.t1	acastellanii_g6655.t1
OG0004832	dicty_g6041.t1	acastellanii_g6659.t1
OG0004833	dicty_g7449.t1	acastellanii_g6667.t1
OG0004834	dicty_g4013.t1	acastellanii_g6670.t1
OG0004835	dicty_g3049.t1	acastellanii_g6675.t1
OG0004836	dicty_g7261.t1	acastellanii_g6681.t1
OG0004837	dicty_g5345.t1	acastellanii_g5980.t1
OG0004838	dicty_g588.t1	acastellanii_g5983.t1
OG0004839	dicty_g6206.t1	acastellanii_g5887.t1
OG0004840	dicty_g9298.t1	acastellanii_g5896.t1
OG0004842	dicty_g10700.t1, dicty_g6417.t1, dicty_g6418.t1	acastellanii_g5801.t1
OG0004843	dicty_g6257.t1	acastellanii_g5803.t1
OG0004844	dicty_g9596.t1	acastellanii_g5816.t1
OG0004845	dicty_g9138.t1	acastellanii_g5817.t1
OG0004849	dicty_g5030.t1	acastellanii_g5701.t2, acastellanii_g5701.t1, acastellanii_g3750.t1
OG0004851	dicty_g2396.t1	acastellanii_g5754.t1
OG0004852	dicty_g8255.t1	acastellanii_g5756.t1
OG0004853	dicty_g5949.t1	acastellanii_g5774.t1
OG0004854	dicty_g2802.t1, dicty_g2675.t1	acastellanii_g5779.t1
OG0004856	dicty_g6554.t1	acastellanii_g5781.t1
OG0004859	dicty_g3098.t1	acastellanii_g5526.t1
OG0004860	dicty_g5682.t1	acastellanii_g5529.t1
OG0004861	dicty_g3554.t1	acastellanii_g5531.t1
OG0004862	dicty_g8442.t1	acastellanii_g5538.t1
OG0004863	dicty_g10205.t1	acastellanii_g5539.t1
OG0004864	dicty_g7111.t1	acastellanii_g5567.t1
OG0004865	dicty_g10144.t1	acastellanii_g5570.t1
OG0004866	dicty_g9960.t1	acastellanii_g5572.t1
OG0004867	dicty_g1947.t1	acastellanii_g5576.t1
OG0004868	dicty_g9982.t1	acastellanii_g5440.t2, acastellanii_g5440.t1, acastellanii_g5578.t1
OG0004870	dicty_g4797.t1	acastellanii_g5585.t1
OG0004872	dicty_g10938.t1	acastellanii_g5606.t1
OG0004873	dicty_g7120.t1	acastellanii_g5612.t1
OG0004874	dicty_g3633.t1	acastellanii_g5623.t1
OG0004875	dicty_g8820.t1	acastellanii_g5628.t1
OG0004876	dicty_g3278.t1	acastellanii_g5641.t1
OG0004878	dicty_g3826.t1	acastellanii_g5654.t1
OG0004880	dicty_g3665.t1	acastellanii_g5672.t1
OG0004882	dicty_g7488.t1	acastellanii_g5481.t1
OG0004886	dicty_g4106.t1	acastellanii_g5396.t3
OG0004889	dicty_g7583.t1	acastellanii_g5250.t1
OG0004890	dicty_g7755.t1	acastellanii_g5288.t1
OG0004891	dicty_g3190.t1	acastellanii_g5296.t1
OG0004892	dicty_g9920.t1	acastellanii_g5308.t1
OG0004893	dicty_g2387.t1	acastellanii_g5313.t1
OG0004894	dicty_g7167.t1	acastellanii_g5314.t1
OG0004895	dicty_g5008.t1	acastellanii_g5316.t1
OG0004896	dicty_g161.t1	acastellanii_g5317.t1
OG0004897	dicty_g5638.t1	acastellanii_g5325.t1
OG0004898	dicty_g1097.t1	acastellanii_g5330.t1
OG0004899	dicty_g8256.t1	acastellanii_g5343.t1
OG0004900	dicty_g3839.t1	acastellanii_g5344.t1
OG0004901	dicty_g3189.t1	acastellanii_g5350.t1
OG0004902	dicty_g8229.t1	acastellanii_g5224.t1
OG0004903	dicty_g8800.t1	acastellanii_g5216.t1
OG0004904	dicty_g6109.t1	acastellanii_g5111.t1
OG0004905	dicty_g7033.t1	acastellanii_g5132.t1
OG0004906	dicty_g8998.t1	acastellanii_g5139.t1
OG0004907	dicty_g6098.t1	acastellanii_g5146.t1
OG0004908	dicty_g4001.t1	acastellanii_g5151.t1
OG0004909	dicty_g10569.t1	acastellanii_g5153.t1
OG0004910	dicty_g10378.t1	acastellanii_g5175.t1
OG0004912	dicty_g6369.t1	acastellanii_g5087.t1
OG0004913	dicty_g6451.t1	acastellanii_g5007.t1
OG0004915	dicty_g7979.t1	acastellanii_g5019.t1
OG0004916	dicty_g3795.t1	acastellanii_g5037.t1
OG0004917	dicty_g7346.t1	acastellanii_g5045.t1
OG0004918	dicty_g126.t1	acastellanii_g5069.t2
OG0004919	dicty_g11309.t1	acastellanii_g4945.t1
OG0004920	dicty_g7631.t1	acastellanii_g4920.t1
OG0004921	dicty_g7109.t1	acastellanii_g4925.t1
OG0004925	dicty_g10546.t1	acastellanii_g4895.t1
OG0004927	dicty_g7296.t1	acastellanii_g4910.t1
OG0004928	dicty_g6516.t1	acastellanii_g4796.t1
OG0004929	dicty_g3730.t1	acastellanii_g4627.t1
OG0004931	dicty_g3015.t1	acastellanii_g4635.t1
OG0004933	dicty_g1268.t1	acastellanii_g4674.t1
OG0004934	dicty_g2774.t1, dicty_g2703.t1	acastellanii_g4675.t1
OG0004936	dicty_g3195.t1	acastellanii_g4688.t1
OG0004937	dicty_g4920.t1	acastellanii_g4703.t1
OG0004938	dicty_g6348.t1	acastellanii_g4704.t1
OG0004939	dicty_g8061.t1	acastellanii_g4719.t1
OG0004940	dicty_g7966.t1	acastellanii_g4727.t1
OG0004942	dicty_g1498.t1	acastellanii_g4743.t1
OG0004944	dicty_g9947.t1	acastellanii_g4550.t1
OG0004945	dicty_g11151.t1	acastellanii_g4553.t1
OG0004947	dicty_g4185.t1	acastellanii_g4568.t1
OG0004948	dicty_g5290.t1	acastellanii_g4083.t2, acastellanii_g4584.t1, acastellanii_g4083.t1
OG0004949	dicty_g11283.t1	acastellanii_g4601.t1
OG0004950	dicty_g7779.t1	acastellanii_g4602.t1
OG0004951	dicty_g1633.t1, dicty_g3266.t1	acastellanii_g4605.t1
OG0004952	dicty_g9985.t1	acastellanii_g4610.t1
OG0004953	dicty_g9144.t1	acastellanii_g4617.t1
OG0004954	dicty_g6507.t1	acastellanii_g4618.t1
OG0004955	dicty_g1030.t1	acastellanii_g4621.t1
OG0004956	dicty_g10520.t1	acastellanii_g4621.t2
OG0004958	dicty_g7974.t1	acastellanii_g4480.t1
OG0004959	dicty_g4188.t1	acastellanii_g4487.t1
OG0004961	dicty_g7366.t1	acastellanii_g4491.t1
OG0004963	dicty_g4947.t1	acastellanii_g4388.t1
OG0004965	dicty_g3500.t1, dicty_g3500.t2	acastellanii_g4017.t1, acastellanii_g4017.t2, acastellanii_g4017.t3
OG0004967	dicty_g11359.t1	acastellanii_g4068.t1
OG0004968	dicty_g251.t1	acastellanii_g4073.t1, acastellanii_g4075.t1
OG0004969	dicty_g620.t1	acastellanii_g4095.t1
OG0004970	dicty_g2091.t1	acastellanii_g4132.t1
OG0004971	dicty_g8441.t1	acastellanii_g3721.t1, acastellanii_g4154.t1, acastellanii_g4154.t2
OG0004972	dicty_g3455.t1	acastellanii_g4157.t1
OG0004973	dicty_g1105.t1	acastellanii_g4175.t1
OG0004974	dicty_g6737.t1	acastellanii_g4200.t2, acastellanii_g4200.t1
OG0004975	dicty_g5149.t1	acastellanii_g4203.t1
OG0004976	dicty_g6075.t1	acastellanii_g4206.t1
OG0004977	dicty_g4505.t1	acastellanii_g4227.t1
OG0004978	dicty_g10250.t1	acastellanii_g4238.t1
OG0004980	dicty_g1690.t1	acastellanii_g4247.t1
OG0004981	dicty_g5299.t1	acastellanii_g4272.t1
OG0004982	dicty_g9164.t1	acastellanii_g4274.t1
OG0004983	dicty_g732.t1	acastellanii_g4277.t1
OG0004984	dicty_g1467.t1	acastellanii_g4278.t1
OG0004985	dicty_g5629.t1	acastellanii_g4297.t1
OG0004986	dicty_g8237.t1	acastellanii_g4298.t1
OG0004988	dicty_g6502.t1	acastellanii_g4335.t1
OG0004989	dicty_g7720.t1	acastellanii_g4355.t1
OG0004990	dicty_g5163.t1	acastellanii_g3999.t1
OG0004991	dicty_g7394.t1	acastellanii_g3961.t1
OG0004992	dicty_g4969.t1	acastellanii_g3974.t1
OG0004994	dicty_g4299.t1	acastellanii_g3981.t1
OG0004995	dicty_g8185.t1	acastellanii_g3987.t1
OG0004996	dicty_g10362.t1	acastellanii_g3938.t1
OG0004997	dicty_g4834.t1	acastellanii_g3942.t1
OG0004998	dicty_g10959.t1	acastellanii_g3929.t1
OG0004999	dicty_g170.t1	acastellanii_g3863.t1
OG0005001	dicty_g9159.t1	acastellanii_g3914.t1
OG0005004	dicty_g1748.t1	acastellanii_g3780.t1
OG0005005	dicty_g2102.t1	acastellanii_g3796.t1, acastellanii_g3796.t2
OG0005007	dicty_g7088.t1	acastellanii_g3822.t2
OG0005008	dicty_g4262.t1	acastellanii_g3823.t1
OG0005009	dicty_g1286.t2	acastellanii_g3720.t1
OG0005011	dicty_g10900.t1	acastellanii_g3728.t1
OG0005012	dicty_g11000.t1	acastellanii_g3682.t1
OG0005013	dicty_g10711.t1	acastellanii_g3689.t1
OG0005014	dicty_g7029.t1	acastellanii_g3691.t1
OG0005015	dicty_g8912.t1	acastellanii_g3644.t1
OG0005016	dicty_g3976.t1	acastellanii_g3654.t1
OG0005017	dicty_g1496.t1	acastellanii_g3630.t1
OG0005019	dicty_g7080.t1	acastellanii_g3620.t1
OG0005020	dicty_g777.t1	acastellanii_g3621.t1
OG0005021	dicty_g849.t1	acastellanii_g3503.t1
OG0005022	dicty_g10692.t1	acastellanii_g3507.t1
OG0005023	dicty_g7836.t1	acastellanii_g3509.t1
OG0005024	dicty_g874.t1	acastellanii_g3512.t1
OG0005025	dicty_g9061.t1	acastellanii_g3528.t1
OG0005027	dicty_g10301.t1	acastellanii_g3555.t1
OG0005029	dicty_g4497.t1, dicty_g5047.t1	acastellanii_g1088.t2, acastellanii_g1088.t1, acastellanii_g3500.t1
OG0005032	dicty_g11233.t1	acastellanii_g3333.t1
OG0005033	dicty_g3531.t1	acastellanii_g3337.t1
OG0005034	dicty_g5057.t1	acastellanii_g3340.t1
OG0005035	dicty_g3631.t1	acastellanii_g3349.t1
OG0005036	dicty_g6989.t1	acastellanii_g3350.t1
OG0005037	dicty_g7139.t2, dicty_g7139.t1	acastellanii_g3351.t1
OG0005038	dicty_g10847.t1	acastellanii_g3353.t1
OG0005039	dicty_g1676.t1	acastellanii_g3362.t1
OG0005040	dicty_g4964.t1	acastellanii_g3364.t1
OG0005041	dicty_g296.t1	acastellanii_g3366.t1
OG0005042	dicty_g6670.t1	acastellanii_g3367.t1
OG0005045	dicty_g3163.t1, dicty_g3163.t2	acastellanii_g3399.t1
OG0005046	dicty_g9521.t1	acastellanii_g3322.t1, acastellanii_g3322.t2, acastellanii_g3322.t3, acastellanii_g2291.t1
OG0005047	dicty_g3831.t1	acastellanii_g3305.t1
OG0005049	dicty_g7274.t1	acastellanii_g3288.t2, acastellanii_g3288.t1
OG0005050	dicty_g7709.t1	acastellanii_g3223.t1
OG0005051	dicty_g11300.t1	acastellanii_g3242.t1
OG0005052	dicty_g6894.t1	acastellanii_g2956.t1
OG0005053	dicty_g3044.t1	acastellanii_g2957.t1
OG0005054	dicty_g1716.t1	acastellanii_g2975.t1
OG0005055	dicty_g11181.t1	acastellanii_g2977.t1
OG0005056	dicty_g288.t1	acastellanii_g2982.t1
OG0005057	dicty_g1757.t1	acastellanii_g2988.t1
OG0005058	dicty_g5203.t3, dicty_g5203.t2, dicty_g5203.t1	acastellanii_g2990.t1
OG0005059	dicty_g9563.t1	acastellanii_g2997.t1
OG0005060	dicty_g8918.t1	acastellanii_g3031.t1
OG0005061	dicty_g5703.t1	acastellanii_g3052.t1
OG0005063	dicty_g9763.t1	acastellanii_g3057.t1
OG0005064	dicty_g3918.t1	acastellanii_g3061.t1
OG0005065	dicty_g9230.t1	acastellanii_g3063.t1
OG0005066	dicty_g3830.t1	acastellanii_g3070.t1
OG0005067	dicty_g6114.t1	acastellanii_g3071.t1
OG0005068	dicty_g760.t1	acastellanii_g3080.t1
OG0005069	dicty_g9048.t1	acastellanii_g3088.t1
OG0005070	dicty_g11411.t1	acastellanii_g3110.t1
OG0005072	dicty_g8267.t1	acastellanii_g3113.t1
OG0005073	dicty_g7174.t1	acastellanii_g3142.t1
OG0005075	dicty_g10612.t1	acastellanii_g3160.t1
OG0005076	dicty_g1336.t1	acastellanii_g3165.t1, acastellanii_g2906.t1
OG0005078	dicty_g4579.t1	acastellanii_g2872.t1
OG0005080	dicty_g4879.t1	acastellanii_g2914.t1
OG0005081	dicty_g5850.t1	acastellanii_g2923.t1
OG0005082	dicty_g8554.t1	acastellanii_g2937.t1
OG0005083	dicty_g1188.t1	acastellanii_g2849.t1
OG0005084	dicty_g6299.t1	acastellanii_g2635.t1, acastellanii_g2840.t1
OG0005087	dicty_g2052.t1	acastellanii_g2780.t1
OG0005088	dicty_g4689.t1	acastellanii_g2718.t1
OG0005089	dicty_g5490.t1	acastellanii_g2723.t1
OG0005090	dicty_g4576.t1	acastellanii_g2725.t1
OG0005091	dicty_g1673.t1	acastellanii_g2734.t1
OG0005094	dicty_g6588.t1	acastellanii_g2748.t1
OG0005095	dicty_g8014.t1	acastellanii_g2751.t1
OG0005097	dicty_g3076.t1	acastellanii_g2757.t1
OG0005099	dicty_g8075.t1	acastellanii_g2767.t1
OG0005101	dicty_g8295.t1	acastellanii_g2672.t1
OG0005102	dicty_g5754.t1	acastellanii_g2655.t1
OG0005105	dicty_g11125.t1	acastellanii_g2437.t1
OG0005107	dicty_g7657.t1	acastellanii_g2532.t1
OG0005108	dicty_g6744.t1	acastellanii_g2552.t1
OG0005109	dicty_g1227.t1	acastellanii_g2562.t1
OG0005111	dicty_g7241.t1	acastellanii_g2575.t1
OG0005112	dicty_g758.t1	acastellanii_g2580.t1
OG0005113	dicty_g416.t1	acastellanii_g2324.t1
OG0005115	dicty_g6012.t1	acastellanii_g2362.t1
OG0005116	dicty_g8509.t1	acastellanii_g2304.t1
OG0005117	dicty_g4522.t1	acastellanii_g1789.t1
OG0005118	dicty_g8096.t1	acastellanii_g1803.t1
OG0005119	dicty_g1047.t1	acastellanii_g1806.t1
OG0005120	dicty_g5916.t1	acastellanii_g1816.t1
OG0005121	dicty_g9117.t1	acastellanii_g1830.t1
OG0005122	dicty_g10284.t1	acastellanii_g1833.t1
OG0005123	dicty_g3870.t1	acastellanii_g1838.t1
OG0005124	dicty_g10775.t1	acastellanii_g1841.t1
OG0005126	dicty_g4430.t1	acastellanii_g1851.t1, acastellanii_g1851.t2
OG0005127	dicty_g9370.t1	acastellanii_g1881.t1
OG0005128	dicty_g4853.t1	acastellanii_g1882.t1
OG0005129	dicty_g7367.t1	acastellanii_g1895.t1
OG0005130	dicty_g10437.t1	acastellanii_g1905.t1
OG0005133	dicty_g10452.t1	acastellanii_g1929.t1
OG0005134	dicty_g2074.t1	acastellanii_g1930.t1
OG0005135	dicty_g4813.t1	acastellanii_g1941.t1
OG0005137	dicty_g173.t1	acastellanii_g1956.t1, acastellanii_g1956.t3, acastellanii_g1956.t2
OG0005138	dicty_g9788.t1	acastellanii_g1959.t1
OG0005139	dicty_g9311.t1	acastellanii_g1968.t1
OG0005140	dicty_g4374.t1	acastellanii_g1994.t1
OG0005141	dicty_g10192.t1	acastellanii_g1995.t1
OG0005142	dicty_g8765.t1	acastellanii_g1998.t1
OG0005143	dicty_g11077.t1	acastellanii_g2005.t1
OG0005144	dicty_g3087.t1	acastellanii_g2037.t1
OG0005145	dicty_g7947.t1	acastellanii_g2049.t1
OG0005146	dicty_g5049.t1	acastellanii_g2051.t1
OG0005147	dicty_g6166.t1	acastellanii_g2052.t1
OG0005148	dicty_g5420.t1	acastellanii_g2057.t1
OG0005149	dicty_g9996.t1	acastellanii_g2061.t1
OG0005150	dicty_g6965.t1	acastellanii_g2071.t1
OG0005151	dicty_g5726.t1	acastellanii_g2072.t1
OG0005152	dicty_g11182.t1	acastellanii_g2073.t1
OG0005153	dicty_g4691.t1	acastellanii_g2087.t1
OG0005154	dicty_g2586.t1, dicty_g2890.t1	acastellanii_g2120.t1
OG0005155	dicty_g6143.t1	acastellanii_g2123.t1
OG0005156	dicty_g9316.t1	acastellanii_g2124.t1
OG0005158	dicty_g5708.t1	acastellanii_g2145.t2, acastellanii_g2145.t1
OG0005159	dicty_g2391.t1	acastellanii_g2176.t1
OG0005160	dicty_g4823.t1	acastellanii_g2178.t1
OG0005163	dicty_g1654.t1	acastellanii_g2199.t1
OG0005164	dicty_g3066.t1	acastellanii_g2204.t1
OG0005165	dicty_g9450.t1	acastellanii_g2228.t1
OG0005166	dicty_g1993.t1	acastellanii_g2229.t1
OG0005167	dicty_g5136.t1	acastellanii_g2254.t1
OG0005168	dicty_g5848.t1	acastellanii_g2263.t1
OG0005169	dicty_g3421.t1	acastellanii_g2264.t1
OG0005171	dicty_g5595.t1	acastellanii_g2282.t1
OG0005172	dicty_g10940.t1	acastellanii_g1771.t1
OG0005173	dicty_g5588.t3	acastellanii_g1758.t1
OG0005174	dicty_g11483.t1	acastellanii_g1759.t1
OG0005175	dicty_g3848.t1	acastellanii_g1748.t1
OG0005176	dicty_g1054.t1	acastellanii_g1714.t1
OG0005177	dicty_g9417.t1	acastellanii_g1695.t1
OG0005178	dicty_g9864.t1	acastellanii_g1697.t1
OG0005179	dicty_g4494.t1	acastellanii_g1698.t1
OG0005180	dicty_g11281.t1	acastellanii_g1659.t1
OG0005181	dicty_g10646.t1	acastellanii_g1669.t1
OG0005182	dicty_g8919.t1	acastellanii_g1671.t1
OG0005185	dicty_g5250.t1	acastellanii_g1481.t1
OG0005186	dicty_g10816.t1	acastellanii_g1511.t1
OG0005188	dicty_g1731.t1	acastellanii_g1536.t1
OG0005189	dicty_g6264.t1	acastellanii_g1570.t1
OG0005190	dicty_g3169.t1	acastellanii_g1578.t1
OG0005192	dicty_g839.t1, dicty_g839.t2	acastellanii_g1589.t1
OG0005193	dicty_g4961.t1	acastellanii_g1593.t1
OG0005194	dicty_g3333.t1	acastellanii_g1444.t1
OG0005195	dicty_g7392.t1	acastellanii_g1424.t1
OG0005196	dicty_g1865.t1	acastellanii_g1389.t1
OG0005197	dicty_g2122.t1	acastellanii_g1324.t1
OG0005199	dicty_g10407.t1	acastellanii_g1348.t1
OG0005200	dicty_g5346.t1	acastellanii_g1362.t1
OG0005201	dicty_g10340.t1	acastellanii_g1280.t1
OG0005202	dicty_g11441.t1	acastellanii_g1282.t1
OG0005203	dicty_g339.t1	acastellanii_g1287.t1
OG0005204	dicty_g4946.t1	acastellanii_g1288.t1
OG0005205	dicty_g4015.t1	acastellanii_g1260.t1
OG0005207	dicty_g7743.t2	acastellanii_g1216.t1
OG0005208	dicty_g9414.t1	acastellanii_g1220.t1
OG0005209	dicty_g5233.t1	acastellanii_g1189.t1
OG0005211	dicty_g8618.t1	acastellanii_g1118.t4
OG0005212	dicty_g5351.t1	acastellanii_g1127.t1
OG0005213	dicty_g5317.t1	acastellanii_g1136.t1
OG0005214	dicty_g1381.t1	acastellanii_g1060.t1
OG0005215	dicty_g2467.t1	acastellanii_g1065.t1
OG0005216	dicty_g7277.t1	acastellanii_g1073.t1, acastellanii_g1075.t1
OG0005217	dicty_g8866.t1	acastellanii_g950.t1
OG0005218	dicty_g5093.t1	acastellanii_g960.t1
OG0005219	dicty_g5185.t1	acastellanii_g964.t1
OG0005222	dicty_g9792.t1	acastellanii_g707.t1
OG0005223	dicty_g4663.t1	acastellanii_g738.t1, acastellanii_g736.t1
OG0005224	dicty_g10444.t1	acastellanii_g748.t2, acastellanii_g748.t1
OG0005225	dicty_g1349.t1	acastellanii_g790.t1
OG0005226	dicty_g4546.t1	acastellanii_g806.t1
OG0005227	dicty_g467.t1	acastellanii_g809.t1
OG0005228	dicty_g2254.t1	acastellanii_g810.t1
OG0005229	dicty_g6381.t1	acastellanii_g817.t1
OG0005230	dicty_g4341.t1	acastellanii_g818.t1
OG0005231	dicty_g9259.t1	acastellanii_g820.t1
OG0005232	dicty_g9077.t1	acastellanii_g822.t1
OG0005233	dicty_g665.t1	acastellanii_g826.t1
OG0005234	dicty_g1009.t1	acastellanii_g830.t1
OG0005236	dicty_g10997.t1	acastellanii_g924.t1
OG0005237	dicty_g6273.t1	acastellanii_g678.t1
OG0005238	dicty_g9276.t1	acastellanii_g622.t1
OG0005240	dicty_g5524.t1	acastellanii_g615.t1
OG0005241	dicty_g101.t2, dicty_g101.t1, dicty_g1120.t1, dicty_g11348.t1	acastellanii_g616.t1
OG0005242	dicty_g9158.t1	acastellanii_g565.t1
OG0005243	dicty_g2425.t1	acastellanii_g566.t1
OG0005246	dicty_g7942.t1	acastellanii_g590.t1
OG0005247	dicty_g3149.t1	acastellanii_g592.t1
OG0005248	dicty_g10384.t1	acastellanii_g593.t1
OG0005249	dicty_g5372.t1	acastellanii_g600.t1
OG0005250	dicty_g3664.t1	acastellanii_g481.t1
OG0005251	dicty_g10803.t1	acastellanii_g492.t1
OG0005252	dicty_g5990.t1	acastellanii_g493.t1
OG0005253	dicty_g3752.t1	acastellanii_g517.t1, acastellanii_g517.t2
OG0005254	dicty_g10387.t1	acastellanii_g532.t1
OG0005255	dicty_g7574.t1	acastellanii_g537.t1
OG0005258	dicty_g3902.t1	acastellanii_g358.t1
OG0005259	dicty_g1290.t1	acastellanii_g422.t1
OG0005260	dicty_g1489.t1	acastellanii_g430.t1
OG0005262	dicty_g1049.t1	acastellanii_g288.t1
OG0005264	dicty_g5440.t1	acastellanii_g240.t1
OG0005265	dicty_g8077.t1	acastellanii_g247.t1
OG0005266	dicty_g11388.t1	acastellanii_g251.t1
OG0005268	dicty_g8779.t1	acastellanii_g255.t1
OG0005269	dicty_g6668.t1	acastellanii_g277.t1
OG0005270	dicty_g9185.t1, dicty_g8158.t1, dicty_g8158.t2	acastellanii_g283.t1
OG0005271	dicty_g4898.t1	acastellanii_g186.t1
OG0005273	dicty_g11439.t1	acastellanii_g114.t2, acastellanii_g114.t1, acastellanii_g126.t1, acastellanii_g114.t3
OG0005274	dicty_g172.t1	acastellanii_g118.t1
OG0005276	dicty_g8326.t1	acastellanii_g123.t1
OG0005277	dicty_g4421.t1	acastellanii_g143.t1
OG0005278	dicty_g8600.t1	acastellanii_g151.t1
OG0005279	dicty_g729.t1	acastellanii_g61.t1
OG0005280	dicty_g11382.t1	acastellanii_g70.t1
OG0005281	dicty_g7926.t1	acastellanii_g79.t1
OG0005282	dicty_g8335.t1	acastellanii_g81.t1
OG0005283	dicty_g7503.t1	acastellanii_g92.t1
OG0005284	dicty_g8893.t1	acastellanii_g93.t1
OG0005285	dicty_g7348.t1	acastellanii_g95.t1
OG0005286	dicty_g8872.t1	acastellanii_g16.t1
OG0005287	dicty_g7487.t1	acastellanii_g26.t1
OG0005288	dicty_g1194.t1	acastellanii_g31.t1
OG0006029	dicty_g1160.t1	acastellanii_g14214.t1
OG0006033	dicty_g10338.t1	acastellanii_g14135.t2, acastellanii_g14135.t1
OG0006034	dicty_g1339.t1	acastellanii_g14137.t1, acastellanii_g7914.t1, acastellanii_g1653.t1
OG0006035	dicty_g7027.t1	acastellanii_g14139.t1
OG0006037	dicty_g11072.t1	acastellanii_g14124.t1
OG0006041	dicty_g6521.t1	acastellanii_g13564.t3
OG0006050	dicty_g6750.t1	acastellanii_g13733.t1
OG0006051	dicty_g8173.t1	acastellanii_g13750.t3
OG0006052	dicty_g6427.t1	acastellanii_g13773.t1, acastellanii_g2768.t1
OG0006053	dicty_g9031.t1	acastellanii_g13774.t1
OG0006055	dicty_g938.t1	acastellanii_g13779.t1
OG0006059	dicty_g7294.t1, dicty_g7294.t2	acastellanii_g13821.t1, acastellanii_g13821.t2
OG0006061	dicty_g4405.t1	acastellanii_g13830.t1
OG0006062	dicty_g624.t1	acastellanii_g13832.t2, acastellanii_g13832.t1
OG0006066	dicty_g4353.t1	acastellanii_g13918.t1
OG0006072	dicty_g5113.t1	acastellanii_g13985.t1
OG0006074	dicty_g4729.t1	acastellanii_g14014.t1
OG0006075	dicty_g6728.t1	acastellanii_g14031.t1
OG0006080	dicty_g3373.t1	acastellanii_g13545.t1, acastellanii_g11736.t1
OG0006084	dicty_g5135.t1	acastellanii_g13110.t1
OG0006089	dicty_g4110.t1	acastellanii_g13186.t1
OG0006095	dicty_g7902.t1	acastellanii_g13327.t1
OG0006099	dicty_g6032.t1	acastellanii_g13414.t1
OG0006102	dicty_g4753.t1	acastellanii_g13438.t1
OG0006103	dicty_g8244.t1	acastellanii_g13047.t1
OG0006111	dicty_g3092.t1, dicty_g3483.t1	acastellanii_g12882.t1, acastellanii_g12883.t1
OG0006115	dicty_g6777.t1	acastellanii_g12818.t1
OG0006123	dicty_g5324.t1	acastellanii_g12758.t1, acastellanii_g3718.t1, acastellanii_g3717.t1
OG0006126	dicty_g10185.t1	acastellanii_g12679.t1
OG0006131	dicty_g8774.t1	acastellanii_g12543.t1
OG0006133	dicty_g5745.t1	acastellanii_g12566.t1
OG0006136	dicty_g7014.t1	acastellanii_g11732.t1, acastellanii_g12577.t1
OG0006140	dicty_g3306.t1	acastellanii_g12461.t1
OG0006143	dicty_g8270.t1	acastellanii_g12496.t2
OG0006156	dicty_g8466.t1	acastellanii_g10960.t1, acastellanii_g11855.t1, acastellanii_g11855.t2
OG0006158	dicty_g9072.t1	acastellanii_g11886.t1
OG0006160	dicty_g10963.t1	acastellanii_g11891.t1
OG0006165	dicty_g1753.t1	acastellanii_g11945.t1
OG0006171	dicty_g9330.t1	acastellanii_g12042.t1, acastellanii_g1979.t1
OG0006179	dicty_g4171.t2	acastellanii_g12151.t1
OG0006180	dicty_g1490.t1	acastellanii_g12157.t2, acastellanii_g12157.t1
OG0006183	dicty_g3729.t1	acastellanii_g12203.t1
OG0006184	dicty_g4976.t1, dicty_g8378.t2, dicty_g8378.t1	acastellanii_g12205.t1
OG0006187	dicty_g787.t1	acastellanii_g12279.t1, acastellanii_g12279.t2
OG0006189	dicty_g4839.t1	acastellanii_g11801.t1
OG0006190	dicty_g9152.t1	acastellanii_g11795.t1, acastellanii_g7166.t1
OG0006198	dicty_g483.t1	acastellanii_g11705.t1, acastellanii_g11705.t2
