Orthogroup	dicty_braker	bc2001_braker
OG0004457	dicty_g5275.t1	bc2001_g15516.t1
OG0004458	dicty_g4894.t1	bc2001_g1459.t1
OG0004459	dicty_g4158.t1	bc2001_g12798.t1
OG0004461	dicty_g7968.t1	bc2001_g16168.t1
OG0004462	dicty_g6939.t1	bc2001_g6022.t1
OG0004466	dicty_g8845.t1	bc2001_g16273.t1
OG0004469	dicty_g9178.t1	bc2001_g5455.t1
OG0004470	dicty_g3766.t1	bc2001_g85.t1
OG0004471	dicty_g6925.t1	bc2001_g19602.t1
OG0004472	dicty_g3838.t1	bc2001_g1896.t1
OG0004474	dicty_g4420.t1	bc2001_g9530.t1
OG0004475	dicty_g6081.t1	bc2001_g18334.t1
OG0004476	dicty_g1613.t1	bc2001_g9840.t1
OG0004477	dicty_g7679.t1	bc2001_g7903.t1
OG0004479	dicty_g8030.t1	bc2001_g8345.t1
OG0004480	dicty_g1341.t1, dicty_g383.t1	bc2001_g10432.t1
OG0004481	dicty_g1244.t1	bc2001_g10224.t1
OG0004485	dicty_g11274.t2, dicty_g11274.t1	bc2001_g6043.t1
OG0004486	dicty_g10887.t1	bc2001_g15579.t1
OG0004487	dicty_g10634.t1	bc2001_g853.t1
OG0004488	dicty_g9606.t1	bc2001_g18356.t1
OG0004492	dicty_g8197.t1	bc2001_g19247.t1
OG0004495	dicty_g5731.t1	bc2001_g8744.t1
OG0004496	dicty_g1048.t1	bc2001_g10934.t1
OG0004497	dicty_g8596.t1	bc2001_g18435.t1
OG0004498	dicty_g6581.t1	bc2001_g9070.t1
OG0004500	dicty_g8653.t1	bc2001_g5478.t2
OG0004501	dicty_g2138.t1	bc2001_g16488.t1
OG0004502	dicty_g9302.t1	bc2001_g629.t1
OG0004503	dicty_g8578.t1	bc2001_g11022.t1
OG0004504	dicty_g5655.t1	bc2001_g3719.t1
OG0004506	dicty_g8755.t1	bc2001_g1153.t1
OG0004507	dicty_g3388.t2	bc2001_g1162.t3
OG0004508	dicty_g3369.t1	bc2001_g16066.t1
OG0004509	dicty_g989.t1	bc2001_g7480.t1
OG0004510	dicty_g7747.t1	bc2001_g2378.t1
OG0004511	dicty_g6645.t1	bc2001_g5627.t1
OG0004512	dicty_g8747.t1	bc2001_g18920.t1
OG0004513	dicty_g8060.t1	bc2001_g5464.t1
OG0004514	dicty_g5221.t1	bc2001_g15514.t1
OG0004515	dicty_g4032.t1	bc2001_g15025.t1
OG0004516	dicty_g8940.t1	bc2001_g2854.t1
OG0004520	dicty_g6988.t1	bc2001_g13757.t1
OG0004521	dicty_g7486.t1	bc2001_g1116.t1
OG0004523	dicty_g1221.t1	bc2001_g12263.t1
OG0004524	dicty_g933.t1	bc2001_g2985.t1
OG0004526	dicty_g4418.t1	bc2001_g10149.t1
OG0004528	dicty_g7276.t1	bc2001_g16072.t1
OG0004529	dicty_g9160.t1	bc2001_g3025.t1
OG0004530	dicty_g7751.t1	bc2001_g480.t1
OG0004533	dicty_g6513.t1	bc2001_g5212.t1
OG0004534	dicty_g511.t2	bc2001_g4289.t1
OG0004535	dicty_g10837.t1	bc2001_g17073.t1
OG0004536	dicty_g4227.t1	bc2001_g7379.t1
OG0004538	dicty_g7206.t1	bc2001_g17297.t1
OG0004541	dicty_g4269.t1	bc2001_g14831.t1
OG0004542	dicty_g8923.t1	bc2001_g14921.t1
OG0004544	dicty_g4217.t1	bc2001_g3947.t1
OG0004546	dicty_g8957.t1	bc2001_g1228.t1
OG0004547	dicty_g3865.t1	bc2001_g9780.t1
OG0004549	dicty_g4278.t1	bc2001_g19107.t1
OG0004550	dicty_g7190.t1	bc2001_g10945.t1
OG0004551	dicty_g2299.t1	bc2001_g9872.t1
OG0004553	dicty_g3062.t1	bc2001_g2064.t1
OG0004554	dicty_g3417.t1	bc2001_g6067.t1
OG0004556	dicty_g4045.t1	bc2001_g8750.t1
OG0004557	dicty_g7649.t2	bc2001_g19681.t1
OG0004558	dicty_g8639.t1	bc2001_g14715.t1
OG0004559	dicty_g2423.t1	bc2001_g10130.t1
OG0004561	dicty_g9097.t1	bc2001_g15666.t1
OG0004562	dicty_g3714.t1	bc2001_g543.t1
OG0004563	dicty_g9135.t1	bc2001_g561.t1
OG0004564	dicty_g739.t1	bc2001_g17717.t1
OG0004566	dicty_g618.t1	bc2001_g17585.t1
OG0004567	dicty_g10926.t1	bc2001_g14818.t1
OG0004568	dicty_g10643.t1	bc2001_g5305.t1
OG0004569	dicty_g7180.t1	bc2001_g12264.t1
OG0004570	dicty_g6800.t1	bc2001_g17584.t1
OG0004571	dicty_g2082.t1	bc2001_g14010.t1
OG0004574	dicty_g9446.t1	bc2001_g5471.t1
OG0004575	dicty_g9096.t1	bc2001_g17597.t1
OG0004576	dicty_g8496.t1	bc2001_g15699.t1
OG0004580	dicty_g6223.t1	bc2001_g13744.t1
OG0004583	dicty_g7087.t1	bc2001_g7156.t1
OG0004586	dicty_g3937.t1	bc2001_g12265.t1
OG0004588	dicty_g1078.t1	bc2001_g14735.t1
OG0004589	dicty_g9755.t1	bc2001_g16524.t1
OG0004590	dicty_g2155.t1	bc2001_g14725.t1
OG0004591	dicty_g9347.t1	bc2001_g4049.t1
OG0004592	dicty_g11426.t1	bc2001_g11276.t1
OG0004593	dicty_g11243.t1	bc2001_g3493.t1
OG0004594	dicty_g8243.t1	bc2001_g13780.t1
OG0004596	dicty_g4604.t1	bc2001_g8223.t1
OG0004597	dicty_g6255.t1	bc2001_g12500.t1
OG0004598	dicty_g8587.t1	bc2001_g8402.t1
OG0004600	dicty_g9047.t1	bc2001_g1551.t1
OG0004601	dicty_g3499.t1	bc2001_g8667.t1
OG0004602	dicty_g7940.t1	bc2001_g11654.t1
OG0004603	dicty_g6362.t1	bc2001_g8862.t1
OG0004605	dicty_g1267.t1	bc2001_g9073.t1
OG0004608	dicty_g8638.t1	bc2001_g10587.t1
OG0004609	dicty_g8623.t1	bc2001_g4292.t1
OG0004610	dicty_g4290.t1	bc2001_g11489.t1
OG0004613	dicty_g974.t1	bc2001_g8442.t1
OG0004615	dicty_g10595.t1	bc2001_g7147.t1
OG0004616	dicty_g11328.t1	bc2001_g3638.t1
OG0004617	dicty_g10558.t1	bc2001_g8503.t1
OG0004621	dicty_g6324.t1	bc2001_g4683.t1
OG0004622	dicty_g8112.t1	bc2001_g8441.t1
OG0004623	dicty_g420.t1	bc2001_g8453.t1
OG0004624	dicty_g11183.t1	bc2001_g11525.t1
OG0004625	dicty_g9550.t1	bc2001_g17316.t1
OG0004627	dicty_g3286.t1	bc2001_g3990.t1
OG0004628	dicty_g2346.t1	bc2001_g9072.t1
OG0004631	dicty_g10750.t1	bc2001_g11593.t1
OG0004632	dicty_g8991.t1	bc2001_g18380.t1
OG0004633	dicty_g5565.t1	bc2001_g11483.t1
OG0004634	dicty_g9516.t1	bc2001_g19619.t1
OG0004635	dicty_g2005.t1	bc2001_g3103.t1
OG0004636	dicty_g7728.t1	bc2001_g1082.t1
OG0004637	dicty_g8859.t1	bc2001_g18505.t1
OG0004638	dicty_g408.t1	bc2001_g11352.t1
OG0004639	dicty_g6579.t1	bc2001_g773.t1
OG0004640	dicty_g3989.t1	bc2001_g1259.t1
OG0004644	dicty_g4890.t1	bc2001_g293.t1
OG0004645	dicty_g576.t1	bc2001_g11594.t1
OG0004646	dicty_g7066.t1	bc2001_g14718.t1
OG0004647	dicty_g10242.t1	bc2001_g9027.t1
OG0004648	dicty_g11282.t1	bc2001_g19567.t1
OG0004649	dicty_g9052.t1	bc2001_g2176.t1
OG0004651	dicty_g2160.t1	bc2001_g9275.t1
OG0004652	dicty_g4563.t1	bc2001_g4716.t1
OG0004653	dicty_g4435.t1	bc2001_g5225.t1
OG0004654	dicty_g1513.t1	bc2001_g18478.t1
OG0004657	dicty_g1664.t1	bc2001_g13257.t1
OG0004658	dicty_g3203.t1	bc2001_g3952.t1
OG0004659	dicty_g3609.t1	bc2001_g13903.t1
OG0004660	dicty_g11310.t1	bc2001_g13506.t1
OG0004661	dicty_g6375.t1	bc2001_g18067.t1
OG0004662	dicty_g6339.t1	bc2001_g2846.t1
OG0004663	dicty_g254.t1	bc2001_g2751.t1
OG0004667	dicty_g6500.t1	bc2001_g8444.t1
OG0004668	dicty_g7564.t1	bc2001_g17371.t1
OG0004672	dicty_g327.t1	bc2001_g196.t1
OG0004673	dicty_g9342.t1	bc2001_g10232.t1
OG0004674	dicty_g7283.t1	bc2001_g550.t1
OG0004675	dicty_g4338.t1	bc2001_g12668.t1
OG0004676	dicty_g7646.t1	bc2001_g5815.t1
OG0004677	dicty_g6027.t1	bc2001_g14008.t1
OG0004679	dicty_g9449.t1	bc2001_g15336.t1
OG0004680	dicty_g3911.t1	bc2001_g17321.t1
OG0004681	dicty_g3543.t1	bc2001_g12354.t1
OG0004682	dicty_g10621.t1	bc2001_g11589.t1
OG0004683	dicty_g4027.t1	bc2001_g16861.t1
OG0004684	dicty_g3737.t1	bc2001_g5374.t1
OG0004686	dicty_g3376.t1	bc2001_g13480.t1
OG0004690	dicty_g7425.t1	bc2001_g5307.t1
OG0004691	dicty_g3438.t1	bc2001_g57.t1
OG0004692	dicty_g3151.t1	bc2001_g11500.t1
OG0004693	dicty_g7496.t2	bc2001_g6369.t1
OG0004694	dicty_g2443.t1	bc2001_g6779.t1
OG0004697	dicty_g5517.t1	bc2001_g13812.t1
OG0004699	dicty_g6629.t1	bc2001_g2225.t1
OG0004700	dicty_g8721.t1	bc2001_g9519.t1
OG0004701	dicty_g7260.t1	bc2001_g2210.t1
OG0004702	dicty_g10518.t1	bc2001_g2249.t1
OG0004703	dicty_g9120.t1	bc2001_g9713.t1
OG0004704	dicty_g7493.t1	bc2001_g5304.t1
OG0004705	dicty_g7738.t1	bc2001_g62.t1
OG0004708	dicty_g11312.t1	bc2001_g14436.t1
OG0004709	dicty_g7833.t1	bc2001_g15667.t1
OG0004712	dicty_g11492.t1	bc2001_g1832.t1
OG0004713	dicty_g11015.t1	bc2001_g7350.t1
OG0004714	dicty_g644.t1	bc2001_g8505.t1
OG0004715	dicty_g929.t1	bc2001_g5467.t1
OG0004716	dicty_g6815.t1	bc2001_g18779.t1
OG0004717	dicty_g8448.t1	bc2001_g6558.t1
OG0004718	dicty_g10728.t1	bc2001_g18857.t1
OG0004719	dicty_g3517.t1	bc2001_g18355.t1
OG0004720	dicty_g9069.t1	bc2001_g8487.t1
OG0004721	dicty_g7007.t1	bc2001_g7981.t1
OG0004722	dicty_g4632.t1	bc2001_g6533.t1
OG0004724	dicty_g7806.t1	bc2001_g11896.t1
OG0004725	dicty_g3639.t1	bc2001_g9326.t1
OG0004726	dicty_g6565.t1	bc2001_g11355.t1
OG0004727	dicty_g4625.t1	bc2001_g8266.t1
OG0004728	dicty_g7063.t1	bc2001_g5492.t1
OG0004729	dicty_g10799.t1	bc2001_g51.t1
OG0004730	dicty_g6703.t1	bc2001_g3941.t1
OG0004731	dicty_g8742.t1	bc2001_g18871.t1
OG0004732	dicty_g9183.t1	bc2001_g13787.t1
OG0004733	dicty_g5933.t1	bc2001_g12528.t1
OG0004734	dicty_g914.t1	bc2001_g17995.t1
OG0004735	dicty_g10845.t1	bc2001_g17996.t1
OG0004736	dicty_g10213.t1	bc2001_g15881.t1
OG0004737	dicty_g10382.t1	bc2001_g17990.t1
OG0004738	dicty_g10479.t1	bc2001_g17328.t1
OG0004739	dicty_g11096.t1	bc2001_g13278.t1
OG0004740	dicty_g9346.t1	bc2001_g2811.t1
OG0004741	dicty_g3677.t1	bc2001_g2832.t1
OG0004742	dicty_g11306.t1	bc2001_g12755.t1
OG0004743	dicty_g10656.t1	bc2001_g13599.t1
OG0004745	dicty_g10965.t1	bc2001_g1605.t1
OG0004747	dicty_g6091.t1	bc2001_g211.t1
OG0004748	dicty_g10905.t1	bc2001_g18419.t1
OG0004750	dicty_g1601.t1	bc2001_g17367.t1
OG0004751	dicty_g9504.t1	bc2001_g649.t1
OG0004752	dicty_g681.t1	bc2001_g8639.t1
OG0004755	dicty_g2162.t1	bc2001_g16029.t1
OG0004757	dicty_g10529.t1	bc2001_g7835.t1
OG0004758	dicty_g2163.t1	bc2001_g3168.t1
OG0004761	dicty_g7240.t1	bc2001_g10395.t1
OG0004762	dicty_g2402.t1	bc2001_g8637.t1
OG0004763	dicty_g6754.t1	bc2001_g17708.t1
OG0004765	dicty_g1371.t1	bc2001_g13134.t1
OG0004766	dicty_g3029.t1	bc2001_g1983.t1
OG0004767	dicty_g952.t1	bc2001_g17789.t1
OG0004769	dicty_g3744.t1	bc2001_g1871.t1
OG0004772	dicty_g356.t1	bc2001_g4454.t1
OG0004773	dicty_g4952.t1	bc2001_g6626.t1
OG0004775	dicty_g7068.t1	bc2001_g7759.t2, bc2001_g7759.t1
OG0004777	dicty_g248.t1	bc2001_g3002.t1
OG0004778	dicty_g2469.t1	bc2001_g10209.t1
OG0004779	dicty_g7361.t1	bc2001_g2336.t1
OG0004781	dicty_g10578.t1	bc2001_g19605.t1
OG0004783	dicty_g43.t1	bc2001_g981.t1, bc2001_g7957.t1
OG0004784	dicty_g3065.t1	bc2001_g18304.t1
OG0004787	dicty_g11307.t1	bc2001_g2088.t1
OG0004794	dicty_g9034.t1	bc2001_g14383.t1
OG0004795	dicty_g6204.t1	bc2001_g2677.t1
OG0004797	dicty_g8689.t1	bc2001_g5429.t1
OG0004799	dicty_g8583.t1	bc2001_g16178.t1
OG0004800	dicty_g6241.t1	bc2001_g1238.t1
OG0004802	dicty_g7612.t1	bc2001_g16929.t1
OG0004803	dicty_g6599.t1	bc2001_g16154.t1
OG0004804	dicty_g2404.t1	bc2001_g5463.t1
OG0004805	dicty_g11052.t1	bc2001_g9701.t1
OG0004807	dicty_g3012.t1	bc2001_g8739.t1
OG0004808	dicty_g693.t1	bc2001_g19244.t1
OG0004811	dicty_g5890.t1	bc2001_g17331.t1
OG0004812	dicty_g7494.t1	bc2001_g19459.t1
OG0004813	dicty_g3579.t1	bc2001_g13476.t1
OG0004814	dicty_g10962.t1	bc2001_g8224.t1
OG0004815	dicty_g3790.t1	bc2001_g10397.t1
OG0004816	dicty_g4602.t1	bc2001_g8360.t1
OG0004817	dicty_g11302.t1	bc2001_g8267.t1
OG0004818	dicty_g2171.t1	bc2001_g9585.t1
OG0004819	dicty_g1910.t1	bc2001_g1966.t1
OG0004820	dicty_g7263.t1	bc2001_g5199.t1
OG0004821	dicty_g6726.t1	bc2001_g9608.t1
OG0004822	dicty_g2389.t1	bc2001_g7474.t1
OG0004823	dicty_g6723.t1	bc2001_g9008.t1
OG0004824	dicty_g4493.t1	bc2001_g5175.t1
OG0004827	dicty_g845.t1	bc2001_g15158.t1
OG0004828	dicty_g7830.t1	bc2001_g18519.t1
OG0004830	dicty_g1659.t1	bc2001_g8319.t1
OG0004831	dicty_g2422.t1	bc2001_g1233.t1
OG0004832	dicty_g6041.t1	bc2001_g19496.t1
OG0004833	dicty_g7449.t1	bc2001_g11890.t1
OG0004834	dicty_g4013.t1	bc2001_g14341.t1
OG0004835	dicty_g3049.t1	bc2001_g16310.t1
OG0004836	dicty_g7261.t1	bc2001_g1110.t2
OG0004837	dicty_g5345.t1	bc2001_g1163.t1
OG0004838	dicty_g588.t1	bc2001_g16051.t1
OG0004839	dicty_g6206.t1	bc2001_g1855.t1
OG0004840	dicty_g9298.t1	bc2001_g1463.t1
OG0004843	dicty_g6257.t1	bc2001_g11991.t1
OG0004844	dicty_g9596.t1	bc2001_g8497.t1
OG0004845	dicty_g9138.t1	bc2001_g15003.t1
OG0004851	dicty_g2396.t1	bc2001_g16254.t1
OG0004852	dicty_g8255.t1	bc2001_g5053.t1
OG0004853	dicty_g5949.t1	bc2001_g19349.t1
OG0004854	dicty_g2802.t1, dicty_g2675.t1	bc2001_g7799.t1
OG0004856	dicty_g6554.t1	bc2001_g5002.t1
OG0004859	dicty_g3098.t1	bc2001_g10279.t1
OG0004860	dicty_g5682.t1	bc2001_g9362.t1
OG0004861	dicty_g3554.t1	bc2001_g10255.t1
OG0004862	dicty_g8442.t1	bc2001_g16703.t1
OG0004863	dicty_g10205.t1	bc2001_g81.t1
OG0004864	dicty_g7111.t1	bc2001_g16050.t1
OG0004865	dicty_g10144.t1	bc2001_g15521.t1
OG0004866	dicty_g9960.t1	bc2001_g11108.t1
OG0004867	dicty_g1947.t1	bc2001_g15282.t1
OG0004870	dicty_g4797.t1	bc2001_g15586.t1
OG0004872	dicty_g10938.t1	bc2001_g19660.t1
OG0004873	dicty_g7120.t1	bc2001_g5136.t1
OG0004874	dicty_g3633.t1	bc2001_g3016.t1
OG0004875	dicty_g8820.t1	bc2001_g18438.t1
OG0004876	dicty_g3278.t1	bc2001_g5117.t1
OG0004878	dicty_g3826.t1	bc2001_g3860.t1
OG0004880	dicty_g3665.t1	bc2001_g16061.t3
OG0004882	dicty_g7488.t1	bc2001_g9805.t1
OG0004886	dicty_g4106.t1	bc2001_g5376.t1
OG0004889	dicty_g7583.t1	bc2001_g7569.t1
OG0004890	dicty_g7755.t1	bc2001_g18928.t1
OG0004891	dicty_g3190.t1	bc2001_g15097.t1
OG0004892	dicty_g9920.t1	bc2001_g2039.t1
OG0004893	dicty_g2387.t1	bc2001_g6911.t1
OG0004894	dicty_g7167.t1	bc2001_g9620.t1
OG0004895	dicty_g5008.t1	bc2001_g12906.t1
OG0004896	dicty_g161.t1	bc2001_g11524.t1
OG0004897	dicty_g5638.t1	bc2001_g18534.t1
OG0004898	dicty_g1097.t1	bc2001_g7769.t1
OG0004899	dicty_g8256.t1	bc2001_g8265.t1
OG0004900	dicty_g3839.t1	bc2001_g13863.t1
OG0004901	dicty_g3189.t1	bc2001_g15190.t1
OG0004902	dicty_g8229.t1	bc2001_g13076.t1
OG0004903	dicty_g8800.t1	bc2001_g4771.t1
OG0004904	dicty_g6109.t1	bc2001_g10345.t1
OG0004905	dicty_g7033.t1	bc2001_g580.t1
OG0004906	dicty_g8998.t1	bc2001_g15842.t1
OG0004907	dicty_g6098.t1	bc2001_g8317.t1
OG0004908	dicty_g4001.t1	bc2001_g9611.t1
OG0004909	dicty_g10569.t1	bc2001_g17228.t1
OG0004910	dicty_g10378.t1	bc2001_g18331.t1
OG0004912	dicty_g6369.t1	bc2001_g6100.t1
OG0004916	dicty_g3795.t1	bc2001_g10988.t1
OG0004917	dicty_g7346.t1	bc2001_g13254.t1
OG0004918	dicty_g126.t1	bc2001_g13856.t3
OG0004919	dicty_g11309.t1	bc2001_g7972.t1
OG0004920	dicty_g7631.t1	bc2001_g16773.t1
OG0004921	dicty_g7109.t1	bc2001_g16821.t1
OG0004925	dicty_g10546.t1	bc2001_g18908.t1
OG0004927	dicty_g7296.t1	bc2001_g14828.t1
OG0004928	dicty_g6516.t1	bc2001_g9725.t1
OG0004929	dicty_g3730.t1	bc2001_g19599.t1
OG0004931	dicty_g3015.t1	bc2001_g16678.t1
OG0004933	dicty_g1268.t1	bc2001_g18310.t1
OG0004934	dicty_g2774.t1, dicty_g2703.t1	bc2001_g6106.t1
OG0004937	dicty_g4920.t1	bc2001_g7573.t2
OG0004938	dicty_g6348.t1	bc2001_g16600.t1
OG0004939	dicty_g8061.t1	bc2001_g16677.t1
OG0004940	dicty_g7966.t1	bc2001_g5366.t1
OG0004942	dicty_g1498.t1	bc2001_g16995.t1
OG0004944	dicty_g9947.t1	bc2001_g15886.t1
OG0004945	dicty_g11151.t1	bc2001_g9074.t1
OG0004947	dicty_g4185.t1	bc2001_g7391.t1
OG0004949	dicty_g11283.t1	bc2001_g11878.t1
OG0004950	dicty_g7779.t1	bc2001_g11887.t1
OG0004952	dicty_g9985.t1	bc2001_g215.t1
OG0004953	dicty_g9144.t1	bc2001_g8537.t1
OG0004954	dicty_g6507.t1	bc2001_g10685.t1
OG0004955	dicty_g1030.t1	bc2001_g8436.t1
OG0004956	dicty_g10520.t1	bc2001_g7770.t1, bc2001_g7770.t2
OG0004958	dicty_g7974.t1	bc2001_g18071.t1
OG0004959	dicty_g4188.t1	bc2001_g17793.t1
OG0004961	dicty_g7366.t1	bc2001_g4443.t1
OG0004963	dicty_g4947.t1	bc2001_g8791.t1
OG0004967	dicty_g11359.t1	bc2001_g2273.t1
OG0004968	dicty_g251.t1	bc2001_g17264.t1
OG0004969	dicty_g620.t1	bc2001_g2284.t1
OG0004970	dicty_g2091.t1	bc2001_g10058.t1
OG0004971	dicty_g8441.t1	bc2001_g17496.t1
OG0004972	dicty_g3455.t1	bc2001_g13198.t1
OG0004973	dicty_g1105.t1	bc2001_g14009.t1
OG0004975	dicty_g5149.t1	bc2001_g2327.t1
OG0004976	dicty_g6075.t1	bc2001_g14418.t1
OG0004977	dicty_g4505.t1	bc2001_g6108.t1
OG0004978	dicty_g10250.t1	bc2001_g14833.t1
OG0004980	dicty_g1690.t1	bc2001_g963.t1
OG0004981	dicty_g5299.t1	bc2001_g2138.t1
OG0004982	dicty_g9164.t1	bc2001_g11893.t1
OG0004983	dicty_g732.t1	bc2001_g9424.t1
OG0004984	dicty_g1467.t1	bc2001_g19062.t1
OG0004985	dicty_g5629.t1	bc2001_g6107.t1
OG0004986	dicty_g8237.t1	bc2001_g220.t1
OG0004988	dicty_g6502.t1	bc2001_g4000.t1
OG0004989	dicty_g7720.t1	bc2001_g3950.t1
OG0004990	dicty_g5163.t1	bc2001_g7355.t1
OG0004991	dicty_g7394.t1	bc2001_g3014.t1
OG0004992	dicty_g4969.t1	bc2001_g19393.t1
OG0004994	dicty_g4299.t1	bc2001_g4253.t1
OG0004995	dicty_g8185.t1	bc2001_g7398.t1
OG0004996	dicty_g10362.t1	bc2001_g10293.t1
OG0004997	dicty_g4834.t1	bc2001_g3632.t1
OG0004998	dicty_g10959.t1	bc2001_g16868.t1
OG0004999	dicty_g170.t1	bc2001_g6312.t1
OG0005001	dicty_g9159.t1	bc2001_g12842.t1
OG0005004	dicty_g1748.t1	bc2001_g16657.t1
OG0005005	dicty_g2102.t1	bc2001_g1245.t1
OG0005007	dicty_g7088.t1	bc2001_g11477.t1
OG0005008	dicty_g4262.t1	bc2001_g5036.t1
OG0005009	dicty_g1286.t2	bc2001_g16186.t1
OG0005011	dicty_g10900.t1	bc2001_g7415.t1
OG0005012	dicty_g11000.t1	bc2001_g14920.t1
OG0005013	dicty_g10711.t1	bc2001_g5676.t1
OG0005014	dicty_g7029.t1	bc2001_g19153.t1
OG0005015	dicty_g8912.t1	bc2001_g13799.t1
OG0005016	dicty_g3976.t1	bc2001_g12366.t1
OG0005017	dicty_g1496.t1	bc2001_g8742.t1
OG0005019	dicty_g7080.t1	bc2001_g1340.t1
OG0005020	dicty_g777.t1	bc2001_g18671.t1
OG0005021	dicty_g849.t1	bc2001_g1761.t1
OG0005022	dicty_g10692.t1	bc2001_g52.t1
OG0005023	dicty_g7836.t1	bc2001_g9532.t1
OG0005024	dicty_g874.t1	bc2001_g19376.t1
OG0005025	dicty_g9061.t1	bc2001_g14060.t1
OG0005027	dicty_g10301.t1	bc2001_g311.t1
OG0005032	dicty_g11233.t1	bc2001_g1457.t1
OG0005033	dicty_g3531.t1	bc2001_g18122.t1
OG0005034	dicty_g5057.t1	bc2001_g8264.t1
OG0005035	dicty_g3631.t1	bc2001_g84.t1
OG0005036	dicty_g6989.t1	bc2001_g1853.t1
OG0005038	dicty_g10847.t1	bc2001_g2137.t1
OG0005039	dicty_g1676.t1	bc2001_g4439.t1
OG0005040	dicty_g4964.t1	bc2001_g4509.t1
OG0005041	dicty_g296.t1	bc2001_g16562.t1
OG0005042	dicty_g6670.t1	bc2001_g2047.t1
OG0005045	dicty_g3163.t1, dicty_g3163.t2	bc2001_g13547.t1
OG0005047	dicty_g3831.t1	bc2001_g10537.t1
OG0005049	dicty_g7274.t1	bc2001_g3528.t1
OG0005050	dicty_g7709.t1	bc2001_g17364.t1
OG0005051	dicty_g11300.t1	bc2001_g8493.t1
OG0005052	dicty_g6894.t1	bc2001_g16832.t1
OG0005053	dicty_g3044.t1	bc2001_g16840.t1
OG0005054	dicty_g1716.t1	bc2001_g15254.t1
OG0005055	dicty_g11181.t1	bc2001_g1967.t1
OG0005056	dicty_g288.t1	bc2001_g15031.t1
OG0005057	dicty_g1757.t1	bc2001_g9706.t1
OG0005059	dicty_g9563.t1	bc2001_g4982.t1
OG0005060	dicty_g8918.t1	bc2001_g1464.t1
OG0005061	dicty_g5703.t1	bc2001_g16814.t1
OG0005063	dicty_g9763.t1	bc2001_g16757.t1
OG0005064	dicty_g3918.t1	bc2001_g3635.t1
OG0005065	dicty_g9230.t1	bc2001_g1164.t1
OG0005066	dicty_g3830.t1	bc2001_g16842.t1
OG0005067	dicty_g6114.t1	bc2001_g16813.t1
OG0005068	dicty_g760.t1	bc2001_g16775.t1
OG0005069	dicty_g9048.t1	bc2001_g1254.t1
OG0005070	dicty_g11411.t1	bc2001_g16706.t1
OG0005072	dicty_g8267.t1	bc2001_g2158.t1
OG0005073	dicty_g7174.t1	bc2001_g16747.t1
OG0005075	dicty_g10612.t1	bc2001_g19325.t1
OG0005078	dicty_g4579.t1	bc2001_g16692.t1
OG0005080	dicty_g4879.t1	bc2001_g19391.t1
OG0005081	dicty_g5850.t1	bc2001_g14343.t1
OG0005082	dicty_g8554.t1	bc2001_g1971.t1
OG0005083	dicty_g1188.t1	bc2001_g11487.t1
OG0005084	dicty_g6299.t1	bc2001_g17886.t1
OG0005088	dicty_g4689.t1	bc2001_g12187.t1
OG0005089	dicty_g5490.t1	bc2001_g5133.t1
OG0005090	dicty_g4576.t1	bc2001_g14815.t1
OG0005091	dicty_g1673.t1	bc2001_g3004.t1
OG0005094	dicty_g6588.t1	bc2001_g13788.t1
OG0005095	dicty_g8014.t1	bc2001_g17806.t1
OG0005097	dicty_g3076.t1	bc2001_g6880.t1
OG0005099	dicty_g8075.t1	bc2001_g11595.t1
OG0005101	dicty_g8295.t1	bc2001_g12884.t1
OG0005102	dicty_g5754.t1	bc2001_g7580.t1
OG0005105	dicty_g11125.t1	bc2001_g17835.t1
OG0005107	dicty_g7657.t1	bc2001_g12803.t1
OG0005108	dicty_g6744.t1	bc2001_g13674.t1
OG0005109	dicty_g1227.t1	bc2001_g14380.t1
OG0005111	dicty_g7241.t1	bc2001_g11821.t1
OG0005112	dicty_g758.t1	bc2001_g299.t1
OG0005113	dicty_g416.t1	bc2001_g10974.t1
OG0005115	dicty_g6012.t1	bc2001_g16582.t1
OG0005116	dicty_g8509.t1	bc2001_g18236.t1
OG0005117	dicty_g4522.t1	bc2001_g9596.t1
OG0005118	dicty_g8096.t1	bc2001_g16522.t1
OG0005119	dicty_g1047.t1	bc2001_g10060.t1
OG0005120	dicty_g5916.t1	bc2001_g4445.t1
OG0005121	dicty_g9117.t1	bc2001_g10686.t1
OG0005122	dicty_g10284.t1	bc2001_g993.t1
OG0005123	dicty_g3870.t1	bc2001_g18501.t1
OG0005124	dicty_g10775.t1	bc2001_g9575.t1
OG0005127	dicty_g9370.t1	bc2001_g6018.t1
OG0005128	dicty_g4853.t1	bc2001_g5242.t1
OG0005129	dicty_g7367.t1	bc2001_g19301.t1
OG0005130	dicty_g10437.t1	bc2001_g10424.t1
OG0005133	dicty_g10452.t1	bc2001_g16052.t1
OG0005134	dicty_g2074.t1	bc2001_g5375.t1
OG0005135	dicty_g4813.t1	bc2001_g11092.t1
OG0005138	dicty_g9788.t1	bc2001_g15026.t1
OG0005139	dicty_g9311.t1	bc2001_g15027.t1
OG0005140	dicty_g4374.t1	bc2001_g8254.t1
OG0005141	dicty_g10192.t1	bc2001_g18250.t1
OG0005142	dicty_g8765.t1	bc2001_g12475.t1
OG0005143	dicty_g11077.t1	bc2001_g12456.t1
OG0005144	dicty_g3087.t1	bc2001_g11395.t1
OG0005145	dicty_g7947.t1	bc2001_g6524.t1
