Orthogroup	dicty_braker	vvermcdc19_braker
OG0005022	dicty_g10692.t1	vverm_g15252.t1
OG0005023	dicty_g7836.t1	vverm_g3157.t1
OG0005024	dicty_g874.t1	vverm_g3012.t1
OG0005025	dicty_g9061.t1	vverm_g12690.t1
OG0005027	dicty_g10301.t1	vverm_g8176.t1
OG0005032	dicty_g11233.t1	vverm_g8573.t1
OG0005033	dicty_g3531.t1	vverm_g11995.t1
OG0005034	dicty_g5057.t1	vverm_g7869.t1
OG0005035	dicty_g3631.t1	vverm_g3734.t1
OG0005036	dicty_g6989.t1	vverm_g11051.t1
OG0005037	dicty_g7139.t2, dicty_g7139.t1	vverm_g13660.t1, vverm_g10923.t1
OG0005038	dicty_g10847.t1	vverm_g14394.t1
OG0005039	dicty_g1676.t1	vverm_g8973.t1
OG0005040	dicty_g4964.t1	vverm_g8954.t1
OG0005041	dicty_g296.t1	vverm_g8725.t1
OG0005042	dicty_g6670.t1	vverm_g14803.t1
OG0005045	dicty_g3163.t1, dicty_g3163.t2	vverm_g6639.t1
OG0005047	dicty_g3831.t1	vverm_g5118.t1
OG0005049	dicty_g7274.t1	vverm_g2203.t1
OG0005050	dicty_g7709.t1	vverm_g6014.t2
OG0005051	dicty_g11300.t1	vverm_g16007.t1
OG0005052	dicty_g6894.t1	vverm_g617.t1
OG0005053	dicty_g3044.t1	vverm_g608.t1
OG0005054	dicty_g1716.t1	vverm_g10652.t1
OG0005055	dicty_g11181.t1	vverm_g10926.t1
OG0005056	dicty_g288.t1	vverm_g5667.t1
OG0005057	dicty_g1757.t1	vverm_g3711.t1
OG0005058	dicty_g5203.t3, dicty_g5203.t2, dicty_g5203.t1	vverm_g5564.t1
OG0005059	dicty_g9563.t1	vverm_g2542.t1
OG0005060	dicty_g8918.t1	vverm_g12022.t1
OG0005061	dicty_g5703.t1	vverm_g623.t1
OG0005063	dicty_g9763.t1	vverm_g661.t1
OG0005064	dicty_g3918.t1	vverm_g4106.t1
OG0005065	dicty_g9230.t1	vverm_g5245.t1
OG0005066	dicty_g3830.t1	vverm_g609.t1
OG0005067	dicty_g6114.t1	vverm_g7056.t1
OG0005068	dicty_g760.t1	vverm_g687.t1
OG0005069	dicty_g9048.t1	vverm_g3163.t1
OG0005070	dicty_g11411.t1	vverm_g15570.t1
OG0005072	dicty_g8267.t1	vverm_g7144.t1
OG0005073	dicty_g7174.t1	vverm_g673.t1
OG0005075	dicty_g10612.t1	vverm_g1970.t1
OG0005076	dicty_g1336.t1	vverm_g13992.t1
OG0005078	dicty_g4579.t1	vverm_g735.t1
OG0005080	dicty_g4879.t1	vverm_g3016.t1
OG0005081	dicty_g5850.t1	vverm_g1376.t1
OG0005082	dicty_g8554.t1	vverm_g13432.t1
OG0005083	dicty_g1188.t1	vverm_g8357.t1
OG0005084	dicty_g6299.t1	vverm_g13799.t1
OG0005087	dicty_g2052.t1	vverm_g15575.t2, vverm_g15575.t1
OG0005088	dicty_g4689.t1	vverm_g5419.t1
OG0005089	dicty_g5490.t1	vverm_g2798.t1
OG0005090	dicty_g4576.t1	vverm_g3197.t1
OG0005091	dicty_g1673.t1	vverm_g1658.t1
OG0005094	dicty_g6588.t1	vverm_g353.t1
OG0005095	dicty_g8014.t1	vverm_g4384.t1
OG0005097	dicty_g3076.t1	vverm_g15698.t1
OG0005099	dicty_g8075.t1	vverm_g6842.t1
OG0005101	dicty_g8295.t1	vverm_g9169.t1
OG0005102	dicty_g5754.t1	vverm_g12468.t1
OG0005105	dicty_g11125.t1	vverm_g13791.t1
OG0005107	dicty_g7657.t1	vverm_g11181.t1
OG0005108	dicty_g6744.t1	vverm_g9968.t1
OG0005109	dicty_g1227.t1	vverm_g11670.t1
OG0005111	dicty_g7241.t1	vverm_g13823.t1
OG0005112	dicty_g758.t1	vverm_g2032.t1
OG0005113	dicty_g416.t1	vverm_g11820.t1
OG0005115	dicty_g6012.t1	vverm_g8702.t1
OG0005116	dicty_g8509.t1	vverm_g9469.t1
OG0005117	dicty_g4522.t1	vverm_g1534.t1
OG0005118	dicty_g8096.t1	vverm_g8759.t1
OG0005119	dicty_g1047.t1	vverm_g10226.t1
OG0005120	dicty_g5916.t1	vverm_g8969.t1
OG0005121	dicty_g9117.t1	vverm_g8378.t1
OG0005122	dicty_g10284.t1	vverm_g14287.t1
OG0005123	dicty_g3870.t1	vverm_g13351.t1
OG0005124	dicty_g10775.t1	vverm_g1520.t1
OG0005126	dicty_g4430.t1	vverm_g9662.t1
OG0005127	dicty_g9370.t1	vverm_g4398.t1
OG0005128	dicty_g4853.t1	vverm_g2813.t1
OG0005129	dicty_g7367.t1	vverm_g1977.t1
OG0005130	dicty_g10437.t1	vverm_g8479.t1
OG0005133	dicty_g10452.t1	vverm_g9118.t1
OG0005134	dicty_g2074.t1	vverm_g14868.t1
OG0005135	dicty_g4813.t1	vverm_g1301.t1
OG0005137	dicty_g173.t1	vverm_g5108.t1
OG0005138	dicty_g9788.t1	vverm_g585.t1
OG0005139	dicty_g9311.t1	vverm_g584.t2, vverm_g584.t1
OG0005140	dicty_g4374.t1	vverm_g3320.t1
OG0005141	dicty_g10192.t1	vverm_g2598.t1
OG0005142	dicty_g8765.t1	vverm_g1308.t1
OG0005143	dicty_g11077.t1	vverm_g1335.t1
OG0005144	dicty_g3087.t1	vverm_g15469.t1
OG0005145	dicty_g7947.t1	vverm_g12464.t2
OG0005146	dicty_g5049.t1	vverm_g8380.t1
OG0005147	dicty_g6166.t1	vverm_g2450.t2, vverm_g2450.t1
OG0005148	dicty_g5420.t1	vverm_g10513.t1
OG0005149	dicty_g9996.t1	vverm_g8342.t1
OG0005150	dicty_g6965.t1	vverm_g6324.t1
OG0005151	dicty_g5726.t1	vverm_g6310.t1
OG0005152	dicty_g11182.t1	vverm_g15265.t1
OG0005155	dicty_g6143.t1	vverm_g1401.t1
OG0005156	dicty_g9316.t1	vverm_g14891.t1
OG0005159	dicty_g2391.t1	vverm_g6794.t1
OG0005160	dicty_g4823.t1	vverm_g1653.t1
OG0005163	dicty_g1654.t1	vverm_g12082.t1
OG0005164	dicty_g3066.t1	vverm_g8326.t1
OG0005165	dicty_g9450.t1	vverm_g7136.t1
OG0005166	dicty_g1993.t1	vverm_g15307.t1
OG0005168	dicty_g5848.t1	vverm_g11429.t1
OG0005169	dicty_g3421.t1	vverm_g8331.t1
OG0005171	dicty_g5595.t1	vverm_g11466.t1
OG0005172	dicty_g10940.t1	vverm_g6312.t1
OG0005173	dicty_g5588.t3	vverm_g9151.t1
OG0005174	dicty_g11483.t1	vverm_g11124.t1
OG0005175	dicty_g3848.t1	vverm_g9776.t1
OG0005176	dicty_g1054.t1	vverm_g11038.t1
OG0005177	dicty_g9417.t1	vverm_g11116.t1
OG0005178	dicty_g9864.t1	vverm_g8638.t1
OG0005179	dicty_g4494.t1	vverm_g3748.t1
OG0005180	dicty_g11281.t1	vverm_g4238.t1
OG0005181	dicty_g10646.t1	vverm_g16269.t1
OG0005182	dicty_g8919.t1	vverm_g11968.t1
OG0005185	dicty_g5250.t1	vverm_g12305.t1
OG0005186	dicty_g10816.t1	vverm_g10384.t1
OG0005188	dicty_g1731.t1	vverm_g6164.t1
OG0005189	dicty_g6264.t1	vverm_g5077.t1
OG0005192	dicty_g839.t1, dicty_g839.t2	vverm_g4448.t1
OG0005193	dicty_g4961.t1	vverm_g3701.t1
OG0005194	dicty_g3333.t1	vverm_g5589.t1, vverm_g5589.t2
OG0005195	dicty_g7392.t1	vverm_g7248.t1
OG0005196	dicty_g1865.t1	vverm_g14814.t1
OG0005197	dicty_g2122.t1	vverm_g12900.t1
OG0005199	dicty_g10407.t1	vverm_g12674.t1
OG0005200	dicty_g5346.t1	vverm_g1436.t1, vverm_g1436.t2, vverm_g1439.t1
OG0005201	dicty_g10340.t1	vverm_g3230.t1
OG0005202	dicty_g11441.t1	vverm_g1355.t1
OG0005203	dicty_g339.t1	vverm_g2511.t1
OG0005204	dicty_g4946.t1	vverm_g2288.t1
OG0005205	dicty_g4015.t1	vverm_g9459.t1
OG0005207	dicty_g7743.t2	vverm_g12101.t1
OG0005209	dicty_g5233.t1	vverm_g16344.t1
OG0005211	dicty_g8618.t1	vverm_g13246.t1
OG0005212	dicty_g5351.t1	vverm_g6412.t1
OG0005213	dicty_g5317.t1	vverm_g1953.t1
OG0005214	dicty_g1381.t1	vverm_g14486.t1
OG0005215	dicty_g2467.t1	vverm_g12385.t1
OG0005216	dicty_g7277.t1	vverm_g16271.t1
OG0005217	dicty_g8866.t1	vverm_g629.t1
OG0005218	dicty_g5093.t1	vverm_g16184.t1
OG0005219	dicty_g5185.t1	vverm_g3840.t1
OG0005222	dicty_g9792.t1	vverm_g8627.t1
OG0005225	dicty_g1349.t1	vverm_g13191.t1
OG0005226	dicty_g4546.t1	vverm_g15379.t1
OG0005227	dicty_g467.t1	vverm_g5057.t1
OG0005228	dicty_g2254.t1	vverm_g15682.t1
OG0005229	dicty_g6381.t1	vverm_g1909.t1
OG0005230	dicty_g4341.t1	vverm_g8962.t1
OG0005231	dicty_g9259.t1	vverm_g15670.t1
OG0005232	dicty_g9077.t1	vverm_g15690.t1
OG0005233	dicty_g665.t1	vverm_g11029.t1
OG0005234	dicty_g1009.t1	vverm_g11061.t1
OG0005236	dicty_g10997.t1	vverm_g13205.t1
OG0005237	dicty_g6273.t1	vverm_g8665.t1
OG0005238	dicty_g9276.t1	vverm_g11991.t1
OG0005240	dicty_g5524.t1	vverm_g8037.t1
OG0005242	dicty_g9158.t1	vverm_g3247.t1
OG0005243	dicty_g2425.t1	vverm_g4847.t1
OG0005246	dicty_g7942.t1	vverm_g12655.t1
OG0005247	dicty_g3149.t1	vverm_g12653.t1
OG0005248	dicty_g10384.t1	vverm_g10295.t1
OG0005249	dicty_g5372.t1	vverm_g1374.t1
OG0005250	dicty_g3664.t1	vverm_g5971.t1
OG0005251	dicty_g10803.t1	vverm_g2952.t1
OG0005252	dicty_g5990.t1	vverm_g13210.t1
OG0005253	dicty_g3752.t1	vverm_g14860.t1
OG0005254	dicty_g10387.t1	vverm_g9942.t1
OG0005255	dicty_g7574.t1	vverm_g683.t1
OG0005258	dicty_g3902.t1	vverm_g8897.t1
OG0005259	dicty_g1290.t1	vverm_g4201.t1
OG0005260	dicty_g1489.t1	vverm_g9427.t1
OG0005262	dicty_g1049.t1	vverm_g333.t1
OG0005264	dicty_g5440.t1	vverm_g11491.t1
OG0005265	dicty_g8077.t1	vverm_g14839.t1
OG0005266	dicty_g11388.t1	vverm_g737.t1
OG0005268	dicty_g8779.t1	vverm_g2783.t1
OG0005269	dicty_g6668.t1	vverm_g7917.t1
OG0005270	dicty_g9185.t1, dicty_g8158.t1, dicty_g8158.t2	vverm_g3380.t1
OG0005271	dicty_g4898.t1	vverm_g13610.t1
OG0005274	dicty_g172.t1	vverm_g12193.t1
OG0005276	dicty_g8326.t1	vverm_g6955.t1
OG0005277	dicty_g4421.t1	vverm_g11191.t1
OG0005278	dicty_g8600.t1	vverm_g15665.t1
OG0005279	dicty_g729.t1	vverm_g3739.t1
OG0005280	dicty_g11382.t1	vverm_g15755.t1
OG0005281	dicty_g7926.t1	vverm_g6531.t1
OG0005282	dicty_g8335.t1	vverm_g4439.t1
OG0005283	dicty_g7503.t1	vverm_g9804.t1
OG0005284	dicty_g8893.t1	vverm_g15260.t1
OG0005285	dicty_g7348.t1	vverm_g987.t1
OG0005286	dicty_g8872.t1	vverm_g9147.t1
OG0005287	dicty_g7487.t1	vverm_g16505.t1
OG0005288	dicty_g1194.t1	vverm_g9494.t1
OG0005291	dicty_g884.t1	vverm_g2536.t1
OG0005292	dicty_g5661.t1	vverm_g16788.t1
OG0005300	dicty_g2107.t1	vverm_g1738.t1
OG0005309	dicty_g4757.t2, dicty_g4757.t1	vverm_g12574.t3
OG0005311	dicty_g5012.t1	vverm_g5001.t1
OG0005312	dicty_g7978.t1	vverm_g5022.t1
OG0005318	dicty_g6028.t1	vverm_g9418.t1
OG0005334	dicty_g6637.t1	vverm_g4706.t2, vverm_g4706.t1
OG0005336	dicty_g6695.t1	vverm_g5152.t1
OG0005369	dicty_g6019.t1	vverm_g10948.t2, vverm_g10948.t1
OG0005373	dicty_g7035.t1	vverm_g10907.t1, vverm_g10982.t1
OG0005374	dicty_g4970.t1	vverm_g13487.t1
OG0005375	dicty_g5705.t1	vverm_g9463.t1
OG0005381	dicty_g7906.t1	vverm_g6338.t1, vverm_g6338.t2
OG0005387	dicty_g1191.t1	vverm_g14281.t1, vverm_g14281.t2
OG0005391	dicty_g4519.t1	vverm_g15618.t1
OG0005403	dicty_g2697.t1, dicty_g2780.t1	vverm_g6457.t1
OG0005404	dicty_g9809.t1	vverm_g6476.t1, vverm_g5500.t1
OG0005406	dicty_g1265.t1	vverm_g6305.t2, vverm_g6305.t1
OG0005426	dicty_g5009.t1	vverm_g3452.t1
OG0005431	dicty_g2435.t1	vverm_g1117.t2, vverm_g1117.t1, vverm_g2218.t1
OG0005440	dicty_g664.t1	vverm_g4098.t1
OG0005442	dicty_g6175.t1, dicty_g8290.t1	vverm_g8939.t1
OG0005446	dicty_g1027.t1	vverm_g9897.t1
OG0005448	dicty_g6186.t2, dicty_g6186.t1	vverm_g16619.t1
OG0005450	dicty_g2395.t1	vverm_g15658.t1
OG0005451	dicty_g8904.t1, dicty_g9119.t1	vverm_g15660.t1
OG0005460	dicty_g8848.t1	vverm_g15033.t1
OG0005480	dicty_g529.t1	vverm_g2507.t1
OG0005483	dicty_g5589.t1	vverm_g5028.t1
OG0005485	dicty_g8351.t1	vverm_g2791.t1
OG0005489	dicty_g2970.t1, dicty_g2505.t1	vverm_g2816.t1
OG0005491	dicty_g7299.t1	vverm_g14092.t1
OG0005493	dicty_g1128.t1	vverm_g14817.t1
OG0005494	dicty_g1600.t1	vverm_g14818.t1
OG0005505	dicty_g7780.t1	vverm_g15018.t1, vverm_g15018.t2
OG0005508	dicty_g9760.t1	vverm_g5769.t1
OG0005511	dicty_g8739.t1, dicty_g6592.t1	vverm_g6090.t1
OG0005513	dicty_g3212.t1	vverm_g7224.t1, vverm_g37.t1
OG0005516	dicty_g9220.t2, dicty_g9220.t1	vverm_g7031.t1
OG0005525	dicty_g9750.t1	vverm_g8261.t1, vverm_g4048.t1
OG0005526	dicty_g2776.t1, dicty_g2701.t1	vverm_g8926.t1
OG0005528	dicty_g8928.t2, dicty_g8928.t1	vverm_g1185.t1
OG0005529	dicty_g3095.t1	vverm_g15683.t1, vverm_g15683.t2
OG0005540	dicty_g5065.t1	vverm_g13008.t1
OG0005543	dicty_g1081.t1	vverm_g15804.t1
OG0005545	dicty_g956.t1	vverm_g13156.t1, vverm_g12521.t1
OG0005550	dicty_g5736.t2, dicty_g5736.t1	vverm_g15455.t1
OG0005551	dicty_g7737.t1	vverm_g15519.t2, vverm_g15519.t1
OG0005556	dicty_g11352.t1	vverm_g7788.t1
OG0005559	dicty_g11047.t1	vverm_g1143.t1, vverm_g1143.t2
OG0005560	dicty_g3548.t1	vverm_g7477.t1
OG0005580	dicty_g6490.t1, dicty_g3444.t1	vverm_g3899.t1
OG0005582	dicty_g8097.t1	vverm_g12107.t1
OG0005588	dicty_g6384.t2, dicty_g6384.t1	vverm_g16525.t1
OG0005592	dicty_g5121.t1	vverm_g5567.t1
OG0005596	dicty_g1276.t1	vverm_g16242.t1
OG0005597	dicty_g7125.t1	vverm_g16277.t1
OG0005599	dicty_g4748.t1	vverm_g227.t1
OG0005603	dicty_g8055.t1	vverm_g2145.t1
OG0005606	dicty_g430.t1	vverm_g1151.t1
OG0005607	dicty_g6010.t1	vverm_g1166.t1
OG0005608	dicty_g7545.t1	vverm_g1163.t1
OG0005609	dicty_g6043.t1, dicty_g6043.t2	vverm_g1171.t1
OG0005615	dicty_g4549.t1	vverm_g2272.t1
OG0005619	dicty_g2521.t1, dicty_g2954.t1	vverm_g3167.t1
OG0005623	dicty_g7504.t1	vverm_g7914.t2, vverm_g7914.t1
OG0005626	dicty_g6960.t1	vverm_g1627.t2, vverm_g1627.t1
OG0005636	dicty_g11294.t1	vverm_g10298.t1
OG0005644	dicty_g1943.t1	vverm_g15303.t1
OG0005650	dicty_g7849.t1, dicty_g8895.t1	vverm_g14605.t1
OG0005651	dicty_g4905.t1	vverm_g15.t1, vverm_g6614.t1
OG0005652	dicty_g10994.t1	vverm_g11810.t1, vverm_g11810.t2
OG0005656	dicty_g9405.t1	vverm_g3392.t1
OG0005657	dicty_g9364.t1	vverm_g3366.t2, vverm_g3366.t1
OG0005659	dicty_g8844.t1, dicty_g9033.t1	vverm_g4231.t1
OG0005661	dicty_g7874.t1	vverm_g13292.t1, vverm_g16774.t1
OG0005664	dicty_g7850.t1	vverm_g15163.t1, vverm_g14709.t1
OG0005665	dicty_g1374.t1	vverm_g9173.t2, vverm_g9173.t1
OG0005666	dicty_g3318.t1	vverm_g14691.t1, vverm_g15184.t1
OG0005667	dicty_g2161.t1	vverm_g16729.t2, vverm_g16729.t1
OG0005669	dicty_g4016.t1	vverm_g15752.t1, vverm_g15752.t2
OG0005670	dicty_g6291.t1	vverm_g13999.t2, vverm_g13999.t1
OG0005675	dicty_g9415.t1	vverm_g11532.t1
OG0005678	dicty_g3427.t1	vverm_g525.t2, vverm_g525.t1
OG0005681	dicty_g3418.t1	vverm_g10073.t1
OG0005682	dicty_g10509.t1	vverm_g10075.t1, vverm_g10075.t2
OG0005689	dicty_g7776.t1	vverm_g1291.t1, vverm_g1291.t2
OG0005693	dicty_g10844.t1	vverm_g7022.t1
OG0005694	dicty_g9288.t1	vverm_g16469.t1
OG0005696	dicty_g3170.t1	vverm_g9145.t1
OG0005699	dicty_g3627.t1, dicty_g3627.t2	vverm_g1093.t1
OG0005704	dicty_g3652.t1, dicty_g3652.t2	vverm_g116.t1
OG0005706	dicty_g6020.t1	vverm_g15326.t1, vverm_g15326.t2
OG0005710	dicty_g963.t2, dicty_g963.t1	vverm_g8151.t1
OG0005711	dicty_g3434.t1	vverm_g555.t1, vverm_g14417.t1
OG0005712	dicty_g4963.t1	vverm_g8156.t1, vverm_g8156.t2
OG0005713	dicty_g5857.t1, dicty_g5857.t2	vverm_g8166.t1
OG0005715	dicty_g290.t1	vverm_g3897.t1
OG0005718	dicty_g6538.t1	vverm_g12657.t1
OG0005719	dicty_g1503.t1	vverm_g12660.t2, vverm_g12660.t1
OG0005721	dicty_g5616.t1	vverm_g6910.t2, vverm_g6910.t1
OG0005725	dicty_g6442.t1	vverm_g12788.t1
OG0005727	dicty_g1186.t1	vverm_g1350.t2, vverm_g1350.t1
OG0005730	dicty_g7931.t1	vverm_g1367.t1
OG0005731	dicty_g5401.t1	vverm_g7069.t1, vverm_g1360.t1
OG0005732	dicty_g5284.t1	vverm_g1371.t1
OG0005737	dicty_g8839.t1	vverm_g4534.t1
OG0005740	dicty_g11495.t1	vverm_g9829.t1
OG0005742	dicty_g10890.t1	vverm_g3201.t1
OG0005746	dicty_g501.t1	vverm_g9591.t1
OG0005750	dicty_g1711.t1	vverm_g436.t1, vverm_g13517.t1
OG0005755	dicty_g7140.t1	vverm_g14608.t1
OG0005756	dicty_g1220.t1	vverm_g5866.t1, vverm_g14073.t1
OG0005760	dicty_g1363.t1	vverm_g3956.t2, vverm_g3956.t1
OG0005761	dicty_g10619.t1	vverm_g16195.t2, vverm_g16195.t1
OG0005762	dicty_g10484.t1	vverm_g8754.t1
OG0005763	dicty_g4825.t1	vverm_g8730.t1
OG0005766	dicty_g6214.t1	vverm_g5089.t1
OG0005767	dicty_g8040.t1	vverm_g15076.t2, vverm_g15076.t1
OG0005768	dicty_g2533.t1, dicty_g2942.t1	vverm_g15600.t1
OG0005769	dicty_g3929.t1	vverm_g4726.t1, vverm_g6359.t1
OG0005774	dicty_g3787.t1	vverm_g602.t1, vverm_g602.t2
OG0005779	dicty_g1159.t1	vverm_g595.t1
OG0005783	dicty_g7729.t1	vverm_g4218.t1
OG0005785	dicty_g162.t1	vverm_g3924.t1, vverm_g3122.t1
OG0005786	dicty_g4811.t1	vverm_g3225.t1, vverm_g3225.t2
OG0005788	dicty_g8684.t1, dicty_g5198.t1	vverm_g11457.t1
OG0005789	dicty_g10919.t1	vverm_g2946.t1, vverm_g4636.t1
OG0005792	dicty_g6732.t1	vverm_g7319.t1, vverm_g13940.t1
OG0005794	dicty_g3924.t1	vverm_g16713.t1
OG0005796	dicty_g9544.t1	vverm_g9748.t1
OG0005798	dicty_g4699.t1	vverm_g3083.t1, vverm_g3473.t1
OG0005799	dicty_g5671.t1	vverm_g13800.t1
OG0005801	dicty_g11200.t1	vverm_g4067.t1, vverm_g6052.t1
OG0005802	dicty_g10668.t1	vverm_g10172.t1
OG0005804	dicty_g1684.t1	vverm_g10755.t1, vverm_g10583.t1
OG0005808	dicty_g10811.t1	vverm_g2848.t1
OG0005809	dicty_g8481.t1, dicty_g8480.t1	vverm_g2609.t1
OG0005811	dicty_g1911.t1	vverm_g14439.t2, vverm_g14439.t1
OG0005812	dicty_g6931.t1	vverm_g13375.t1
OG0005813	dicty_g4157.t1	vverm_g1005.t1, vverm_g13353.t2
OG0005814	dicty_g1343.t1	vverm_g6898.t2, vverm_g9928.t1
OG0005823	dicty_g9303.t1	vverm_g1808.t1, vverm_g1808.t2
OG0005825	dicty_g7083.t1	vverm_g5462.t1
OG0005830	dicty_g3628.t1	vverm_g4130.t1, vverm_g4130.t2
OG0005831	dicty_g10971.t1	vverm_g4127.t2, vverm_g4127.t1
OG0005833	dicty_g245.t2, dicty_g245.t1	vverm_g8825.t1
OG0005834	dicty_g7586.t2, dicty_g7586.t1	vverm_g8786.t1
OG0005838	dicty_g7773.t1	vverm_g4325.t2, vverm_g4325.t1, vverm_g4230.t1
OG0005856	dicty_g980.t2, dicty_g980.t1, dicty_g6810.t1, dicty_g8612.t1	vverm_g4152.t1
OG0005857	dicty_g5422.t1, dicty_g1096.t1	vverm_g14435.t1, vverm_g14436.t1, vverm_g13358.t1
OG0005858	dicty_g1217.t1	vverm_g947.t1, vverm_g14497.t1, vverm_g7500.t2, vverm_g7500.t1
OG0005861	dicty_g1273.t1	vverm_g3485.t2, vverm_g3485.t1, vverm_g5551.t1, vverm_g3485.t3
OG0005868	dicty_g3660.t1, dicty_g3660.t2, dicty_g1879.t1, dicty_g7338.t1	vverm_g3427.t1
OG0005877	dicty_g6529.t1, dicty_g2370.t1	vverm_g10095.t1, vverm_g10095.t3, vverm_g10095.t2
OG0005879	dicty_g2512.t1, dicty_g2963.t1, dicty_g4428.t1	vverm_g16656.t1, vverm_g16655.t1
OG0005886	dicty_g8978.t1, dicty_g3156.t1, dicty_g10256.t1, dicty_g4933.t1	vverm_g5396.t1
OG0005910	dicty_g9080.t1	vverm_g1514.t1, vverm_g8861.t1, vverm_g8861.t2, vverm_g13689.t1
OG0006029	dicty_g1160.t1	vverm_g16696.t1
OG0006033	dicty_g10338.t1	vverm_g10000.t1
OG0006035	dicty_g7027.t1	vverm_g8009.t1
OG0006050	dicty_g6750.t1	vverm_g12031.t1
OG0006051	dicty_g8173.t1	vverm_g13627.t1, vverm_g9784.t1
OG0006052	dicty_g6427.t1	vverm_g2479.t1
OG0006053	dicty_g9031.t1	vverm_g3235.t1
OG0006061	dicty_g4405.t1	vverm_g16348.t1
OG0006062	dicty_g624.t1	vverm_g9315.t1
OG0006066	dicty_g4353.t1	vverm_g10068.t2, vverm_g10068.t1
OG0006072	dicty_g5113.t1	vverm_g9485.t1
OG0006074	dicty_g4729.t1	vverm_g7454.t1, vverm_g5692.t1
OG0006075	dicty_g6728.t1	vverm_g14329.t1
OG0006080	dicty_g3373.t1	vverm_g1526.t1
OG0006084	dicty_g5135.t1	vverm_g9005.t1, vverm_g9005.t2
OG0006089	dicty_g4110.t1	vverm_g16252.t1, vverm_g16252.t2
OG0006099	dicty_g6032.t1	vverm_g6991.t2, vverm_g6991.t1
OG0006102	dicty_g4753.t1	vverm_g11945.t1
OG0006103	dicty_g8244.t1	vverm_g7330.t1
OG0006126	dicty_g10185.t1	vverm_g1174.t1
OG0006133	dicty_g5745.t1	vverm_g3691.t1, vverm_g10447.t1
OG0006136	dicty_g7014.t1	vverm_g16841.t1
OG0006140	dicty_g3306.t1	vverm_g16843.t1
OG0006143	dicty_g8270.t1	vverm_g13935.t1
OG0006158	dicty_g9072.t1	vverm_g6680.t1
OG0006160	dicty_g10963.t1	vverm_g5967.t1
OG0006165	dicty_g1753.t1	vverm_g6037.t1
OG0006171	dicty_g9330.t1	vverm_g14905.t1
OG0006179	dicty_g4171.t2	vverm_g13984.t1, vverm_g13984.t2
OG0006180	dicty_g1490.t1	vverm_g5308.t1
OG0006183	dicty_g3729.t1	vverm_g14807.t1
OG0006187	dicty_g787.t1	vverm_g5820.t1
OG0006189	dicty_g4839.t1	vverm_g6038.t1
OG0006190	dicty_g9152.t1	vverm_g1368.t1
OG0006198	dicty_g483.t1	vverm_g11967.t1
OG0006205	dicty_g7095.t1	vverm_g2943.t1
OG0006207	dicty_g7844.t1	vverm_g5136.t1
OG0006215	dicty_g998.t1	vverm_g3357.t1
OG0006222	dicty_g8795.t1	vverm_g16849.t1
OG0006226	dicty_g5206.t1	vverm_g8827.t2, vverm_g8827.t1
OG0006234	dicty_g7572.t1	vverm_g9606.t1
OG0006237	dicty_g1547.t1	vverm_g5621.t1
OG0006245	dicty_g3100.t1	vverm_g2784.t1
OG0006248	dicty_g1312.t1	vverm_g12765.t1, vverm_g12765.t2
OG0006251	dicty_g10411.t1	vverm_g13648.t1
OG0006252	dicty_g10383.t1	vverm_g16297.t1
OG0006265	dicty_g1640.t1	vverm_g16091.t1, vverm_g16091.t2
OG0006267	dicty_g4246.t1, dicty_g3583.t1	vverm_g16374.t1
OG0006271	dicty_g4862.t1	vverm_g6891.t1, vverm_g6891.t2
OG0006275	dicty_g3060.t1, dicty_g3060.t2	vverm_g2788.t1
OG0006279	dicty_g11001.t1	vverm_g12184.t1
OG0006281	dicty_g8935.t1	vverm_g4791.t1
OG0006283	dicty_g2380.t1	vverm_g16853.t1
OG0006284	dicty_g8910.t1	vverm_g5025.t2, vverm_g5025.t1
OG0006302	dicty_g4781.t1	vverm_g9917.t1
OG0006312	dicty_g8902.t1	vverm_g14656.t1
OG0006313	dicty_g1352.t1	vverm_g5134.t1
OG0006314	dicty_g5995.t1	vverm_g8910.t1
OG0006315	dicty_g11048.t1	vverm_g5129.t1
OG0006316	dicty_g4968.t1	vverm_g3436.t1
OG0006319	dicty_g589.t1	vverm_g6315.t1
OG0006321	dicty_g1700.t1	vverm_g5144.t1
OG0006327	dicty_g7141.t1	vverm_g14981.t1
OG0006332	dicty_g7034.t1, dicty_g3486.t1	vverm_g11022.t1
OG0006333	dicty_g9615.t1, dicty_g9615.t2	vverm_g11451.t1
OG0006337	dicty_g8064.t1, dicty_g8063.t1	vverm_g8030.t1
OG0006340	dicty_g9104.t1	vverm_g5581.t2, vverm_g5581.t1
OG0006344	dicty_g5697.t1	vverm_g12405.t1, vverm_g12405.t2
OG0006346	dicty_g5223.t1	vverm_g7542.t2
OG0006347	dicty_g11123.t1	vverm_g4413.t2
OG0006350	dicty_g10836.t1	vverm_g15791.t1, vverm_g7386.t1
OG0006351	dicty_g3686.t1	vverm_g4870.t1
OG0006358	dicty_g5190.t1	vverm_g10949.t1
OG0006360	dicty_g4114.t1	vverm_g10214.t1
OG0006368	dicty_g5642.t1	vverm_g4411.t1
OG0006369	dicty_g6152.t1	vverm_g12712.t1
OG0006378	dicty_g854.t2, dicty_g854.t1	vverm_g1678.t1
OG0006383	dicty_g11414.t1	vverm_g6849.t1, vverm_g6849.t2
OG0006390	dicty_g5147.t1	vverm_g11059.t1
OG0006393	dicty_g6752.t1	vverm_g16854.t1
