Orthogroup	acastellanii_braker	bc2002_braker
OG0004561	acastellanii_g8904.t1	bc2002_g17925.t1
OG0004562	acastellanii_g8905.t1	bc2002_g16527.t1
OG0004563	acastellanii_g8907.t1	bc2002_g16543.t1
OG0004564	acastellanii_g8908.t1	bc2002_g529.t1
OG0004565	acastellanii_g8919.t1	bc2002_g11950.t1
OG0004566	acastellanii_g8920.t1	bc2002_g16414.t1
OG0004568	acastellanii_g8936.t1	bc2002_g6834.t1
OG0004569	acastellanii_g8944.t1	bc2002_g12098.t1
OG0004570	acastellanii_g8954.t1	bc2002_g16413.t1
OG0004571	acastellanii_g8958.t1	bc2002_g10922.t1
OG0004574	acastellanii_g8983.t1	bc2002_g7005.t1
OG0004575	acastellanii_g8987.t1	bc2002_g16430.t1
OG0004576	acastellanii_g9003.t1	bc2002_g17962.t1
OG0004577	acastellanii_g9005.t2, acastellanii_g9005.t1	bc2002_g4409.t1
OG0004579	acastellanii_g9053.t1	bc2002_g6840.t1
OG0004580	acastellanii_g9055.t1	bc2002_g14479.t1
OG0004582	acastellanii_g8678.t1	bc2002_g16229.t1
OG0004583	acastellanii_g8647.t1	bc2002_g4869.t1
OG0004584	acastellanii_g8655.t1, acastellanii_g8655.t2	bc2002_g12287.t1
OG0004585	acastellanii_g8440.t3, acastellanii_g8440.t1, acastellanii_g8440.t2	bc2002_g12765.t1
OG0004586	acastellanii_g8443.t1	bc2002_g12097.t1
OG0004587	acastellanii_g8455.t1	bc2002_g15765.t1
OG0004588	acastellanii_g8457.t1	bc2002_g9648.t1
OG0004589	acastellanii_g8460.t1	bc2002_g17678.t1
OG0004590	acastellanii_g8464.t1	bc2002_g9658.t1
OG0004591	acastellanii_g8466.t1	bc2002_g6562.t1
OG0004592	acastellanii_g8469.t1	bc2002_g6353.t1
OG0004594	acastellanii_g8477.t1	bc2002_g14514.t1
OG0004595	acastellanii_g8486.t2, acastellanii_g8486.t1	bc2002_g18284.t1
OG0004596	acastellanii_g8494.t1	bc2002_g249.t1
OG0004597	acastellanii_g8502.t1	bc2002_g10129.t1
OG0004598	acastellanii_g8530.t1	bc2002_g9374.t1
OG0004600	acastellanii_g8533.t1	bc2002_g15260.t1
OG0004601	acastellanii_g8535.t1	bc2002_g17229.t1
OG0004602	acastellanii_g8547.t1	bc2002_g12424.t1
OG0004603	acastellanii_g8552.t1	bc2002_g9089.t1
OG0004605	acastellanii_g8555.t1	bc2002_g3932.t1
OG0004606	acastellanii_g8568.t1, acastellanii_g8571.t1, acastellanii_g8571.t2	bc2002_g10163.t1
OG0004608	acastellanii_g8623.t1	bc2002_g713.t1
OG0004609	acastellanii_g8044.t1	bc2002_g2638.t1
OG0004610	acastellanii_g8055.t1	bc2002_g12592.t1
OG0004611	acastellanii_g8057.t1	bc2002_g6352.t1
OG0004613	acastellanii_g8063.t1	bc2002_g9411.t1
OG0004614	acastellanii_g8077.t1	bc2002_g1051.t1
OG0004615	acastellanii_g8078.t1	bc2002_g4861.t1
OG0004616	acastellanii_g8091.t1	bc2002_g6128.t1
OG0004617	acastellanii_g8106.t1	bc2002_g9473.t1
OG0004620	acastellanii_g8141.t1, acastellanii_g8141.t2	bc2002_g17716.t1
OG0004621	acastellanii_g8142.t1	bc2002_g6292.t1
OG0004622	acastellanii_g8152.t1	bc2002_g9410.t1
OG0004623	acastellanii_g8155.t1	bc2002_g9422.t1
OG0004624	acastellanii_g8164.t1	bc2002_g12556.t1
OG0004625	acastellanii_g8170.t1	bc2002_g19511.t1
OG0004627	acastellanii_g8181.t1	bc2002_g1391.t1
OG0004628	acastellanii_g8237.t1	bc2002_g3931.t1
OG0004629	acastellanii_g8259.t1	bc2002_g18160.t1
OG0004630	acastellanii_g8264.t1	bc2002_g12518.t1
OG0004631	acastellanii_g8270.t1	bc2002_g12487.t1
OG0004632	acastellanii_g8285.t1	bc2002_g16073.t1
OG0004633	acastellanii_g8294.t1	bc2002_g12598.t1
OG0004634	acastellanii_g8298.t1	bc2002_g2074.t1
OG0004635	acastellanii_g8309.t1	bc2002_g5927.t1
OG0004636	acastellanii_g8316.t1	bc2002_g4249.t1
OG0004637	acastellanii_g8326.t1	bc2002_g16209.t1
OG0004638	acastellanii_g8332.t1	bc2002_g2535.t1
OG0004640	acastellanii_g8355.t1	bc2002_g13795.t1
OG0004644	acastellanii_g8408.t1	bc2002_g14304.t1
OG0004645	acastellanii_g8410.t1	bc2002_g12486.t1
OG0004646	acastellanii_g7985.t1	bc2002_g9665.t1
OG0004647	acastellanii_g7956.t1	bc2002_g3890.t1
OG0004648	acastellanii_g7933.t1	bc2002_g2022.t1
OG0004649	acastellanii_g7754.t1	bc2002_g11425.t1
OG0004651	acastellanii_g7764.t1	bc2002_g18473.t1
OG0004652	acastellanii_g7774.t1	bc2002_g5515.t1
OG0004653	acastellanii_g7775.t1	bc2002_g3405.t1
OG0004654	acastellanii_g7779.t1	bc2002_g16177.t1
OG0004655	acastellanii_g7804.t1	bc2002_g12249.t1
OG0004656	acastellanii_g7829.t1	bc2002_g17304.t1, bc2002_g17305.t1
OG0004657	acastellanii_g7832.t1	bc2002_g13339.t1
OG0004658	acastellanii_g7836.t1	bc2002_g14760.t1
OG0004659	acastellanii_g7845.t1	bc2002_g14647.t1
OG0004660	acastellanii_g7849.t1	bc2002_g9178.t1
OG0004661	acastellanii_g7851.t1	bc2002_g15772.t1
OG0004662	acastellanii_g7852.t1	bc2002_g11493.t1
OG0004663	acastellanii_g7893.t1	bc2002_g18894.t1
OG0004664	acastellanii_g7895.t1, acastellanii_g7895.t2	bc2002_g4565.t1
OG0004665	acastellanii_g7908.t1	bc2002_g4421.t1
OG0004667	acastellanii_g7722.t1	bc2002_g9413.t1
OG0004668	acastellanii_g7732.t1	bc2002_g19457.t1
OG0004672	acastellanii_g7708.t1	bc2002_g14406.t1
OG0004673	acastellanii_g7662.t1	bc2002_g16800.t1
OG0004674	acastellanii_g7667.t1	bc2002_g16533.t1
OG0004675	acastellanii_g7668.t1	bc2002_g5060.t1
OG0004676	acastellanii_g7669.t1	bc2002_g988.t1
OG0004677	acastellanii_g7672.t1	bc2002_g10920.t1
OG0004678	acastellanii_g7681.t1, acastellanii_g7681.t2	bc2002_g9576.t1
OG0004679	acastellanii_g7604.t1	bc2002_g7101.t1
OG0004680	acastellanii_g7606.t1	bc2002_g19506.t1
OG0004681	acastellanii_g7610.t1	bc2002_g5135.t1
OG0004682	acastellanii_g7612.t1	bc2002_g12491.t1
OG0004683	acastellanii_g7622.t1	bc2002_g3251.t1
OG0004684	acastellanii_g7630.t1	bc2002_g6911.t1
OG0004686	acastellanii_g7522.t1	bc2002_g9150.t1
OG0004690	acastellanii_g7499.t1	bc2002_g6836.t1
OG0004691	acastellanii_g7502.t1	bc2002_g8832.t1
OG0004692	acastellanii_g7503.t1	bc2002_g12580.t1
OG0004693	acastellanii_g7493.t1	bc2002_g3540.t1
OG0004694	acastellanii_g7399.t1	bc2002_g10315.t1
OG0004697	acastellanii_g7408.t1	bc2002_g14547.t1
OG0004699	acastellanii_g7448.t1	bc2002_g9539.t1
OG0004700	acastellanii_g7455.t1	bc2002_g9787.t1
OG0004701	acastellanii_g7456.t1	bc2002_g9554.t1
OG0004702	acastellanii_g7476.t1	bc2002_g9512.t1
OG0004703	acastellanii_g7477.t1	bc2002_g18125.t1
OG0004704	acastellanii_g7351.t1	bc2002_g6833.t1
OG0004705	acastellanii_g7357.t1	bc2002_g8827.t1
OG0004708	acastellanii_g7255.t1	bc2002_g16270.t1
OG0004709	acastellanii_g7276.t1	bc2002_g17926.t1
OG0004710	acastellanii_g7278.t1	bc2002_g10800.t1
OG0004711	acastellanii_g7279.t1	bc2002_g3128.t1, bc2002_g3128.t2
OG0004712	acastellanii_g7292.t1	bc2002_g7270.t1
OG0004713	acastellanii_g7231.t1	bc2002_g4649.t1
OG0004714	acastellanii_g6988.t1	bc2002_g9475.t1
OG0004715	acastellanii_g6991.t1	bc2002_g7001.t1
OG0004716	acastellanii_g6993.t1	bc2002_g5.t1
OG0004717	acastellanii_g6995.t1	bc2002_g10715.t1
OG0004718	acastellanii_g6998.t1	bc2002_g4490.t1
OG0004719	acastellanii_g7000.t1	bc2002_g16051.t1
OG0004720	acastellanii_g7012.t1	bc2002_g9458.t1
OG0004721	acastellanii_g7016.t1	bc2002_g15567.t1
OG0004722	acastellanii_g7017.t1	bc2002_g10693.t1
OG0004723	acastellanii_g7030.t1, acastellanii_g7030.t2	bc2002_g9556.t1
OG0004724	acastellanii_g7058.t1	bc2002_g13167.t1
OG0004725	acastellanii_g7060.t1	bc2002_g18524.t1
OG0004726	acastellanii_g7064.t1	bc2002_g2532.t1
OG0004727	acastellanii_g7066.t1	bc2002_g207.t1
OG0004728	acastellanii_g7069.t1	bc2002_g7026.t1
OG0004729	acastellanii_g7072.t1	bc2002_g8838.t1
OG0004730	acastellanii_g7074.t1	bc2002_g14749.t1
OG0004731	acastellanii_g7075.t1	bc2002_g4506.t1
OG0004732	acastellanii_g7082.t1	bc2002_g14521.t1
OG0004733	acastellanii_g7088.t1	bc2002_g10098.t1
OG0004734	acastellanii_g7094.t1	bc2002_g857.t1
OG0004735	acastellanii_g7104.t1	bc2002_g856.t1
OG0004736	acastellanii_g7109.t1	bc2002_g885.t1
OG0004737	acastellanii_g7118.t1	bc2002_g862.t1
OG0004738	acastellanii_g7132.t1	bc2002_g19500.t1
OG0004739	acastellanii_g7138.t1	bc2002_g13321.t1
OG0004740	acastellanii_g7145.t1	bc2002_g11453.t1
OG0004741	acastellanii_g7146.t1	bc2002_g11477.t1
OG0004743	acastellanii_g7165.t1	bc2002_g9269.t1
OG0004745	acastellanii_g7169.t1	bc2002_g15315.t1
OG0004746	acastellanii_g7182.t2, acastellanii_g7182.t1	bc2002_g9020.t1
OG0004747	acastellanii_g7193.t1	bc2002_g14390.t1
OG0004748	acastellanii_g7207.t1	bc2002_g16115.t1
OG0004749	acastellanii_g7223.t1, acastellanii_g1139.t1	bc2002_g12433.t1
OG0004750	acastellanii_g6948.t1	bc2002_g19462.t1
OG0004751	acastellanii_g6950.t1	bc2002_g1694.t1
OG0004752	acastellanii_g6956.t1	bc2002_g17201.t1
OG0004753	acastellanii_g6938.t1	bc2002_g12812.t1
OG0004754	acastellanii_g6808.t1, acastellanii_g6808.t2	bc2002_g13893.t1
OG0004755	acastellanii_g6822.t1	bc2002_g3708.t1
OG0004756	acastellanii_g6833.t1, acastellanii_g5873.t1	bc2002_g1261.t1
OG0004757	acastellanii_g6842.t1, acastellanii_g3195.t1	bc2002_g19286.t1
OG0004758	acastellanii_g6844.t1	bc2002_g678.t1
OG0004759	acastellanii_g6868.t1	bc2002_g287.t1
OG0004761	acastellanii_g6900.t1	bc2002_g7513.t1
OG0004762	acastellanii_g6908.t1	bc2002_g17199.t1
OG0004763	acastellanii_g6714.t1	bc2002_g539.t1
OG0004765	acastellanii_g6718.t1	bc2002_g16398.t1
OG0004766	acastellanii_g6741.t1	bc2002_g7424.t1
OG0004767	acastellanii_g6757.t1	bc2002_g456.t1
OG0004769	acastellanii_g6007.t1	bc2002_g7309.t1
OG0004771	acastellanii_g6040.t1	bc2002_g14520.t1, bc2002_g14520.t2
OG0004772	acastellanii_g6075.t1	bc2002_g10458.t1
OG0004773	acastellanii_g6080.t1	bc2002_g8661.t1
OG0004776	acastellanii_g6130.t1	bc2002_g13715.t1
OG0004777	acastellanii_g6131.t1	bc2002_g11829.t1
OG0004778	acastellanii_g6134.t1	bc2002_g16823.t1
OG0004779	acastellanii_g6137.t1	bc2002_g2186.t1
OG0004781	acastellanii_g6151.t1	bc2002_g2059.t1
OG0004782	acastellanii_g6167.t2, acastellanii_g6167.t1	bc2002_g16886.t1
OG0004783	acastellanii_g6189.t1	bc2002_g15542.t1
OG0004784	acastellanii_g6191.t1	bc2002_g16001.t1
OG0004785	acastellanii_g6203.t1, acastellanii_g6203.t2	bc2002_g5565.t1
OG0004786	acastellanii_g6213.t1	bc2002_g1749.t2, bc2002_g1749.t1
OG0004787	acastellanii_g6234.t1	bc2002_g13855.t1
OG0004788	acastellanii_g6240.t1	bc2002_g6948.t1
OG0004790	acastellanii_g6271.t1	bc2002_g15270.t1
OG0004791	acastellanii_g6276.t1	bc2002_g10275.t1, bc2002_g10275.t2
OG0004792	acastellanii_g6296.t1, acastellanii_g6296.t2	bc2002_g18177.t1
OG0004793	acastellanii_g6297.t1	bc2002_g17852.t1, bc2002_g17852.t2
OG0004794	acastellanii_g6309.t1	bc2002_g6549.t1
OG0004795	acastellanii_g6333.t1	bc2002_g14793.t1
OG0004796	acastellanii_g6336.t1	bc2002_g14464.t1
OG0004797	acastellanii_g6346.t1	bc2002_g6965.t1
OG0004798	acastellanii_g6369.t1	bc2002_g11758.t1
OG0004799	acastellanii_g6371.t1	bc2002_g8446.t1
OG0004800	acastellanii_g6377.t1	bc2002_g13813.t1
OG0004801	acastellanii_g6382.t1	bc2002_g5672.t1
OG0004802	acastellanii_g6388.t2	bc2002_g3325.t1
OG0004803	acastellanii_g6391.t1	bc2002_g8418.t1
OG0004804	acastellanii_g6412.t1	bc2002_g6997.t1
OG0004805	acastellanii_g6415.t1	bc2002_g18137.t1
OG0004807	acastellanii_g6431.t1	bc2002_g17303.t1
OG0004808	acastellanii_g6432.t1	bc2002_g1170.t1
OG0004810	acastellanii_g5848.t1, acastellanii_g6451.t1	bc2002_g6823.t1
OG0004811	acastellanii_g6465.t1	bc2002_g19497.t1
OG0004812	acastellanii_g6481.t1	bc2002_g1904.t1
OG0004813	acastellanii_g6500.t1	bc2002_g9147.t1
OG0004814	acastellanii_g6521.t1	bc2002_g248.t1
OG0004815	acastellanii_g6522.t1	bc2002_g7515.t1
OG0004816	acastellanii_g6525.t1	bc2002_g105.t1
OG0004817	acastellanii_g6546.t1	bc2002_g206.t1
OG0004818	acastellanii_g6550.t1	bc2002_g9850.t1
OG0004819	acastellanii_g6553.t1	bc2002_g7408.t1
OG0004820	acastellanii_g6557.t1	bc2002_g3434.t1
OG0004822	acastellanii_g6570.t1	bc2002_g13911.t1
OG0004823	acastellanii_g6572.t1	bc2002_g3872.t1
OG0004824	acastellanii_g6574.t1	bc2002_g3461.t1
OG0004826	acastellanii_g6579.t1	bc2002_g18523.t1
OG0004827	acastellanii_g6587.t1	bc2002_g18938.t1
OG0004828	acastellanii_g6595.t1	bc2002_g16226.t4
OG0004830	acastellanii_g6607.t1	bc2002_g147.t1
OG0004831	acastellanii_g6655.t1	bc2002_g13818.t1
OG0004832	acastellanii_g6659.t1	bc2002_g1945.t1
OG0004833	acastellanii_g6667.t1	bc2002_g13173.t1
OG0004834	acastellanii_g6670.t1	bc2002_g5770.t1
OG0004835	acastellanii_g6675.t1	bc2002_g8577.t1
OG0004836	acastellanii_g6681.t1	bc2002_g4217.t1
OG0004837	acastellanii_g5980.t1	bc2002_g4155.t1
OG0004838	acastellanii_g5983.t1	bc2002_g3734.t1
OG0004839	acastellanii_g5887.t1	bc2002_g7294.t1
OG0004840	acastellanii_g5896.t1	bc2002_g18629.t1
OG0004843	acastellanii_g5803.t1	bc2002_g1798.t1
OG0004844	acastellanii_g5816.t1	bc2002_g9467.t1
OG0004845	acastellanii_g5817.t1	bc2002_g19095.t1
OG0004847	acastellanii_g5849.t1	bc2002_g6846.t1
OG0004848	acastellanii_g5698.t2	bc2002_g19689.t1, bc2002_g19689.t2
OG0004850	acastellanii_g193.t1, acastellanii_g5715.t1	bc2002_g16026.t1
OG0004851	acastellanii_g5754.t1	bc2002_g8524.t1
OG0004852	acastellanii_g5756.t1	bc2002_g19750.t1
OG0004853	acastellanii_g5774.t1	bc2002_g2871.t1
OG0004855	acastellanii_g5780.t1	bc2002_g19072.t1
OG0004856	acastellanii_g5781.t1	bc2002_g19697.t1
OG0004858	acastellanii_g5512.t1	bc2002_g5255.t1
OG0004859	acastellanii_g5526.t1	bc2002_g16754.t1
OG0004860	acastellanii_g5529.t1	bc2002_g2379.t1
OG0004861	acastellanii_g5531.t1	bc2002_g16778.t1
OG0004862	acastellanii_g5538.t1	bc2002_g17503.t1
OG0004863	acastellanii_g5539.t1	bc2002_g8807.t1
OG0004864	acastellanii_g5567.t1	bc2002_g3733.t1
OG0004865	acastellanii_g5570.t1	bc2002_g17781.t1
OG0004866	acastellanii_g5572.t1	bc2002_g10267.t1
OG0004867	acastellanii_g5576.t1	bc2002_g5869.t1
OG0004869	acastellanii_g5579.t1	bc2002_g11671.t1
OG0004870	acastellanii_g5585.t1	bc2002_g17843.t1
OG0004871	acastellanii_g5602.t1	bc2002_g10558.t2, bc2002_g10558.t1
OG0004872	acastellanii_g5606.t1	bc2002_g344.t1
OG0004873	acastellanii_g5612.t1	bc2002_g3499.t1
OG0004874	acastellanii_g5623.t1	bc2002_g11815.t1
OG0004875	acastellanii_g5628.t1	bc2002_g16134.t1
OG0004876	acastellanii_g5641.t1	bc2002_g19813.t1
OG0004877	acastellanii_g5642.t1, acastellanii_g1720.t1	bc2002_g18757.t1
OG0004878	acastellanii_g5654.t1	bc2002_g13458.t1
OG0004879	acastellanii_g5657.t1	bc2002_g7648.t1
OG0004880	acastellanii_g5672.t1	bc2002_g3748.t1
OG0004882	acastellanii_g5481.t1	bc2002_g11873.t1
OG0004883	acastellanii_g5414.t1	bc2002_g9808.t1
OG0004884	acastellanii_g5419.t1	bc2002_g10387.t1
OG0004885	acastellanii_g5403.t1	bc2002_g8821.t1
OG0004886	acastellanii_g5396.t3	bc2002_g6913.t1
OG0004888	acastellanii_g5247.t2, acastellanii_g5247.t1	bc2002_g16484.t1
OG0004889	acastellanii_g5250.t1	bc2002_g14012.t1
OG0004890	acastellanii_g5288.t1	bc2002_g3848.t1
OG0004891	acastellanii_g5296.t1	bc2002_g18996.t1
OG0004892	acastellanii_g5308.t1	bc2002_g8254.t1
OG0004893	acastellanii_g5313.t1	bc2002_g18822.t1
OG0004894	acastellanii_g5314.t1	bc2002_g18222.t1
OG0004895	acastellanii_g5316.t1	bc2002_g2880.t1
OG0004896	acastellanii_g5317.t1	bc2002_g12557.t1
OG0004897	acastellanii_g5325.t1	bc2002_g19856.t1
OG0004899	acastellanii_g5343.t1	bc2002_g208.t1
OG0004900	acastellanii_g5344.t1	bc2002_g14608.t1
OG0004901	acastellanii_g5350.t1	bc2002_g18907.t1
OG0004902	acastellanii_g5224.t1	bc2002_g16344.t1
OG0004903	acastellanii_g5216.t1	bc2002_g3799.t1
OG0004904	acastellanii_g5111.t1	bc2002_g15826.t1
OG0004905	acastellanii_g5132.t1	bc2002_g16607.t1
OG0004906	acastellanii_g5139.t1	bc2002_g931.t1
OG0004907	acastellanii_g5146.t1	bc2002_g149.t1
OG0004908	acastellanii_g5151.t1	bc2002_g9875.t1
OG0004909	acastellanii_g5153.t1	bc2002_g7855.t1
OG0004910	acastellanii_g5175.t1	bc2002_g16028.t1
OG0004911	acastellanii_g5189.t1	bc2002_g17842.t1
OG0004912	acastellanii_g5087.t1	bc2002_g12844.t1
OG0004913	acastellanii_g5007.t1	bc2002_g91.t1, bc2002_g91.t2
OG0004914	acastellanii_g5008.t1	bc2002_g13460.t2, bc2002_g13460.t1
OG0004916	acastellanii_g5037.t1	bc2002_g5287.t1
OG0004917	acastellanii_g5045.t1	bc2002_g13342.t1
OG0004918	acastellanii_g5069.t2	bc2002_g14600.t1
OG0004919	acastellanii_g4945.t1	bc2002_g15557.t1
OG0004920	acastellanii_g4920.t1	bc2002_g17432.t1
OG0004921	acastellanii_g4925.t1	bc2002_g3208.t1
OG0004922	acastellanii_g4846.t1, acastellanii_g4846.t2	bc2002_g7541.t1
OG0004923	acastellanii_g4849.t1	bc2002_g8253.t1
OG0004924	acastellanii_g4850.t1	bc2002_g16144.t1
OG0004925	acastellanii_g4895.t1	bc2002_g3824.t1
OG0004926	acastellanii_g4896.t1	bc2002_g16432.t2
OG0004927	acastellanii_g4910.t1	bc2002_g4416.t1
OG0004928	acastellanii_g4796.t1	bc2002_g18113.t1
OG0004929	acastellanii_g4627.t1	bc2002_g2053.t1
OG0004930	acastellanii_g4633.t1	bc2002_g11652.t1
OG0004931	acastellanii_g4635.t1	bc2002_g17527.t1
OG0004932	acastellanii_g4639.t1, acastellanii_g4639.t2	bc2002_g7828.t1
OG0004933	acastellanii_g4674.t1	bc2002_g16007.t1
OG0004934	acastellanii_g4675.t1	bc2002_g12849.t1
OG0004936	acastellanii_g4688.t1	bc2002_g92.t1
OG0004937	acastellanii_g4703.t1	bc2002_g14016.t1
OG0004938	acastellanii_g4704.t1	bc2002_g17609.t1
OG0004939	acastellanii_g4719.t1	bc2002_g17528.t1
OG0004940	acastellanii_g4727.t1	bc2002_g6901.t1
OG0004941	acastellanii_g4730.t1	bc2002_g11854.t1
OG0004942	acastellanii_g4743.t1	bc2002_g7907.t1
OG0004943	acastellanii_g4545.t1	bc2002_g9922.t1
OG0004944	acastellanii_g4550.t1	bc2002_g882.t1
OG0004945	acastellanii_g4553.t1	bc2002_g3933.t1
OG0004947	acastellanii_g4568.t1	bc2002_g4608.t1
OG0004949	acastellanii_g4601.t1	bc2002_g13184.t1
OG0004950	acastellanii_g4602.t1	bc2002_g13175.t1
OG0004952	acastellanii_g4610.t1	bc2002_g14385.t1
OG0004953	acastellanii_g4617.t1	bc2002_g2610.t1
OG0004954	acastellanii_g4618.t1	bc2002_g15053.t1
OG0004955	acastellanii_g4621.t1	bc2002_g9405.t1
OG0004957	acastellanii_g4623.t1	bc2002_g19809.t1
OG0004958	acastellanii_g4480.t1	bc2002_g15766.t1
OG0004959	acastellanii_g4487.t1	bc2002_g452.t1
OG0004960	acastellanii_g4490.t1	bc2002_g16410.t1, bc2002_g16411.t1
OG0004961	acastellanii_g4491.t1	bc2002_g10471.t1
OG0004962	acastellanii_g4386.t1	bc2002_g3883.t1
OG0004963	acastellanii_g4388.t1	bc2002_g4142.t1, bc2002_g17355.t1
OG0004964	acastellanii_g4447.t1	bc2002_g15468.t1
OG0004967	acastellanii_g4068.t1	bc2002_g2117.t1
OG0004969	acastellanii_g4095.t1	bc2002_g2127.t1
OG0004970	acastellanii_g4132.t1	bc2002_g16987.t1
OG0004972	acastellanii_g4157.t1	bc2002_g13399.t1
OG0004973	acastellanii_g4175.t1	bc2002_g10921.t1
OG0004975	acastellanii_g4203.t1	bc2002_g2177.t1
OG0004976	acastellanii_g4206.t1	bc2002_g16288.t1
OG0004977	acastellanii_g4227.t1	bc2002_g12851.t1
OG0004978	acastellanii_g4238.t1	bc2002_g4420.t1
OG0004979	acastellanii_g4246.t1	bc2002_g2433.t1, bc2002_g2433.t2
OG0004980	acastellanii_g4247.t1	bc2002_g11158.t1
OG0004981	acastellanii_g4272.t1	bc2002_g11388.t1
OG0004982	acastellanii_g4274.t1	bc2002_g13170.t1
OG0004983	acastellanii_g4277.t1	bc2002_g2322.t1
OG0004984	acastellanii_g4278.t1	bc2002_g6738.t1
OG0004985	acastellanii_g4297.t1	bc2002_g12850.t1
OG0004986	acastellanii_g4298.t1	bc2002_g14380.t1
OG0004987	acastellanii_g4314.t1	bc2002_g13917.t1
OG0004988	acastellanii_g4335.t1	bc2002_g1379.t1
OG0004989	acastellanii_g4355.t1	bc2002_g14758.t1
OG0004990	acastellanii_g3999.t1	bc2002_g4644.t1
OG0004991	acastellanii_g3961.t1	bc2002_g11817.t1
OG0004992	acastellanii_g3974.t1	bc2002_g2830.t1
OG0004993	acastellanii_g3976.t1	bc2002_g4286.t1
OG0004994	acastellanii_g3981.t1	bc2002_g2676.t1
OG0004995	acastellanii_g3987.t1	bc2002_g4600.t1
OG0004996	acastellanii_g3938.t1	bc2002_g16740.t1
OG0004997	acastellanii_g3942.t1	bc2002_g6134.t1
OG0004998	acastellanii_g3929.t1	bc2002_g3258.t1
OG0004999	acastellanii_g3863.t1	bc2002_g13083.t1
OG0005000	acastellanii_g3886.t1, acastellanii_g3891.t1	bc2002_g10579.t1
OG0005001	acastellanii_g3914.t1	bc2002_g2946.t1
OG0005003	acastellanii_g3776.t1	bc2002_g18862.t2, bc2002_g18862.t1
OG0005004	acastellanii_g3780.t1	bc2002_g17548.t1
OG0005006	acastellanii_g3807.t1	bc2002_g8755.t1
OG0005007	acastellanii_g3822.t2	bc2002_g12604.t1
OG0005008	acastellanii_g3823.t1	bc2002_g19734.t1
OG0005009	acastellanii_g3720.t1	bc2002_g8456.t1
OG0005010	acastellanii_g3722.t1	bc2002_g6699.t2, bc2002_g6699.t1
OG0005011	acastellanii_g3728.t1	bc2002_g4584.t1
OG0005012	acastellanii_g3682.t1	bc2002_g19360.t1
OG0005013	acastellanii_g3689.t1	bc2002_g7588.t1
OG0005014	acastellanii_g3691.t1	bc2002_g6643.t1
OG0005015	acastellanii_g3644.t1	bc2002_g14533.t1
OG0005016	acastellanii_g3654.t1	bc2002_g5122.t1
OG0005017	acastellanii_g3630.t1	bc2002_g17307.t1
OG0005019	acastellanii_g3620.t1	bc2002_g18758.t1
OG0005020	acastellanii_g3621.t1	bc2002_g13622.t1
OG0005021	acastellanii_g3503.t1	bc2002_g3949.t1
OG0005022	acastellanii_g3507.t1	bc2002_g8837.t1
OG0005023	acastellanii_g3509.t1	bc2002_g9799.t1
OG0005024	acastellanii_g3512.t1	bc2002_g2844.t1
OG0005025	acastellanii_g3528.t1	bc2002_g10969.t1
OG0005027	acastellanii_g3555.t1	bc2002_g14291.t1
OG0005028	acastellanii_g3564.t2, acastellanii_g3564.t1	bc2002_g10563.t1
OG0005031	acastellanii_g3332.t1	bc2002_g20030.t1
OG0005032	acastellanii_g3333.t1	bc2002_g18638.t1
OG0005033	acastellanii_g3337.t1	bc2002_g4342.t1
OG0005034	acastellanii_g3340.t1	bc2002_g209.t1
OG0005035	acastellanii_g3349.t1	bc2002_g8804.t1
OG0005036	acastellanii_g3350.t1	bc2002_g7292.t1
OG0005038	acastellanii_g3353.t1	bc2002_g11387.t1
OG0005039	acastellanii_g3362.t1	bc2002_g10475.t1
OG0005040	acastellanii_g3364.t1	bc2002_g10398.t1
OG0005041	acastellanii_g3366.t1	bc2002_g17645.t1
OG0005042	acastellanii_g3367.t1	bc2002_g8263.t1
OG0005043	acastellanii_g3370.t1	bc2002_g10363.t1
OG0005044	acastellanii_g1291.t1, acastellanii_g3375.t1	bc2002_g10909.t1
OG0005047	acastellanii_g3305.t1	bc2002_g759.t1
OG0005048	acastellanii_g3283.t1	bc2002_g11253.t1
OG0005050	acastellanii_g3223.t1	bc2002_g19465.t1
OG0005051	acastellanii_g3242.t1	bc2002_g9463.t1
OG0005052	acastellanii_g2956.t1	bc2002_g3220.t1
OG0005053	acastellanii_g2957.t1	bc2002_g3228.t1
OG0005054	acastellanii_g2975.t1	bc2002_g8373.t1
OG0005055	acastellanii_g2977.t1	bc2002_g7409.t1
OG0005056	acastellanii_g2982.t1	bc2002_g19064.t1
OG0005057	acastellanii_g2988.t1	bc2002_g18131.t1
OG0005059	acastellanii_g2997.t1	bc2002_g19679.t1
OG0005060	acastellanii_g3031.t1	bc2002_g18628.t1
OG0005061	acastellanii_g3052.t1	bc2002_g17391.t1
OG0005062	acastellanii_g3056.t1	bc2002_g18146.t1
OG0005063	acastellanii_g3057.t1	bc2002_g17448.t1
OG0005064	acastellanii_g3061.t1	bc2002_g6131.t1
OG0005065	acastellanii_g3063.t1	bc2002_g4154.t1
OG0005066	acastellanii_g3070.t1	bc2002_g3230.t1
OG0005067	acastellanii_g3071.t1	bc2002_g17392.t1
OG0005068	acastellanii_g3080.t1	bc2002_g17430.t1
OG0005069	acastellanii_g3088.t1	bc2002_g13800.t1
OG0005070	acastellanii_g3110.t1	bc2002_g17500.t1
OG0005071	acastellanii_g3111.t2, acastellanii_g3111.t1	bc2002_g2037.t1
