Orthogroup	acastellanii_braker	bc2001_braker
OG0004486	acastellanii_g9844.t1	bc2001_g15579.t1
OG0004487	acastellanii_g9873.t1	bc2001_g853.t1
OG0004488	acastellanii_g9879.t1	bc2001_g18356.t1
OG0004489	acastellanii_g9882.t1	bc2001_g3754.t1, bc2001_g15309.t1
OG0004491	acastellanii_g6705.t1, acastellanii_g6705.t2, acastellanii_g9891.t1	bc2001_g17810.t1
OG0004492	acastellanii_g9898.t1	bc2001_g19247.t1
OG0004493	acastellanii_g9911.t1	bc2001_g17934.t1, bc2001_g17934.t2
OG0004494	acastellanii_g5497.t1, acastellanii_g9915.t1	bc2001_g19464.t1
OG0004495	acastellanii_g5496.t1, acastellanii_g9916.t1	bc2001_g8744.t1
OG0004496	acastellanii_g9937.t1	bc2001_g10934.t1
OG0004497	acastellanii_g5278.t1, acastellanii_g9956.t1	bc2001_g18435.t1
OG0004498	acastellanii_g9966.t1	bc2001_g9070.t1
OG0004499	acastellanii_g4963.t1, acastellanii_g9971.t1	bc2001_g8774.t1
OG0004500	acastellanii_g9323.t1	bc2001_g5478.t2
OG0004501	acastellanii_g9334.t1	bc2001_g16488.t1
OG0004502	acastellanii_g9342.t2	bc2001_g629.t1
OG0004503	acastellanii_g9347.t1	bc2001_g11022.t1
OG0004504	acastellanii_g9362.t1	bc2001_g3719.t1
OG0004505	acastellanii_g9393.t1	bc2001_g14905.t2, bc2001_g14905.t1
OG0004506	acastellanii_g9395.t1	bc2001_g1153.t1
OG0004507	acastellanii_g9400.t1	bc2001_g1162.t3
OG0004508	acastellanii_g9401.t1	bc2001_g16066.t1
OG0004509	acastellanii_g9417.t1	bc2001_g7480.t1
OG0004510	acastellanii_g9420.t1	bc2001_g2378.t1
OG0004511	acastellanii_g9422.t1	bc2001_g5627.t1
OG0004512	acastellanii_g9425.t1	bc2001_g18920.t1
OG0004513	acastellanii_g9431.t1	bc2001_g5464.t1
OG0004514	acastellanii_g9437.t1	bc2001_g15514.t1
OG0004515	acastellanii_g9448.t1	bc2001_g15025.t1
OG0004516	acastellanii_g9455.t1	bc2001_g2854.t1
OG0004518	acastellanii_g9462.t1	bc2001_g8236.t1
OG0004520	acastellanii_g9481.t1	bc2001_g13757.t1
OG0004521	acastellanii_g9483.t1	bc2001_g1116.t1
OG0004522	acastellanii_g9495.t1	bc2001_g10980.t1, bc2001_g10980.t2
OG0004523	acastellanii_g9500.t1	bc2001_g12263.t1
OG0004524	acastellanii_g9517.t1	bc2001_g2985.t1
OG0004526	acastellanii_g9552.t1	bc2001_g10149.t1
OG0004527	acastellanii_g9564.t1	bc2001_g6276.t2, bc2001_g6276.t1
OG0004528	acastellanii_g9291.t1	bc2001_g16072.t1
OG0004529	acastellanii_g9299.t1	bc2001_g3025.t1
OG0004530	acastellanii_g9253.t1	bc2001_g480.t1
OG0004531	acastellanii_g9209.t1, acastellanii_g9255.t1	bc2001_g18442.t2, bc2001_g18442.t1
OG0004533	acastellanii_g9220.t1	bc2001_g5212.t1
OG0004534	acastellanii_g9221.t1	bc2001_g4289.t1
OG0004535	acastellanii_g9226.t1	bc2001_g17073.t1
OG0004536	acastellanii_g9238.t1	bc2001_g7379.t1
OG0004538	acastellanii_g9186.t1	bc2001_g17297.t1
OG0004540	acastellanii_g9093.t1	bc2001_g13341.t2, bc2001_g13341.t1, bc2001_g13341.t3
OG0004541	acastellanii_g9097.t1	bc2001_g14831.t1
OG0004542	acastellanii_g9080.t1	bc2001_g14921.t1
OG0004543	acastellanii_g8745.t1	bc2001_g16213.t1, bc2001_g4620.t1
OG0004544	acastellanii_g8752.t1	bc2001_g3947.t1
OG0004545	acastellanii_g8753.t1	bc2001_g19090.t1
OG0004546	acastellanii_g8771.t1	bc2001_g1228.t1
OG0004547	acastellanii_g8773.t1	bc2001_g9780.t1
OG0004548	acastellanii_g8788.t1, acastellanii_g8788.t2	bc2001_g59.t1
OG0004549	acastellanii_g8807.t1	bc2001_g19107.t1
OG0004550	acastellanii_g8815.t1	bc2001_g10945.t1
OG0004551	acastellanii_g8820.t1	bc2001_g9872.t1
OG0004553	acastellanii_g8840.t1	bc2001_g2064.t1
OG0004554	acastellanii_g8844.t1	bc2001_g6067.t1
OG0004555	acastellanii_g8852.t2, acastellanii_g8852.t1	bc2001_g16262.t1
OG0004556	acastellanii_g8853.t1	bc2001_g8750.t1
OG0004557	acastellanii_g8863.t1	bc2001_g19681.t1
OG0004558	acastellanii_g8868.t1, acastellanii_g8871.t1	bc2001_g14715.t1
OG0004559	acastellanii_g8895.t1	bc2001_g10130.t1
OG0004561	acastellanii_g8904.t1	bc2001_g15666.t1
OG0004562	acastellanii_g8905.t1	bc2001_g543.t1
OG0004563	acastellanii_g8907.t1	bc2001_g561.t1
OG0004564	acastellanii_g8908.t1	bc2001_g17717.t1
OG0004565	acastellanii_g8919.t1	bc2001_g9881.t1, bc2001_g9881.t2
OG0004566	acastellanii_g8920.t1	bc2001_g17585.t1
OG0004567	acastellanii_g8925.t1	bc2001_g14818.t1
OG0004568	acastellanii_g8936.t1	bc2001_g5305.t1
OG0004569	acastellanii_g8944.t1	bc2001_g12264.t1
OG0004570	acastellanii_g8954.t1	bc2001_g17584.t1
OG0004571	acastellanii_g8958.t1	bc2001_g14010.t1
OG0004574	acastellanii_g8983.t1	bc2001_g5471.t1
OG0004575	acastellanii_g8987.t1	bc2001_g17597.t1
OG0004576	acastellanii_g9003.t1	bc2001_g15699.t1
OG0004577	acastellanii_g9005.t2, acastellanii_g9005.t1	bc2001_g14821.t1
OG0004578	acastellanii_g9048.t1, acastellanii_g9048.t2	bc2001_g1728.t3, bc2001_g1728.t1
OG0004579	acastellanii_g9053.t1	bc2001_g5311.t1, bc2001_g5311.t2
OG0004580	acastellanii_g9055.t1	bc2001_g13744.t1
OG0004583	acastellanii_g8647.t1	bc2001_g7156.t1
OG0004584	acastellanii_g8655.t1, acastellanii_g8655.t2	bc2001_g12082.t1
OG0004586	acastellanii_g8443.t1	bc2001_g12265.t1
OG0004587	acastellanii_g8455.t1	bc2001_g18072.t1
OG0004588	acastellanii_g8457.t1	bc2001_g14735.t1
OG0004589	acastellanii_g8460.t1	bc2001_g16524.t1
OG0004590	acastellanii_g8464.t1	bc2001_g14725.t1
OG0004591	acastellanii_g8466.t1	bc2001_g4049.t1
OG0004592	acastellanii_g8469.t1	bc2001_g11276.t1
OG0004593	acastellanii_g8470.t1	bc2001_g3493.t1
OG0004594	acastellanii_g8477.t1	bc2001_g13780.t1
OG0004596	acastellanii_g8494.t1	bc2001_g8223.t1
OG0004597	acastellanii_g8502.t1	bc2001_g12500.t1
OG0004598	acastellanii_g8530.t1	bc2001_g8402.t1
OG0004600	acastellanii_g8533.t1	bc2001_g1551.t1
OG0004601	acastellanii_g8535.t1	bc2001_g8667.t1
OG0004602	acastellanii_g8547.t1	bc2001_g11654.t1
OG0004603	acastellanii_g8552.t1	bc2001_g8862.t1
OG0004605	acastellanii_g8555.t1	bc2001_g9073.t1
OG0004606	acastellanii_g8568.t1, acastellanii_g8571.t1, acastellanii_g8571.t2	bc2001_g12467.t1
OG0004608	acastellanii_g8623.t1	bc2001_g10587.t1
OG0004609	acastellanii_g8044.t1	bc2001_g4292.t1
OG0004610	acastellanii_g8055.t1	bc2001_g11489.t1
OG0004611	acastellanii_g8057.t1	bc2001_g11275.t1
OG0004613	acastellanii_g8063.t1	bc2001_g8442.t1
OG0004614	acastellanii_g8077.t1	bc2001_g5883.t2
OG0004615	acastellanii_g8078.t1	bc2001_g7147.t1
OG0004616	acastellanii_g8091.t1	bc2001_g3638.t1
OG0004617	acastellanii_g8106.t1	bc2001_g8503.t1
OG0004620	acastellanii_g8141.t1, acastellanii_g8141.t2	bc2001_g16486.t1
OG0004621	acastellanii_g8142.t1	bc2001_g4683.t1
OG0004622	acastellanii_g8152.t1	bc2001_g8441.t1
OG0004623	acastellanii_g8155.t1	bc2001_g8453.t1
OG0004624	acastellanii_g8164.t1	bc2001_g11525.t1
OG0004625	acastellanii_g8170.t1	bc2001_g17316.t1
OG0004627	acastellanii_g8181.t1	bc2001_g3990.t1
OG0004628	acastellanii_g8237.t1	bc2001_g9072.t1
OG0004629	acastellanii_g8259.t1	bc2001_g9678.t1, bc2001_g9678.t2
OG0004630	acastellanii_g8264.t1	bc2001_g11564.t1
OG0004631	acastellanii_g8270.t1	bc2001_g11593.t1
OG0004632	acastellanii_g8285.t1	bc2001_g18380.t1
OG0004633	acastellanii_g8294.t1	bc2001_g11483.t1
OG0004634	acastellanii_g8298.t1	bc2001_g19619.t1
OG0004635	acastellanii_g8309.t1	bc2001_g3103.t1
OG0004636	acastellanii_g8316.t1	bc2001_g1082.t1
OG0004637	acastellanii_g8326.t1	bc2001_g18505.t1
OG0004638	acastellanii_g8332.t1	bc2001_g11352.t1
OG0004639	acastellanii_g8335.t2, acastellanii_g8335.t1	bc2001_g773.t1
OG0004640	acastellanii_g8355.t1	bc2001_g1259.t1
OG0004644	acastellanii_g8408.t1	bc2001_g293.t1
OG0004645	acastellanii_g8410.t1	bc2001_g11594.t1
OG0004646	acastellanii_g7985.t1	bc2001_g14718.t1
OG0004647	acastellanii_g7956.t1	bc2001_g9027.t1
OG0004648	acastellanii_g7933.t1	bc2001_g19567.t1
OG0004649	acastellanii_g7754.t1	bc2001_g2176.t1
OG0004651	acastellanii_g7764.t1	bc2001_g9275.t1
OG0004652	acastellanii_g7774.t1	bc2001_g4716.t1
OG0004653	acastellanii_g7775.t1	bc2001_g5225.t1
OG0004654	acastellanii_g7779.t1	bc2001_g18478.t1
OG0004655	acastellanii_g7804.t1	bc2001_g12115.t2, bc2001_g12115.t1
OG0004656	acastellanii_g7829.t1	bc2001_g8740.t1
OG0004657	acastellanii_g7832.t1	bc2001_g13257.t1
OG0004658	acastellanii_g7836.t1	bc2001_g3952.t1
OG0004659	acastellanii_g7845.t1	bc2001_g13903.t1
OG0004660	acastellanii_g7849.t1	bc2001_g13506.t1
OG0004661	acastellanii_g7851.t1	bc2001_g18067.t1
OG0004662	acastellanii_g7852.t1	bc2001_g2846.t1
OG0004663	acastellanii_g7893.t1	bc2001_g2751.t1
OG0004664	acastellanii_g7895.t1, acastellanii_g7895.t2	bc2001_g18814.t1
OG0004665	acastellanii_g7908.t1	bc2001_g14834.t1
OG0004667	acastellanii_g7722.t1	bc2001_g8444.t1
OG0004668	acastellanii_g7732.t1	bc2001_g17371.t1
OG0004672	acastellanii_g7708.t1	bc2001_g196.t1
OG0004673	acastellanii_g7662.t1	bc2001_g10232.t1
OG0004674	acastellanii_g7667.t1	bc2001_g550.t1
OG0004675	acastellanii_g7668.t1	bc2001_g12668.t1
OG0004676	acastellanii_g7669.t1	bc2001_g5815.t1
OG0004677	acastellanii_g7672.t1	bc2001_g14008.t1
OG0004679	acastellanii_g7604.t1	bc2001_g15336.t1
OG0004680	acastellanii_g7606.t1	bc2001_g17321.t1
OG0004681	acastellanii_g7610.t1	bc2001_g12354.t1
OG0004682	acastellanii_g7612.t1	bc2001_g11589.t1
OG0004683	acastellanii_g7622.t1	bc2001_g16861.t1
OG0004684	acastellanii_g7630.t1	bc2001_g5374.t1
OG0004686	acastellanii_g7522.t1	bc2001_g13480.t1
OG0004690	acastellanii_g7499.t1	bc2001_g5307.t1
OG0004691	acastellanii_g7502.t1	bc2001_g57.t1
OG0004692	acastellanii_g7503.t1	bc2001_g11500.t1
OG0004693	acastellanii_g7493.t1	bc2001_g6369.t1
OG0004694	acastellanii_g7399.t1	bc2001_g6779.t1
OG0004697	acastellanii_g7408.t1	bc2001_g13812.t1
OG0004699	acastellanii_g7448.t1	bc2001_g2225.t1
OG0004700	acastellanii_g7455.t1	bc2001_g9519.t1
OG0004701	acastellanii_g7456.t1	bc2001_g2210.t1
OG0004702	acastellanii_g7476.t1	bc2001_g2249.t1
OG0004703	acastellanii_g7477.t1	bc2001_g9713.t1
OG0004704	acastellanii_g7351.t1	bc2001_g5304.t1
OG0004705	acastellanii_g7357.t1	bc2001_g62.t1
OG0004708	acastellanii_g7255.t1	bc2001_g14436.t1
OG0004709	acastellanii_g7276.t1	bc2001_g15667.t1
OG0004710	acastellanii_g7278.t1	bc2001_g4851.t1
OG0004711	acastellanii_g7279.t1	bc2001_g1659.t1
OG0004712	acastellanii_g7292.t1	bc2001_g1832.t1
OG0004713	acastellanii_g7231.t1	bc2001_g7350.t1
OG0004714	acastellanii_g6988.t1	bc2001_g8505.t1
OG0004715	acastellanii_g6991.t1	bc2001_g5467.t1
OG0004716	acastellanii_g6993.t1	bc2001_g18779.t1
OG0004717	acastellanii_g6995.t1	bc2001_g6558.t1
OG0004718	acastellanii_g6998.t1	bc2001_g18857.t1
OG0004719	acastellanii_g7000.t1	bc2001_g18355.t1
OG0004720	acastellanii_g7012.t1	bc2001_g8487.t1
OG0004721	acastellanii_g7016.t1	bc2001_g7981.t1
OG0004722	acastellanii_g7017.t1	bc2001_g6533.t1
OG0004723	acastellanii_g7030.t1, acastellanii_g7030.t2	bc2001_g2208.t1
OG0004724	acastellanii_g7058.t1	bc2001_g11896.t1
OG0004725	acastellanii_g7060.t1	bc2001_g9326.t1
OG0004726	acastellanii_g7064.t1	bc2001_g11355.t1
OG0004727	acastellanii_g7066.t1	bc2001_g8266.t1
OG0004728	acastellanii_g7069.t1	bc2001_g5492.t1
OG0004729	acastellanii_g7072.t1	bc2001_g51.t1
OG0004730	acastellanii_g7074.t1	bc2001_g3941.t1
OG0004731	acastellanii_g7075.t1	bc2001_g18871.t1
OG0004732	acastellanii_g7082.t1	bc2001_g13787.t1
OG0004733	acastellanii_g7088.t1	bc2001_g12528.t1
OG0004734	acastellanii_g7094.t1	bc2001_g17995.t1
OG0004735	acastellanii_g7104.t1	bc2001_g17996.t1
OG0004736	acastellanii_g7109.t1	bc2001_g15881.t1
OG0004737	acastellanii_g7118.t1	bc2001_g17990.t1
OG0004738	acastellanii_g7132.t1	bc2001_g17328.t1
OG0004739	acastellanii_g7138.t1	bc2001_g13278.t1
OG0004740	acastellanii_g7145.t1	bc2001_g2811.t1
OG0004741	acastellanii_g7146.t1	bc2001_g2832.t1
OG0004742	acastellanii_g7151.t1	bc2001_g12755.t1
OG0004743	acastellanii_g7165.t1	bc2001_g13599.t1
OG0004745	acastellanii_g7169.t1	bc2001_g1605.t1
OG0004746	acastellanii_g7182.t2, acastellanii_g7182.t1	bc2001_g8929.t1
OG0004747	acastellanii_g7193.t1	bc2001_g211.t1
OG0004748	acastellanii_g7207.t1	bc2001_g18419.t1
OG0004749	acastellanii_g7223.t1, acastellanii_g1139.t1	bc2001_g11644.t1
OG0004750	acastellanii_g6948.t1	bc2001_g17367.t1
OG0004751	acastellanii_g6950.t1	bc2001_g649.t1
OG0004752	acastellanii_g6956.t1	bc2001_g8639.t1
OG0004753	acastellanii_g6938.t1	bc2001_g6069.t1, bc2001_g6069.t2
OG0004754	acastellanii_g6808.t1, acastellanii_g6808.t2	bc2001_g7456.t1
OG0004755	acastellanii_g6822.t1	bc2001_g16029.t1
OG0004756	acastellanii_g6833.t1, acastellanii_g5873.t1	bc2001_g19322.t1
OG0004757	acastellanii_g6842.t1, acastellanii_g3195.t1	bc2001_g7835.t1
OG0004758	acastellanii_g6844.t1	bc2001_g3168.t1
OG0004761	acastellanii_g6900.t1	bc2001_g10395.t1
OG0004762	acastellanii_g6908.t1	bc2001_g8637.t1
OG0004763	acastellanii_g6714.t1	bc2001_g17708.t1
OG0004765	acastellanii_g6718.t1	bc2001_g13134.t1
OG0004766	acastellanii_g6741.t1	bc2001_g1983.t1
OG0004767	acastellanii_g6757.t1	bc2001_g17789.t1
OG0004769	acastellanii_g6007.t1	bc2001_g1871.t1
OG0004771	acastellanii_g6040.t1	bc2001_g13786.t1
OG0004772	acastellanii_g6075.t1	bc2001_g4454.t1
OG0004773	acastellanii_g6080.t1	bc2001_g6626.t1
OG0004775	acastellanii_g6129.t1	bc2001_g7759.t2, bc2001_g7759.t1
OG0004777	acastellanii_g6131.t1	bc2001_g3002.t1
OG0004778	acastellanii_g6134.t1	bc2001_g10209.t1
OG0004779	acastellanii_g6137.t1	bc2001_g2336.t1
OG0004781	acastellanii_g6151.t1	bc2001_g19605.t1
OG0004782	acastellanii_g6167.t2, acastellanii_g6167.t1	bc2001_g10146.t1
OG0004783	acastellanii_g6189.t1	bc2001_g981.t1, bc2001_g7957.t1
OG0004784	acastellanii_g6191.t1	bc2001_g18304.t1
OG0004786	acastellanii_g6213.t1	bc2001_g6896.t1
OG0004787	acastellanii_g6234.t1	bc2001_g2088.t1
OG0004788	acastellanii_g6240.t1	bc2001_g5412.t2, bc2001_g5412.t1
OG0004790	acastellanii_g6271.t1	bc2001_g1561.t1, bc2001_g1561.t2
OG0004791	acastellanii_g6276.t1	bc2001_g11100.t1
OG0004792	acastellanii_g6296.t1, acastellanii_g6296.t2	bc2001_g9662.t1
OG0004793	acastellanii_g6297.t1	bc2001_g15596.t1
OG0004794	acastellanii_g6309.t1	bc2001_g14383.t1
OG0004795	acastellanii_g6333.t1	bc2001_g2677.t1
OG0004796	acastellanii_g6336.t1	bc2001_g13727.t1
OG0004797	acastellanii_g6346.t1	bc2001_g5429.t1
OG0004798	acastellanii_g6369.t1	bc2001_g3068.t1, bc2001_g321.t1
OG0004799	acastellanii_g6371.t1	bc2001_g16178.t1
OG0004800	acastellanii_g6377.t1	bc2001_g1238.t1
OG0004801	acastellanii_g6382.t1	bc2001_g18977.t1
OG0004802	acastellanii_g6388.t2	bc2001_g16929.t1
OG0004803	acastellanii_g6391.t1	bc2001_g16154.t1
OG0004804	acastellanii_g6412.t1	bc2001_g5463.t1
OG0004805	acastellanii_g6415.t1	bc2001_g9701.t1
OG0004806	acastellanii_g4150.t1, acastellanii_g6417.t2, acastellanii_g6417.t1, acastellanii_g4856.t1	bc2001_g571.t1
OG0004807	acastellanii_g6431.t1	bc2001_g8739.t1
OG0004808	acastellanii_g6432.t1	bc2001_g19244.t1
OG0004810	acastellanii_g5848.t1, acastellanii_g6451.t1	bc2001_g5295.t1
OG0004811	acastellanii_g6465.t1	bc2001_g17331.t1
OG0004812	acastellanii_g6481.t1	bc2001_g19459.t1
OG0004813	acastellanii_g6500.t1	bc2001_g13476.t1
OG0004814	acastellanii_g6521.t1	bc2001_g8224.t1
OG0004815	acastellanii_g6522.t1	bc2001_g10397.t1
OG0004816	acastellanii_g6525.t1	bc2001_g8360.t1
OG0004817	acastellanii_g6546.t1	bc2001_g8267.t1
OG0004818	acastellanii_g6550.t1	bc2001_g9585.t1
OG0004819	acastellanii_g6553.t1	bc2001_g1966.t1
OG0004820	acastellanii_g6557.t1	bc2001_g5199.t1
OG0004821	acastellanii_g6560.t1	bc2001_g9608.t1
OG0004822	acastellanii_g6570.t1	bc2001_g7474.t1
OG0004823	acastellanii_g6572.t1	bc2001_g9008.t1
OG0004824	acastellanii_g6574.t1	bc2001_g5175.t1
OG0004826	acastellanii_g6579.t1	bc2001_g9325.t2, bc2001_g9325.t1
OG0004827	acastellanii_g6587.t1	bc2001_g15158.t1
OG0004828	acastellanii_g6595.t1	bc2001_g18519.t1
OG0004830	acastellanii_g6607.t1	bc2001_g8319.t1
OG0004831	acastellanii_g6655.t1	bc2001_g1233.t1
OG0004832	acastellanii_g6659.t1	bc2001_g19496.t1
OG0004833	acastellanii_g6667.t1	bc2001_g11890.t1
OG0004834	acastellanii_g6670.t1	bc2001_g14341.t1
OG0004835	acastellanii_g6675.t1	bc2001_g16310.t1
OG0004836	acastellanii_g6681.t1	bc2001_g1110.t2
OG0004837	acastellanii_g5980.t1	bc2001_g1163.t1
OG0004838	acastellanii_g5983.t1	bc2001_g16051.t1
OG0004839	acastellanii_g5887.t1	bc2001_g1855.t1
OG0004840	acastellanii_g5896.t1	bc2001_g1463.t1
OG0004843	acastellanii_g5803.t1	bc2001_g11991.t1
OG0004844	acastellanii_g5816.t1	bc2001_g8497.t1
OG0004845	acastellanii_g5817.t1	bc2001_g15003.t1
OG0004847	acastellanii_g5849.t1	bc2001_g5317.t1
OG0004848	acastellanii_g5698.t2	bc2001_g4994.t1
OG0004850	acastellanii_g193.t1, acastellanii_g5715.t1	bc2001_g18329.t1
OG0004851	acastellanii_g5754.t1	bc2001_g16254.t1
OG0004852	acastellanii_g5756.t1	bc2001_g5053.t1
OG0004853	acastellanii_g5774.t1	bc2001_g19349.t1
OG0004854	acastellanii_g5779.t1	bc2001_g7799.t1
OG0004855	acastellanii_g5780.t1	bc2001_g15020.t2, bc2001_g15020.t1
OG0004856	acastellanii_g5781.t1	bc2001_g5002.t1
OG0004858	acastellanii_g5512.t1	bc2001_g11023.t1, bc2001_g11023.t2
OG0004859	acastellanii_g5526.t1	bc2001_g10279.t1
OG0004860	acastellanii_g5529.t1	bc2001_g9362.t1
OG0004861	acastellanii_g5531.t1	bc2001_g10255.t1
OG0004862	acastellanii_g5538.t1	bc2001_g16703.t1
OG0004863	acastellanii_g5539.t1	bc2001_g81.t1
OG0004864	acastellanii_g5567.t1	bc2001_g16050.t1
OG0004865	acastellanii_g5570.t1	bc2001_g15521.t1
OG0004866	acastellanii_g5572.t1	bc2001_g11108.t1
OG0004867	acastellanii_g5576.t1	bc2001_g15282.t1
OG0004869	acastellanii_g5579.t1	bc2001_g402.t1
OG0004870	acastellanii_g5585.t1	bc2001_g15586.t1
OG0004871	acastellanii_g5602.t1	bc2001_g6409.t1
OG0004872	acastellanii_g5606.t1	bc2001_g19660.t1
OG0004873	acastellanii_g5612.t1	bc2001_g5136.t1
OG0004874	acastellanii_g5623.t1	bc2001_g3016.t1
OG0004875	acastellanii_g5628.t1	bc2001_g18438.t1
OG0004876	acastellanii_g5641.t1	bc2001_g5117.t1
OG0004877	acastellanii_g5642.t1, acastellanii_g1720.t1	bc2001_g1341.t1
OG0004878	acastellanii_g5654.t1	bc2001_g3860.t1
OG0004879	acastellanii_g5657.t1	bc2001_g13002.t2, bc2001_g13002.t1
OG0004880	acastellanii_g5672.t1	bc2001_g16061.t3
OG0004882	acastellanii_g5481.t1	bc2001_g9805.t1
OG0004883	acastellanii_g5414.t1	bc2001_g9541.t1
OG0004884	acastellanii_g5419.t1	bc2001_g3706.t1
OG0004885	acastellanii_g5403.t1	bc2001_g68.t1, bc2001_g68.t2
OG0004886	acastellanii_g5396.t3	bc2001_g5376.t1
OG0004889	acastellanii_g5250.t1	bc2001_g7569.t1
OG0004890	acastellanii_g5288.t1	bc2001_g18928.t1
OG0004891	acastellanii_g5296.t1	bc2001_g15097.t1
OG0004892	acastellanii_g5308.t1	bc2001_g2039.t1
OG0004893	acastellanii_g5313.t1	bc2001_g6911.t1
OG0004894	acastellanii_g5314.t1	bc2001_g9620.t1
OG0004895	acastellanii_g5316.t1	bc2001_g12906.t1
OG0004896	acastellanii_g5317.t1	bc2001_g11524.t1
OG0004897	acastellanii_g5325.t1	bc2001_g18534.t1
OG0004898	acastellanii_g5330.t1	bc2001_g7769.t1
OG0004899	acastellanii_g5343.t1	bc2001_g8265.t1
OG0004900	acastellanii_g5344.t1	bc2001_g13863.t1
OG0004901	acastellanii_g5350.t1	bc2001_g15190.t1
OG0004902	acastellanii_g5224.t1	bc2001_g13076.t1
OG0004903	acastellanii_g5216.t1	bc2001_g4771.t1
OG0004904	acastellanii_g5111.t1	bc2001_g10345.t1
OG0004905	acastellanii_g5132.t1	bc2001_g580.t1
OG0004906	acastellanii_g5139.t1	bc2001_g15842.t1
OG0004907	acastellanii_g5146.t1	bc2001_g8317.t1
OG0004908	acastellanii_g5151.t1	bc2001_g9611.t1
OG0004909	acastellanii_g5153.t1	bc2001_g17228.t1
OG0004910	acastellanii_g5175.t1	bc2001_g18331.t1
OG0004911	acastellanii_g5189.t1	bc2001_g15585.t1, bc2001_g15584.t1
OG0004912	acastellanii_g5087.t1	bc2001_g6100.t1
OG0004914	acastellanii_g5008.t1	bc2001_g3858.t1
OG0004916	acastellanii_g5037.t1	bc2001_g10988.t1
OG0004917	acastellanii_g5045.t1	bc2001_g13254.t1
OG0004918	acastellanii_g5069.t2	bc2001_g13856.t3
OG0004919	acastellanii_g4945.t1	bc2001_g7972.t1
OG0004920	acastellanii_g4920.t1	bc2001_g16773.t1
OG0004921	acastellanii_g4925.t1	bc2001_g16821.t1
OG0004922	acastellanii_g4846.t1, acastellanii_g4846.t2	bc2001_g10423.t1
OG0004923	acastellanii_g4849.t1	bc2001_g2038.t1, bc2001_g2038.t2
OG0004924	acastellanii_g4850.t1	bc2001_g18449.t1
OG0004925	acastellanii_g4895.t1	bc2001_g18908.t1
OG0004926	acastellanii_g4896.t1	bc2001_g17599.t3
OG0004927	acastellanii_g4910.t1	bc2001_g14828.t1
OG0004928	acastellanii_g4796.t1	bc2001_g9725.t1
OG0004929	acastellanii_g4627.t1	bc2001_g19599.t1
OG0004930	acastellanii_g4633.t1	bc2001_g423.t1
OG0004931	acastellanii_g4635.t1	bc2001_g16678.t1
OG0004932	acastellanii_g4639.t1, acastellanii_g4639.t2	bc2001_g17202.t1
OG0004933	acastellanii_g4674.t1	bc2001_g18310.t1
OG0004934	acastellanii_g4675.t1	bc2001_g6106.t1
OG0004937	acastellanii_g4703.t1	bc2001_g7573.t2
OG0004938	acastellanii_g4704.t1	bc2001_g16600.t1
OG0004939	acastellanii_g4719.t1	bc2001_g16677.t1
OG0004940	acastellanii_g4727.t1	bc2001_g5366.t1
OG0004941	acastellanii_g4730.t1	bc2001_g2977.t1
OG0004942	acastellanii_g4743.t1	bc2001_g16995.t1
OG0004943	acastellanii_g4545.t1	bc2001_g8164.t2, bc2001_g8164.t1
OG0004944	acastellanii_g4550.t1	bc2001_g15886.t1
OG0004945	acastellanii_g4553.t1	bc2001_g9074.t1
OG0004947	acastellanii_g4568.t1	bc2001_g7391.t1
OG0004949	acastellanii_g4601.t1	bc2001_g11878.t1
OG0004950	acastellanii_g4602.t1	bc2001_g11887.t1
OG0004952	acastellanii_g4610.t1	bc2001_g215.t1
OG0004953	acastellanii_g4617.t1	bc2001_g8537.t1
OG0004954	acastellanii_g4618.t1	bc2001_g10685.t1
OG0004955	acastellanii_g4621.t1	bc2001_g8436.t1
OG0004956	acastellanii_g4621.t2	bc2001_g7770.t1, bc2001_g7770.t2
OG0004957	acastellanii_g4623.t1	bc2001_g5113.t1
OG0004958	acastellanii_g4480.t1	bc2001_g18071.t1
OG0004959	acastellanii_g4487.t1	bc2001_g17793.t1
OG0004960	acastellanii_g4490.t1	bc2001_g17582.t1
OG0004961	acastellanii_g4491.t1	bc2001_g4443.t1
OG0004962	acastellanii_g4386.t1	bc2001_g9019.t2, bc2001_g9019.t1
OG0004963	acastellanii_g4388.t1	bc2001_g8791.t1
OG0004964	acastellanii_g4447.t1	bc2001_g17478.t1
OG0004967	acastellanii_g4068.t1	bc2001_g2273.t1
OG0004968	acastellanii_g4073.t1, acastellanii_g4075.t1	bc2001_g17264.t1
OG0004969	acastellanii_g4095.t1	bc2001_g2284.t1
OG0004970	acastellanii_g4132.t1	bc2001_g10058.t1
OG0004971	acastellanii_g3721.t1, acastellanii_g4154.t1, acastellanii_g4154.t2	bc2001_g17496.t1
OG0004972	acastellanii_g4157.t1	bc2001_g13198.t1
OG0004973	acastellanii_g4175.t1	bc2001_g14009.t1
OG0004975	acastellanii_g4203.t1	bc2001_g2327.t1
OG0004976	acastellanii_g4206.t1	bc2001_g14418.t1
OG0004977	acastellanii_g4227.t1	bc2001_g6108.t1
OG0004978	acastellanii_g4238.t1	bc2001_g14833.t1
OG0004979	acastellanii_g4246.t1	bc2001_g9117.t1
OG0004980	acastellanii_g4247.t1	bc2001_g963.t1
OG0004981	acastellanii_g4272.t1	bc2001_g2138.t1
OG0004982	acastellanii_g4274.t1	bc2001_g11893.t1
