Orthogroup	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
OG0025891				dicty_g10403.t1	
OG0025892				dicty_g10428.t1	
OG0025893				dicty_g10443.t1	
OG0025894				dicty_g10449.t1	
OG0025895				dicty_g10450.t1	
OG0025896				dicty_g10455.t1	
OG0025897				dicty_g10462.t1	
OG0025898				dicty_g10481.t1	
OG0025899				dicty_g10482.t1	
OG0025900				dicty_g10485.t1	
OG0025901				dicty_g10495.t1	
OG0025902				dicty_g10499.t1	
OG0025903				dicty_g10504.t1	
OG0025904				dicty_g10505.t1	
OG0025905				dicty_g10519.t1	
OG0025906				dicty_g10525.t1	
OG0025907				dicty_g10526.t1	
OG0025908				dicty_g10530.t1	
OG0025909				dicty_g10534.t1	
OG0025910				dicty_g10535.t1	
OG0025911				dicty_g10536.t1	
OG0025912				dicty_g10537.t1	
OG0025913				dicty_g10543.t1	
OG0025914				dicty_g10544.t1	
OG0025915				dicty_g10545.t1	
OG0025916				dicty_g10555.t1	
OG0025917				dicty_g10559.t1	
OG0025918				dicty_g10563.t1	
OG0025919				dicty_g10567.t1	
OG0025920				dicty_g10568.t1	
OG0025921				dicty_g10575.t1	
OG0025922				dicty_g10593.t1	
OG0025923				dicty_g10598.t1	
OG0025924				dicty_g10599.t1	
OG0025925				dicty_g10605.t1	
OG0025926				dicty_g10607.t1	
OG0025927				dicty_g10608.t1	
OG0025928				dicty_g10614.t1	
OG0025929				dicty_g10622.t1	
OG0025930				dicty_g10626.t1	
OG0025931				dicty_g10627.t1	
OG0025932				dicty_g10637.t1	
OG0025933				dicty_g10639.t1	
OG0025934				dicty_g10642.t1	
OG0025935				dicty_g10644.t1	
OG0025936				dicty_g10647.t1	
OG0025937				dicty_g10653.t1	
OG0025938				dicty_g10654.t1	
OG0025939				dicty_g10655.t1	
OG0025940				dicty_g10664.t1	
OG0025941				dicty_g10665.t1	
OG0025942				dicty_g10670.t1	
OG0025943				dicty_g10676.t1	
OG0025944				dicty_g10677.t1	
OG0025945				dicty_g10684.t1	
OG0025946				dicty_g10695.t1	
OG0025947				dicty_g10696.t1	
OG0025948				dicty_g10702.t1	
OG0025949				dicty_g10705.t1	
OG0025950				dicty_g10706.t1	
OG0025951				dicty_g10713.t1	
OG0025952				dicty_g10714.t1	
OG0025953				dicty_g10731.t1	
OG0025954				dicty_g10732.t1	
OG0025955				dicty_g10733.t1	
OG0025956				dicty_g10734.t1	
OG0025957				dicty_g10753.t1	
OG0025958				dicty_g10761.t1	
OG0025959				dicty_g10767.t1	
OG0025960				dicty_g10770.t1	
OG0025961				dicty_g10781.t1	
OG0025962				dicty_g10783.t1	
OG0025963				dicty_g10805.t1	
OG0025964				dicty_g10809.t1	
OG0025965				dicty_g10828.t1	
OG0025966				dicty_g10832.t1	
OG0025967				dicty_g10835.t1	
OG0025968				dicty_g10838.t1	
OG0025969				dicty_g10839.t1	
OG0025970				dicty_g10851.t1	
OG0025971				dicty_g10854.t1	
OG0025972				dicty_g10857.t1	
OG0025973				dicty_g10858.t1	
OG0025974				dicty_g10863.t1	
OG0025975				dicty_g10865.t1	
OG0025976				dicty_g10867.t1	
OG0025977				dicty_g10868.t1	
OG0025978				dicty_g10876.t1	
OG0025979				dicty_g10877.t1	
OG0025980				dicty_g10879.t1	
OG0025981				dicty_g10880.t1	
OG0025982				dicty_g10902.t1	
OG0025983				dicty_g10903.t1	
OG0025984				dicty_g10908.t1	
OG0025985				dicty_g10914.t1	
OG0025986				dicty_g10917.t1	
OG0025987				dicty_g10924.t1	
OG0025988				dicty_g10927.t1	
OG0025989				dicty_g10928.t1	
OG0025990				dicty_g10932.t1	
OG0025991				dicty_g10933.t1	
OG0025992				dicty_g10943.t1	
OG0025993				dicty_g10952.t1	
OG0025994				dicty_g10957.t1	
OG0025995				dicty_g10970.t1	
OG0025996				dicty_g10973.t1	
OG0025997				dicty_g10974.t1	
OG0025998				dicty_g10976.t1	
OG0025999				dicty_g10978.t1	
OG0026000				dicty_g10985.t1	
OG0026001				dicty_g10996.t1	
OG0026002				dicty_g11006.t1	
OG0026003				dicty_g11011.t1	
OG0026004				dicty_g11018.t1	
OG0026005				dicty_g11026.t1	
OG0026006				dicty_g11031.t1	
OG0026007				dicty_g11033.t1	
OG0026008				dicty_g11049.t1	
OG0026009				dicty_g11050.t1	
OG0026010				dicty_g11053.t1	
OG0026011				dicty_g11055.t1	
OG0026012				dicty_g11060.t1	
OG0026013				dicty_g11065.t1	
OG0026014				dicty_g11070.t1	
OG0026015				dicty_g11075.t1	
OG0026016				dicty_g11078.t1	
OG0026017				dicty_g11079.t1	
OG0026018				dicty_g11080.t1	
OG0026019				dicty_g11085.t1	
OG0026020				dicty_g11089.t1	
OG0026021				dicty_g11094.t1	
OG0026022				dicty_g11095.t1	
OG0026023				dicty_g11098.t1	
OG0026024				dicty_g11102.t1	
OG0026025				dicty_g11105.t1	
OG0026026				dicty_g11112.t1	
OG0026027				dicty_g11121.t1	
OG0026028				dicty_g11127.t1	
OG0026029				dicty_g11136.t1	
OG0026030				dicty_g11139.t1	
OG0026031				dicty_g11144.t1	
OG0026032				dicty_g11147.t1	
OG0026033				dicty_g11148.t1	
OG0026034				dicty_g11150.t1	
OG0026035				dicty_g11152.t1	
OG0026036				dicty_g11158.t1	
OG0026037				dicty_g11159.t1	
OG0026038				dicty_g11163.t1	
OG0026039				dicty_g11167.t1	
OG0026040				dicty_g11177.t1	
OG0026041				dicty_g11184.t1	
OG0026042				dicty_g11185.t1	
OG0026043				dicty_g11188.t1	
OG0026044				dicty_g11189.t1	
OG0026045				dicty_g11201.t1	
OG0026046				dicty_g11202.t1	
OG0026047				dicty_g11205.t1	
OG0026048				dicty_g11214.t1	
OG0026049				dicty_g11217.t1	
OG0026050				dicty_g11223.t1	
OG0026051				dicty_g11228.t1	
OG0026052				dicty_g11239.t1	
OG0026053				dicty_g11240.t1	
OG0026054				dicty_g11251.t1	
OG0026055				dicty_g11252.t1	
OG0026056				dicty_g11262.t1	
OG0026057				dicty_g11264.t1	
OG0026058				dicty_g11268.t1	
OG0026059				dicty_g11269.t1	
OG0026060				dicty_g11270.t1	
OG0026061				dicty_g11271.t1	
OG0026062				dicty_g11275.t1	
OG0026063				dicty_g11280.t1	
OG0026064				dicty_g11293.t1	
OG0026065				dicty_g11295.t2	
OG0026066				dicty_g11296.t1	
OG0026067				dicty_g11308.t1	
OG0026068				dicty_g11314.t1	
OG0026069				dicty_g11317.t1	
OG0026070				dicty_g11325.t1	
OG0026071				dicty_g11334.t1	
OG0026072				dicty_g11347.t1	
OG0026073				dicty_g11349.t1	
OG0026074				dicty_g11353.t1	
OG0026075				dicty_g11357.t1	
OG0026076				dicty_g11358.t1	
OG0026077				dicty_g11360.t1	
OG0026078				dicty_g11362.t1	
OG0026079				dicty_g11367.t1	
OG0026080				dicty_g11371.t1	
OG0026081				dicty_g11372.t1	
OG0026082				dicty_g11376.t1	
OG0026083				dicty_g11385.t1	
OG0026084				dicty_g11390.t1	
OG0026085				dicty_g11391.t1	
OG0026086				dicty_g11401.t1	
OG0026087				dicty_g11408.t1	
OG0026088				dicty_g11410.t1	
OG0026089				dicty_g11412.t1	
OG0026090				dicty_g11415.t1	
OG0026091				dicty_g11416.t1	
OG0026092				dicty_g11418.t1	
OG0026093				dicty_g11419.t1	
OG0026094				dicty_g11430.t1	
OG0026095				dicty_g11431.t1	
OG0026096				dicty_g11432.t1	
OG0026097				dicty_g11433.t1	
OG0026098				dicty_g11440.t1	
OG0026099				dicty_g11442.t1	
OG0026100				dicty_g11443.t1	
OG0026101				dicty_g11448.t1	
OG0026102				dicty_g11457.t1	
OG0026103				dicty_g11475.t1	
OG0026104				dicty_g11476.t1	
OG0026105				dicty_g11479.t1	
OG0026106				dicty_g11481.t1	
OG0026107				dicty_g11487.t1	
OG0026108				dicty_g25.t1	
OG0026109				dicty_g27.t1	
OG0026110				dicty_g28.t1	
OG0026111				dicty_g11530.t1	
OG0026112				dicty_g11563.t1	
OG0026113				dicty_g11564.t1	
OG0026114				dicty_g11517.t1	
OG0026115				dicty_g11509.t1	
OG0026116				dicty_g11503.t1	
OG0026117				dicty_g11496.t1	
OG0026118				dicty_g11549.t1	
OG0026119				dicty_g11550.t1	
OG0026120				dicty_g11545.t1	
OG0026121				dicty_g1.t1	
OG0026122				dicty_g2.t1	
OG0026123				dicty_g5.t1	
OG0026124				dicty_g6.t1	
OG0026125				dicty_g7.t1	
OG0026126				dicty_g8.t1	
OG0026127				dicty_g9.t1	
OG0026128				dicty_g10.t1	
OG0026129				dicty_g11.t1	
OG0026130				dicty_g12.t1	
OG0026131				dicty_g13.t1	
OG0026132				dicty_g14.t1	
OG0026133				dicty_g15.t1	
OG0026134				dicty_g16.t1	
OG0026135				dicty_g17.t1	
OG0026136				dicty_g19.t1	
OG0026137				dicty_g20.t1	
OG0026138				dicty_g21.t1	
OG0026139				dicty_g22.t1	
OG0026140				dicty_g23.t1	
OG0026141				dicty_g24.t1	
OG0026142					vverm_g5633.t1
OG0026143					vverm_g5634.t1
OG0026144					vverm_g5635.t1
OG0026145					vverm_g5638.t1
OG0026146					vverm_g5640.t1
OG0026147					vverm_g5649.t1
OG0026148					vverm_g5658.t1
OG0026149					vverm_g5659.t1
OG0026150					vverm_g5664.t1
OG0026151					vverm_g12131.t1
OG0026152					vverm_g12142.t1
OG0026153					vverm_g12145.t1
OG0026154					vverm_g12152.t1
OG0026155					vverm_g12154.t1
OG0026156					vverm_g12162.t1
OG0026157					vverm_g12167.t1
OG0026158					vverm_g12172.t1
OG0026159					vverm_g12175.t1
OG0026160					vverm_g12187.t1
OG0026161					vverm_g12203.t1
OG0026162					vverm_g12205.t1
OG0026163					vverm_g12225.t1
OG0026164					vverm_g12230.t1
OG0026165					vverm_g12238.t1
OG0026166					vverm_g12241.t1
OG0026167					vverm_g12242.t1
OG0026168					vverm_g12243.t1
OG0026169					vverm_g12247.t1
OG0026170					vverm_g12256.t1
OG0026171					vverm_g12265.t1
OG0026172					vverm_g12269.t1
OG0026173					vverm_g12280.t1
OG0026174					vverm_g12287.t1
OG0026175					vverm_g12298.t1
OG0026176					vverm_g12306.t1
OG0026177					vverm_g12313.t1
OG0026178					vverm_g12314.t1
OG0026179					vverm_g12319.t1
OG0026180					vverm_g12325.t1
OG0026181					vverm_g12327.t1
OG0026182					vverm_g12329.t1
OG0026183					vverm_g12336.t1
OG0026184					vverm_g13503.t1
OG0026185					vverm_g14425.t1
OG0026186					vverm_g14438.t1
OG0026187					vverm_g14446.t1
OG0026188					vverm_g14465.t1
OG0026189					vverm_g14474.t1
OG0026190					vverm_g14475.t1
OG0026191					vverm_g14484.t1
OG0026192					vverm_g14499.t1
OG0026193					vverm_g14506.t1
OG0026194					vverm_g14513.t1
OG0026195					vverm_g14521.t1
OG0026196					vverm_g14528.t1
OG0026197					vverm_g14532.t1
OG0026198					vverm_g14539.t1
OG0026199					vverm_g15928.t1
OG0026200					vverm_g15929.t1
OG0026201					vverm_g15935.t1
OG0026202					vverm_g15939.t1
OG0026203					vverm_g15947.t1
OG0026204					vverm_g15948.t1
OG0026205					vverm_g15951.t1
OG0026206					vverm_g15953.t1
OG0026207					vverm_g15978.t1
OG0026208					vverm_g15979.t1
OG0026209					vverm_g15984.t1
OG0026210					vverm_g15987.t1
OG0026211					vverm_g15989.t1
OG0026212					vverm_g15994.t1
OG0026213					vverm_g15999.t1
OG0026214					vverm_g16001.t1
OG0026215					vverm_g16002.t1
OG0026216					vverm_g16020.t1
OG0026217					vverm_g16567.t1
OG0026218					vverm_g744.t1
OG0026219					vverm_g746.t1
OG0026220					vverm_g771.t1
OG0026221					vverm_g809.t1
OG0026222					vverm_g824.t1
OG0026223					vverm_g825.t1
OG0026224					vverm_g828.t1
OG0026225					vverm_g829.t1
OG0026226					vverm_g832.t1
OG0026227					vverm_g836.t1
OG0026228					vverm_g838.t1
OG0026229					vverm_g845.t1
OG0026230					vverm_g850.t1
OG0026231					vverm_g857.t1
OG0026232					vverm_g858.t1
OG0026233					vverm_g876.t1
OG0026234					vverm_g878.t1
OG0026235					vverm_g885.t1
OG0026236					vverm_g903.t1
OG0026237					vverm_g905.t1
OG0026238					vverm_g912.t1
OG0026239					vverm_g913.t1
OG0026240					vverm_g914.t1
OG0026241					vverm_g917.t1
OG0026242					vverm_g932.t1
OG0026243					vverm_g955.t1
OG0026244					vverm_g973.t1
OG0026245					vverm_g986.t1
OG0026246					vverm_g992.t2
OG0026247					vverm_g1012.t1
OG0026248					vverm_g1013.t1
OG0026249					vverm_g1342.t1
OG0026250					vverm_g1345.t1
OG0026251					vverm_g1347.t1
OG0026252					vverm_g1377.t1
OG0026253					vverm_g1380.t1
OG0026254					vverm_g1385.t1
OG0026255					vverm_g1386.t1
OG0026256					vverm_g1387.t1
OG0026257					vverm_g1390.t1
OG0026258					vverm_g1392.t1
OG0026259					vverm_g1393.t1
OG0026260					vverm_g1399.t1
OG0026261					vverm_g1400.t1
OG0026262					vverm_g1404.t1
OG0026263					vverm_g1412.t1
OG0026264					vverm_g1416.t1
OG0026265					vverm_g2398.t1
OG0026266					vverm_g2406.t1
OG0026267					vverm_g2410.t1
OG0026268					vverm_g2412.t1
OG0026269					vverm_g2439.t1
OG0026270					vverm_g2444.t1
OG0026271					vverm_g2447.t1
OG0026272					vverm_g2468.t1
OG0026273					vverm_g2472.t1
OG0026274					vverm_g2481.t1
OG0026275					vverm_g2482.t1
OG0026276					vverm_g2488.t1
OG0026277					vverm_g2500.t1
OG0026278					vverm_g2508.t1
OG0026279					vverm_g2519.t1
OG0026280					vverm_g2521.t1
OG0026281					vverm_g2539.t1
OG0026282					vverm_g2540.t1
OG0026283					vverm_g2546.t1
OG0026284					vverm_g2549.t1
OG0026285					vverm_g2562.t1
OG0026286					vverm_g2565.t1
OG0026287					vverm_g2571.t1
OG0026288					vverm_g2582.t1
OG0026289					vverm_g2591.t1
OG0026290					vverm_g2594.t1
OG0026291					vverm_g2607.t1
OG0026292					vverm_g2617.t1
OG0026293					vverm_g2618.t1
OG0026294					vverm_g2627.t1
OG0026295					vverm_g2636.t1
OG0026296					vverm_g2656.t1
OG0026297					vverm_g2662.t1
OG0026298					vverm_g2663.t1
OG0026299					vverm_g2667.t1
OG0026300					vverm_g2668.t1
OG0026301					vverm_g2675.t1
OG0026302					vverm_g4520.t1
OG0026303					vverm_g4522.t1
OG0026304					vverm_g4535.t1
OG0026305					vverm_g5374.t1
OG0026306					vverm_g7239.t1
OG0026307					vverm_g7246.t1
OG0026308					vverm_g7252.t1
OG0026309					vverm_g7253.t1
OG0026310					vverm_g7255.t1
OG0026311					vverm_g7258.t1
OG0026312					vverm_g7276.t1
OG0026313					vverm_g7284.t1
OG0026314					vverm_g9696.t1
OG0026315					vverm_g10587.t1
OG0026316					vverm_g10590.t1
OG0026317					vverm_g10593.t1
OG0026318					vverm_g10597.t1
OG0026319					vverm_g10603.t1
OG0026320					vverm_g10607.t1
OG0026321					vverm_g10612.t1
OG0026322					vverm_g10613.t1
OG0026323					vverm_g10615.t1
OG0026324					vverm_g10617.t1
OG0026325					vverm_g11341.t1
OG0026326					vverm_g12348.t1
OG0026327					vverm_g12349.t1
OG0026328					vverm_g12352.t1
OG0026329					vverm_g12354.t1
OG0026330					vverm_g12365.t1
OG0026331					vverm_g12378.t1
OG0026332					vverm_g12394.t1
OG0026333					vverm_g12442.t1
OG0026334					vverm_g12458.t1
OG0026335					vverm_g12463.t1
OG0026336					vverm_g12466.t1
OG0026337					vverm_g12467.t1
OG0026338					vverm_g12481.t1
OG0026339					vverm_g12493.t1
OG0026340					vverm_g12494.t1
OG0026341					vverm_g13300.t1
OG0026342					vverm_g13304.t1
OG0026343					vverm_g13310.t1
OG0026344					vverm_g13315.t1
OG0026345					vverm_g13328.t1
OG0026346					vverm_g13337.t1
OG0026347					vverm_g13343.t1
OG0026348					vverm_g13349.t1
OG0026349					vverm_g13354.t1
OG0026350					vverm_g13363.t1
OG0026351					vverm_g13376.t1
OG0026352					vverm_g13395.t1
OG0026353					vverm_g13396.t1
OG0026354					vverm_g13398.t1
OG0026355					vverm_g13406.t1
OG0026356					vverm_g13412.t1
OG0026357					vverm_g13413.t1
OG0026358					vverm_g13415.t1
OG0026359					vverm_g13443.t1
OG0026360					vverm_g13447.t1
OG0026361					vverm_g13448.t1
OG0026362					vverm_g13456.t1
OG0026363					vverm_g13458.t1
OG0026364					vverm_g13459.t1
OG0026365					vverm_g13470.t1
OG0026366					vverm_g13480.t1
OG0026367					vverm_g13488.t1
OG0026368					vverm_g13512.t1
OG0026369					vverm_g13540.t1
OG0026370					vverm_g13541.t1
OG0026371					vverm_g13542.t1
OG0026372					vverm_g13543.t1
OG0026373					vverm_g13546.t1
OG0026374					vverm_g13547.t1
OG0026375					vverm_g13548.t1
OG0026376					vverm_g13549.t1
OG0026377					vverm_g13550.t1
OG0026378					vverm_g13551.t1
OG0026379					vverm_g13552.t1
OG0026380					vverm_g13553.t1
OG0026381					vverm_g13554.t1
OG0026382					vverm_g13555.t1
OG0026383					vverm_g13556.t1
OG0026384					vverm_g13557.t1
OG0026385					vverm_g13558.t1
OG0026386					vverm_g13559.t1
OG0026387					vverm_g13562.t1
OG0026388					vverm_g13564.t1
OG0026389					vverm_g13569.t1
OG0026390					vverm_g13574.t1
OG0026391					vverm_g13591.t2
OG0026392					vverm_g13600.t1
OG0026393					vverm_g13607.t1
OG0026394					vverm_g13609.t1
OG0026395					vverm_g13615.t1
OG0026396					vverm_g13618.t1
OG0026397					vverm_g13620.t1
OG0026398					vverm_g13629.t1
OG0026399					vverm_g13630.t1
OG0026400					vverm_g13631.t1
OG0026401					vverm_g13641.t1
OG0026402					vverm_g13647.t1
OG0026403					vverm_g13658.t1
OG0026404					vverm_g13672.t1
OG0026405					vverm_g13685.t1
OG0026406					vverm_g13711.t1
OG0026407					vverm_g13728.t1
OG0026408					vverm_g13735.t1
OG0026409					vverm_g13736.t1
OG0026410					vverm_g13737.t1
OG0026411					vverm_g13757.t1
OG0026412					vverm_g13771.t1
OG0026413					vverm_g13777.t1
OG0026414					vverm_g13778.t1
OG0026415					vverm_g13802.t1
OG0026416					vverm_g13812.t1
OG0026417					vverm_g13813.t1
OG0026418					vverm_g13832.t1
OG0026419					vverm_g13836.t1
OG0026420					vverm_g13846.t1
OG0026421					vverm_g13853.t1
OG0026422					vverm_g13854.t1
OG0026423					vverm_g13858.t1
OG0026424					vverm_g13908.t1
OG0026425					vverm_g13916.t1
OG0026426					vverm_g13941.t1
OG0026427					vverm_g13949.t1
OG0026428					vverm_g13963.t1
OG0026429					vverm_g13964.t1
OG0026430					vverm_g13969.t1
OG0026431					vverm_g13973.t1
OG0026432					vverm_g13975.t1
OG0026433					vverm_g13976.t1
OG0026434					vverm_g13980.t1
OG0026435					vverm_g13983.t1
OG0026436					vverm_g14005.t1
OG0026437					vverm_g14009.t1
OG0026438					vverm_g14068.t1
OG0026439					vverm_g14086.t1
OG0026440					vverm_g14097.t1
OG0026441					vverm_g14109.t1
OG0026442					vverm_g14123.t1
OG0026443					vverm_g14125.t1
OG0026444					vverm_g14128.t1
OG0026445					vverm_g14129.t1
OG0026446					vverm_g14130.t1
OG0026447					vverm_g14141.t1
OG0026448					vverm_g14144.t1
OG0026449					vverm_g14145.t1
OG0026450					vverm_g14146.t1
OG0026451					vverm_g14150.t1
OG0026452					vverm_g14151.t1
OG0026453					vverm_g14157.t1
OG0026454					vverm_g14161.t1
OG0026455					vverm_g14171.t1
OG0026456					vverm_g14178.t1
OG0026457					vverm_g14181.t1
OG0026458					vverm_g14184.t1
OG0026459					vverm_g14185.t1
OG0026460					vverm_g14187.t1
OG0026461					vverm_g14189.t1
OG0026462					vverm_g14190.t1
OG0026463					vverm_g14196.t1
OG0026464					vverm_g14201.t1
OG0026465					vverm_g14211.t1
OG0026466					vverm_g14212.t1
OG0026467					vverm_g14214.t1
OG0026468					vverm_g14223.t1
OG0026469					vverm_g14225.t1
OG0026470					vverm_g14251.t1
OG0026471					vverm_g14256.t1
OG0026472					vverm_g14257.t1
OG0026473					vverm_g14260.t1
OG0026474					vverm_g14261.t1
OG0026475					vverm_g14267.t1
OG0026476					vverm_g14275.t1
OG0026477					vverm_g14280.t1
OG0026478					vverm_g14282.t1
OG0026479					vverm_g14300.t1
OG0026480					vverm_g14304.t1
OG0026481					vverm_g14309.t1
OG0026482					vverm_g14310.t1
OG0026483					vverm_g14312.t1
OG0026484					vverm_g14314.t1
OG0026485					vverm_g14330.t1
OG0026486					vverm_g14333.t1
OG0026487					vverm_g14340.t1
OG0026488					vverm_g14342.t1
OG0026489					vverm_g14343.t1
OG0026490					vverm_g14346.t1
OG0026491					vverm_g14351.t1
OG0026492					vverm_g14356.t1
OG0026493					vverm_g14359.t1
OG0026494					vverm_g14370.t1
OG0026495					vverm_g14378.t1
OG0026496					vverm_g14379.t1
OG0026497					vverm_g14380.t1
OG0026498					vverm_g14384.t1
OG0026499					vverm_g14385.t1
OG0026500					vverm_g14386.t1
OG0026501					vverm_g14387.t1
OG0026502					vverm_g14388.t1
OG0026503					vverm_g14390.t1
OG0026504					vverm_g14391.t1
OG0026505					vverm_g14392.t1
OG0026506					vverm_g14395.t1
OG0026507					vverm_g14397.t1
OG0026508					vverm_g14398.t1
OG0026509					vverm_g14402.t1
OG0026510					vverm_g14404.t1
OG0026511					vverm_g14419.t1
OG0026512					vverm_g14562.t1
OG0026513					vverm_g14569.t1
OG0026514					vverm_g14571.t1
OG0026515					vverm_g14573.t1
OG0026516					vverm_g14574.t1
OG0026517					vverm_g14575.t1
OG0026518					vverm_g14594.t1
OG0026519					vverm_g14595.t1
OG0026520					vverm_g14597.t1
OG0026521					vverm_g14611.t1
OG0026522					vverm_g14618.t1
OG0026523					vverm_g14619.t1
OG0026524					vverm_g14625.t1
OG0026525					vverm_g14627.t1
OG0026526					vverm_g14629.t1
OG0026527					vverm_g14643.t1
OG0026528					vverm_g14644.t1
OG0026529					vverm_g14650.t1
OG0026530					vverm_g14652.t1
OG0026531					vverm_g14657.t1
OG0026532					vverm_g14659.t1
OG0026533					vverm_g14661.t1
OG0026534					vverm_g14683.t1
OG0026535					vverm_g14723.t1
OG0026536					vverm_g14724.t1
OG0026537					vverm_g14727.t1
OG0026538					vverm_g14732.t1
OG0026539					vverm_g14754.t1
OG0026540					vverm_g14771.t1
OG0026541					vverm_g14774.t1
OG0026542					vverm_g14790.t1
OG0026543					vverm_g14811.t1
OG0026544					vverm_g14827.t1
OG0026545					vverm_g14831.t1
OG0026546					vverm_g14836.t1
OG0026547					vverm_g14845.t1
OG0026548					vverm_g14846.t1
OG0026549					vverm_g14895.t1
OG0026550					vverm_g14896.t1
OG0026551					vverm_g14903.t1
OG0026552					vverm_g14910.t1
OG0026553					vverm_g14912.t1
OG0026554					vverm_g14918.t1
OG0026555					vverm_g14920.t1
OG0026556					vverm_g14928.t1
OG0026557					vverm_g14946.t1
OG0026558					vverm_g14953.t1
OG0026559					vverm_g14956.t1
OG0026560					vverm_g14957.t1
OG0026561					vverm_g14960.t1
OG0026562					vverm_g14967.t1
OG0026563					vverm_g14969.t1
OG0026564					vverm_g14984.t1
OG0026565					vverm_g14988.t1
OG0026566					vverm_g14989.t1
OG0026567					vverm_g15024.t1
OG0026568					vverm_g15036.t1
OG0026569					vverm_g15037.t1
OG0026570					vverm_g15040.t1
OG0026571					vverm_g15042.t1
OG0026572					vverm_g15056.t1
OG0026573					vverm_g15061.t1
OG0026574					vverm_g15067.t1
OG0026575					vverm_g15071.t1
OG0026576					vverm_g15072.t1
OG0026577					vverm_g15074.t1
OG0026578					vverm_g15083.t1
OG0026579					vverm_g15087.t1
OG0026580					vverm_g15099.t1
OG0026581					vverm_g15103.t1
OG0026582					vverm_g15105.t1
OG0026583					vverm_g15108.t1
OG0026584					vverm_g15117.t1
OG0026585					vverm_g15119.t1
OG0026586					vverm_g15120.t1
OG0026587					vverm_g15121.t1
OG0026588					vverm_g15132.t1
OG0026589					vverm_g15135.t1
OG0026590					vverm_g15147.t1
OG0026591					vverm_g15148.t1
OG0026592					vverm_g15221.t1
OG0026593					vverm_g15225.t1
OG0026594					vverm_g15226.t1
OG0026595					vverm_g15227.t1
OG0026596					vverm_g15228.t1
OG0026597					vverm_g15230.t1
OG0026598					vverm_g15236.t1
OG0026599					vverm_g15237.t1
OG0026600					vverm_g15241.t1
OG0026601					vverm_g15250.t1
OG0026602					vverm_g15255.t1
OG0026603					vverm_g15259.t1
OG0026604					vverm_g15284.t1
OG0026605					vverm_g15290.t1
OG0026606					vverm_g15297.t1
OG0026607					vverm_g15299.t3
OG0026608					vverm_g15302.t1
OG0026609					vverm_g15305.t1
OG0026610					vverm_g15312.t1
OG0026611					vverm_g15342.t1
OG0026612					vverm_g15346.t1
OG0026613					vverm_g15347.t1
OG0026614					vverm_g15351.t1
OG0026615					vverm_g15358.t1
OG0026616					vverm_g15373.t1
OG0026617					vverm_g15375.t1
OG0026618					vverm_g15376.t1
OG0026619					vverm_g15383.t1
OG0026620					vverm_g15393.t1
OG0026621					vverm_g15396.t1
OG0026622					vverm_g15401.t1
OG0026623					vverm_g15404.t1
OG0026624					vverm_g15408.t1
OG0026625					vverm_g15415.t1
OG0026626					vverm_g15432.t1
OG0026627					vverm_g15443.t1
OG0026628					vverm_g15457.t1
OG0026629					vverm_g15460.t1
OG0026630					vverm_g15463.t1
OG0026631					vverm_g15470.t1
OG0026632					vverm_g15485.t1
OG0026633					vverm_g15487.t1
OG0026634					vverm_g15506.t1
OG0026635					vverm_g15526.t1
OG0026636					vverm_g15534.t1
OG0026637					vverm_g15555.t1
OG0026638					vverm_g15557.t1
OG0026639					vverm_g15563.t1
OG0026640					vverm_g15565.t1
OG0026641					vverm_g15583.t1
OG0026642					vverm_g15585.t1
OG0026643					vverm_g15590.t1
OG0026644					vverm_g15599.t1
OG0026645					vverm_g15602.t1
OG0026646					vverm_g15603.t1
OG0026647					vverm_g15624.t1
OG0026648					vverm_g15624.t2
OG0026649					vverm_g15632.t1
OG0026650					vverm_g15642.t1
OG0026651					vverm_g15655.t1
OG0026652					vverm_g15672.t1
OG0026653					vverm_g15674.t1
OG0026654					vverm_g15686.t1
OG0026655					vverm_g15697.t1
OG0026656					vverm_g15699.t1
OG0026657					vverm_g15734.t1
OG0026658					vverm_g15735.t1
OG0026659					vverm_g15739.t1
OG0026660					vverm_g15740.t1
OG0026661					vverm_g15743.t1
OG0026662					vverm_g15747.t1
OG0026663					vverm_g15754.t1
OG0026664					vverm_g15773.t1
OG0026665					vverm_g15783.t1
OG0026666					vverm_g15785.t1
OG0026667					vverm_g15786.t1
OG0026668					vverm_g15805.t1
OG0026669					vverm_g15806.t1
OG0026670					vverm_g15807.t1
OG0026671					vverm_g15810.t1
OG0026672					vverm_g15829.t1
OG0026673					vverm_g15831.t1
OG0026674					vverm_g15836.t1
OG0026675					vverm_g15840.t1
OG0026676					vverm_g15842.t1
OG0026677					vverm_g15846.t1
OG0026678					vverm_g15872.t1
OG0026679					vverm_g15876.t1
OG0026680					vverm_g15887.t1
OG0026681					vverm_g15889.t1
OG0026682					vverm_g15893.t1
OG0026683					vverm_g16039.t1
OG0026684					vverm_g16068.t1
OG0026685					vverm_g16086.t1
OG0026686					vverm_g16088.t1
OG0026687					vverm_g16090.t1
OG0026688					vverm_g16109.t1
OG0026689					vverm_g16121.t1
OG0026690					vverm_g16135.t1
OG0026691					vverm_g16137.t1
OG0026692					vverm_g16139.t1
OG0026693					vverm_g16144.t1
OG0026694					vverm_g16145.t1
OG0026695					vverm_g16150.t1
OG0026696					vverm_g16151.t1
OG0026697					vverm_g16152.t1
OG0026698					vverm_g16155.t1
