Orthogroup	vvermcdc19_braker	dicty_braker
OG0004719	vverm_g14450.t1	dicty_g3517.t1
OG0004720	vverm_g12157.t1	dicty_g9069.t1
OG0004721	vverm_g4341.t1	dicty_g7007.t1
OG0004722	vverm_g7033.t1	dicty_g4632.t1
OG0004724	vverm_g11536.t1	dicty_g7806.t1
OG0004725	vverm_g1180.t1	dicty_g3639.t1
OG0004726	vverm_g16250.t1	dicty_g6565.t1
OG0004727	vverm_g976.t1	dicty_g4625.t1
OG0004728	vverm_g8332.t1	dicty_g7063.t1
OG0004729	vverm_g4228.t1	dicty_g10799.t1
OG0004730	vverm_g15671.t1	dicty_g6703.t1
OG0004731	vverm_g16395.t1	dicty_g8742.t1
OG0004732	vverm_g354.t1	dicty_g9183.t1
OG0004733	vverm_g1276.t1	dicty_g5933.t1
OG0004734	vverm_g6011.t1	dicty_g914.t1
OG0004735	vverm_g6012.t1	dicty_g10845.t1
OG0004736	vverm_g6013.t1	dicty_g10213.t1
OG0004737	vverm_g6051.t1	dicty_g10382.t1
OG0004738	vverm_g11469.t1	dicty_g10479.t1
OG0004739	vverm_g5804.t1	dicty_g11096.t1
OG0004740	vverm_g6489.t1	dicty_g9346.t1
OG0004741	vverm_g6331.t1	dicty_g3677.t1
OG0004742	vverm_g7016.t1, vverm_g7016.t2	dicty_g11306.t1
OG0004743	vverm_g8158.t1	dicty_g10656.t1
OG0004744	vverm_g5890.t2, vverm_g14046.t1, vverm_g14046.t2	dicty_g11030.t1
OG0004745	vverm_g3760.t1	dicty_g10965.t1
OG0004747	vverm_g8188.t1	dicty_g6091.t1
OG0004748	vverm_g13403.t1	dicty_g10905.t1
OG0004750	vverm_g13944.t1	dicty_g1601.t1
OG0004751	vverm_g9627.t1	dicty_g9504.t1
OG0004752	vverm_g12105.t1	dicty_g681.t1
OG0004755	vverm_g16832.t1	dicty_g2162.t1
OG0004758	vverm_g16852.t1	dicty_g2163.t1
OG0004759	vverm_g14373.t1	dicty_g8150.t1, dicty_g8150.t2
OG0004761	vverm_g12229.t1	dicty_g7240.t1
OG0004762	vverm_g12100.t1	dicty_g2402.t1
OG0004763	vverm_g16757.t1	dicty_g6754.t1
OG0004765	vverm_g10817.t1	dicty_g1371.t1
OG0004766	vverm_g10977.t1	dicty_g3029.t1
OG0004767	vverm_g4196.t1	dicty_g952.t1
OG0004768	vverm_g13874.t1, vverm_g6726.t1	dicty_g10689.t1
OG0004769	vverm_g11013.t1	dicty_g3744.t1
OG0004772	vverm_g8968.t1	dicty_g356.t1
OG0004773	vverm_g712.t1	dicty_g4952.t1
OG0004774	vverm_g16499.t2, vverm_g16499.t1	dicty_g4809.t1, dicty_g4809.t2
OG0004775	vverm_g2249.t1	dicty_g7068.t1
OG0004776	vverm_g3221.t1, vverm_g10683.t1	dicty_g471.t1
OG0004777	vverm_g1656.t1	dicty_g248.t1
OG0004778	vverm_g10315.t1	dicty_g2469.t1
OG0004779	vverm_g16491.t1	dicty_g7361.t1
OG0004781	vverm_g8792.t1	dicty_g10578.t1
OG0004784	vverm_g2605.t1	dicty_g3065.t1
OG0004785	vverm_g10178.t1	dicty_g4266.t1
OG0004787	vverm_g11010.t1	dicty_g11307.t1
OG0004794	vverm_g16494.t1	dicty_g9034.t1
OG0004795	vverm_g15648.t1	dicty_g6204.t1
OG0004797	vverm_g14820.t1	dicty_g8689.t1
OG0004799	vverm_g16143.t1	dicty_g8583.t1
OG0004800	vverm_g5362.t1	dicty_g6241.t1
OG0004802	vverm_g15141.t1	dicty_g7612.t1
OG0004803	vverm_g3957.t1	dicty_g6599.t1
OG0004804	vverm_g15382.t1	dicty_g2404.t1
OG0004805	vverm_g3713.t1	dicty_g11052.t1
OG0004807	vverm_g7608.t1	dicty_g3012.t1
OG0004808	vverm_g1966.t1	dicty_g693.t1
OG0004811	vverm_g4362.t1	dicty_g5890.t1
OG0004812	vverm_g4215.t1	dicty_g7494.t1
OG0004813	vverm_g8134.t1	dicty_g3579.t1
OG0004814	vverm_g925.t1	dicty_g10962.t1
OG0004815	vverm_g8807.t1	dicty_g3790.t1
OG0004816	vverm_g10495.t1	dicty_g4602.t1
OG0004817	vverm_g985.t1	dicty_g11302.t1
OG0004818	vverm_g1549.t1	dicty_g2171.t1
OG0004819	vverm_g11025.t1	dicty_g1910.t1
OG0004820	vverm_g3263.t1	dicty_g7263.t1
OG0004821	vverm_g1536.t2, vverm_g1536.t1	dicty_g6726.t1
OG0004822	vverm_g15520.t1	dicty_g2389.t1
OG0004823	vverm_g9436.t1	dicty_g6723.t1
OG0004824	vverm_g6552.t1	dicty_g4493.t1
OG0004827	vverm_g9582.t1	dicty_g845.t1
OG0004828	vverm_g13355.t1	dicty_g7830.t1
OG0004830	vverm_g146.t1	dicty_g1659.t1
OG0004831	vverm_g1494.t1	dicty_g2422.t1
OG0004832	vverm_g12219.t1	dicty_g6041.t1
OG0004833	vverm_g11048.t1	dicty_g7449.t1
OG0004834	vverm_g1379.t1	dicty_g4013.t1
OG0004835	vverm_g16192.t1	dicty_g3049.t1
OG0004836	vverm_g5244.t1	dicty_g7261.t1
OG0004837	vverm_g5132.t1	dicty_g5345.t1
OG0004838	vverm_g9119.t1	dicty_g588.t1
OG0004839	vverm_g11043.t1	dicty_g6206.t1
OG0004840	vverm_g9063.t1	dicty_g9298.t1
OG0004842	vverm_g15446.t1	dicty_g10700.t1, dicty_g6417.t1, dicty_g6418.t1
OG0004843	vverm_g10142.t1	dicty_g6257.t1
OG0004844	vverm_g12201.t1	dicty_g9596.t1
OG0004845	vverm_g5640.t3	dicty_g9138.t1
OG0004849	vverm_g11450.t1	dicty_g5030.t1
OG0004851	vverm_g16116.t1	dicty_g2396.t1
OG0004852	vverm_g2480.t1	dicty_g8255.t1
OG0004853	vverm_g2505.t1	dicty_g5949.t1
OG0004854	vverm_g1385.t2	dicty_g2802.t1, dicty_g2675.t1
OG0004856	vverm_g2510.t1	dicty_g6554.t1
OG0004859	vverm_g15002.t1	dicty_g3098.t1
OG0004860	vverm_g2302.t1	dicty_g5682.t1
OG0004861	vverm_g2906.t1	dicty_g3554.t1
OG0004862	vverm_g6033.t1	dicty_g8442.t1
OG0004863	vverm_g9785.t1	dicty_g10205.t1
OG0004864	vverm_g9120.t1	dicty_g7111.t1
OG0004865	vverm_g7921.t1	dicty_g10144.t1
OG0004866	vverm_g1303.t1	dicty_g9960.t1
OG0004867	vverm_g16388.t1	dicty_g1947.t1
OG0004868	vverm_g12096.t1	dicty_g9982.t1
OG0004870	vverm_g5845.t1	dicty_g4797.t1
OG0004872	vverm_g817.t1	dicty_g10938.t1
OG0004873	vverm_g2793.t1	dicty_g7120.t1
OG0004874	vverm_g1643.t1	dicty_g3633.t1
OG0004875	vverm_g600.t1	dicty_g8820.t1
OG0004876	vverm_g2449.t1	dicty_g3278.t1
OG0004878	vverm_g9892.t1	dicty_g3826.t1
OG0004880	vverm_g9115.t1	dicty_g3665.t1
OG0004882	vverm_g1684.t1	dicty_g7488.t1
OG0004886	vverm_g14867.t1	dicty_g4106.t1
OG0004889	vverm_g15524.t1	dicty_g7583.t1
OG0004890	vverm_g8803.t1	dicty_g7755.t1
OG0004891	vverm_g9563.t1	dicty_g3190.t1
OG0004892	vverm_g12409.t1	dicty_g9920.t1
OG0004893	vverm_g13466.t1	dicty_g2387.t1
OG0004894	vverm_g7998.t1	dicty_g7167.t1
OG0004895	vverm_g9488.t1	dicty_g5008.t1
OG0004896	vverm_g6830.t1	dicty_g161.t1
OG0004897	vverm_g10514.t1	dicty_g5638.t1
OG0004898	vverm_g6391.t2, vverm_g6391.t1	dicty_g1097.t1
OG0004899	vverm_g977.t1	dicty_g8256.t1
OG0004900	vverm_g363.t1	dicty_g3839.t1
OG0004901	vverm_g9596.t1	dicty_g3189.t1
OG0004902	vverm_g134.t1	dicty_g8229.t1
OG0004903	vverm_g8036.t1	dicty_g8800.t1
OG0004904	vverm_g4735.t1	dicty_g6109.t1
OG0004905	vverm_g7172.t1	dicty_g7033.t1
OG0004906	vverm_g14494.t1	dicty_g8998.t1
OG0004907	vverm_g11923.t1	dicty_g6098.t1
OG0004908	vverm_g1527.t1	dicty_g4001.t1
OG0004909	vverm_g5357.t1	dicty_g10569.t1
OG0004910	vverm_g1468.t1	dicty_g10378.t1
OG0004912	vverm_g16684.t1	dicty_g6369.t1
OG0004913	vverm_g9012.t1	dicty_g6451.t1
OG0004915	vverm_g15513.t1, vverm_g2115.t1, vverm_g2115.t2	dicty_g7979.t1
OG0004916	vverm_g11804.t1	dicty_g3795.t1
OG0004917	vverm_g5791.t1	dicty_g7346.t1
OG0004918	vverm_g319.t1	dicty_g126.t1
OG0004919	vverm_g14542.t1	dicty_g11309.t1
OG0004920	vverm_g9716.t1	dicty_g7631.t1
OG0004921	vverm_g622.t1	dicty_g7109.t1
OG0004925	vverm_g16389.t1	dicty_g10546.t1
OG0004927	vverm_g3209.t1	dicty_g7296.t1
OG0004928	vverm_g3742.t1	dicty_g6516.t1
OG0004929	vverm_g8660.t1	dicty_g3730.t1
OG0004931	vverm_g16707.t1	dicty_g3015.t1
OG0004933	vverm_g2619.t1	dicty_g1268.t1
OG0004936	vverm_g3794.t1, vverm_g13492.t1	dicty_g3195.t1
OG0004937	vverm_g15543.t1	dicty_g4920.t1
OG0004938	vverm_g8634.t1	dicty_g6348.t1
OG0004939	vverm_g8583.t1	dicty_g8061.t1
OG0004940	vverm_g14915.t1	dicty_g7966.t1
OG0004942	vverm_g8551.t1	dicty_g1498.t1
OG0004944	vverm_g6045.t2	dicty_g9947.t1
OG0004945	vverm_g16278.t1	dicty_g11151.t1
OG0004947	vverm_g9075.t1	dicty_g4185.t1
OG0004948	vverm_g5087.t1	dicty_g5290.t1
OG0004949	vverm_g11533.t1	dicty_g11283.t1
OG0004950	vverm_g11522.t1	dicty_g7779.t1
OG0004951	vverm_g9385.t2, vverm_g9385.t1	dicty_g1633.t1, dicty_g3266.t1
OG0004952	vverm_g8181.t1	dicty_g9985.t1
OG0004953	vverm_g3144.t1	dicty_g9144.t1
OG0004954	vverm_g8361.t1	dicty_g6507.t1
OG0004955	vverm_g12150.t1	dicty_g1030.t1
OG0004956	vverm_g13394.t1	dicty_g10520.t1
OG0004958	vverm_g2358.t1	dicty_g7974.t1
OG0004959	vverm_g14837.t1	dicty_g4188.t1
OG0004961	vverm_g8971.t1	dicty_g7366.t1
OG0004967	vverm_g11229.t1	dicty_g11359.t1
OG0004968	vverm_g13576.t1	dicty_g251.t1
OG0004969	vverm_g11241.t1	dicty_g620.t1
OG0004970	vverm_g13419.t1	dicty_g2091.t1
OG0004972	vverm_g15320.t1	dicty_g3455.t1
OG0004973	vverm_g12671.t1	dicty_g1105.t1
OG0004974	vverm_g3825.t1, vverm_g3825.t2	dicty_g6737.t1
OG0004975	vverm_g11263.t1	dicty_g5149.t1
OG0004976	vverm_g112.t1	dicty_g6075.t1
OG0004977	vverm_g5771.t1	dicty_g4505.t1
OG0004978	vverm_g3202.t1	dicty_g10250.t1
OG0004980	vverm_g7824.t1	dicty_g1690.t1
OG0004981	vverm_g7159.t1	dicty_g5299.t1
OG0004982	vverm_g11511.t1	dicty_g9164.t1
OG0004983	vverm_g2274.t1	dicty_g732.t1
OG0004984	vverm_g1813.t1	dicty_g1467.t1
OG0004985	vverm_g5776.t1	dicty_g5629.t1
OG0004986	vverm_g4838.t1	dicty_g8237.t1
OG0004988	vverm_g9060.t1	dicty_g6502.t1
OG0004989	vverm_g15667.t1	dicty_g7720.t1
OG0004990	vverm_g13197.t1	dicty_g5163.t1
OG0004991	vverm_g1649.t1	dicty_g7394.t1
OG0004992	vverm_g3040.t1	dicty_g4969.t1
OG0004994	vverm_g13219.t1	dicty_g4299.t1
OG0004995	vverm_g12448.t1	dicty_g8185.t1
OG0004996	vverm_g10347.t1	dicty_g10362.t1
OG0004997	vverm_g4108.t1	dicty_g4834.t1
OG0004998	vverm_g556.t1	dicty_g10959.t1
OG0004999	vverm_g971.t1	dicty_g170.t1
OG0005001	vverm_g9750.t1	dicty_g9159.t1
OG0005004	vverm_g8666.t1	dicty_g1748.t1
OG0005005	vverm_g4739.t1	dicty_g2102.t1
OG0005007	vverm_g6790.t1	dicty_g7088.t1
OG0005008	vverm_g2503.t1	dicty_g4262.t1
OG0005009	vverm_g3954.t1	dicty_g1286.t2
OG0005011	vverm_g12440.t1	dicty_g10900.t1
OG0005012	vverm_g7716.t1	dicty_g11000.t1
OG0005013	vverm_g8436.t1	dicty_g10711.t1
OG0005014	vverm_g1952.t1	dicty_g7029.t1
OG0005015	vverm_g341.t1	dicty_g8912.t1
OG0005016	vverm_g4437.t1	dicty_g3976.t1
OG0005017	vverm_g7621.t1	dicty_g1496.t1
OG0005019	vverm_g10818.t1	dicty_g7080.t1
OG0005020	vverm_g9935.t1	dicty_g777.t1
OG0005021	vverm_g16603.t1	dicty_g849.t1
OG0005022	vverm_g15252.t1	dicty_g10692.t1
OG0005023	vverm_g3157.t1	dicty_g7836.t1
OG0005024	vverm_g3012.t1	dicty_g874.t1
OG0005025	vverm_g12690.t1	dicty_g9061.t1
OG0005027	vverm_g8176.t1	dicty_g10301.t1
OG0005032	vverm_g8573.t1	dicty_g11233.t1
OG0005033	vverm_g11995.t1	dicty_g3531.t1
OG0005034	vverm_g7869.t1	dicty_g5057.t1
OG0005035	vverm_g3734.t1	dicty_g3631.t1
OG0005036	vverm_g11051.t1	dicty_g6989.t1
OG0005037	vverm_g13660.t1, vverm_g10923.t1	dicty_g7139.t2, dicty_g7139.t1
OG0005038	vverm_g14394.t1	dicty_g10847.t1
OG0005039	vverm_g8973.t1	dicty_g1676.t1
OG0005040	vverm_g8954.t1	dicty_g4964.t1
OG0005041	vverm_g8725.t1	dicty_g296.t1
OG0005042	vverm_g14803.t1	dicty_g6670.t1
OG0005045	vverm_g6639.t1	dicty_g3163.t1, dicty_g3163.t2
OG0005047	vverm_g5118.t1	dicty_g3831.t1
OG0005049	vverm_g2203.t1	dicty_g7274.t1
OG0005050	vverm_g6014.t2	dicty_g7709.t1
OG0005051	vverm_g16007.t1	dicty_g11300.t1
OG0005052	vverm_g617.t1	dicty_g6894.t1
OG0005053	vverm_g608.t1	dicty_g3044.t1
OG0005054	vverm_g10652.t1	dicty_g1716.t1
OG0005055	vverm_g10926.t1	dicty_g11181.t1
OG0005056	vverm_g5667.t1	dicty_g288.t1
OG0005057	vverm_g3711.t1	dicty_g1757.t1
OG0005058	vverm_g5564.t1	dicty_g5203.t3, dicty_g5203.t2, dicty_g5203.t1
OG0005059	vverm_g2542.t1	dicty_g9563.t1
OG0005060	vverm_g12022.t1	dicty_g8918.t1
OG0005061	vverm_g623.t1	dicty_g5703.t1
OG0005063	vverm_g661.t1	dicty_g9763.t1
OG0005064	vverm_g4106.t1	dicty_g3918.t1
OG0005065	vverm_g5245.t1	dicty_g9230.t1
OG0005066	vverm_g609.t1	dicty_g3830.t1
OG0005067	vverm_g7056.t1	dicty_g6114.t1
OG0005068	vverm_g687.t1	dicty_g760.t1
OG0005069	vverm_g3163.t1	dicty_g9048.t1
OG0005070	vverm_g15570.t1	dicty_g11411.t1
OG0005072	vverm_g7144.t1	dicty_g8267.t1
OG0005073	vverm_g673.t1	dicty_g7174.t1
OG0005075	vverm_g1970.t1	dicty_g10612.t1
OG0005076	vverm_g13992.t1	dicty_g1336.t1
OG0005078	vverm_g735.t1	dicty_g4579.t1
OG0005080	vverm_g3016.t1	dicty_g4879.t1
OG0005081	vverm_g1376.t1	dicty_g5850.t1
OG0005082	vverm_g13432.t1	dicty_g8554.t1
OG0005083	vverm_g8357.t1	dicty_g1188.t1
OG0005084	vverm_g13799.t1	dicty_g6299.t1
OG0005087	vverm_g15575.t2, vverm_g15575.t1	dicty_g2052.t1
OG0005088	vverm_g5419.t1	dicty_g4689.t1
OG0005089	vverm_g2798.t1	dicty_g5490.t1
OG0005090	vverm_g3197.t1	dicty_g4576.t1
OG0005091	vverm_g1658.t1	dicty_g1673.t1
OG0005094	vverm_g353.t1	dicty_g6588.t1
OG0005095	vverm_g4384.t1	dicty_g8014.t1
OG0005097	vverm_g15698.t1	dicty_g3076.t1
OG0005099	vverm_g6842.t1	dicty_g8075.t1
OG0005101	vverm_g9169.t1	dicty_g8295.t1
OG0005102	vverm_g12468.t1	dicty_g5754.t1
OG0005105	vverm_g13791.t1	dicty_g11125.t1
OG0005107	vverm_g11181.t1	dicty_g7657.t1
OG0005108	vverm_g9968.t1	dicty_g6744.t1
OG0005109	vverm_g11670.t1	dicty_g1227.t1
OG0005111	vverm_g13823.t1	dicty_g7241.t1
OG0005112	vverm_g2032.t1	dicty_g758.t1
OG0005113	vverm_g11820.t1	dicty_g416.t1
OG0005115	vverm_g8702.t1	dicty_g6012.t1
OG0005116	vverm_g9469.t1	dicty_g8509.t1
OG0005117	vverm_g1534.t1	dicty_g4522.t1
OG0005118	vverm_g8759.t1	dicty_g8096.t1
OG0005119	vverm_g10226.t1	dicty_g1047.t1
OG0005120	vverm_g8969.t1	dicty_g5916.t1
OG0005121	vverm_g8378.t1	dicty_g9117.t1
OG0005122	vverm_g14287.t1	dicty_g10284.t1
OG0005123	vverm_g13351.t1	dicty_g3870.t1
OG0005124	vverm_g1520.t1	dicty_g10775.t1
OG0005126	vverm_g9662.t1	dicty_g4430.t1
OG0005127	vverm_g4398.t1	dicty_g9370.t1
OG0005128	vverm_g2813.t1	dicty_g4853.t1
OG0005129	vverm_g1977.t1	dicty_g7367.t1
OG0005130	vverm_g8479.t1	dicty_g10437.t1
OG0005133	vverm_g9118.t1	dicty_g10452.t1
OG0005134	vverm_g14868.t1	dicty_g2074.t1
OG0005135	vverm_g1301.t1	dicty_g4813.t1
OG0005137	vverm_g5108.t1	dicty_g173.t1
OG0005138	vverm_g585.t1	dicty_g9788.t1
OG0005139	vverm_g584.t2, vverm_g584.t1	dicty_g9311.t1
OG0005140	vverm_g3320.t1	dicty_g4374.t1
OG0005141	vverm_g2598.t1	dicty_g10192.t1
OG0005142	vverm_g1308.t1	dicty_g8765.t1
OG0005143	vverm_g1335.t1	dicty_g11077.t1
OG0005144	vverm_g15469.t1	dicty_g3087.t1
OG0005145	vverm_g12464.t2	dicty_g7947.t1
OG0005146	vverm_g8380.t1	dicty_g5049.t1
OG0005147	vverm_g2450.t2, vverm_g2450.t1	dicty_g6166.t1
OG0005148	vverm_g10513.t1	dicty_g5420.t1
OG0005149	vverm_g8342.t1	dicty_g9996.t1
OG0005150	vverm_g6324.t1	dicty_g6965.t1
OG0005151	vverm_g6310.t1	dicty_g5726.t1
OG0005152	vverm_g15265.t1	dicty_g11182.t1
OG0005155	vverm_g1401.t1	dicty_g6143.t1
OG0005156	vverm_g14891.t1	dicty_g9316.t1
OG0005159	vverm_g6794.t1	dicty_g2391.t1
OG0005160	vverm_g1653.t1	dicty_g4823.t1
OG0005163	vverm_g12082.t1	dicty_g1654.t1
OG0005164	vverm_g8326.t1	dicty_g3066.t1
OG0005165	vverm_g7136.t1	dicty_g9450.t1
OG0005166	vverm_g15307.t1	dicty_g1993.t1
OG0005168	vverm_g11429.t1	dicty_g5848.t1
OG0005169	vverm_g8331.t1	dicty_g3421.t1
OG0005171	vverm_g11466.t1	dicty_g5595.t1
OG0005172	vverm_g6312.t1	dicty_g10940.t1
OG0005173	vverm_g9151.t1	dicty_g5588.t3
OG0005174	vverm_g11124.t1	dicty_g11483.t1
OG0005175	vverm_g9776.t1	dicty_g3848.t1
OG0005176	vverm_g11038.t1	dicty_g1054.t1
OG0005177	vverm_g11116.t1	dicty_g9417.t1
OG0005178	vverm_g8638.t1	dicty_g9864.t1
OG0005179	vverm_g3748.t1	dicty_g4494.t1
OG0005180	vverm_g4238.t1	dicty_g11281.t1
OG0005181	vverm_g16269.t1	dicty_g10646.t1
OG0005182	vverm_g11968.t1	dicty_g8919.t1
OG0005185	vverm_g12305.t1	dicty_g5250.t1
OG0005186	vverm_g10384.t1	dicty_g10816.t1
OG0005188	vverm_g6164.t1	dicty_g1731.t1
OG0005189	vverm_g5077.t1	dicty_g6264.t1
OG0005192	vverm_g4448.t1	dicty_g839.t1, dicty_g839.t2
OG0005193	vverm_g3701.t1	dicty_g4961.t1
OG0005194	vverm_g5589.t1, vverm_g5589.t2	dicty_g3333.t1
OG0005195	vverm_g7248.t1	dicty_g7392.t1
OG0005196	vverm_g14814.t1	dicty_g1865.t1
OG0005197	vverm_g12900.t1	dicty_g2122.t1
OG0005199	vverm_g12674.t1	dicty_g10407.t1
OG0005200	vverm_g1436.t1, vverm_g1436.t2, vverm_g1439.t1	dicty_g5346.t1
OG0005201	vverm_g3230.t1	dicty_g10340.t1
OG0005202	vverm_g1355.t1	dicty_g11441.t1
OG0005203	vverm_g2511.t1	dicty_g339.t1
OG0005204	vverm_g2288.t1	dicty_g4946.t1
OG0005205	vverm_g9459.t1	dicty_g4015.t1
OG0005207	vverm_g12101.t1	dicty_g7743.t2
OG0005209	vverm_g16344.t1	dicty_g5233.t1
OG0005211	vverm_g13246.t1	dicty_g8618.t1
OG0005212	vverm_g6412.t1	dicty_g5351.t1
OG0005213	vverm_g1953.t1	dicty_g5317.t1
OG0005214	vverm_g14486.t1	dicty_g1381.t1
OG0005215	vverm_g12385.t1	dicty_g2467.t1
OG0005216	vverm_g16271.t1	dicty_g7277.t1
OG0005217	vverm_g629.t1	dicty_g8866.t1
OG0005218	vverm_g16184.t1	dicty_g5093.t1
OG0005219	vverm_g3840.t1	dicty_g5185.t1
OG0005222	vverm_g8627.t1	dicty_g9792.t1
OG0005225	vverm_g13191.t1	dicty_g1349.t1
OG0005226	vverm_g15379.t1	dicty_g4546.t1
OG0005227	vverm_g5057.t1	dicty_g467.t1
OG0005228	vverm_g15682.t1	dicty_g2254.t1
OG0005229	vverm_g1909.t1	dicty_g6381.t1
OG0005230	vverm_g8962.t1	dicty_g4341.t1
OG0005231	vverm_g15670.t1	dicty_g9259.t1
OG0005232	vverm_g15690.t1	dicty_g9077.t1
OG0005233	vverm_g11029.t1	dicty_g665.t1
OG0005234	vverm_g11061.t1	dicty_g1009.t1
OG0005236	vverm_g13205.t1	dicty_g10997.t1
OG0005237	vverm_g8665.t1	dicty_g6273.t1
OG0005238	vverm_g11991.t1	dicty_g9276.t1
OG0005240	vverm_g8037.t1	dicty_g5524.t1
OG0005242	vverm_g3247.t1	dicty_g9158.t1
OG0005243	vverm_g4847.t1	dicty_g2425.t1
OG0005246	vverm_g12655.t1	dicty_g7942.t1
OG0005247	vverm_g12653.t1	dicty_g3149.t1
OG0005248	vverm_g10295.t1	dicty_g10384.t1
OG0005249	vverm_g1374.t1	dicty_g5372.t1
OG0005250	vverm_g5971.t1	dicty_g3664.t1
OG0005251	vverm_g2952.t1	dicty_g10803.t1
OG0005252	vverm_g13210.t1	dicty_g5990.t1
OG0005253	vverm_g14860.t1	dicty_g3752.t1
OG0005254	vverm_g9942.t1	dicty_g10387.t1
OG0005255	vverm_g683.t1	dicty_g7574.t1
OG0005258	vverm_g8897.t1	dicty_g3902.t1
OG0005259	vverm_g4201.t1	dicty_g1290.t1
OG0005260	vverm_g9427.t1	dicty_g1489.t1
OG0005262	vverm_g333.t1	dicty_g1049.t1
OG0005264	vverm_g11491.t1	dicty_g5440.t1
OG0005265	vverm_g14839.t1	dicty_g8077.t1
OG0005266	vverm_g737.t1	dicty_g11388.t1
OG0005268	vverm_g2783.t1	dicty_g8779.t1
OG0005269	vverm_g7917.t1	dicty_g6668.t1
OG0005270	vverm_g3380.t1	dicty_g9185.t1, dicty_g8158.t1, dicty_g8158.t2
OG0005271	vverm_g13610.t1	dicty_g4898.t1
OG0005274	vverm_g12193.t1	dicty_g172.t1
OG0005276	vverm_g6955.t1	dicty_g8326.t1
OG0005277	vverm_g11191.t1	dicty_g4421.t1
OG0005278	vverm_g15665.t1	dicty_g8600.t1
OG0005279	vverm_g3739.t1	dicty_g729.t1
OG0005280	vverm_g15755.t1	dicty_g11382.t1
OG0005281	vverm_g6531.t1	dicty_g7926.t1
OG0005282	vverm_g4439.t1	dicty_g8335.t1
OG0005283	vverm_g9804.t1	dicty_g7503.t1
OG0005284	vverm_g15260.t1	dicty_g8893.t1
OG0005285	vverm_g987.t1	dicty_g7348.t1
OG0005286	vverm_g9147.t1	dicty_g8872.t1
OG0005287	vverm_g16505.t1	dicty_g7487.t1
OG0005288	vverm_g9494.t1	dicty_g1194.t1
OG0005291	vverm_g2536.t1	dicty_g884.t1
OG0005292	vverm_g16788.t1	dicty_g5661.t1
OG0005300	vverm_g1738.t1	dicty_g2107.t1
OG0005309	vverm_g12574.t3	dicty_g4757.t2, dicty_g4757.t1
OG0005311	vverm_g5001.t1	dicty_g5012.t1
OG0005312	vverm_g5022.t1	dicty_g7978.t1
OG0005318	vverm_g9418.t1	dicty_g6028.t1
OG0005334	vverm_g4706.t2, vverm_g4706.t1	dicty_g6637.t1
OG0005336	vverm_g5152.t1	dicty_g6695.t1
OG0005369	vverm_g10948.t2, vverm_g10948.t1	dicty_g6019.t1
OG0005373	vverm_g10907.t1, vverm_g10982.t1	dicty_g7035.t1
OG0005374	vverm_g13487.t1	dicty_g4970.t1
OG0005375	vverm_g9463.t1	dicty_g5705.t1
OG0005381	vverm_g6338.t1, vverm_g6338.t2	dicty_g7906.t1
OG0005387	vverm_g14281.t1, vverm_g14281.t2	dicty_g1191.t1
OG0005391	vverm_g15618.t1	dicty_g4519.t1
OG0005403	vverm_g6457.t1	dicty_g2697.t1, dicty_g2780.t1
OG0005404	vverm_g6476.t1, vverm_g5500.t1	dicty_g9809.t1
OG0005406	vverm_g6305.t2, vverm_g6305.t1	dicty_g1265.t1
OG0005426	vverm_g3452.t1	dicty_g5009.t1
OG0005431	vverm_g1117.t2, vverm_g1117.t1, vverm_g2218.t1	dicty_g2435.t1
OG0005440	vverm_g4098.t1	dicty_g664.t1
OG0005442	vverm_g8939.t1	dicty_g6175.t1, dicty_g8290.t1
OG0005446	vverm_g9897.t1	dicty_g1027.t1
OG0005448	vverm_g16619.t1	dicty_g6186.t2, dicty_g6186.t1
OG0005450	vverm_g15658.t1	dicty_g2395.t1
OG0005451	vverm_g15660.t1	dicty_g8904.t1, dicty_g9119.t1
OG0005460	vverm_g15033.t1	dicty_g8848.t1
OG0005480	vverm_g2507.t1	dicty_g529.t1
OG0005483	vverm_g5028.t1	dicty_g5589.t1
OG0005485	vverm_g2791.t1	dicty_g8351.t1
OG0005489	vverm_g2816.t1	dicty_g2970.t1, dicty_g2505.t1
OG0005491	vverm_g14092.t1	dicty_g7299.t1
OG0005493	vverm_g14817.t1	dicty_g1128.t1
OG0005494	vverm_g14818.t1	dicty_g1600.t1
OG0005505	vverm_g15018.t1, vverm_g15018.t2	dicty_g7780.t1
OG0005508	vverm_g5769.t1	dicty_g9760.t1
OG0005511	vverm_g6090.t1	dicty_g8739.t1, dicty_g6592.t1
OG0005513	vverm_g7224.t1, vverm_g37.t1	dicty_g3212.t1
OG0005516	vverm_g7031.t1	dicty_g9220.t2, dicty_g9220.t1
OG0005525	vverm_g8261.t1, vverm_g4048.t1	dicty_g9750.t1
OG0005526	vverm_g8926.t1	dicty_g2776.t1, dicty_g2701.t1
OG0005528	vverm_g1185.t1	dicty_g8928.t2, dicty_g8928.t1
OG0005529	vverm_g15683.t1, vverm_g15683.t2	dicty_g3095.t1
OG0005540	vverm_g13008.t1	dicty_g5065.t1
OG0005543	vverm_g15804.t1	dicty_g1081.t1
OG0005545	vverm_g13156.t1, vverm_g12521.t1	dicty_g956.t1
OG0005550	vverm_g15455.t1	dicty_g5736.t2, dicty_g5736.t1
OG0005551	vverm_g15519.t2, vverm_g15519.t1	dicty_g7737.t1
OG0005556	vverm_g7788.t1	dicty_g11352.t1
