Orthogroup	bc2002_braker	dicty_braker
OG0004498	bc2002_g3929.t1	dicty_g6581.t1
OG0004500	bc2002_g7012.t1	dicty_g8653.t1
OG0004501	bc2002_g17714.t1	dicty_g2138.t1
OG0004502	bc2002_g1675.t1	dicty_g9302.t1
OG0004503	bc2002_g5256.t1	dicty_g8578.t1
OG0004504	bc2002_g19926.t1	dicty_g5655.t1
OG0004506	bc2002_g4166.t1	dicty_g8755.t1
OG0004507	bc2002_g4156.t1	dicty_g3388.t2
OG0004508	bc2002_g3753.t1	dicty_g3369.t1
OG0004509	bc2002_g13915.t1	dicty_g989.t1
OG0004510	bc2002_g2230.t1	dicty_g7747.t1
OG0004511	bc2002_g20018.t1	dicty_g6645.t1
OG0004512	bc2002_g3835.t1	dicty_g8747.t1
OG0004513	bc2002_g6998.t1	dicty_g8060.t1
OG0004514	bc2002_g17773.t1	dicty_g5221.t1
OG0004515	bc2002_g19068.t1	dicty_g4032.t1
OG0004516	bc2002_g11501.t1	dicty_g8940.t1
OG0004520	bc2002_g14492.t1	dicty_g6988.t1
OG0004521	bc2002_g4209.t1	dicty_g7486.t1
OG0004523	bc2002_g12099.t1	dicty_g1221.t1
OG0004524	bc2002_g11846.t1	dicty_g933.t1
OG0004526	bc2002_g16883.t1	dicty_g4418.t1
OG0004529	bc2002_g11808.t1	dicty_g9160.t1
OG0004530	bc2002_g19140.t1	dicty_g7751.t1
OG0004533	bc2002_g3419.t1	dicty_g6513.t1
OG0004534	bc2002_g2642.t1	dicty_g511.t2
OG0004535	bc2002_g7986.t1	dicty_g10837.t1
OG0004536	bc2002_g4620.t1	dicty_g4227.t1
OG0004538	bc2002_g19532.t1	dicty_g7206.t1
OG0004541	bc2002_g4418.t1	dicty_g4269.t1
OG0004542	bc2002_g19361.t1	dicty_g8923.t1
OG0004544	bc2002_g14755.t1	dicty_g4217.t1
OG0004546	bc2002_g13822.t1	dicty_g8957.t1
OG0004547	bc2002_g5954.t1	dicty_g3865.t1
OG0004549	bc2002_g6691.t1	dicty_g4278.t1
OG0004550	bc2002_g5327.t1	dicty_g7190.t1
OG0004551	bc2002_g11941.t1	dicty_g2299.t1
OG0004553	bc2002_g8280.t1	dicty_g3062.t1
OG0004554	bc2002_g12810.t1	dicty_g3417.t1
OG0004556	bc2002_g17316.t1	dicty_g4045.t1
OG0004557	bc2002_g16667.t1	dicty_g7649.t2
OG0004558	bc2002_g9668.t1	dicty_g8639.t1
OG0004559	bc2002_g16902.t1	dicty_g2423.t1
OG0004561	bc2002_g17925.t1	dicty_g9097.t1
OG0004562	bc2002_g16527.t1	dicty_g3714.t1
OG0004563	bc2002_g16543.t1	dicty_g9135.t1
OG0004564	bc2002_g529.t1	dicty_g739.t1
OG0004566	bc2002_g16414.t1	dicty_g618.t1
OG0004568	bc2002_g6834.t1	dicty_g10643.t1
OG0004569	bc2002_g12098.t1	dicty_g7180.t1
OG0004570	bc2002_g16413.t1	dicty_g6800.t1
OG0004571	bc2002_g10922.t1	dicty_g2082.t1
OG0004574	bc2002_g7005.t1	dicty_g9446.t1
OG0004575	bc2002_g16430.t1	dicty_g9096.t1
OG0004576	bc2002_g17962.t1	dicty_g8496.t1
OG0004580	bc2002_g14479.t1	dicty_g6223.t1
OG0004582	bc2002_g16229.t1	dicty_g5186.t1
OG0004583	bc2002_g4869.t1	dicty_g7087.t1
OG0004585	bc2002_g12765.t1	dicty_g1275.t1
OG0004586	bc2002_g12097.t1	dicty_g3937.t1
OG0004588	bc2002_g9648.t1	dicty_g1078.t1
OG0004589	bc2002_g17678.t1	dicty_g9755.t1
OG0004590	bc2002_g9658.t1	dicty_g2155.t1
OG0004591	bc2002_g6562.t1	dicty_g9347.t1
OG0004592	bc2002_g6353.t1	dicty_g11426.t1
OG0004594	bc2002_g14514.t1	dicty_g8243.t1
OG0004595	bc2002_g18284.t1	dicty_g3900.t1
OG0004596	bc2002_g249.t1	dicty_g4604.t1
OG0004597	bc2002_g10129.t1	dicty_g6255.t1
OG0004598	bc2002_g9374.t1	dicty_g8587.t1
OG0004600	bc2002_g15260.t1	dicty_g9047.t1
OG0004601	bc2002_g17229.t1	dicty_g3499.t1
OG0004602	bc2002_g12424.t1	dicty_g7940.t1
OG0004603	bc2002_g9089.t1	dicty_g6362.t1
OG0004605	bc2002_g3932.t1	dicty_g1267.t1
OG0004608	bc2002_g713.t1	dicty_g8638.t1
OG0004609	bc2002_g2638.t1	dicty_g8623.t1
OG0004610	bc2002_g12592.t1	dicty_g4290.t1
OG0004613	bc2002_g9411.t1	dicty_g974.t1
OG0004615	bc2002_g4861.t1	dicty_g10595.t1
OG0004616	bc2002_g6128.t1	dicty_g11328.t1
OG0004617	bc2002_g9473.t1	dicty_g10558.t1
OG0004621	bc2002_g6292.t1	dicty_g6324.t1
OG0004622	bc2002_g9410.t1	dicty_g8112.t1
OG0004623	bc2002_g9422.t1	dicty_g420.t1
OG0004624	bc2002_g12556.t1	dicty_g11183.t1
OG0004625	bc2002_g19511.t1	dicty_g9550.t1
OG0004627	bc2002_g1391.t1	dicty_g3286.t1
OG0004628	bc2002_g3931.t1	dicty_g2346.t1
OG0004631	bc2002_g12487.t1	dicty_g10750.t1
OG0004632	bc2002_g16073.t1	dicty_g8991.t1
OG0004633	bc2002_g12598.t1	dicty_g5565.t1
OG0004634	bc2002_g2074.t1	dicty_g9516.t1
OG0004635	bc2002_g5927.t1	dicty_g2005.t1
OG0004636	bc2002_g4249.t1	dicty_g7728.t1
OG0004637	bc2002_g16209.t1	dicty_g8859.t1
OG0004638	bc2002_g2535.t1	dicty_g408.t1
OG0004640	bc2002_g13795.t1	dicty_g3989.t1
OG0004644	bc2002_g14304.t1	dicty_g4890.t1
OG0004645	bc2002_g12486.t1	dicty_g576.t1
OG0004646	bc2002_g9665.t1	dicty_g7066.t1
OG0004647	bc2002_g3890.t1	dicty_g10242.t1
OG0004648	bc2002_g2022.t1	dicty_g11282.t1
OG0004649	bc2002_g11425.t1	dicty_g9052.t1
OG0004651	bc2002_g18473.t1	dicty_g2160.t1
OG0004652	bc2002_g5515.t1	dicty_g4563.t1
OG0004653	bc2002_g3405.t1	dicty_g4435.t1
OG0004654	bc2002_g16177.t1	dicty_g1513.t1
OG0004657	bc2002_g13339.t1	dicty_g1664.t1
OG0004658	bc2002_g14760.t1	dicty_g3203.t1
OG0004659	bc2002_g14647.t1	dicty_g3609.t1
OG0004660	bc2002_g9178.t1	dicty_g11310.t1
OG0004661	bc2002_g15772.t1	dicty_g6375.t1
OG0004662	bc2002_g11493.t1	dicty_g6339.t1
OG0004663	bc2002_g18894.t1	dicty_g254.t1
OG0004667	bc2002_g9413.t1	dicty_g6500.t1
OG0004668	bc2002_g19457.t1	dicty_g7564.t1
OG0004672	bc2002_g14406.t1	dicty_g327.t1
OG0004673	bc2002_g16800.t1	dicty_g9342.t1
OG0004674	bc2002_g16533.t1	dicty_g7283.t1
OG0004675	bc2002_g5060.t1	dicty_g4338.t1
OG0004676	bc2002_g988.t1	dicty_g7646.t1
OG0004677	bc2002_g10920.t1	dicty_g6027.t1
OG0004678	bc2002_g9576.t1	dicty_g1727.t1
OG0004679	bc2002_g7101.t1	dicty_g9449.t1
OG0004680	bc2002_g19506.t1	dicty_g3911.t1
OG0004681	bc2002_g5135.t1	dicty_g3543.t1
OG0004682	bc2002_g12491.t1	dicty_g10621.t1
OG0004683	bc2002_g3251.t1	dicty_g4027.t1
OG0004684	bc2002_g6911.t1	dicty_g3737.t1
OG0004686	bc2002_g9150.t1	dicty_g3376.t1
OG0004690	bc2002_g6836.t1	dicty_g7425.t1
OG0004691	bc2002_g8832.t1	dicty_g3438.t1
OG0004692	bc2002_g12580.t1	dicty_g3151.t1
OG0004693	bc2002_g3540.t1	dicty_g7496.t2
OG0004694	bc2002_g10315.t1	dicty_g2443.t1
OG0004697	bc2002_g14547.t1	dicty_g5517.t1
OG0004699	bc2002_g9539.t1	dicty_g6629.t1
OG0004700	bc2002_g9787.t1	dicty_g8721.t1
OG0004701	bc2002_g9554.t1	dicty_g7260.t1
OG0004702	bc2002_g9512.t1	dicty_g10518.t1
OG0004703	bc2002_g18125.t1	dicty_g9120.t1
OG0004704	bc2002_g6833.t1	dicty_g7493.t1
OG0004705	bc2002_g8827.t1	dicty_g7738.t1
OG0004708	bc2002_g16270.t1	dicty_g11312.t1
OG0004709	bc2002_g17926.t1	dicty_g7833.t1
OG0004712	bc2002_g7270.t1	dicty_g11492.t1
OG0004713	bc2002_g4649.t1	dicty_g11015.t1
OG0004714	bc2002_g9475.t1	dicty_g644.t1
OG0004715	bc2002_g7001.t1	dicty_g929.t1
OG0004716	bc2002_g5.t1	dicty_g6815.t1
OG0004717	bc2002_g10715.t1	dicty_g8448.t1
OG0004718	bc2002_g4490.t1	dicty_g10728.t1
OG0004719	bc2002_g16051.t1	dicty_g3517.t1
OG0004720	bc2002_g9458.t1	dicty_g9069.t1
OG0004721	bc2002_g15567.t1	dicty_g7007.t1
OG0004722	bc2002_g10693.t1	dicty_g4632.t1
OG0004724	bc2002_g13167.t1	dicty_g7806.t1
OG0004725	bc2002_g18524.t1	dicty_g3639.t1
OG0004726	bc2002_g2532.t1	dicty_g6565.t1
OG0004727	bc2002_g207.t1	dicty_g4625.t1
OG0004728	bc2002_g7026.t1	dicty_g7063.t1
OG0004729	bc2002_g8838.t1	dicty_g10799.t1
OG0004730	bc2002_g14749.t1	dicty_g6703.t1
OG0004731	bc2002_g4506.t1	dicty_g8742.t1
OG0004732	bc2002_g14521.t1	dicty_g9183.t1
OG0004733	bc2002_g10098.t1	dicty_g5933.t1
OG0004734	bc2002_g857.t1	dicty_g914.t1
OG0004735	bc2002_g856.t1	dicty_g10845.t1
OG0004736	bc2002_g885.t1	dicty_g10213.t1
OG0004737	bc2002_g862.t1	dicty_g10382.t1
OG0004738	bc2002_g19500.t1	dicty_g10479.t1
OG0004739	bc2002_g13321.t1	dicty_g11096.t1
OG0004740	bc2002_g11453.t1	dicty_g9346.t1
OG0004741	bc2002_g11477.t1	dicty_g3677.t1
OG0004743	bc2002_g9269.t1	dicty_g10656.t1
OG0004745	bc2002_g15315.t1	dicty_g10965.t1
OG0004747	bc2002_g14390.t1	dicty_g6091.t1
OG0004748	bc2002_g16115.t1	dicty_g10905.t1
OG0004750	bc2002_g19462.t1	dicty_g1601.t1
OG0004751	bc2002_g1694.t1	dicty_g9504.t1
OG0004752	bc2002_g17201.t1	dicty_g681.t1
OG0004755	bc2002_g3708.t1	dicty_g2162.t1
OG0004757	bc2002_g19286.t1	dicty_g10529.t1
OG0004758	bc2002_g678.t1	dicty_g2163.t1
OG0004759	bc2002_g287.t1	dicty_g8150.t1, dicty_g8150.t2
OG0004761	bc2002_g7513.t1	dicty_g7240.t1
OG0004762	bc2002_g17199.t1	dicty_g2402.t1
OG0004763	bc2002_g539.t1	dicty_g6754.t1
OG0004765	bc2002_g16398.t1	dicty_g1371.t1
OG0004766	bc2002_g7424.t1	dicty_g3029.t1
OG0004767	bc2002_g456.t1	dicty_g952.t1
OG0004769	bc2002_g7309.t1	dicty_g3744.t1
OG0004772	bc2002_g10458.t1	dicty_g356.t1
OG0004773	bc2002_g8661.t1	dicty_g4952.t1
OG0004776	bc2002_g13715.t1	dicty_g471.t1
OG0004777	bc2002_g11829.t1	dicty_g248.t1
OG0004778	bc2002_g16823.t1	dicty_g2469.t1
OG0004779	bc2002_g2186.t1	dicty_g7361.t1
OG0004781	bc2002_g2059.t1	dicty_g10578.t1
OG0004783	bc2002_g15542.t1	dicty_g43.t1
OG0004784	bc2002_g16001.t1	dicty_g3065.t1
OG0004785	bc2002_g5565.t1	dicty_g4266.t1
OG0004787	bc2002_g13855.t1	dicty_g11307.t1
OG0004794	bc2002_g6549.t1	dicty_g9034.t1
OG0004795	bc2002_g14793.t1	dicty_g6204.t1
OG0004797	bc2002_g6965.t1	dicty_g8689.t1
OG0004799	bc2002_g8446.t1	dicty_g8583.t1
OG0004800	bc2002_g13813.t1	dicty_g6241.t1
OG0004802	bc2002_g3325.t1	dicty_g7612.t1
OG0004803	bc2002_g8418.t1	dicty_g6599.t1
OG0004804	bc2002_g6997.t1	dicty_g2404.t1
OG0004805	bc2002_g18137.t1	dicty_g11052.t1
OG0004807	bc2002_g17303.t1	dicty_g3012.t1
OG0004808	bc2002_g1170.t1	dicty_g693.t1
OG0004811	bc2002_g19497.t1	dicty_g5890.t1
OG0004812	bc2002_g1904.t1	dicty_g7494.t1
OG0004813	bc2002_g9147.t1	dicty_g3579.t1
OG0004814	bc2002_g248.t1	dicty_g10962.t1
OG0004815	bc2002_g7515.t1	dicty_g3790.t1
OG0004816	bc2002_g105.t1	dicty_g4602.t1
OG0004817	bc2002_g206.t1	dicty_g11302.t1
OG0004818	bc2002_g9850.t1	dicty_g2171.t1
OG0004819	bc2002_g7408.t1	dicty_g1910.t1
OG0004820	bc2002_g3434.t1	dicty_g7263.t1
OG0004822	bc2002_g13911.t1	dicty_g2389.t1
OG0004823	bc2002_g3872.t1	dicty_g6723.t1
OG0004824	bc2002_g3461.t1	dicty_g4493.t1
OG0004827	bc2002_g18938.t1	dicty_g845.t1
OG0004828	bc2002_g16226.t4	dicty_g7830.t1
OG0004830	bc2002_g147.t1	dicty_g1659.t1
OG0004831	bc2002_g13818.t1	dicty_g2422.t1
OG0004832	bc2002_g1945.t1	dicty_g6041.t1
OG0004833	bc2002_g13173.t1	dicty_g7449.t1
OG0004834	bc2002_g5770.t1	dicty_g4013.t1
OG0004835	bc2002_g8577.t1	dicty_g3049.t1
OG0004836	bc2002_g4217.t1	dicty_g7261.t1
OG0004837	bc2002_g4155.t1	dicty_g5345.t1
OG0004838	bc2002_g3734.t1	dicty_g588.t1
OG0004839	bc2002_g7294.t1	dicty_g6206.t1
OG0004840	bc2002_g18629.t1	dicty_g9298.t1
OG0004843	bc2002_g1798.t1	dicty_g6257.t1
OG0004844	bc2002_g9467.t1	dicty_g9596.t1
OG0004845	bc2002_g19095.t1	dicty_g9138.t1
OG0004851	bc2002_g8524.t1	dicty_g2396.t1
OG0004852	bc2002_g19750.t1	dicty_g8255.t1
OG0004853	bc2002_g2871.t1	dicty_g5949.t1
OG0004856	bc2002_g19697.t1	dicty_g6554.t1
OG0004859	bc2002_g16754.t1	dicty_g3098.t1
OG0004860	bc2002_g2379.t1	dicty_g5682.t1
OG0004861	bc2002_g16778.t1	dicty_g3554.t1
OG0004862	bc2002_g17503.t1	dicty_g8442.t1
OG0004863	bc2002_g8807.t1	dicty_g10205.t1
OG0004864	bc2002_g3733.t1	dicty_g7111.t1
OG0004865	bc2002_g17781.t1	dicty_g10144.t1
OG0004866	bc2002_g10267.t1	dicty_g9960.t1
OG0004867	bc2002_g5869.t1	dicty_g1947.t1
OG0004870	bc2002_g17843.t1	dicty_g4797.t1
OG0004872	bc2002_g344.t1	dicty_g10938.t1
OG0004873	bc2002_g3499.t1	dicty_g7120.t1
OG0004874	bc2002_g11815.t1	dicty_g3633.t1
OG0004875	bc2002_g16134.t1	dicty_g8820.t1
OG0004876	bc2002_g19813.t1	dicty_g3278.t1
OG0004878	bc2002_g13458.t1	dicty_g3826.t1
OG0004880	bc2002_g3748.t1	dicty_g3665.t1
OG0004882	bc2002_g11873.t1	dicty_g7488.t1
OG0004886	bc2002_g6913.t1	dicty_g4106.t1
OG0004889	bc2002_g14012.t1	dicty_g7583.t1
OG0004890	bc2002_g3848.t1	dicty_g7755.t1
OG0004891	bc2002_g18996.t1	dicty_g3190.t1
OG0004892	bc2002_g8254.t1	dicty_g9920.t1
OG0004893	bc2002_g18822.t1	dicty_g2387.t1
OG0004894	bc2002_g18222.t1	dicty_g7167.t1
OG0004895	bc2002_g2880.t1	dicty_g5008.t1
OG0004896	bc2002_g12557.t1	dicty_g161.t1
OG0004897	bc2002_g19856.t1	dicty_g5638.t1
OG0004899	bc2002_g208.t1	dicty_g8256.t1
OG0004900	bc2002_g14608.t1	dicty_g3839.t1
OG0004901	bc2002_g18907.t1	dicty_g3189.t1
OG0004902	bc2002_g16344.t1	dicty_g8229.t1
OG0004903	bc2002_g3799.t1	dicty_g8800.t1
OG0004904	bc2002_g15826.t1	dicty_g6109.t1
OG0004905	bc2002_g16607.t1	dicty_g7033.t1
OG0004906	bc2002_g931.t1	dicty_g8998.t1
OG0004907	bc2002_g149.t1	dicty_g6098.t1
OG0004908	bc2002_g9875.t1	dicty_g4001.t1
OG0004909	bc2002_g7855.t1	dicty_g10569.t1
OG0004910	bc2002_g16028.t1	dicty_g10378.t1
OG0004912	bc2002_g12844.t1	dicty_g6369.t1
OG0004913	bc2002_g91.t1, bc2002_g91.t2	dicty_g6451.t1
OG0004916	bc2002_g5287.t1	dicty_g3795.t1
OG0004917	bc2002_g13342.t1	dicty_g7346.t1
OG0004918	bc2002_g14600.t1	dicty_g126.t1
OG0004919	bc2002_g15557.t1	dicty_g11309.t1
OG0004920	bc2002_g17432.t1	dicty_g7631.t1
OG0004921	bc2002_g3208.t1	dicty_g7109.t1
OG0004925	bc2002_g3824.t1	dicty_g10546.t1
OG0004927	bc2002_g4416.t1	dicty_g7296.t1
OG0004928	bc2002_g18113.t1	dicty_g6516.t1
OG0004929	bc2002_g2053.t1	dicty_g3730.t1
OG0004931	bc2002_g17527.t1	dicty_g3015.t1
OG0004933	bc2002_g16007.t1	dicty_g1268.t1
OG0004934	bc2002_g12849.t1	dicty_g2774.t1, dicty_g2703.t1
OG0004936	bc2002_g92.t1	dicty_g3195.t1
OG0004937	bc2002_g14016.t1	dicty_g4920.t1
OG0004938	bc2002_g17609.t1	dicty_g6348.t1
OG0004939	bc2002_g17528.t1	dicty_g8061.t1
OG0004940	bc2002_g6901.t1	dicty_g7966.t1
OG0004942	bc2002_g7907.t1	dicty_g1498.t1
OG0004944	bc2002_g882.t1	dicty_g9947.t1
OG0004945	bc2002_g3933.t1	dicty_g11151.t1
OG0004947	bc2002_g4608.t1	dicty_g4185.t1
OG0004949	bc2002_g13184.t1	dicty_g11283.t1
OG0004950	bc2002_g13175.t1	dicty_g7779.t1
OG0004952	bc2002_g14385.t1	dicty_g9985.t1
OG0004953	bc2002_g2610.t1	dicty_g9144.t1
OG0004954	bc2002_g15053.t1	dicty_g6507.t1
OG0004955	bc2002_g9405.t1	dicty_g1030.t1
OG0004958	bc2002_g15766.t1	dicty_g7974.t1
OG0004959	bc2002_g452.t1	dicty_g4188.t1
OG0004961	bc2002_g10471.t1	dicty_g7366.t1
OG0004963	bc2002_g4142.t1, bc2002_g17355.t1	dicty_g4947.t1
OG0004967	bc2002_g2117.t1	dicty_g11359.t1
OG0004969	bc2002_g2127.t1	dicty_g620.t1
OG0004970	bc2002_g16987.t1	dicty_g2091.t1
OG0004972	bc2002_g13399.t1	dicty_g3455.t1
OG0004973	bc2002_g10921.t1	dicty_g1105.t1
OG0004975	bc2002_g2177.t1	dicty_g5149.t1
OG0004976	bc2002_g16288.t1	dicty_g6075.t1
OG0004977	bc2002_g12851.t1	dicty_g4505.t1
OG0004978	bc2002_g4420.t1	dicty_g10250.t1
OG0004980	bc2002_g11158.t1	dicty_g1690.t1
OG0004981	bc2002_g11388.t1	dicty_g5299.t1
OG0004982	bc2002_g13170.t1	dicty_g9164.t1
OG0004983	bc2002_g2322.t1	dicty_g732.t1
OG0004984	bc2002_g6738.t1	dicty_g1467.t1
OG0004985	bc2002_g12850.t1	dicty_g5629.t1
OG0004986	bc2002_g14380.t1	dicty_g8237.t1
OG0004988	bc2002_g1379.t1	dicty_g6502.t1
OG0004989	bc2002_g14758.t1	dicty_g7720.t1
OG0004990	bc2002_g4644.t1	dicty_g5163.t1
OG0004991	bc2002_g11817.t1	dicty_g7394.t1
OG0004992	bc2002_g2830.t1	dicty_g4969.t1
OG0004994	bc2002_g2676.t1	dicty_g4299.t1
OG0004995	bc2002_g4600.t1	dicty_g8185.t1
OG0004996	bc2002_g16740.t1	dicty_g10362.t1
OG0004997	bc2002_g6134.t1	dicty_g4834.t1
OG0004998	bc2002_g3258.t1	dicty_g10959.t1
OG0004999	bc2002_g13083.t1	dicty_g170.t1
OG0005001	bc2002_g2946.t1	dicty_g9159.t1
OG0005004	bc2002_g17548.t1	dicty_g1748.t1
OG0005007	bc2002_g12604.t1	dicty_g7088.t1
OG0005008	bc2002_g19734.t1	dicty_g4262.t1
OG0005009	bc2002_g8456.t1	dicty_g1286.t2
OG0005011	bc2002_g4584.t1	dicty_g10900.t1
OG0005012	bc2002_g19360.t1	dicty_g11000.t1
OG0005013	bc2002_g7588.t1	dicty_g10711.t1
OG0005014	bc2002_g6643.t1	dicty_g7029.t1
OG0005015	bc2002_g14533.t1	dicty_g8912.t1
OG0005016	bc2002_g5122.t1	dicty_g3976.t1
OG0005017	bc2002_g17307.t1	dicty_g1496.t1
OG0005019	bc2002_g18758.t1	dicty_g7080.t1
OG0005020	bc2002_g13622.t1	dicty_g777.t1
OG0005021	bc2002_g3949.t1	dicty_g849.t1
OG0005022	bc2002_g8837.t1	dicty_g10692.t1
OG0005023	bc2002_g9799.t1	dicty_g7836.t1
OG0005024	bc2002_g2844.t1	dicty_g874.t1
OG0005025	bc2002_g10969.t1	dicty_g9061.t1
OG0005027	bc2002_g14291.t1	dicty_g10301.t1
OG0005032	bc2002_g18638.t1	dicty_g11233.t1
OG0005033	bc2002_g4342.t1	dicty_g3531.t1
OG0005034	bc2002_g209.t1	dicty_g5057.t1
OG0005035	bc2002_g8804.t1	dicty_g3631.t1
OG0005036	bc2002_g7292.t1	dicty_g6989.t1
OG0005038	bc2002_g11387.t1	dicty_g10847.t1
OG0005039	bc2002_g10475.t1	dicty_g1676.t1
OG0005040	bc2002_g10398.t1	dicty_g4964.t1
OG0005041	bc2002_g17645.t1	dicty_g296.t1
OG0005042	bc2002_g8263.t1	dicty_g6670.t1
OG0005047	bc2002_g759.t1	dicty_g3831.t1
OG0005050	bc2002_g19465.t1	dicty_g7709.t1
OG0005051	bc2002_g9463.t1	dicty_g11300.t1
OG0005052	bc2002_g3220.t1	dicty_g6894.t1
OG0005053	bc2002_g3228.t1	dicty_g3044.t1
OG0005054	bc2002_g8373.t1	dicty_g1716.t1
OG0005055	bc2002_g7409.t1	dicty_g11181.t1
OG0005056	bc2002_g19064.t1	dicty_g288.t1
OG0005057	bc2002_g18131.t1	dicty_g1757.t1
OG0005059	bc2002_g19679.t1	dicty_g9563.t1
OG0005060	bc2002_g18628.t1	dicty_g8918.t1
OG0005061	bc2002_g17391.t1	dicty_g5703.t1
OG0005063	bc2002_g17448.t1	dicty_g9763.t1
OG0005064	bc2002_g6131.t1	dicty_g3918.t1
OG0005065	bc2002_g4154.t1	dicty_g9230.t1
OG0005066	bc2002_g3230.t1	dicty_g3830.t1
OG0005067	bc2002_g17392.t1	dicty_g6114.t1
OG0005068	bc2002_g17430.t1	dicty_g760.t1
OG0005069	bc2002_g13800.t1	dicty_g9048.t1
OG0005070	bc2002_g17500.t1	dicty_g11411.t1
OG0005072	bc2002_g11406.t1	dicty_g8267.t1
OG0005073	bc2002_g17458.t1	dicty_g7174.t1
OG0005075	bc2002_g1264.t1	dicty_g10612.t1
OG0005076	bc2002_g18283.t1	dicty_g1336.t1
OG0005078	bc2002_g17514.t1	dicty_g4579.t1
OG0005080	bc2002_g2832.t1	dicty_g4879.t1
OG0005081	bc2002_g5772.t1	dicty_g5850.t1
OG0005082	bc2002_g7414.t1	dicty_g8554.t1
OG0005083	bc2002_g12594.t1	dicty_g1188.t1
OG0005087	bc2002_g17498.t1	dicty_g2052.t1
OG0005088	bc2002_g12179.t1	dicty_g4689.t1
OG0005089	bc2002_g3502.t1	dicty_g5490.t1
OG0005090	bc2002_g4404.t1	dicty_g4576.t1
OG0005091	bc2002_g11827.t1	dicty_g1673.t1
OG0005094	bc2002_g14522.t1	dicty_g6588.t1
OG0005095	bc2002_g435.t1	dicty_g8014.t1
OG0005097	bc2002_g1731.t1	dicty_g3076.t1
OG0005099	bc2002_g12485.t1	dicty_g8075.t1
OG0005101	bc2002_g2902.t1	dicty_g8295.t1
OG0005102	bc2002_g14023.t1	dicty_g5754.t1
OG0005105	bc2002_g406.t1	dicty_g11125.t1
OG0005107	bc2002_g2985.t1	dicty_g7657.t1
OG0005108	bc2002_g5813.t1	dicty_g6744.t1
OG0005109	bc2002_g6546.t1	dicty_g1227.t1
OG0005111	bc2002_g13247.t1	dicty_g7241.t1
OG0005112	bc2002_g14299.t1	dicty_g758.t1
OG0005113	bc2002_g5301.t1	dicty_g416.t1
OG0005115	bc2002_g17626.t1	dicty_g6012.t1
OG0005116	bc2002_g15933.t1	dicty_g8509.t1
OG0005117	bc2002_g9861.t1	dicty_g4522.t1
OG0005118	bc2002_g17679.t1	dicty_g8096.t1
OG0005119	bc2002_g16984.t1	dicty_g1047.t1
OG0005120	bc2002_g10469.t1	dicty_g5916.t1
OG0005121	bc2002_g15052.t1	dicty_g9117.t1
OG0005122	bc2002_g11122.t1	dicty_g10284.t1
OG0005123	bc2002_g16205.t1	dicty_g3870.t1
OG0005124	bc2002_g9840.t1	dicty_g10775.t1
OG0005126	bc2002_g6542.t1	dicty_g4430.t1
OG0005127	bc2002_g14209.t1	dicty_g9370.t1
OG0005128	bc2002_g3388.t1	dicty_g4853.t1
OG0005129	bc2002_g1237.t1	dicty_g7367.t1
OG0005130	bc2002_g7542.t1	dicty_g10437.t1
OG0005133	bc2002_g3735.t1	dicty_g10452.t1
OG0005134	bc2002_g6912.t1	dicty_g2074.t1
OG0005135	bc2002_g10281.t1	dicty_g4813.t1
OG0005138	bc2002_g19067.t1	dicty_g9788.t1
OG0005140	bc2002_g218.t1	dicty_g4374.t1
OG0005141	bc2002_g15945.t1	dicty_g10192.t1
OG0005142	bc2002_g10155.t1	dicty_g8765.t1
OG0005143	bc2002_g10173.t1	dicty_g11077.t1
OG0005144	bc2002_g12690.t1	dicty_g3087.t1
OG0005145	bc2002_g10684.t1	dicty_g7947.t1
OG0005146	bc2002_g15048.t1	dicty_g5049.t1
OG0005148	bc2002_g18217.t1	dicty_g5420.t1
OG0005149	bc2002_g7043.t1	dicty_g9996.t1
OG0005150	bc2002_g11481.t1	dicty_g6965.t1
OG0005151	bc2002_g13369.t1	dicty_g5726.t1
OG0005153	bc2002_g17351.t1	dicty_g4691.t1
OG0005154	bc2002_g5123.t1	dicty_g2586.t1, dicty_g2890.t1
OG0005155	bc2002_g11017.t1	dicty_g6143.t1
OG0005156	bc2002_g6874.t1	dicty_g9316.t1
OG0005158	bc2002_g16648.t1	dicty_g5708.t1
OG0005159	bc2002_g12602.t1	dicty_g2391.t1
OG0005160	bc2002_g2178.t1	dicty_g4823.t1
OG0005163	bc2002_g16174.t1	dicty_g1654.t1
OG0005164	bc2002_g7016.t1	dicty_g3066.t1
OG0005165	bc2002_g11405.t1	dicty_g9450.t1
OG0005166	bc2002_g13404.t1	dicty_g1993.t1
OG0005167	bc2002_g14545.t1	dicty_g5136.t1
OG0005168	bc2002_g19467.t1	dicty_g5848.t1
OG0005169	bc2002_g7025.t1	dicty_g3421.t1
OG0005171	bc2002_g19510.t1	dicty_g5595.t1
OG0005172	bc2002_g11505.t1	dicty_g10940.t1
OG0005173	bc2002_g2928.t1	dicty_g5588.t3
OG0005174	bc2002_g7248.t1	dicty_g11483.t1
OG0005175	bc2002_g2938.t1	dicty_g3848.t1
OG0005176	bc2002_g7263.t1	dicty_g1054.t1
OG0005177	bc2002_g7234.t1	dicty_g9417.t1
OG0005178	bc2002_g17605.t1	dicty_g9864.t1
OG0005179	bc2002_g18110.t1	dicty_g4494.t1
OG0005180	bc2002_g1917.t1	dicty_g11281.t1
OG0005181	bc2002_g3875.t1	dicty_g10646.t1
OG0005182	bc2002_g10985.t1	dicty_g8919.t1
