Orthogroup	bc2002_braker	acastellanii_braker
OG0004418	bc2002_g10763.t1	acastellanii_g10292.t1
OG0004419	bc2002_g16116.t1	acastellanii_g10316.t1
OG0004420	bc2002_g731.t1	acastellanii_g10331.t1
OG0004421	bc2002_g7768.t1	acastellanii_g5207.t1, acastellanii_g10342.t1
OG0004422	bc2002_g8996.t1	acastellanii_g10347.t1
OG0004423	bc2002_g12852.t1	acastellanii_g10351.t1
OG0004424	bc2002_g15795.t2	acastellanii_g10365.t1
OG0004425	bc2002_g5015.t1	acastellanii_g10406.t1
OG0004426	bc2002_g6735.t1	acastellanii_g10411.t1, acastellanii_g10413.t1
OG0004428	bc2002_g8393.t1	acastellanii_g1791.t1, acastellanii_g10024.t1
OG0004429	bc2002_g11413.t1	acastellanii_g10028.t1
OG0004432	bc2002_g16994.t1	acastellanii_g10076.t1
OG0004433	bc2002_g13776.t1	acastellanii_g10084.t1
OG0004435	bc2002_g2274.t2, bc2002_g2274.t1	acastellanii_g10088.t1
OG0004436	bc2002_g17396.t1	acastellanii_g10089.t2, acastellanii_g10089.t1
OG0004437	bc2002_g11226.t1	acastellanii_g10092.t1
OG0004438	bc2002_g16308.t1	acastellanii_g10103.t1
OG0004439	bc2002_g16919.t1	acastellanii_g10110.t1, acastellanii_g10110.t2
OG0004440	bc2002_g3433.t1	acastellanii_g10122.t1
OG0004441	bc2002_g19739.t1	acastellanii_g10123.t1
OG0004442	bc2002_g13174.t1	acastellanii_g10135.t1
OG0004444	bc2002_g413.t1	acastellanii_g10167.t1, acastellanii_g10167.t2
OG0004446	bc2002_g14208.t1	acastellanii_g10185.t1
OG0004448	bc2002_g4161.t1	acastellanii_g10209.t1
OG0004449	bc2002_g12159.t1	acastellanii_g10227.t2, acastellanii_g10227.t1
OG0004450	bc2002_g11108.t1	acastellanii_g10230.t1
OG0004452	bc2002_g781.t1	acastellanii_g10002.t1
OG0004454	bc2002_g16191.t1	acastellanii_g10011.t1
OG0004455	bc2002_g3646.t1	acastellanii_g10014.t1
OG0004457	bc2002_g17775.t1	acastellanii_g9987.t1
OG0004458	bc2002_g18636.t1	acastellanii_g9601.t2
OG0004459	bc2002_g2991.t1	acastellanii_g9619.t1
OG0004461	bc2002_g8435.t1	acastellanii_g9630.t1
OG0004462	bc2002_g14205.t1	acastellanii_g9641.t1
OG0004463	bc2002_g2253.t1	acastellanii_g9646.t1
OG0004464	bc2002_g6970.t1	acastellanii_g9647.t1, acastellanii_g2141.t1, acastellanii_g2142.t1
OG0004466	bc2002_g8542.t1	acastellanii_g9675.t1
OG0004468	bc2002_g10174.t1	acastellanii_g9688.t2, acastellanii_g9688.t1
OG0004469	bc2002_g6989.t1	acastellanii_g9690.t3
OG0004470	bc2002_g8803.t1	acastellanii_g9702.t1
OG0004471	bc2002_g2056.t1	acastellanii_g9704.t1
OG0004472	bc2002_g7335.t1	acastellanii_g9708.t1
OG0004473	bc2002_g12103.t1	acastellanii_g9722.t1
OG0004474	bc2002_g9797.t1	acastellanii_g9728.t1
OG0004475	bc2002_g16030.t1	acastellanii_g9737.t1
OG0004476	bc2002_g11907.t1	acastellanii_g9746.t1
OG0004477	bc2002_g19215.t1	acastellanii_g9749.t1
OG0004478	bc2002_g13910.t1	acastellanii_g9757.t1
OG0004479	bc2002_g122.t1	acastellanii_g9762.t1
OG0004480	bc2002_g7550.t1	acastellanii_g9777.t1
OG0004481	bc2002_g16808.t1	acastellanii_g9800.t1
OG0004482	bc2002_g1117.t1	acastellanii_g9802.t1, acastellanii_g9801.t1
OG0004483	bc2002_g1394.t1	acastellanii_g9816.t1, acastellanii_g671.t1
OG0004484	bc2002_g16474.t1	acastellanii_g9830.t1
OG0004486	bc2002_g17838.t1	acastellanii_g9844.t1
OG0004487	bc2002_g11270.t1	acastellanii_g9873.t1
OG0004488	bc2002_g16052.t1	acastellanii_g9879.t1
OG0004489	bc2002_g19959.t1, bc2002_g4137.t1	acastellanii_g9882.t1
OG0004491	bc2002_g431.t1	acastellanii_g6705.t1, acastellanii_g6705.t2, acastellanii_g9891.t1
OG0004492	bc2002_g1173.t1	acastellanii_g9898.t1
OG0004493	bc2002_g6209.t1, bc2002_g6209.t2	acastellanii_g9911.t1
OG0004494	bc2002_g1910.t1	acastellanii_g5497.t1, acastellanii_g9915.t1
OG0004496	bc2002_g5337.t1	acastellanii_g9937.t1
OG0004497	bc2002_g16131.t1	acastellanii_g5278.t1, acastellanii_g9956.t1
OG0004498	bc2002_g3929.t1	acastellanii_g9966.t1
OG0004499	bc2002_g17339.t1	acastellanii_g4963.t1, acastellanii_g9971.t1
OG0004500	bc2002_g7012.t1	acastellanii_g9323.t1
OG0004501	bc2002_g17714.t1	acastellanii_g9334.t1
OG0004502	bc2002_g1675.t1	acastellanii_g9342.t2
OG0004503	bc2002_g5256.t1	acastellanii_g9347.t1
OG0004504	bc2002_g19926.t1	acastellanii_g9362.t1
OG0004505	bc2002_g19345.t1	acastellanii_g9393.t1
OG0004506	bc2002_g4166.t1	acastellanii_g9395.t1
OG0004507	bc2002_g4156.t1	acastellanii_g9400.t1
OG0004508	bc2002_g3753.t1	acastellanii_g9401.t1
OG0004509	bc2002_g13915.t1	acastellanii_g9417.t1
OG0004510	bc2002_g2230.t1	acastellanii_g9420.t1
OG0004511	bc2002_g20018.t1	acastellanii_g9422.t1
OG0004512	bc2002_g3835.t1	acastellanii_g9425.t1
OG0004513	bc2002_g6998.t1	acastellanii_g9431.t1
OG0004514	bc2002_g17773.t1	acastellanii_g9437.t1
OG0004515	bc2002_g19068.t1	acastellanii_g9448.t1
OG0004516	bc2002_g11501.t1	acastellanii_g9455.t1
OG0004518	bc2002_g236.t1	acastellanii_g9462.t1
OG0004520	bc2002_g14492.t1	acastellanii_g9481.t1
OG0004521	bc2002_g4209.t1	acastellanii_g9483.t1
OG0004522	bc2002_g5297.t1	acastellanii_g9495.t1
OG0004523	bc2002_g12099.t1	acastellanii_g9500.t1
OG0004524	bc2002_g11846.t1	acastellanii_g9517.t1
OG0004526	bc2002_g16883.t1	acastellanii_g9552.t1
OG0004527	bc2002_g13037.t1	acastellanii_g9564.t1
OG0004529	bc2002_g11808.t1	acastellanii_g9299.t1
OG0004530	bc2002_g19140.t1	acastellanii_g9253.t1
OG0004533	bc2002_g3419.t1	acastellanii_g9220.t1
OG0004534	bc2002_g2642.t1	acastellanii_g9221.t1
OG0004535	bc2002_g7986.t1	acastellanii_g9226.t1
OG0004536	bc2002_g4620.t1	acastellanii_g9238.t1
OG0004538	bc2002_g19532.t1	acastellanii_g9186.t1
OG0004540	bc2002_g15404.t1	acastellanii_g9093.t1
OG0004541	bc2002_g4418.t1	acastellanii_g9097.t1
OG0004542	bc2002_g19361.t1	acastellanii_g9080.t1
OG0004543	bc2002_g6520.t1	acastellanii_g8745.t1
OG0004544	bc2002_g14755.t1	acastellanii_g8752.t1
OG0004545	bc2002_g6707.t1	acastellanii_g8753.t1
OG0004546	bc2002_g13822.t1	acastellanii_g8771.t1
OG0004547	bc2002_g5954.t1	acastellanii_g8773.t1
OG0004548	bc2002_g8830.t1	acastellanii_g8788.t1, acastellanii_g8788.t2
OG0004549	bc2002_g6691.t1	acastellanii_g8807.t1
OG0004550	bc2002_g5327.t1	acastellanii_g8815.t1
OG0004551	bc2002_g11941.t1	acastellanii_g8820.t1
OG0004553	bc2002_g8280.t1	acastellanii_g8840.t1
OG0004554	bc2002_g12810.t1	acastellanii_g8844.t1
OG0004555	bc2002_g8532.t1	acastellanii_g8852.t2, acastellanii_g8852.t1
OG0004556	bc2002_g17316.t1	acastellanii_g8853.t1
OG0004557	bc2002_g16667.t1	acastellanii_g8863.t1
OG0004558	bc2002_g9668.t1	acastellanii_g8868.t1, acastellanii_g8871.t1
OG0004559	bc2002_g16902.t1	acastellanii_g8895.t1
OG0004561	bc2002_g17925.t1	acastellanii_g8904.t1
OG0004562	bc2002_g16527.t1	acastellanii_g8905.t1
OG0004563	bc2002_g16543.t1	acastellanii_g8907.t1
OG0004564	bc2002_g529.t1	acastellanii_g8908.t1
OG0004565	bc2002_g11950.t1	acastellanii_g8919.t1
OG0004566	bc2002_g16414.t1	acastellanii_g8920.t1
OG0004568	bc2002_g6834.t1	acastellanii_g8936.t1
OG0004569	bc2002_g12098.t1	acastellanii_g8944.t1
OG0004570	bc2002_g16413.t1	acastellanii_g8954.t1
OG0004571	bc2002_g10922.t1	acastellanii_g8958.t1
OG0004574	bc2002_g7005.t1	acastellanii_g8983.t1
OG0004575	bc2002_g16430.t1	acastellanii_g8987.t1
OG0004576	bc2002_g17962.t1	acastellanii_g9003.t1
OG0004577	bc2002_g4409.t1	acastellanii_g9005.t2, acastellanii_g9005.t1
OG0004579	bc2002_g6840.t1	acastellanii_g9053.t1
OG0004580	bc2002_g14479.t1	acastellanii_g9055.t1
OG0004582	bc2002_g16229.t1	acastellanii_g8678.t1
OG0004583	bc2002_g4869.t1	acastellanii_g8647.t1
OG0004584	bc2002_g12287.t1	acastellanii_g8655.t1, acastellanii_g8655.t2
OG0004585	bc2002_g12765.t1	acastellanii_g8440.t3, acastellanii_g8440.t1, acastellanii_g8440.t2
OG0004586	bc2002_g12097.t1	acastellanii_g8443.t1
OG0004587	bc2002_g15765.t1	acastellanii_g8455.t1
OG0004588	bc2002_g9648.t1	acastellanii_g8457.t1
OG0004589	bc2002_g17678.t1	acastellanii_g8460.t1
OG0004590	bc2002_g9658.t1	acastellanii_g8464.t1
OG0004591	bc2002_g6562.t1	acastellanii_g8466.t1
OG0004592	bc2002_g6353.t1	acastellanii_g8469.t1
OG0004594	bc2002_g14514.t1	acastellanii_g8477.t1
OG0004595	bc2002_g18284.t1	acastellanii_g8486.t2, acastellanii_g8486.t1
OG0004596	bc2002_g249.t1	acastellanii_g8494.t1
OG0004597	bc2002_g10129.t1	acastellanii_g8502.t1
OG0004598	bc2002_g9374.t1	acastellanii_g8530.t1
OG0004600	bc2002_g15260.t1	acastellanii_g8533.t1
OG0004601	bc2002_g17229.t1	acastellanii_g8535.t1
OG0004602	bc2002_g12424.t1	acastellanii_g8547.t1
OG0004603	bc2002_g9089.t1	acastellanii_g8552.t1
OG0004605	bc2002_g3932.t1	acastellanii_g8555.t1
OG0004606	bc2002_g10163.t1	acastellanii_g8568.t1, acastellanii_g8571.t1, acastellanii_g8571.t2
OG0004608	bc2002_g713.t1	acastellanii_g8623.t1
OG0004609	bc2002_g2638.t1	acastellanii_g8044.t1
OG0004610	bc2002_g12592.t1	acastellanii_g8055.t1
OG0004611	bc2002_g6352.t1	acastellanii_g8057.t1
OG0004613	bc2002_g9411.t1	acastellanii_g8063.t1
OG0004614	bc2002_g1051.t1	acastellanii_g8077.t1
OG0004615	bc2002_g4861.t1	acastellanii_g8078.t1
OG0004616	bc2002_g6128.t1	acastellanii_g8091.t1
OG0004617	bc2002_g9473.t1	acastellanii_g8106.t1
OG0004620	bc2002_g17716.t1	acastellanii_g8141.t1, acastellanii_g8141.t2
OG0004621	bc2002_g6292.t1	acastellanii_g8142.t1
OG0004622	bc2002_g9410.t1	acastellanii_g8152.t1
OG0004623	bc2002_g9422.t1	acastellanii_g8155.t1
OG0004624	bc2002_g12556.t1	acastellanii_g8164.t1
OG0004625	bc2002_g19511.t1	acastellanii_g8170.t1
OG0004627	bc2002_g1391.t1	acastellanii_g8181.t1
OG0004628	bc2002_g3931.t1	acastellanii_g8237.t1
OG0004629	bc2002_g18160.t1	acastellanii_g8259.t1
OG0004630	bc2002_g12518.t1	acastellanii_g8264.t1
OG0004631	bc2002_g12487.t1	acastellanii_g8270.t1
OG0004632	bc2002_g16073.t1	acastellanii_g8285.t1
OG0004633	bc2002_g12598.t1	acastellanii_g8294.t1
OG0004634	bc2002_g2074.t1	acastellanii_g8298.t1
OG0004635	bc2002_g5927.t1	acastellanii_g8309.t1
OG0004636	bc2002_g4249.t1	acastellanii_g8316.t1
OG0004637	bc2002_g16209.t1	acastellanii_g8326.t1
OG0004638	bc2002_g2535.t1	acastellanii_g8332.t1
OG0004640	bc2002_g13795.t1	acastellanii_g8355.t1
OG0004644	bc2002_g14304.t1	acastellanii_g8408.t1
OG0004645	bc2002_g12486.t1	acastellanii_g8410.t1
OG0004646	bc2002_g9665.t1	acastellanii_g7985.t1
OG0004647	bc2002_g3890.t1	acastellanii_g7956.t1
OG0004648	bc2002_g2022.t1	acastellanii_g7933.t1
OG0004649	bc2002_g11425.t1	acastellanii_g7754.t1
OG0004651	bc2002_g18473.t1	acastellanii_g7764.t1
OG0004652	bc2002_g5515.t1	acastellanii_g7774.t1
OG0004653	bc2002_g3405.t1	acastellanii_g7775.t1
OG0004654	bc2002_g16177.t1	acastellanii_g7779.t1
OG0004655	bc2002_g12249.t1	acastellanii_g7804.t1
OG0004656	bc2002_g17304.t1, bc2002_g17305.t1	acastellanii_g7829.t1
OG0004657	bc2002_g13339.t1	acastellanii_g7832.t1
OG0004658	bc2002_g14760.t1	acastellanii_g7836.t1
OG0004659	bc2002_g14647.t1	acastellanii_g7845.t1
OG0004660	bc2002_g9178.t1	acastellanii_g7849.t1
OG0004661	bc2002_g15772.t1	acastellanii_g7851.t1
OG0004662	bc2002_g11493.t1	acastellanii_g7852.t1
OG0004663	bc2002_g18894.t1	acastellanii_g7893.t1
OG0004664	bc2002_g4565.t1	acastellanii_g7895.t1, acastellanii_g7895.t2
OG0004665	bc2002_g4421.t1	acastellanii_g7908.t1
OG0004667	bc2002_g9413.t1	acastellanii_g7722.t1
OG0004668	bc2002_g19457.t1	acastellanii_g7732.t1
OG0004672	bc2002_g14406.t1	acastellanii_g7708.t1
OG0004673	bc2002_g16800.t1	acastellanii_g7662.t1
OG0004674	bc2002_g16533.t1	acastellanii_g7667.t1
OG0004675	bc2002_g5060.t1	acastellanii_g7668.t1
OG0004676	bc2002_g988.t1	acastellanii_g7669.t1
OG0004677	bc2002_g10920.t1	acastellanii_g7672.t1
OG0004678	bc2002_g9576.t1	acastellanii_g7681.t1, acastellanii_g7681.t2
OG0004679	bc2002_g7101.t1	acastellanii_g7604.t1
OG0004680	bc2002_g19506.t1	acastellanii_g7606.t1
OG0004681	bc2002_g5135.t1	acastellanii_g7610.t1
OG0004682	bc2002_g12491.t1	acastellanii_g7612.t1
OG0004683	bc2002_g3251.t1	acastellanii_g7622.t1
OG0004684	bc2002_g6911.t1	acastellanii_g7630.t1
OG0004686	bc2002_g9150.t1	acastellanii_g7522.t1
OG0004690	bc2002_g6836.t1	acastellanii_g7499.t1
OG0004691	bc2002_g8832.t1	acastellanii_g7502.t1
OG0004692	bc2002_g12580.t1	acastellanii_g7503.t1
OG0004693	bc2002_g3540.t1	acastellanii_g7493.t1
OG0004694	bc2002_g10315.t1	acastellanii_g7399.t1
OG0004697	bc2002_g14547.t1	acastellanii_g7408.t1
OG0004699	bc2002_g9539.t1	acastellanii_g7448.t1
OG0004700	bc2002_g9787.t1	acastellanii_g7455.t1
OG0004701	bc2002_g9554.t1	acastellanii_g7456.t1
OG0004702	bc2002_g9512.t1	acastellanii_g7476.t1
OG0004703	bc2002_g18125.t1	acastellanii_g7477.t1
OG0004704	bc2002_g6833.t1	acastellanii_g7351.t1
OG0004705	bc2002_g8827.t1	acastellanii_g7357.t1
OG0004708	bc2002_g16270.t1	acastellanii_g7255.t1
OG0004709	bc2002_g17926.t1	acastellanii_g7276.t1
OG0004710	bc2002_g10800.t1	acastellanii_g7278.t1
OG0004711	bc2002_g3128.t1, bc2002_g3128.t2	acastellanii_g7279.t1
OG0004712	bc2002_g7270.t1	acastellanii_g7292.t1
OG0004713	bc2002_g4649.t1	acastellanii_g7231.t1
OG0004714	bc2002_g9475.t1	acastellanii_g6988.t1
OG0004715	bc2002_g7001.t1	acastellanii_g6991.t1
OG0004716	bc2002_g5.t1	acastellanii_g6993.t1
OG0004717	bc2002_g10715.t1	acastellanii_g6995.t1
OG0004718	bc2002_g4490.t1	acastellanii_g6998.t1
OG0004719	bc2002_g16051.t1	acastellanii_g7000.t1
OG0004720	bc2002_g9458.t1	acastellanii_g7012.t1
OG0004721	bc2002_g15567.t1	acastellanii_g7016.t1
OG0004722	bc2002_g10693.t1	acastellanii_g7017.t1
OG0004723	bc2002_g9556.t1	acastellanii_g7030.t1, acastellanii_g7030.t2
OG0004724	bc2002_g13167.t1	acastellanii_g7058.t1
OG0004725	bc2002_g18524.t1	acastellanii_g7060.t1
OG0004726	bc2002_g2532.t1	acastellanii_g7064.t1
OG0004727	bc2002_g207.t1	acastellanii_g7066.t1
OG0004728	bc2002_g7026.t1	acastellanii_g7069.t1
OG0004729	bc2002_g8838.t1	acastellanii_g7072.t1
OG0004730	bc2002_g14749.t1	acastellanii_g7074.t1
OG0004731	bc2002_g4506.t1	acastellanii_g7075.t1
OG0004732	bc2002_g14521.t1	acastellanii_g7082.t1
OG0004733	bc2002_g10098.t1	acastellanii_g7088.t1
OG0004734	bc2002_g857.t1	acastellanii_g7094.t1
OG0004735	bc2002_g856.t1	acastellanii_g7104.t1
OG0004736	bc2002_g885.t1	acastellanii_g7109.t1
OG0004737	bc2002_g862.t1	acastellanii_g7118.t1
OG0004738	bc2002_g19500.t1	acastellanii_g7132.t1
OG0004739	bc2002_g13321.t1	acastellanii_g7138.t1
OG0004740	bc2002_g11453.t1	acastellanii_g7145.t1
OG0004741	bc2002_g11477.t1	acastellanii_g7146.t1
OG0004743	bc2002_g9269.t1	acastellanii_g7165.t1
OG0004745	bc2002_g15315.t1	acastellanii_g7169.t1
OG0004746	bc2002_g9020.t1	acastellanii_g7182.t2, acastellanii_g7182.t1
OG0004747	bc2002_g14390.t1	acastellanii_g7193.t1
OG0004748	bc2002_g16115.t1	acastellanii_g7207.t1
OG0004749	bc2002_g12433.t1	acastellanii_g7223.t1, acastellanii_g1139.t1
OG0004750	bc2002_g19462.t1	acastellanii_g6948.t1
OG0004751	bc2002_g1694.t1	acastellanii_g6950.t1
OG0004752	bc2002_g17201.t1	acastellanii_g6956.t1
OG0004753	bc2002_g12812.t1	acastellanii_g6938.t1
OG0004754	bc2002_g13893.t1	acastellanii_g6808.t1, acastellanii_g6808.t2
OG0004755	bc2002_g3708.t1	acastellanii_g6822.t1
OG0004756	bc2002_g1261.t1	acastellanii_g6833.t1, acastellanii_g5873.t1
OG0004757	bc2002_g19286.t1	acastellanii_g6842.t1, acastellanii_g3195.t1
OG0004758	bc2002_g678.t1	acastellanii_g6844.t1
OG0004759	bc2002_g287.t1	acastellanii_g6868.t1
OG0004761	bc2002_g7513.t1	acastellanii_g6900.t1
OG0004762	bc2002_g17199.t1	acastellanii_g6908.t1
OG0004763	bc2002_g539.t1	acastellanii_g6714.t1
OG0004765	bc2002_g16398.t1	acastellanii_g6718.t1
OG0004766	bc2002_g7424.t1	acastellanii_g6741.t1
OG0004767	bc2002_g456.t1	acastellanii_g6757.t1
OG0004769	bc2002_g7309.t1	acastellanii_g6007.t1
OG0004771	bc2002_g14520.t1, bc2002_g14520.t2	acastellanii_g6040.t1
OG0004772	bc2002_g10458.t1	acastellanii_g6075.t1
OG0004773	bc2002_g8661.t1	acastellanii_g6080.t1
OG0004776	bc2002_g13715.t1	acastellanii_g6130.t1
OG0004777	bc2002_g11829.t1	acastellanii_g6131.t1
OG0004778	bc2002_g16823.t1	acastellanii_g6134.t1
OG0004779	bc2002_g2186.t1	acastellanii_g6137.t1
OG0004781	bc2002_g2059.t1	acastellanii_g6151.t1
OG0004782	bc2002_g16886.t1	acastellanii_g6167.t2, acastellanii_g6167.t1
OG0004783	bc2002_g15542.t1	acastellanii_g6189.t1
OG0004784	bc2002_g16001.t1	acastellanii_g6191.t1
OG0004785	bc2002_g5565.t1	acastellanii_g6203.t1, acastellanii_g6203.t2
OG0004786	bc2002_g1749.t2, bc2002_g1749.t1	acastellanii_g6213.t1
OG0004787	bc2002_g13855.t1	acastellanii_g6234.t1
OG0004788	bc2002_g6948.t1	acastellanii_g6240.t1
OG0004790	bc2002_g15270.t1	acastellanii_g6271.t1
OG0004791	bc2002_g10275.t1, bc2002_g10275.t2	acastellanii_g6276.t1
OG0004792	bc2002_g18177.t1	acastellanii_g6296.t1, acastellanii_g6296.t2
OG0004793	bc2002_g17852.t1, bc2002_g17852.t2	acastellanii_g6297.t1
OG0004794	bc2002_g6549.t1	acastellanii_g6309.t1
OG0004795	bc2002_g14793.t1	acastellanii_g6333.t1
OG0004796	bc2002_g14464.t1	acastellanii_g6336.t1
OG0004797	bc2002_g6965.t1	acastellanii_g6346.t1
OG0004798	bc2002_g11758.t1	acastellanii_g6369.t1
OG0004799	bc2002_g8446.t1	acastellanii_g6371.t1
OG0004800	bc2002_g13813.t1	acastellanii_g6377.t1
OG0004801	bc2002_g5672.t1	acastellanii_g6382.t1
OG0004802	bc2002_g3325.t1	acastellanii_g6388.t2
OG0004803	bc2002_g8418.t1	acastellanii_g6391.t1
OG0004804	bc2002_g6997.t1	acastellanii_g6412.t1
OG0004805	bc2002_g18137.t1	acastellanii_g6415.t1
OG0004807	bc2002_g17303.t1	acastellanii_g6431.t1
OG0004808	bc2002_g1170.t1	acastellanii_g6432.t1
OG0004810	bc2002_g6823.t1	acastellanii_g5848.t1, acastellanii_g6451.t1
OG0004811	bc2002_g19497.t1	acastellanii_g6465.t1
OG0004812	bc2002_g1904.t1	acastellanii_g6481.t1
OG0004813	bc2002_g9147.t1	acastellanii_g6500.t1
OG0004814	bc2002_g248.t1	acastellanii_g6521.t1
OG0004815	bc2002_g7515.t1	acastellanii_g6522.t1
OG0004816	bc2002_g105.t1	acastellanii_g6525.t1
OG0004817	bc2002_g206.t1	acastellanii_g6546.t1
OG0004818	bc2002_g9850.t1	acastellanii_g6550.t1
OG0004819	bc2002_g7408.t1	acastellanii_g6553.t1
OG0004820	bc2002_g3434.t1	acastellanii_g6557.t1
OG0004822	bc2002_g13911.t1	acastellanii_g6570.t1
OG0004823	bc2002_g3872.t1	acastellanii_g6572.t1
OG0004824	bc2002_g3461.t1	acastellanii_g6574.t1
OG0004826	bc2002_g18523.t1	acastellanii_g6579.t1
OG0004827	bc2002_g18938.t1	acastellanii_g6587.t1
OG0004828	bc2002_g16226.t4	acastellanii_g6595.t1
OG0004830	bc2002_g147.t1	acastellanii_g6607.t1
OG0004831	bc2002_g13818.t1	acastellanii_g6655.t1
OG0004832	bc2002_g1945.t1	acastellanii_g6659.t1
OG0004833	bc2002_g13173.t1	acastellanii_g6667.t1
OG0004834	bc2002_g5770.t1	acastellanii_g6670.t1
OG0004835	bc2002_g8577.t1	acastellanii_g6675.t1
OG0004836	bc2002_g4217.t1	acastellanii_g6681.t1
OG0004837	bc2002_g4155.t1	acastellanii_g5980.t1
OG0004838	bc2002_g3734.t1	acastellanii_g5983.t1
OG0004839	bc2002_g7294.t1	acastellanii_g5887.t1
OG0004840	bc2002_g18629.t1	acastellanii_g5896.t1
OG0004843	bc2002_g1798.t1	acastellanii_g5803.t1
OG0004844	bc2002_g9467.t1	acastellanii_g5816.t1
OG0004845	bc2002_g19095.t1	acastellanii_g5817.t1
OG0004847	bc2002_g6846.t1	acastellanii_g5849.t1
OG0004848	bc2002_g19689.t1, bc2002_g19689.t2	acastellanii_g5698.t2
OG0004850	bc2002_g16026.t1	acastellanii_g193.t1, acastellanii_g5715.t1
OG0004851	bc2002_g8524.t1	acastellanii_g5754.t1
OG0004852	bc2002_g19750.t1	acastellanii_g5756.t1
OG0004853	bc2002_g2871.t1	acastellanii_g5774.t1
OG0004855	bc2002_g19072.t1	acastellanii_g5780.t1
OG0004856	bc2002_g19697.t1	acastellanii_g5781.t1
OG0004858	bc2002_g5255.t1	acastellanii_g5512.t1
OG0004859	bc2002_g16754.t1	acastellanii_g5526.t1
OG0004860	bc2002_g2379.t1	acastellanii_g5529.t1
OG0004861	bc2002_g16778.t1	acastellanii_g5531.t1
OG0004862	bc2002_g17503.t1	acastellanii_g5538.t1
OG0004863	bc2002_g8807.t1	acastellanii_g5539.t1
OG0004864	bc2002_g3733.t1	acastellanii_g5567.t1
OG0004865	bc2002_g17781.t1	acastellanii_g5570.t1
OG0004866	bc2002_g10267.t1	acastellanii_g5572.t1
OG0004867	bc2002_g5869.t1	acastellanii_g5576.t1
OG0004869	bc2002_g11671.t1	acastellanii_g5579.t1
OG0004870	bc2002_g17843.t1	acastellanii_g5585.t1
OG0004871	bc2002_g10558.t2, bc2002_g10558.t1	acastellanii_g5602.t1
OG0004872	bc2002_g344.t1	acastellanii_g5606.t1
OG0004873	bc2002_g3499.t1	acastellanii_g5612.t1
OG0004874	bc2002_g11815.t1	acastellanii_g5623.t1
OG0004875	bc2002_g16134.t1	acastellanii_g5628.t1
OG0004876	bc2002_g19813.t1	acastellanii_g5641.t1
OG0004877	bc2002_g18757.t1	acastellanii_g5642.t1, acastellanii_g1720.t1
OG0004878	bc2002_g13458.t1	acastellanii_g5654.t1
OG0004879	bc2002_g7648.t1	acastellanii_g5657.t1
OG0004880	bc2002_g3748.t1	acastellanii_g5672.t1
OG0004882	bc2002_g11873.t1	acastellanii_g5481.t1
OG0004883	bc2002_g9808.t1	acastellanii_g5414.t1
OG0004884	bc2002_g10387.t1	acastellanii_g5419.t1
OG0004885	bc2002_g8821.t1	acastellanii_g5403.t1
OG0004886	bc2002_g6913.t1	acastellanii_g5396.t3
OG0004888	bc2002_g16484.t1	acastellanii_g5247.t2, acastellanii_g5247.t1
OG0004889	bc2002_g14012.t1	acastellanii_g5250.t1
OG0004890	bc2002_g3848.t1	acastellanii_g5288.t1
OG0004891	bc2002_g18996.t1	acastellanii_g5296.t1
OG0004892	bc2002_g8254.t1	acastellanii_g5308.t1
OG0004893	bc2002_g18822.t1	acastellanii_g5313.t1
OG0004894	bc2002_g18222.t1	acastellanii_g5314.t1
OG0004895	bc2002_g2880.t1	acastellanii_g5316.t1
OG0004896	bc2002_g12557.t1	acastellanii_g5317.t1
OG0004897	bc2002_g19856.t1	acastellanii_g5325.t1
OG0004899	bc2002_g208.t1	acastellanii_g5343.t1
OG0004900	bc2002_g14608.t1	acastellanii_g5344.t1
OG0004901	bc2002_g18907.t1	acastellanii_g5350.t1
OG0004902	bc2002_g16344.t1	acastellanii_g5224.t1
OG0004903	bc2002_g3799.t1	acastellanii_g5216.t1
OG0004904	bc2002_g15826.t1	acastellanii_g5111.t1
OG0004905	bc2002_g16607.t1	acastellanii_g5132.t1
OG0004906	bc2002_g931.t1	acastellanii_g5139.t1
OG0004907	bc2002_g149.t1	acastellanii_g5146.t1
OG0004908	bc2002_g9875.t1	acastellanii_g5151.t1
OG0004909	bc2002_g7855.t1	acastellanii_g5153.t1
OG0004910	bc2002_g16028.t1	acastellanii_g5175.t1
OG0004911	bc2002_g17842.t1	acastellanii_g5189.t1
OG0004912	bc2002_g12844.t1	acastellanii_g5087.t1
OG0004913	bc2002_g91.t1, bc2002_g91.t2	acastellanii_g5007.t1
OG0004914	bc2002_g13460.t2, bc2002_g13460.t1	acastellanii_g5008.t1
OG0004916	bc2002_g5287.t1	acastellanii_g5037.t1
OG0004917	bc2002_g13342.t1	acastellanii_g5045.t1
OG0004918	bc2002_g14600.t1	acastellanii_g5069.t2
OG0004919	bc2002_g15557.t1	acastellanii_g4945.t1
OG0004920	bc2002_g17432.t1	acastellanii_g4920.t1
OG0004921	bc2002_g3208.t1	acastellanii_g4925.t1
OG0004922	bc2002_g7541.t1	acastellanii_g4846.t1, acastellanii_g4846.t2
OG0004923	bc2002_g8253.t1	acastellanii_g4849.t1
OG0004924	bc2002_g16144.t1	acastellanii_g4850.t1
OG0004925	bc2002_g3824.t1	acastellanii_g4895.t1
OG0004926	bc2002_g16432.t2	acastellanii_g4896.t1
OG0004927	bc2002_g4416.t1	acastellanii_g4910.t1
OG0004928	bc2002_g18113.t1	acastellanii_g4796.t1
