Orthogroup	Species	acastellanii_braker	Orthologs
OG0005105	vvermcdc19_braker	acastellanii_g2437.t1	vverm_g13791.t1
OG0005105	bc2002_braker	acastellanii_g2437.t1	bc2002_g406.t1
OG0005105	bc2001_braker	acastellanii_g2437.t1	bc2001_g17835.t1
OG0005106	vvermcdc19_braker	acastellanii_g2439.t1, acastellanii_g2439.t2	vverm_g14490.t1
OG0005106	bc2001_braker	acastellanii_g2439.t1, acastellanii_g2439.t2	bc2001_g13937.t1
OG0005106	bc2002_braker	acastellanii_g2439.t1, acastellanii_g2439.t2	bc2002_g3649.t1
OG0005107	dicty_braker	acastellanii_g2532.t1	dicty_g7657.t1
OG0005107	vvermcdc19_braker	acastellanii_g2532.t1	vverm_g11181.t1
OG0005107	bc2002_braker	acastellanii_g2532.t1	bc2002_g2985.t1
OG0005107	bc2001_braker	acastellanii_g2532.t1	bc2001_g12803.t1
OG0005108	dicty_braker	acastellanii_g2552.t1	dicty_g6744.t1
OG0005108	vvermcdc19_braker	acastellanii_g2552.t1	vverm_g9968.t1
OG0005108	bc2001_braker	acastellanii_g2552.t1	bc2001_g13674.t1
OG0005108	bc2002_braker	acastellanii_g2552.t1	bc2002_g5813.t1
OG0005109	dicty_braker	acastellanii_g2562.t1	dicty_g1227.t1
OG0005109	vvermcdc19_braker	acastellanii_g2562.t1	vverm_g11670.t1
OG0005109	bc2001_braker	acastellanii_g2562.t1	bc2001_g14380.t1
OG0005109	bc2002_braker	acastellanii_g2562.t1	bc2002_g6546.t1
OG0005110	vvermcdc19_braker	acastellanii_g2568.t1, acastellanii_g2585.t1	vverm_g662.t1
OG0005110	bc2001_braker	acastellanii_g2568.t1, acastellanii_g2585.t1	bc2001_g16758.t1
OG0005110	bc2002_braker	acastellanii_g2568.t1, acastellanii_g2585.t1	bc2002_g17447.t1
OG0005111	dicty_braker	acastellanii_g2575.t1	dicty_g7241.t1
OG0005111	vvermcdc19_braker	acastellanii_g2575.t1	vverm_g13823.t1
OG0005111	bc2002_braker	acastellanii_g2575.t1	bc2002_g13247.t1
OG0005111	bc2001_braker	acastellanii_g2575.t1	bc2001_g11821.t1
OG0005112	dicty_braker	acastellanii_g2580.t1	dicty_g758.t1
OG0005112	vvermcdc19_braker	acastellanii_g2580.t1	vverm_g2032.t1
OG0005112	bc2001_braker	acastellanii_g2580.t1	bc2001_g299.t1
OG0005112	bc2002_braker	acastellanii_g2580.t1	bc2002_g14299.t1
OG0005113	dicty_braker	acastellanii_g2324.t1	dicty_g416.t1
OG0005113	vvermcdc19_braker	acastellanii_g2324.t1	vverm_g11820.t1
OG0005113	bc2002_braker	acastellanii_g2324.t1	bc2002_g5301.t1
OG0005113	bc2001_braker	acastellanii_g2324.t1	bc2001_g10974.t1
OG0005115	dicty_braker	acastellanii_g2362.t1	dicty_g6012.t1
OG0005115	bc2002_braker	acastellanii_g2362.t1	bc2002_g17626.t1
OG0005115	bc2001_braker	acastellanii_g2362.t1	bc2001_g16582.t1
OG0005115	vvermcdc19_braker	acastellanii_g2362.t1	vverm_g8702.t1
OG0005116	dicty_braker	acastellanii_g2304.t1	dicty_g8509.t1
OG0005116	vvermcdc19_braker	acastellanii_g2304.t1	vverm_g9469.t1
OG0005116	bc2002_braker	acastellanii_g2304.t1	bc2002_g15933.t1
OG0005116	bc2001_braker	acastellanii_g2304.t1	bc2001_g18236.t1
OG0005117	dicty_braker	acastellanii_g1789.t1	dicty_g4522.t1
OG0005117	bc2002_braker	acastellanii_g1789.t1	bc2002_g9861.t1
OG0005117	bc2001_braker	acastellanii_g1789.t1	bc2001_g9596.t1
OG0005117	vvermcdc19_braker	acastellanii_g1789.t1	vverm_g1534.t1
OG0005118	dicty_braker	acastellanii_g1803.t1	dicty_g8096.t1
OG0005118	bc2001_braker	acastellanii_g1803.t1	bc2001_g16522.t1
OG0005118	bc2002_braker	acastellanii_g1803.t1	bc2002_g17679.t1
OG0005118	vvermcdc19_braker	acastellanii_g1803.t1	vverm_g8759.t1
OG0005119	dicty_braker	acastellanii_g1806.t1	dicty_g1047.t1
OG0005119	vvermcdc19_braker	acastellanii_g1806.t1	vverm_g10226.t1
OG0005119	bc2001_braker	acastellanii_g1806.t1	bc2001_g10060.t1
OG0005119	bc2002_braker	acastellanii_g1806.t1	bc2002_g16984.t1
OG0005120	dicty_braker	acastellanii_g1816.t1	dicty_g5916.t1
OG0005120	bc2002_braker	acastellanii_g1816.t1	bc2002_g10469.t1
OG0005120	bc2001_braker	acastellanii_g1816.t1	bc2001_g4445.t1
OG0005120	vvermcdc19_braker	acastellanii_g1816.t1	vverm_g8969.t1
OG0005121	dicty_braker	acastellanii_g1830.t1	dicty_g9117.t1
OG0005121	bc2002_braker	acastellanii_g1830.t1	bc2002_g15052.t1
OG0005121	bc2001_braker	acastellanii_g1830.t1	bc2001_g10686.t1
OG0005121	vvermcdc19_braker	acastellanii_g1830.t1	vverm_g8378.t1
OG0005122	dicty_braker	acastellanii_g1833.t1	dicty_g10284.t1
OG0005122	bc2002_braker	acastellanii_g1833.t1	bc2002_g11122.t1
OG0005122	bc2001_braker	acastellanii_g1833.t1	bc2001_g993.t1
OG0005122	vvermcdc19_braker	acastellanii_g1833.t1	vverm_g14287.t1
OG0005123	dicty_braker	acastellanii_g1838.t1	dicty_g3870.t1
OG0005123	bc2001_braker	acastellanii_g1838.t1	bc2001_g18501.t1
OG0005123	bc2002_braker	acastellanii_g1838.t1	bc2002_g16205.t1
OG0005123	vvermcdc19_braker	acastellanii_g1838.t1	vverm_g13351.t1
OG0005124	dicty_braker	acastellanii_g1841.t1	dicty_g10775.t1
OG0005124	bc2001_braker	acastellanii_g1841.t1	bc2001_g9575.t1
OG0005124	bc2002_braker	acastellanii_g1841.t1	bc2002_g9840.t1
OG0005124	vvermcdc19_braker	acastellanii_g1841.t1	vverm_g1520.t1
OG0005125	bc2002_braker	acastellanii_g1844.t2, acastellanii_g1844.t1	bc2002_g10175.t1
OG0005125	bc2001_braker	acastellanii_g1844.t2, acastellanii_g1844.t1	bc2001_g12454.t1
OG0005125	vvermcdc19_braker	acastellanii_g1844.t2, acastellanii_g1844.t1	vverm_g12370.t1
OG0005126	dicty_braker	acastellanii_g1851.t1, acastellanii_g1851.t2	dicty_g4430.t1
OG0005126	bc2002_braker	acastellanii_g1851.t1, acastellanii_g1851.t2	bc2002_g6542.t1
OG0005126	vvermcdc19_braker	acastellanii_g1851.t1, acastellanii_g1851.t2	vverm_g9662.t1
OG0005127	dicty_braker	acastellanii_g1881.t1	dicty_g9370.t1
OG0005127	bc2001_braker	acastellanii_g1881.t1	bc2001_g6018.t1
OG0005127	bc2002_braker	acastellanii_g1881.t1	bc2002_g14209.t1
OG0005127	vvermcdc19_braker	acastellanii_g1881.t1	vverm_g4398.t1
OG0005128	dicty_braker	acastellanii_g1882.t1	dicty_g4853.t1
OG0005128	bc2001_braker	acastellanii_g1882.t1	bc2001_g5242.t1
OG0005128	bc2002_braker	acastellanii_g1882.t1	bc2002_g3388.t1
OG0005128	vvermcdc19_braker	acastellanii_g1882.t1	vverm_g2813.t1
OG0005129	dicty_braker	acastellanii_g1895.t1	dicty_g7367.t1
OG0005129	vvermcdc19_braker	acastellanii_g1895.t1	vverm_g1977.t1
OG0005129	bc2002_braker	acastellanii_g1895.t1	bc2002_g1237.t1
OG0005129	bc2001_braker	acastellanii_g1895.t1	bc2001_g19301.t1
OG0005130	dicty_braker	acastellanii_g1905.t1	dicty_g10437.t1
OG0005130	bc2002_braker	acastellanii_g1905.t1	bc2002_g7542.t1
OG0005130	bc2001_braker	acastellanii_g1905.t1	bc2001_g10424.t1
OG0005130	vvermcdc19_braker	acastellanii_g1905.t1	vverm_g8479.t1
OG0005131	vvermcdc19_braker	acastellanii_g1916.t1	vverm_g11414.t2, vverm_g11414.t1
OG0005131	bc2002_braker	acastellanii_g1916.t1	bc2002_g19548.t1
OG0005131	bc2001_braker	acastellanii_g1916.t1	bc2001_g17280.t1
OG0005132	vvermcdc19_braker	acastellanii_g1920.t1	vverm_g1287.t1
OG0005132	bc2002_braker	acastellanii_g1920.t1	bc2002_g10133.t1
OG0005132	bc2001_braker	acastellanii_g1920.t1	bc2001_g12496.t1, bc2001_g12496.t2
OG0005133	dicty_braker	acastellanii_g1929.t1	dicty_g10452.t1
OG0005133	vvermcdc19_braker	acastellanii_g1929.t1	vverm_g9118.t1
OG0005133	bc2001_braker	acastellanii_g1929.t1	bc2001_g16052.t1
OG0005133	bc2002_braker	acastellanii_g1929.t1	bc2002_g3735.t1
OG0005134	dicty_braker	acastellanii_g1930.t1	dicty_g2074.t1
OG0005134	vvermcdc19_braker	acastellanii_g1930.t1	vverm_g14868.t1
OG0005134	bc2002_braker	acastellanii_g1930.t1	bc2002_g6912.t1
OG0005134	bc2001_braker	acastellanii_g1930.t1	bc2001_g5375.t1
OG0005135	dicty_braker	acastellanii_g1941.t1	dicty_g4813.t1
OG0005135	vvermcdc19_braker	acastellanii_g1941.t1	vverm_g1301.t1
OG0005135	bc2002_braker	acastellanii_g1941.t1	bc2002_g10281.t1
OG0005135	bc2001_braker	acastellanii_g1941.t1	bc2001_g11092.t1
OG0005136	vvermcdc19_braker	acastellanii_g1953.t1	vverm_g7423.t1
OG0005136	bc2001_braker	acastellanii_g1953.t1	bc2001_g12988.t1, bc2001_g12988.t2
OG0005136	bc2002_braker	acastellanii_g1953.t1	bc2002_g7662.t1
OG0005137	dicty_braker	acastellanii_g1956.t1, acastellanii_g1956.t3, acastellanii_g1956.t2	dicty_g173.t1
OG0005137	vvermcdc19_braker	acastellanii_g1956.t1, acastellanii_g1956.t3, acastellanii_g1956.t2	vverm_g5108.t1
OG0005138	dicty_braker	acastellanii_g1959.t1	dicty_g9788.t1
OG0005138	vvermcdc19_braker	acastellanii_g1959.t1	vverm_g585.t1
OG0005138	bc2001_braker	acastellanii_g1959.t1	bc2001_g15026.t1
OG0005138	bc2002_braker	acastellanii_g1959.t1	bc2002_g19067.t1
OG0005139	dicty_braker	acastellanii_g1968.t1	dicty_g9311.t1
OG0005139	vvermcdc19_braker	acastellanii_g1968.t1	vverm_g584.t2, vverm_g584.t1
OG0005139	bc2001_braker	acastellanii_g1968.t1	bc2001_g15027.t1
OG0005140	dicty_braker	acastellanii_g1994.t1	dicty_g4374.t1
OG0005140	bc2002_braker	acastellanii_g1994.t1	bc2002_g218.t1
OG0005140	bc2001_braker	acastellanii_g1994.t1	bc2001_g8254.t1
OG0005140	vvermcdc19_braker	acastellanii_g1994.t1	vverm_g3320.t1
OG0005141	dicty_braker	acastellanii_g1995.t1	dicty_g10192.t1
OG0005141	bc2002_braker	acastellanii_g1995.t1	bc2002_g15945.t1
OG0005141	bc2001_braker	acastellanii_g1995.t1	bc2001_g18250.t1
OG0005141	vvermcdc19_braker	acastellanii_g1995.t1	vverm_g2598.t1
OG0005142	dicty_braker	acastellanii_g1998.t1	dicty_g8765.t1
OG0005142	bc2001_braker	acastellanii_g1998.t1	bc2001_g12475.t1
OG0005142	bc2002_braker	acastellanii_g1998.t1	bc2002_g10155.t1
OG0005142	vvermcdc19_braker	acastellanii_g1998.t1	vverm_g1308.t1
OG0005143	dicty_braker	acastellanii_g2005.t1	dicty_g11077.t1
OG0005143	vvermcdc19_braker	acastellanii_g2005.t1	vverm_g1335.t1
OG0005143	bc2001_braker	acastellanii_g2005.t1	bc2001_g12456.t1
OG0005143	bc2002_braker	acastellanii_g2005.t1	bc2002_g10173.t1
OG0005144	dicty_braker	acastellanii_g2037.t1	dicty_g3087.t1
OG0005144	bc2002_braker	acastellanii_g2037.t1	bc2002_g12690.t1
OG0005144	bc2001_braker	acastellanii_g2037.t1	bc2001_g11395.t1
OG0005144	vvermcdc19_braker	acastellanii_g2037.t1	vverm_g15469.t1
OG0005145	dicty_braker	acastellanii_g2049.t1	dicty_g7947.t1
OG0005145	bc2001_braker	acastellanii_g2049.t1	bc2001_g6524.t1
OG0005145	bc2002_braker	acastellanii_g2049.t1	bc2002_g10684.t1
OG0005145	vvermcdc19_braker	acastellanii_g2049.t1	vverm_g12464.t2
OG0005146	dicty_braker	acastellanii_g2051.t1	dicty_g5049.t1
OG0005146	bc2002_braker	acastellanii_g2051.t1	bc2002_g15048.t1
OG0005146	bc2001_braker	acastellanii_g2051.t1	bc2001_g10690.t1
OG0005146	vvermcdc19_braker	acastellanii_g2051.t1	vverm_g8380.t1
OG0005147	dicty_braker	acastellanii_g2052.t1	dicty_g6166.t1
OG0005147	bc2001_braker	acastellanii_g2052.t1	bc2001_g15455.t1
OG0005147	vvermcdc19_braker	acastellanii_g2052.t1	vverm_g2450.t2, vverm_g2450.t1
OG0005148	dicty_braker	acastellanii_g2057.t1	dicty_g5420.t1
OG0005148	bc2001_braker	acastellanii_g2057.t1	bc2001_g9625.t1
OG0005148	bc2002_braker	acastellanii_g2057.t1	bc2002_g18217.t1
OG0005148	vvermcdc19_braker	acastellanii_g2057.t1	vverm_g10513.t1
OG0005149	dicty_braker	acastellanii_g2061.t1	dicty_g9996.t1
OG0005149	vvermcdc19_braker	acastellanii_g2061.t1	vverm_g8342.t1
OG0005149	bc2002_braker	acastellanii_g2061.t1	bc2002_g7043.t1
OG0005149	bc2001_braker	acastellanii_g2061.t1	bc2001_g15390.t1
OG0005150	dicty_braker	acastellanii_g2071.t1	dicty_g6965.t1
OG0005150	vvermcdc19_braker	acastellanii_g2071.t1	vverm_g6324.t1
OG0005150	bc2001_braker	acastellanii_g2071.t1	bc2001_g2837.t1
OG0005150	bc2002_braker	acastellanii_g2071.t1	bc2002_g11481.t1
OG0005151	dicty_braker	acastellanii_g2072.t1	dicty_g5726.t1
OG0005151	bc2002_braker	acastellanii_g2072.t1	bc2002_g13369.t1
OG0005151	bc2001_braker	acastellanii_g2072.t1	bc2001_g13227.t1
OG0005151	vvermcdc19_braker	acastellanii_g2072.t1	vverm_g6310.t1
OG0005152	dicty_braker	acastellanii_g2073.t1	dicty_g11182.t1
OG0005152	vvermcdc19_braker	acastellanii_g2073.t1	vverm_g15265.t1
OG0005152	bc2001_braker	acastellanii_g2073.t1	bc2001_g3488.t2, bc2001_g3488.t1
OG0005153	dicty_braker	acastellanii_g2087.t1	dicty_g4691.t1
OG0005153	bc2002_braker	acastellanii_g2087.t1	bc2002_g17351.t1
OG0005153	bc2001_braker	acastellanii_g2087.t1	bc2001_g8787.t1, bc2001_g8787.t2
OG0005154	dicty_braker	acastellanii_g2120.t1	dicty_g2586.t1, dicty_g2890.t1
OG0005154	bc2002_braker	acastellanii_g2120.t1	bc2002_g5123.t1
OG0005154	bc2001_braker	acastellanii_g2120.t1	bc2001_g12365.t1
OG0005155	dicty_braker	acastellanii_g2123.t1	dicty_g6143.t1
OG0005155	bc2001_braker	acastellanii_g2123.t1	bc2001_g14110.t1
OG0005155	bc2002_braker	acastellanii_g2123.t1	bc2002_g11017.t1
OG0005155	vvermcdc19_braker	acastellanii_g2123.t1	vverm_g1401.t1
OG0005156	dicty_braker	acastellanii_g2124.t1	dicty_g9316.t1
OG0005156	vvermcdc19_braker	acastellanii_g2124.t1	vverm_g14891.t1
OG0005156	bc2001_braker	acastellanii_g2124.t1	bc2001_g5340.t1
OG0005156	bc2002_braker	acastellanii_g2124.t1	bc2002_g6874.t1
OG0005157	vvermcdc19_braker	acastellanii_g2144.t1	vverm_g11079.t1
OG0005157	bc2002_braker	acastellanii_g2144.t1	bc2002_g7237.t1
OG0005157	bc2001_braker	acastellanii_g2144.t1	bc2001_g4634.t1, bc2001_g3534.t1
OG0005158	dicty_braker	acastellanii_g2145.t2, acastellanii_g2145.t1	dicty_g5708.t1
OG0005158	bc2002_braker	acastellanii_g2145.t2, acastellanii_g2145.t1	bc2002_g16648.t1
OG0005158	bc2001_braker	acastellanii_g2145.t2, acastellanii_g2145.t1	bc2001_g4340.t1
OG0005159	dicty_braker	acastellanii_g2176.t1	dicty_g2391.t1
OG0005159	bc2001_braker	acastellanii_g2176.t1	bc2001_g11479.t1
OG0005159	bc2002_braker	acastellanii_g2176.t1	bc2002_g12602.t1
OG0005159	vvermcdc19_braker	acastellanii_g2176.t1	vverm_g6794.t1
OG0005160	dicty_braker	acastellanii_g2178.t1	dicty_g4823.t1
OG0005160	bc2002_braker	acastellanii_g2178.t1	bc2002_g2178.t1
OG0005160	bc2001_braker	acastellanii_g2178.t1	bc2001_g2328.t1
OG0005160	vvermcdc19_braker	acastellanii_g2178.t1	vverm_g1653.t1
OG0005161	vvermcdc19_braker	acastellanii_g2180.t1	vverm_g2626.t1
OG0005161	bc2001_braker	acastellanii_g2180.t1	bc2001_g18222.t2, bc2001_g18222.t1
OG0005161	bc2002_braker	acastellanii_g2180.t1	bc2002_g15919.t1
OG0005162	vvermcdc19_braker	acastellanii_g2190.t2, acastellanii_g2190.t1	vverm_g6806.t1
OG0005162	bc2001_braker	acastellanii_g2190.t2, acastellanii_g2190.t1	bc2001_g11505.t1
OG0005162	bc2002_braker	acastellanii_g2190.t2, acastellanii_g2190.t1	bc2002_g12577.t1
OG0005163	dicty_braker	acastellanii_g2199.t1	dicty_g1654.t1
OG0005163	bc2001_braker	acastellanii_g2199.t1	bc2001_g18475.t1
OG0005163	bc2002_braker	acastellanii_g2199.t1	bc2002_g16174.t1
OG0005163	vvermcdc19_braker	acastellanii_g2199.t1	vverm_g12082.t1
OG0005164	dicty_braker	acastellanii_g2204.t1	dicty_g3066.t1
OG0005164	vvermcdc19_braker	acastellanii_g2204.t1	vverm_g8326.t1
OG0005164	bc2001_braker	acastellanii_g2204.t1	bc2001_g5482.t1
OG0005164	bc2002_braker	acastellanii_g2204.t1	bc2002_g7016.t1
OG0005165	dicty_braker	acastellanii_g2228.t1	dicty_g9450.t1
OG0005165	vvermcdc19_braker	acastellanii_g2228.t1	vverm_g7136.t1
OG0005165	bc2002_braker	acastellanii_g2228.t1	bc2002_g11405.t1
OG0005165	bc2001_braker	acastellanii_g2228.t1	bc2001_g2157.t1
OG0005166	dicty_braker	acastellanii_g2229.t1	dicty_g1993.t1
OG0005166	bc2002_braker	acastellanii_g2229.t1	bc2002_g13404.t1
OG0005166	bc2001_braker	acastellanii_g2229.t1	bc2001_g13193.t1
OG0005166	vvermcdc19_braker	acastellanii_g2229.t1	vverm_g15307.t1
OG0005167	dicty_braker	acastellanii_g2254.t1	dicty_g5136.t1
OG0005167	bc2002_braker	acastellanii_g2254.t1	bc2002_g14545.t1
OG0005167	bc2001_braker	acastellanii_g2254.t1	bc2001_g13810.t2, bc2001_g13810.t1
OG0005168	dicty_braker	acastellanii_g2263.t1	dicty_g5848.t1
OG0005168	bc2002_braker	acastellanii_g2263.t1	bc2002_g19467.t1
OG0005168	bc2001_braker	acastellanii_g2263.t1	bc2001_g17362.t1
OG0005168	vvermcdc19_braker	acastellanii_g2263.t1	vverm_g11429.t1
OG0005169	dicty_braker	acastellanii_g2264.t1	dicty_g3421.t1
OG0005169	vvermcdc19_braker	acastellanii_g2264.t1	vverm_g8331.t1
OG0005169	bc2002_braker	acastellanii_g2264.t1	bc2002_g7025.t1
OG0005169	bc2001_braker	acastellanii_g2264.t1	bc2001_g5491.t1
OG0005170	vvermcdc19_braker	acastellanii_g2270.t1, acastellanii_g2270.t2	vverm_g167.t1
OG0005170	bc2002_braker	acastellanii_g2270.t1, acastellanii_g2270.t2	bc2002_g16384.t1
OG0005170	bc2001_braker	acastellanii_g2270.t1, acastellanii_g2270.t2	bc2001_g13119.t1
OG0005171	dicty_braker	acastellanii_g2282.t1	dicty_g5595.t1
OG0005171	vvermcdc19_braker	acastellanii_g2282.t1	vverm_g11466.t1
OG0005171	bc2002_braker	acastellanii_g2282.t1	bc2002_g19510.t1
OG0005171	bc2001_braker	acastellanii_g2282.t1	bc2001_g17317.t1
OG0005172	dicty_braker	acastellanii_g1771.t1	dicty_g10940.t1
OG0005172	vvermcdc19_braker	acastellanii_g1771.t1	vverm_g6312.t1
OG0005172	bc2002_braker	acastellanii_g1771.t1	bc2002_g11505.t1
OG0005172	bc2001_braker	acastellanii_g1771.t1	bc2001_g2858.t1
OG0005173	dicty_braker	acastellanii_g1758.t1	dicty_g5588.t3
OG0005173	vvermcdc19_braker	acastellanii_g1758.t1	vverm_g9151.t1
OG0005173	bc2001_braker	acastellanii_g1758.t1	bc2001_g12860.t1
OG0005173	bc2002_braker	acastellanii_g1758.t1	bc2002_g2928.t1
OG0005174	dicty_braker	acastellanii_g1759.t1	dicty_g11483.t1
OG0005174	vvermcdc19_braker	acastellanii_g1759.t1	vverm_g11124.t1
OG0005174	bc2002_braker	acastellanii_g1759.t1	bc2002_g7248.t1
OG0005174	bc2001_braker	acastellanii_g1759.t1	bc2001_g4640.t1
OG0005175	dicty_braker	acastellanii_g1748.t1	dicty_g3848.t1
OG0005175	bc2001_braker	acastellanii_g1748.t1	bc2001_g12850.t1
OG0005175	bc2002_braker	acastellanii_g1748.t1	bc2002_g2938.t1
OG0005175	vvermcdc19_braker	acastellanii_g1748.t1	vverm_g9776.t1
OG0005176	dicty_braker	acastellanii_g1714.t1	dicty_g1054.t1
OG0005176	vvermcdc19_braker	acastellanii_g1714.t1	vverm_g11038.t1
OG0005176	bc2001_braker	acastellanii_g1714.t1	bc2001_g1825.t1
OG0005176	bc2002_braker	acastellanii_g1714.t1	bc2002_g7263.t1
OG0005177	dicty_braker	acastellanii_g1695.t1	dicty_g9417.t1
OG0005177	bc2002_braker	acastellanii_g1695.t1	bc2002_g7234.t1
OG0005177	bc2001_braker	acastellanii_g1695.t1	bc2001_g3538.t1
OG0005177	vvermcdc19_braker	acastellanii_g1695.t1	vverm_g11116.t1
OG0005178	dicty_braker	acastellanii_g1697.t1	dicty_g9864.t1
OG0005178	bc2002_braker	acastellanii_g1697.t1	bc2002_g17605.t1
OG0005178	bc2001_braker	acastellanii_g1697.t1	bc2001_g16604.t1
OG0005178	vvermcdc19_braker	acastellanii_g1697.t1	vverm_g8638.t1
OG0005179	dicty_braker	acastellanii_g1698.t1	dicty_g4494.t1
OG0005179	vvermcdc19_braker	acastellanii_g1698.t1	vverm_g3748.t1
OG0005179	bc2001_braker	acastellanii_g1698.t1	bc2001_g9728.t1
OG0005179	bc2002_braker	acastellanii_g1698.t1	bc2002_g18110.t1
OG0005180	dicty_braker	acastellanii_g1659.t1	dicty_g11281.t1
OG0005180	bc2002_braker	acastellanii_g1659.t1	bc2002_g1917.t1
OG0005180	bc2001_braker	acastellanii_g1659.t1	bc2001_g19471.t1
OG0005180	vvermcdc19_braker	acastellanii_g1659.t1	vverm_g4238.t1
OG0005181	dicty_braker	acastellanii_g1669.t1	dicty_g10646.t1
OG0005181	vvermcdc19_braker	acastellanii_g1669.t1	vverm_g16269.t1
OG0005181	bc2001_braker	acastellanii_g1669.t1	bc2001_g9011.t1
OG0005181	bc2002_braker	acastellanii_g1669.t1	bc2002_g3875.t1
OG0005182	dicty_braker	acastellanii_g1671.t1	dicty_g8919.t1
OG0005182	bc2001_braker	acastellanii_g1671.t1	bc2001_g14078.t1
OG0005182	bc2002_braker	acastellanii_g1671.t1	bc2002_g10985.t1
OG0005182	vvermcdc19_braker	acastellanii_g1671.t1	vverm_g11968.t1
OG0005183	bc2002_braker	acastellanii_g1608.t1	bc2002_g1238.t2, bc2002_g1238.t1
OG0005183	bc2001_braker	acastellanii_g1608.t1	bc2001_g19302.t1
OG0005183	vvermcdc19_braker	acastellanii_g1608.t1	vverm_g1971.t1
OG0005184	vvermcdc19_braker	acastellanii_g1471.t2, acastellanii_g1471.t1	vverm_g14423.t2, vverm_g14423.t1, vverm_g6802.t1
OG0005185	dicty_braker	acastellanii_g1481.t1	dicty_g5250.t1
OG0005185	bc2002_braker	acastellanii_g1481.t1	bc2002_g15407.t1
OG0005185	bc2001_braker	acastellanii_g1481.t1	bc2001_g13344.t1
OG0005185	vvermcdc19_braker	acastellanii_g1481.t1	vverm_g12305.t1
OG0005186	dicty_braker	acastellanii_g1511.t1	dicty_g10816.t1
OG0005186	vvermcdc19_braker	acastellanii_g1511.t1	vverm_g10384.t1
OG0005186	bc2001_braker	acastellanii_g1511.t1	bc2001_g10298.t1
OG0005186	bc2002_braker	acastellanii_g1511.t1	bc2002_g16735.t1
OG0005187	vvermcdc19_braker	acastellanii_g1535.t2, acastellanii_g1535.t1	vverm_g5393.t1
OG0005187	bc2002_braker	acastellanii_g1535.t2, acastellanii_g1535.t1	bc2002_g3936.t1
OG0005187	bc2001_braker	acastellanii_g1535.t2, acastellanii_g1535.t1	bc2001_g1742.t1
OG0005188	dicty_braker	acastellanii_g1536.t1	dicty_g1731.t1
OG0005188	bc2001_braker	acastellanii_g1536.t1	bc2001_g13924.t1
OG0005188	bc2002_braker	acastellanii_g1536.t1	bc2002_g14669.t1
OG0005188	vvermcdc19_braker	acastellanii_g1536.t1	vverm_g6164.t1
OG0005189	dicty_braker	acastellanii_g1570.t1	dicty_g6264.t1
OG0005189	bc2001_braker	acastellanii_g1570.t1	bc2001_g16695.t1
OG0005189	bc2002_braker	acastellanii_g1570.t1	bc2002_g17511.t1
OG0005189	vvermcdc19_braker	acastellanii_g1570.t1	vverm_g5077.t1
OG0005190	dicty_braker	acastellanii_g1578.t1	dicty_g3169.t1
OG0005190	bc2002_braker	acastellanii_g1578.t1	bc2002_g6399.t1
OG0005190	bc2001_braker	acastellanii_g1578.t1	bc2001_g7781.t1, bc2001_g7782.t1
OG0005191	vvermcdc19_braker	acastellanii_g1586.t1	vverm_g4822.t1
OG0005191	bc2002_braker	acastellanii_g1586.t1	bc2002_g16655.t1
OG0005191	bc2001_braker	acastellanii_g1586.t1	bc2001_g4346.t1, bc2001_g4346.t2
OG0005192	dicty_braker	acastellanii_g1589.t1	dicty_g839.t1, dicty_g839.t2
OG0005192	bc2002_braker	acastellanii_g1589.t1	bc2002_g5116.t1
OG0005192	vvermcdc19_braker	acastellanii_g1589.t1	vverm_g4448.t1
OG0005193	dicty_braker	acastellanii_g1593.t1	dicty_g4961.t1
OG0005193	vvermcdc19_braker	acastellanii_g1593.t1	vverm_g3701.t1
OG0005193	bc2002_braker	acastellanii_g1593.t1	bc2002_g18169.t1
OG0005193	bc2001_braker	acastellanii_g1593.t1	bc2001_g9670.t1
OG0005194	dicty_braker	acastellanii_g1444.t1	dicty_g3333.t1
OG0005194	bc2002_braker	acastellanii_g1444.t1	bc2002_g8938.t1
OG0005194	vvermcdc19_braker	acastellanii_g1444.t1	vverm_g5589.t1, vverm_g5589.t2
OG0005195	dicty_braker	acastellanii_g1424.t1	dicty_g7392.t1
OG0005195	bc2001_braker	acastellanii_g1424.t1	bc2001_g15338.t2
OG0005195	bc2002_braker	acastellanii_g1424.t1	bc2002_g7099.t1
OG0005195	vvermcdc19_braker	acastellanii_g1424.t1	vverm_g7248.t1
OG0005196	dicty_braker	acastellanii_g1389.t1	dicty_g1865.t1
OG0005196	vvermcdc19_braker	acastellanii_g1389.t1	vverm_g14814.t1
OG0005196	bc2002_braker	acastellanii_g1389.t1	bc2002_g985.t1
OG0005196	bc2001_braker	acastellanii_g1389.t1	bc2001_g5812.t1
OG0005197	dicty_braker	acastellanii_g1324.t1	dicty_g2122.t1
OG0005197	vvermcdc19_braker	acastellanii_g1324.t1	vverm_g12900.t1
OG0005197	bc2002_braker	acastellanii_g1324.t1	bc2002_g4845.t1
OG0005197	bc2001_braker	acastellanii_g1324.t1	bc2001_g7131.t1
OG0005198	vvermcdc19_braker	acastellanii_g1342.t1, acastellanii_g232.t1	vverm_g11424.t1
OG0005198	bc2002_braker	acastellanii_g1342.t1, acastellanii_g232.t1	bc2002_g9452.t1
OG0005198	bc2001_braker	acastellanii_g1342.t1, acastellanii_g232.t1	bc2001_g8481.t1
OG0005199	dicty_braker	acastellanii_g1348.t1	dicty_g10407.t1
