Orthogroup	Species	vvermcdc19_braker	Orthologs
OG0004702	bc2001_braker	vverm_g12301.t1	bc2001_g2249.t1
OG0004702	bc2002_braker	vverm_g12301.t1	bc2002_g9512.t1
OG0004703	dicty_braker	vverm_g3723.t1	dicty_g9120.t1
OG0004703	acastellanii_braker	vverm_g3723.t1	acastellanii_g7477.t1
OG0004703	bc2002_braker	vverm_g3723.t1	bc2002_g18125.t1
OG0004703	bc2001_braker	vverm_g3723.t1	bc2001_g9713.t1
OG0004704	dicty_braker	vverm_g14488.t1	dicty_g7493.t1
OG0004704	acastellanii_braker	vverm_g14488.t1	acastellanii_g7351.t1
OG0004704	bc2001_braker	vverm_g14488.t1	bc2001_g5304.t1
OG0004704	bc2002_braker	vverm_g14488.t1	bc2002_g6833.t1
OG0004705	dicty_braker	vverm_g9717.t1	dicty_g7738.t1
OG0004705	acastellanii_braker	vverm_g9717.t1	acastellanii_g7357.t1
OG0004705	bc2001_braker	vverm_g9717.t1	bc2001_g62.t1
OG0004705	bc2002_braker	vverm_g9717.t1	bc2002_g8827.t1
OG0004706	dicty_braker	vverm_g8686.t1	dicty_g1390.t1
OG0004706	acastellanii_braker	vverm_g8686.t1	acastellanii_g7307.t1, acastellanii_g3569.t1, acastellanii_g7307.t2
OG0004708	dicty_braker	vverm_g88.t1	dicty_g11312.t1
OG0004708	acastellanii_braker	vverm_g88.t1	acastellanii_g7255.t1
OG0004708	bc2001_braker	vverm_g88.t1	bc2001_g14436.t1
OG0004708	bc2002_braker	vverm_g88.t1	bc2002_g16270.t1
OG0004709	dicty_braker	vverm_g10653.t1	dicty_g7833.t1
OG0004709	acastellanii_braker	vverm_g10653.t1	acastellanii_g7276.t1
OG0004709	bc2001_braker	vverm_g10653.t1	bc2001_g15667.t1
OG0004709	bc2002_braker	vverm_g10653.t1	bc2002_g17926.t1
OG0004710	acastellanii_braker	vverm_g10452.t1, vverm_g3051.t1	acastellanii_g7278.t1
OG0004710	bc2001_braker	vverm_g10452.t1, vverm_g3051.t1	bc2001_g4851.t1
OG0004710	bc2002_braker	vverm_g10452.t1, vverm_g3051.t1	bc2002_g10800.t1
OG0004711	acastellanii_braker	vverm_g8936.t1	acastellanii_g7279.t1
OG0004711	bc2001_braker	vverm_g8936.t1	bc2001_g1659.t1
OG0004711	bc2002_braker	vverm_g8936.t1	bc2002_g3128.t1, bc2002_g3128.t2
OG0004712	dicty_braker	vverm_g1169.t1	dicty_g11492.t1
OG0004712	acastellanii_braker	vverm_g1169.t1	acastellanii_g7292.t1
OG0004712	bc2002_braker	vverm_g1169.t1	bc2002_g7270.t1
OG0004712	bc2001_braker	vverm_g1169.t1	bc2001_g1832.t1
OG0004713	dicty_braker	vverm_g15549.t1	dicty_g11015.t1
OG0004713	acastellanii_braker	vverm_g15549.t1	acastellanii_g7231.t1
OG0004713	bc2002_braker	vverm_g15549.t1	bc2002_g4649.t1
OG0004713	bc2001_braker	vverm_g15549.t1	bc2001_g7350.t1
OG0004714	dicty_braker	vverm_g12259.t1	dicty_g644.t1
OG0004714	acastellanii_braker	vverm_g12259.t1	acastellanii_g6988.t1
OG0004714	bc2001_braker	vverm_g12259.t1	bc2001_g8505.t1
OG0004714	bc2002_braker	vverm_g12259.t1	bc2002_g9475.t1
OG0004715	dicty_braker	vverm_g14798.t1	dicty_g929.t1
OG0004715	acastellanii_braker	vverm_g14798.t1	acastellanii_g6991.t1
OG0004715	bc2001_braker	vverm_g14798.t1	bc2001_g5467.t1
OG0004715	bc2002_braker	vverm_g14798.t1	bc2002_g7001.t1
OG0004716	dicty_braker	vverm_g11237.t1	dicty_g6815.t1
OG0004716	acastellanii_braker	vverm_g11237.t1	acastellanii_g6993.t1
OG0004716	bc2001_braker	vverm_g11237.t1	bc2001_g18779.t1
OG0004716	bc2002_braker	vverm_g11237.t1	bc2002_g5.t1
OG0004717	dicty_braker	vverm_g7041.t1	dicty_g8448.t1
OG0004717	acastellanii_braker	vverm_g7041.t1	acastellanii_g6995.t1
OG0004717	bc2002_braker	vverm_g7041.t1	bc2002_g10715.t1
OG0004717	bc2001_braker	vverm_g7041.t1	bc2001_g6558.t1
OG0004718	dicty_braker	vverm_g16424.t1	dicty_g10728.t1
OG0004718	acastellanii_braker	vverm_g16424.t1	acastellanii_g6998.t1
OG0004718	bc2001_braker	vverm_g16424.t1	bc2001_g18857.t1
OG0004718	bc2002_braker	vverm_g16424.t1	bc2002_g4490.t1
OG0004719	dicty_braker	vverm_g14450.t1	dicty_g3517.t1
OG0004719	acastellanii_braker	vverm_g14450.t1	acastellanii_g7000.t1
OG0004719	bc2002_braker	vverm_g14450.t1	bc2002_g16051.t1
OG0004719	bc2001_braker	vverm_g14450.t1	bc2001_g18355.t1
OG0004720	dicty_braker	vverm_g12157.t1	dicty_g9069.t1
OG0004720	acastellanii_braker	vverm_g12157.t1	acastellanii_g7012.t1
OG0004720	bc2002_braker	vverm_g12157.t1	bc2002_g9458.t1
OG0004720	bc2001_braker	vverm_g12157.t1	bc2001_g8487.t1
OG0004721	dicty_braker	vverm_g4341.t1	dicty_g7007.t1
OG0004721	acastellanii_braker	vverm_g4341.t1	acastellanii_g7016.t1
OG0004721	bc2002_braker	vverm_g4341.t1	bc2002_g15567.t1
OG0004721	bc2001_braker	vverm_g4341.t1	bc2001_g7981.t1
OG0004722	dicty_braker	vverm_g7033.t1	dicty_g4632.t1
OG0004722	acastellanii_braker	vverm_g7033.t1	acastellanii_g7017.t1
OG0004722	bc2001_braker	vverm_g7033.t1	bc2001_g6533.t1
OG0004722	bc2002_braker	vverm_g7033.t1	bc2002_g10693.t1
OG0004723	acastellanii_braker	vverm_g12315.t1	acastellanii_g7030.t1, acastellanii_g7030.t2
OG0004723	bc2002_braker	vverm_g12315.t1	bc2002_g9556.t1
OG0004723	bc2001_braker	vverm_g12315.t1	bc2001_g2208.t1
OG0004724	dicty_braker	vverm_g11536.t1	dicty_g7806.t1
OG0004724	acastellanii_braker	vverm_g11536.t1	acastellanii_g7058.t1
OG0004724	bc2002_braker	vverm_g11536.t1	bc2002_g13167.t1
OG0004724	bc2001_braker	vverm_g11536.t1	bc2001_g11896.t1
OG0004725	dicty_braker	vverm_g1180.t1	dicty_g3639.t1
OG0004725	acastellanii_braker	vverm_g1180.t1	acastellanii_g7060.t1
OG0004725	bc2002_braker	vverm_g1180.t1	bc2002_g18524.t1
OG0004725	bc2001_braker	vverm_g1180.t1	bc2001_g9326.t1
OG0004726	dicty_braker	vverm_g16250.t1	dicty_g6565.t1
OG0004726	acastellanii_braker	vverm_g16250.t1	acastellanii_g7064.t1
OG0004726	bc2001_braker	vverm_g16250.t1	bc2001_g11355.t1
OG0004726	bc2002_braker	vverm_g16250.t1	bc2002_g2532.t1
OG0004727	dicty_braker	vverm_g976.t1	dicty_g4625.t1
OG0004727	acastellanii_braker	vverm_g976.t1	acastellanii_g7066.t1
OG0004727	bc2002_braker	vverm_g976.t1	bc2002_g207.t1
OG0004727	bc2001_braker	vverm_g976.t1	bc2001_g8266.t1
OG0004728	dicty_braker	vverm_g8332.t1	dicty_g7063.t1
OG0004728	acastellanii_braker	vverm_g8332.t1	acastellanii_g7069.t1
OG0004728	bc2002_braker	vverm_g8332.t1	bc2002_g7026.t1
OG0004728	bc2001_braker	vverm_g8332.t1	bc2001_g5492.t1
OG0004729	dicty_braker	vverm_g4228.t1	dicty_g10799.t1
OG0004729	acastellanii_braker	vverm_g4228.t1	acastellanii_g7072.t1
OG0004729	bc2002_braker	vverm_g4228.t1	bc2002_g8838.t1
OG0004729	bc2001_braker	vverm_g4228.t1	bc2001_g51.t1
OG0004730	dicty_braker	vverm_g15671.t1	dicty_g6703.t1
OG0004730	acastellanii_braker	vverm_g15671.t1	acastellanii_g7074.t1
OG0004730	bc2002_braker	vverm_g15671.t1	bc2002_g14749.t1
OG0004730	bc2001_braker	vverm_g15671.t1	bc2001_g3941.t1
OG0004731	dicty_braker	vverm_g16395.t1	dicty_g8742.t1
OG0004731	acastellanii_braker	vverm_g16395.t1	acastellanii_g7075.t1
OG0004731	bc2001_braker	vverm_g16395.t1	bc2001_g18871.t1
OG0004731	bc2002_braker	vverm_g16395.t1	bc2002_g4506.t1
OG0004732	dicty_braker	vverm_g354.t1	dicty_g9183.t1
OG0004732	acastellanii_braker	vverm_g354.t1	acastellanii_g7082.t1
OG0004732	bc2001_braker	vverm_g354.t1	bc2001_g13787.t1
OG0004732	bc2002_braker	vverm_g354.t1	bc2002_g14521.t1
OG0004733	dicty_braker	vverm_g1276.t1	dicty_g5933.t1
OG0004733	acastellanii_braker	vverm_g1276.t1	acastellanii_g7088.t1
OG0004733	bc2002_braker	vverm_g1276.t1	bc2002_g10098.t1
OG0004733	bc2001_braker	vverm_g1276.t1	bc2001_g12528.t1
OG0004734	dicty_braker	vverm_g6011.t1	dicty_g914.t1
OG0004734	acastellanii_braker	vverm_g6011.t1	acastellanii_g7094.t1
OG0004734	bc2002_braker	vverm_g6011.t1	bc2002_g857.t1
OG0004734	bc2001_braker	vverm_g6011.t1	bc2001_g17995.t1
OG0004735	dicty_braker	vverm_g6012.t1	dicty_g10845.t1
OG0004735	acastellanii_braker	vverm_g6012.t1	acastellanii_g7104.t1
OG0004735	bc2001_braker	vverm_g6012.t1	bc2001_g17996.t1
OG0004735	bc2002_braker	vverm_g6012.t1	bc2002_g856.t1
OG0004736	dicty_braker	vverm_g6013.t1	dicty_g10213.t1
OG0004736	acastellanii_braker	vverm_g6013.t1	acastellanii_g7109.t1
OG0004736	bc2002_braker	vverm_g6013.t1	bc2002_g885.t1
OG0004736	bc2001_braker	vverm_g6013.t1	bc2001_g15881.t1
OG0004737	dicty_braker	vverm_g6051.t1	dicty_g10382.t1
OG0004737	acastellanii_braker	vverm_g6051.t1	acastellanii_g7118.t1
OG0004737	bc2002_braker	vverm_g6051.t1	bc2002_g862.t1
OG0004737	bc2001_braker	vverm_g6051.t1	bc2001_g17990.t1
OG0004738	dicty_braker	vverm_g11469.t1	dicty_g10479.t1
OG0004738	acastellanii_braker	vverm_g11469.t1	acastellanii_g7132.t1
OG0004738	bc2001_braker	vverm_g11469.t1	bc2001_g17328.t1
OG0004738	bc2002_braker	vverm_g11469.t1	bc2002_g19500.t1
OG0004739	dicty_braker	vverm_g5804.t1	dicty_g11096.t1
OG0004739	acastellanii_braker	vverm_g5804.t1	acastellanii_g7138.t1
OG0004739	bc2002_braker	vverm_g5804.t1	bc2002_g13321.t1
OG0004739	bc2001_braker	vverm_g5804.t1	bc2001_g13278.t1
OG0004740	dicty_braker	vverm_g6489.t1	dicty_g9346.t1
OG0004740	acastellanii_braker	vverm_g6489.t1	acastellanii_g7145.t1
OG0004740	bc2002_braker	vverm_g6489.t1	bc2002_g11453.t1
OG0004740	bc2001_braker	vverm_g6489.t1	bc2001_g2811.t1
OG0004741	dicty_braker	vverm_g6331.t1	dicty_g3677.t1
OG0004741	acastellanii_braker	vverm_g6331.t1	acastellanii_g7146.t1
OG0004741	bc2001_braker	vverm_g6331.t1	bc2001_g2832.t1
OG0004741	bc2002_braker	vverm_g6331.t1	bc2002_g11477.t1
OG0004742	dicty_braker	vverm_g7016.t1, vverm_g7016.t2	dicty_g11306.t1
OG0004742	acastellanii_braker	vverm_g7016.t1, vverm_g7016.t2	acastellanii_g7151.t1
OG0004742	bc2001_braker	vverm_g7016.t1, vverm_g7016.t2	bc2001_g12755.t1
OG0004743	dicty_braker	vverm_g8158.t1	dicty_g10656.t1
OG0004743	acastellanii_braker	vverm_g8158.t1	acastellanii_g7165.t1
OG0004743	bc2002_braker	vverm_g8158.t1	bc2002_g9269.t1
OG0004743	bc2001_braker	vverm_g8158.t1	bc2001_g13599.t1
OG0004744	dicty_braker	vverm_g5890.t2, vverm_g14046.t1, vverm_g14046.t2	dicty_g11030.t1
OG0004744	acastellanii_braker	vverm_g5890.t2, vverm_g14046.t1, vverm_g14046.t2	acastellanii_g7167.t1
OG0004745	dicty_braker	vverm_g3760.t1	dicty_g10965.t1
OG0004745	acastellanii_braker	vverm_g3760.t1	acastellanii_g7169.t1
OG0004745	bc2001_braker	vverm_g3760.t1	bc2001_g1605.t1
OG0004745	bc2002_braker	vverm_g3760.t1	bc2002_g15315.t1
OG0004746	acastellanii_braker	vverm_g5598.t1	acastellanii_g7182.t2, acastellanii_g7182.t1
OG0004746	bc2002_braker	vverm_g5598.t1	bc2002_g9020.t1
OG0004746	bc2001_braker	vverm_g5598.t1	bc2001_g8929.t1
OG0004747	dicty_braker	vverm_g8188.t1	dicty_g6091.t1
OG0004747	acastellanii_braker	vverm_g8188.t1	acastellanii_g7193.t1
OG0004747	bc2002_braker	vverm_g8188.t1	bc2002_g14390.t1
OG0004747	bc2001_braker	vverm_g8188.t1	bc2001_g211.t1
OG0004748	dicty_braker	vverm_g13403.t1	dicty_g10905.t1
OG0004748	acastellanii_braker	vverm_g13403.t1	acastellanii_g7207.t1
OG0004748	bc2001_braker	vverm_g13403.t1	bc2001_g18419.t1
OG0004748	bc2002_braker	vverm_g13403.t1	bc2002_g16115.t1
OG0004749	acastellanii_braker	vverm_g15718.t1	acastellanii_g7223.t1, acastellanii_g1139.t1
OG0004749	bc2001_braker	vverm_g15718.t1	bc2001_g11644.t1
OG0004749	bc2002_braker	vverm_g15718.t1	bc2002_g12433.t1
OG0004750	dicty_braker	vverm_g13944.t1	dicty_g1601.t1
OG0004750	bc2002_braker	vverm_g13944.t1	bc2002_g19462.t1
OG0004750	bc2001_braker	vverm_g13944.t1	bc2001_g17367.t1
OG0004750	acastellanii_braker	vverm_g13944.t1	acastellanii_g6948.t1
OG0004751	dicty_braker	vverm_g9627.t1	dicty_g9504.t1
OG0004751	acastellanii_braker	vverm_g9627.t1	acastellanii_g6950.t1
OG0004751	bc2002_braker	vverm_g9627.t1	bc2002_g1694.t1
OG0004751	bc2001_braker	vverm_g9627.t1	bc2001_g649.t1
OG0004752	dicty_braker	vverm_g12105.t1	dicty_g681.t1
OG0004752	acastellanii_braker	vverm_g12105.t1	acastellanii_g6956.t1
OG0004752	bc2002_braker	vverm_g12105.t1	bc2002_g17201.t1
OG0004752	bc2001_braker	vverm_g12105.t1	bc2001_g8639.t1
OG0004753	acastellanii_braker	vverm_g16678.t1	acastellanii_g6938.t1
OG0004753	bc2002_braker	vverm_g16678.t1	bc2002_g12812.t1
OG0004753	bc2001_braker	vverm_g16678.t1	bc2001_g6069.t1, bc2001_g6069.t2
OG0004754	acastellanii_braker	vverm_g1144.t1	acastellanii_g6808.t1, acastellanii_g6808.t2
OG0004754	bc2001_braker	vverm_g1144.t1	bc2001_g7456.t1
OG0004754	bc2002_braker	vverm_g1144.t1	bc2002_g13893.t1
OG0004755	dicty_braker	vverm_g16832.t1	dicty_g2162.t1
OG0004755	acastellanii_braker	vverm_g16832.t1	acastellanii_g6822.t1
OG0004755	bc2002_braker	vverm_g16832.t1	bc2002_g3708.t1
OG0004755	bc2001_braker	vverm_g16832.t1	bc2001_g16029.t1
OG0004756	acastellanii_braker	vverm_g12407.t1	acastellanii_g6833.t1, acastellanii_g5873.t1
OG0004756	bc2001_braker	vverm_g12407.t1	bc2001_g19322.t1
OG0004756	bc2002_braker	vverm_g12407.t1	bc2002_g1261.t1
OG0004758	dicty_braker	vverm_g16852.t1	dicty_g2163.t1
OG0004758	acastellanii_braker	vverm_g16852.t1	acastellanii_g6844.t1
OG0004758	bc2001_braker	vverm_g16852.t1	bc2001_g3168.t1
OG0004758	bc2002_braker	vverm_g16852.t1	bc2002_g678.t1
OG0004759	dicty_braker	vverm_g14373.t1	dicty_g8150.t1, dicty_g8150.t2
OG0004759	acastellanii_braker	vverm_g14373.t1	acastellanii_g6868.t1
OG0004759	bc2002_braker	vverm_g14373.t1	bc2002_g287.t1
OG0004760	acastellanii_braker	vverm_g9752.t1, vverm_g893.t1, vverm_g894.t1	acastellanii_g6887.t1, acastellanii_g6887.t2
OG0004761	dicty_braker	vverm_g12229.t1	dicty_g7240.t1
OG0004761	acastellanii_braker	vverm_g12229.t1	acastellanii_g6900.t1
OG0004761	bc2001_braker	vverm_g12229.t1	bc2001_g10395.t1
OG0004761	bc2002_braker	vverm_g12229.t1	bc2002_g7513.t1
OG0004762	dicty_braker	vverm_g12100.t1	dicty_g2402.t1
OG0004762	acastellanii_braker	vverm_g12100.t1	acastellanii_g6908.t1
OG0004762	bc2002_braker	vverm_g12100.t1	bc2002_g17199.t1
OG0004762	bc2001_braker	vverm_g12100.t1	bc2001_g8637.t1
OG0004763	dicty_braker	vverm_g16757.t1	dicty_g6754.t1
OG0004763	acastellanii_braker	vverm_g16757.t1	acastellanii_g6714.t1
OG0004763	bc2002_braker	vverm_g16757.t1	bc2002_g539.t1
OG0004763	bc2001_braker	vverm_g16757.t1	bc2001_g17708.t1
OG0004764	acastellanii_braker	vverm_g5117.t1, vverm_g5116.t3, vverm_g5116.t1, vverm_g5116.t2	acastellanii_g6715.t1
OG0004765	dicty_braker	vverm_g10817.t1	dicty_g1371.t1
OG0004765	acastellanii_braker	vverm_g10817.t1	acastellanii_g6718.t1
OG0004765	bc2001_braker	vverm_g10817.t1	bc2001_g13134.t1
OG0004765	bc2002_braker	vverm_g10817.t1	bc2002_g16398.t1
OG0004766	dicty_braker	vverm_g10977.t1	dicty_g3029.t1
OG0004766	acastellanii_braker	vverm_g10977.t1	acastellanii_g6741.t1
OG0004766	bc2002_braker	vverm_g10977.t1	bc2002_g7424.t1
OG0004766	bc2001_braker	vverm_g10977.t1	bc2001_g1983.t1
OG0004767	dicty_braker	vverm_g4196.t1	dicty_g952.t1
OG0004767	acastellanii_braker	vverm_g4196.t1	acastellanii_g6757.t1
OG0004767	bc2002_braker	vverm_g4196.t1	bc2002_g456.t1
OG0004767	bc2001_braker	vverm_g4196.t1	bc2001_g17789.t1
OG0004768	dicty_braker	vverm_g13874.t1, vverm_g6726.t1	dicty_g10689.t1
OG0004768	acastellanii_braker	vverm_g13874.t1, vverm_g6726.t1	acastellanii_g6005.t2, acastellanii_g6005.t1
OG0004769	dicty_braker	vverm_g11013.t1	dicty_g3744.t1
OG0004769	acastellanii_braker	vverm_g11013.t1	acastellanii_g6007.t1
OG0004769	bc2002_braker	vverm_g11013.t1	bc2002_g7309.t1
OG0004769	bc2001_braker	vverm_g11013.t1	bc2001_g1871.t1
OG0004771	acastellanii_braker	vverm_g355.t1	acastellanii_g6040.t1
OG0004771	bc2001_braker	vverm_g355.t1	bc2001_g13786.t1
OG0004771	bc2002_braker	vverm_g355.t1	bc2002_g14520.t1, bc2002_g14520.t2
OG0004772	dicty_braker	vverm_g8968.t1	dicty_g356.t1
OG0004772	acastellanii_braker	vverm_g8968.t1	acastellanii_g6075.t1
OG0004772	bc2001_braker	vverm_g8968.t1	bc2001_g4454.t1
OG0004772	bc2002_braker	vverm_g8968.t1	bc2002_g10458.t1
OG0004773	dicty_braker	vverm_g712.t1	dicty_g4952.t1
OG0004773	acastellanii_braker	vverm_g712.t1	acastellanii_g6080.t1
OG0004773	bc2002_braker	vverm_g712.t1	bc2002_g8661.t1
OG0004773	bc2001_braker	vverm_g712.t1	bc2001_g6626.t1
OG0004774	dicty_braker	vverm_g16499.t2, vverm_g16499.t1	dicty_g4809.t1, dicty_g4809.t2
OG0004774	acastellanii_braker	vverm_g16499.t2, vverm_g16499.t1	acastellanii_g6125.t1
OG0004775	dicty_braker	vverm_g2249.t1	dicty_g7068.t1
OG0004775	acastellanii_braker	vverm_g2249.t1	acastellanii_g6129.t1
OG0004775	bc2001_braker	vverm_g2249.t1	bc2001_g7759.t2, bc2001_g7759.t1
OG0004776	dicty_braker	vverm_g3221.t1, vverm_g10683.t1	dicty_g471.t1
OG0004776	acastellanii_braker	vverm_g3221.t1, vverm_g10683.t1	acastellanii_g6130.t1
OG0004776	bc2002_braker	vverm_g3221.t1, vverm_g10683.t1	bc2002_g13715.t1
OG0004777	dicty_braker	vverm_g1656.t1	dicty_g248.t1
OG0004777	acastellanii_braker	vverm_g1656.t1	acastellanii_g6131.t1
OG0004777	bc2001_braker	vverm_g1656.t1	bc2001_g3002.t1
OG0004777	bc2002_braker	vverm_g1656.t1	bc2002_g11829.t1
OG0004778	dicty_braker	vverm_g10315.t1	dicty_g2469.t1
OG0004778	acastellanii_braker	vverm_g10315.t1	acastellanii_g6134.t1
OG0004778	bc2001_braker	vverm_g10315.t1	bc2001_g10209.t1
OG0004778	bc2002_braker	vverm_g10315.t1	bc2002_g16823.t1
OG0004779	dicty_braker	vverm_g16491.t1	dicty_g7361.t1
OG0004779	acastellanii_braker	vverm_g16491.t1	acastellanii_g6137.t1
OG0004779	bc2002_braker	vverm_g16491.t1	bc2002_g2186.t1
OG0004779	bc2001_braker	vverm_g16491.t1	bc2001_g2336.t1
OG0004781	dicty_braker	vverm_g8792.t1	dicty_g10578.t1
OG0004781	acastellanii_braker	vverm_g8792.t1	acastellanii_g6151.t1
OG0004781	bc2001_braker	vverm_g8792.t1	bc2001_g19605.t1
OG0004781	bc2002_braker	vverm_g8792.t1	bc2002_g2059.t1
OG0004782	acastellanii_braker	vverm_g10288.t1	acastellanii_g6167.t2, acastellanii_g6167.t1
OG0004782	bc2001_braker	vverm_g10288.t1	bc2001_g10146.t1
OG0004782	bc2002_braker	vverm_g10288.t1	bc2002_g16886.t1
OG0004784	dicty_braker	vverm_g2605.t1	dicty_g3065.t1
OG0004784	acastellanii_braker	vverm_g2605.t1	acastellanii_g6191.t1
OG0004784	bc2001_braker	vverm_g2605.t1	bc2001_g18304.t1
OG0004784	bc2002_braker	vverm_g2605.t1	bc2002_g16001.t1
OG0004785	dicty_braker	vverm_g10178.t1	dicty_g4266.t1
OG0004785	acastellanii_braker	vverm_g10178.t1	acastellanii_g6203.t1, acastellanii_g6203.t2
OG0004785	bc2002_braker	vverm_g10178.t1	bc2002_g5565.t1
OG0004786	acastellanii_braker	vverm_g15681.t1	acastellanii_g6213.t1
OG0004786	bc2001_braker	vverm_g15681.t1	bc2001_g6896.t1
OG0004786	bc2002_braker	vverm_g15681.t1	bc2002_g1749.t2, bc2002_g1749.t1
OG0004787	dicty_braker	vverm_g11010.t1	dicty_g11307.t1
OG0004787	acastellanii_braker	vverm_g11010.t1	acastellanii_g6234.t1
OG0004787	bc2001_braker	vverm_g11010.t1	bc2001_g2088.t1
OG0004787	bc2002_braker	vverm_g11010.t1	bc2002_g13855.t1
OG0004788	acastellanii_braker	vverm_g12261.t1	acastellanii_g6240.t1
OG0004788	bc2002_braker	vverm_g12261.t1	bc2002_g6948.t1
OG0004788	bc2001_braker	vverm_g12261.t1	bc2001_g5412.t2, bc2001_g5412.t1
OG0004790	acastellanii_braker	vverm_g14672.t1	acastellanii_g6271.t1
OG0004790	bc2002_braker	vverm_g14672.t1	bc2002_g15270.t1
OG0004790	bc2001_braker	vverm_g14672.t1	bc2001_g1561.t1, bc2001_g1561.t2
OG0004791	acastellanii_braker	vverm_g5056.t1	acastellanii_g6276.t1
OG0004791	bc2001_braker	vverm_g5056.t1	bc2001_g11100.t1
OG0004791	bc2002_braker	vverm_g5056.t1	bc2002_g10275.t1, bc2002_g10275.t2
OG0004792	acastellanii_braker	vverm_g3604.t1	acastellanii_g6296.t1, acastellanii_g6296.t2
OG0004792	bc2002_braker	vverm_g3604.t1	bc2002_g18177.t1
OG0004792	bc2001_braker	vverm_g3604.t1	bc2001_g9662.t1
OG0004793	acastellanii_braker	vverm_g5418.t1	acastellanii_g6297.t1
OG0004793	bc2001_braker	vverm_g5418.t1	bc2001_g15596.t1
OG0004793	bc2002_braker	vverm_g5418.t1	bc2002_g17852.t1, bc2002_g17852.t2
OG0004794	dicty_braker	vverm_g16494.t1	dicty_g9034.t1
OG0004794	acastellanii_braker	vverm_g16494.t1	acastellanii_g6309.t1
OG0004794	bc2002_braker	vverm_g16494.t1	bc2002_g6549.t1
OG0004794	bc2001_braker	vverm_g16494.t1	bc2001_g14383.t1
OG0004795	dicty_braker	vverm_g15648.t1	dicty_g6204.t1
OG0004795	acastellanii_braker	vverm_g15648.t1	acastellanii_g6333.t1
OG0004795	bc2001_braker	vverm_g15648.t1	bc2001_g2677.t1
OG0004795	bc2002_braker	vverm_g15648.t1	bc2002_g14793.t1
OG0004796	acastellanii_braker	vverm_g304.t1, vverm_g304.t2	acastellanii_g6336.t1
OG0004796	bc2002_braker	vverm_g304.t1, vverm_g304.t2	bc2002_g14464.t1
OG0004796	bc2001_braker	vverm_g304.t1, vverm_g304.t2	bc2001_g13727.t1
OG0004797	dicty_braker	vverm_g14820.t1	dicty_g8689.t1
OG0004797	acastellanii_braker	vverm_g14820.t1	acastellanii_g6346.t1
OG0004797	bc2001_braker	vverm_g14820.t1	bc2001_g5429.t1
OG0004797	bc2002_braker	vverm_g14820.t1	bc2002_g6965.t1
OG0004798	acastellanii_braker	vverm_g1694.t1	acastellanii_g6369.t1
OG0004798	bc2002_braker	vverm_g1694.t1	bc2002_g11758.t1
OG0004798	bc2001_braker	vverm_g1694.t1	bc2001_g3068.t1, bc2001_g321.t1
OG0004799	dicty_braker	vverm_g16143.t1	dicty_g8583.t1
OG0004799	acastellanii_braker	vverm_g16143.t1	acastellanii_g6371.t1
OG0004799	bc2002_braker	vverm_g16143.t1	bc2002_g8446.t1
OG0004799	bc2001_braker	vverm_g16143.t1	bc2001_g16178.t1
OG0004800	dicty_braker	vverm_g5362.t1	dicty_g6241.t1
OG0004800	acastellanii_braker	vverm_g5362.t1	acastellanii_g6377.t1
OG0004800	bc2002_braker	vverm_g5362.t1	bc2002_g13813.t1
OG0004800	bc2001_braker	vverm_g5362.t1	bc2001_g1238.t1
OG0004801	acastellanii_braker	vverm_g10397.t1, vverm_g10397.t2	acastellanii_g6382.t1
OG0004801	bc2001_braker	vverm_g10397.t1, vverm_g10397.t2	bc2001_g18977.t1
OG0004801	bc2002_braker	vverm_g10397.t1, vverm_g10397.t2	bc2002_g5672.t1
OG0004802	dicty_braker	vverm_g15141.t1	dicty_g7612.t1
OG0004802	acastellanii_braker	vverm_g15141.t1	acastellanii_g6388.t2
OG0004802	bc2002_braker	vverm_g15141.t1	bc2002_g3325.t1
OG0004802	bc2001_braker	vverm_g15141.t1	bc2001_g16929.t1
OG0004803	dicty_braker	vverm_g3957.t1	dicty_g6599.t1
OG0004803	acastellanii_braker	vverm_g3957.t1	acastellanii_g6391.t1
OG0004803	bc2002_braker	vverm_g3957.t1	bc2002_g8418.t1
OG0004803	bc2001_braker	vverm_g3957.t1	bc2001_g16154.t1
OG0004804	dicty_braker	vverm_g15382.t1	dicty_g2404.t1
OG0004804	acastellanii_braker	vverm_g15382.t1	acastellanii_g6412.t1
OG0004804	bc2001_braker	vverm_g15382.t1	bc2001_g5463.t1
OG0004804	bc2002_braker	vverm_g15382.t1	bc2002_g6997.t1
OG0004805	dicty_braker	vverm_g3713.t1	dicty_g11052.t1
OG0004805	acastellanii_braker	vverm_g3713.t1	acastellanii_g6415.t1
OG0004805	bc2001_braker	vverm_g3713.t1	bc2001_g9701.t1
OG0004805	bc2002_braker	vverm_g3713.t1	bc2002_g18137.t1
OG0004807	dicty_braker	vverm_g7608.t1	dicty_g3012.t1
OG0004807	acastellanii_braker	vverm_g7608.t1	acastellanii_g6431.t1
OG0004807	bc2001_braker	vverm_g7608.t1	bc2001_g8739.t1
OG0004807	bc2002_braker	vverm_g7608.t1	bc2002_g17303.t1
OG0004808	dicty_braker	vverm_g1966.t1	dicty_g693.t1
OG0004808	acastellanii_braker	vverm_g1966.t1	acastellanii_g6432.t1
OG0004808	bc2002_braker	vverm_g1966.t1	bc2002_g1170.t1
OG0004808	bc2001_braker	vverm_g1966.t1	bc2001_g19244.t1
OG0004810	acastellanii_braker	vverm_g5055.t1	acastellanii_g5848.t1, acastellanii_g6451.t1
